edition	model	variant	paragraph	operation	old_patient	new_patient	old_debts	new_debts	old_rule	new_rule	row_status
ZL3b	R	B	f99r|f99r.47-f99r.52	f99r.50:2	f99r.49:6	f99r.49:6	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	PARAGRAPH_CARRY	PARAGRAPH_CARRY	recorded
ZL3b	R	B	f99r|f99r.47-f99r.52	f99r.50:3	f99r.49:6	f99r.49:6	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	PARAGRAPH_CARRY	PARAGRAPH_CARRY	recorded
ZL3b	R	B	f99r|f99r.47-f99r.52	f99r.51:7	f99r.49:6	f99r.49:6	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:5;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	PARAGRAPH_CARRY	PARAGRAPH_CARRY	recorded
ZL3b	R	J	f99r|f99r.47-f99r.52	f99r.50:2	f99r.49:6	f99r.49:6	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	PARAGRAPH_CARRY	PARAGRAPH_CARRY	recorded
ZL3b	R	J	f99r|f99r.47-f99r.52	f99r.50:3	f99r.49:6	f99r.49:6	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	PARAGRAPH_CARRY	PARAGRAPH_CARRY	recorded
ZL3b	R	J	f99r|f99r.47-f99r.52	f99r.51:7	f99r.49:6	f99r.49:6	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:5;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	PARAGRAPH_CARRY	PARAGRAPH_CARRY	recorded
ZL3b	R	M	f99r|f99r.47-f99r.52	f99r.50:2	f99r.49:6	f99r.49:6	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	PARAGRAPH_CARRY	PARAGRAPH_CARRY	recorded
ZL3b	R	M	f99r|f99r.47-f99r.52	f99r.50:3	f99r.49:6	f99r.49:6	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	PARAGRAPH_CARRY	PARAGRAPH_CARRY	recorded
ZL3b	R	M	f99r|f99r.47-f99r.52	f99r.51:7	f99r.49:6	f99r.49:6	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:5;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:4;UNREAD_BETWEEN:f99r.50:7;UNREAD_BETWEEN:f99r.51:1;UNREAD_BETWEEN:f99r.51:2;UNREAD_BETWEEN:f99r.51:3;UNREAD_BETWEEN:f99r.51:6;IMPLICIT_SUBJECT_CONTINUATION	PARAGRAPH_CARRY	PARAGRAPH_CARRY	recorded
ZL3b	C	B	f99r|f99r.47-f99r.52	f99r.50:2	f99r.49:6	f99r.49:6	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;UNREAD_BETWEEN:f99r.50:1;IMPLICIT_SUBJECT_CONTINUATION	UNREAD_BETWEEN:f99r.49:9;UNREAD_BETWEEN:f99r.49:10;IMPLICIT_SUBJECT_CONTINUATION	PARAGRAPH_CARRY	PARAGRAPH_CARRY	recorded
