scope	model_stage	consensus_feature	consensus_weight	target_count	truth_generated_count	top1_exact_count	top2_exact_count	top3_exact_count	top5_exact_count	rank_sum	deepest_truth_rank
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	GDT523_BASE	BASE	0.0	1558	1441	1096	1327	1387	1418	2111	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SUM2_W010	SUM_TWO	0.1	1558	1441	1097	1327	1387	1418	2110	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SUM2_W025	SUM_TWO	0.25	1558	1441	1097	1327	1386	1418	2111	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SUM2_W050	SUM_TWO	0.5	1558	1441	1098	1327	1386	1418	2110	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SUM2_W075	SUM_TWO	0.75	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SUM2_W100	SUM_TWO	1.0	1558	1441	1098	1328	1386	1418	2109	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SUM2_W125	SUM_TWO	1.25	1558	1441	1096	1328	1386	1418	2111	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SUM2_W150	SUM_TWO	1.5	1558	1441	1097	1328	1386	1418	2110	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SECOND_W050	SECOND_BASE	0.5	1558	1441	1097	1327	1387	1418	2110	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SECOND_W075	SECOND_BASE	0.75	1558	1441	1097	1327	1386	1418	2111	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SECOND_W100	SECOND_BASE	1.0	1558	1441	1097	1327	1386	1418	2111	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SECOND_W150	SECOND_BASE	1.5	1558	1441	1097	1327	1386	1418	2111	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SECOND_W200	SECOND_BASE	2.0	1558	1441	1097	1327	1386	1418	2111	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	SECOND_W250	SECOND_BASE	2.5	1558	1441	1097	1327	1386	1418	2111	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	MIN2_W050	MIN_TWO	0.5	1558	1441	1097	1327	1387	1418	2110	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	MIN2_W075	MIN_TWO	0.75	1558	1441	1097	1327	1386	1418	2111	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	MIN2_W100	MIN_TWO	1.0	1558	1441	1097	1327	1386	1418	2111	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	MIN2_W150	MIN_TWO	1.5	1558	1441	1097	1327	1386	1418	2111	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	MIN2_W200	MIN_TWO	2.0	1558	1441	1097	1327	1386	1418	2111	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	MIN2_W250	MIN_TWO	2.5	1558	1441	1097	1327	1386	1418	2111	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COUNT_W050	COUNT_PAIR	0.5	1558	1441	1098	1327	1386	1418	2110	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COUNT_W100	COUNT_PAIR	1.0	1558	1441	1097	1328	1386	1418	2110	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COUNT_W150	COUNT_PAIR	1.5	1558	1441	1096	1328	1386	1418	2111	22
FOUR_FOLD_OLD26_SURFACE_REHEARSAL	COUNT_W200	COUNT_PAIR	2.0	1558	1441	1094	1328	1386	1418	2113	22
CURRENT_159_OLD26_TO_NEW4	GDT523_BASE	BASE	0.0	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	SUM2_W010	SUM_TWO	0.1	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	SUM2_W025	SUM_TWO	0.25	159	159	142	154	158	158	187	9
CURRENT_159_OLD26_TO_NEW4	SUM2_W050	SUM_TWO	0.5	159	159	143	154	158	158	186	9
CURRENT_159_OLD26_TO_NEW4	SUM2_W075	SUM_TWO	0.75	159	159	143	154	158	158	186	9
CURRENT_159_OLD26_TO_NEW4	SUM2_W100	SUM_TWO	1.0	159	159	144	154	158	158	185	9
CURRENT_159_OLD26_TO_NEW4	SUM2_W125	SUM_TWO	1.25	159	159	144	154	158	158	185	9
CURRENT_159_OLD26_TO_NEW4	SUM2_W150	SUM_TWO	1.5	159	159	144	154	158	158	185	9
CURRENT_159_OLD26_TO_NEW4	SECOND_W050	SECOND_BASE	0.5	159	159	142	154	158	158	187	9
