record	at	word	reading	row_status
F83_P1	f83r.1:1	tchedy	⟦tchedy⟧	recorded
F83_P1	f83r.1:2	lpchedy	⟦lpchedy⟧	recorded
F83_P1	f83r.1:3	opedy	⟦opedy⟧	recorded
F83_P1	f83r.1:4	chepol	⟦chepol⟧	recorded
F83_P1	f83r.1:5	pchedar	⟦pchedar⟧	recorded
F83_P1	f83r.1:6	shedy	Auslass	recorded
F83_P1	f83r.1:7	qopchedy	⟦qopchedy⟧	recorded
F83_P1	f83r.2:1	sol	⟦sol⟧	recorded
F83_P1	f83r.2:2	cheey	⟦cheey⟧	recorded
F83_P1	f83r.2:3	qokaiin	Einlass	recorded
F83_P1	f83r.2:4	shol	⟦shol⟧	recorded
F83_P1	f83r.2:5	lchs	⟦lchs⟧	recorded
F83_P1	f83r.2:6	shey	⟦shey⟧	recorded
F83_P1	f83r.2:7	qoteedy	⟦qoteedy⟧	recorded
F83_P1	f83r.2:8	rches	⟦rches⟧	recorded
F83_P1	f83r.2:9	ar	⟦ar⟧	recorded
F83_P1	f83r.2:10	chedy	spüle [Ort=Einlass; Bezug=f83r.2:3; Wasser=; Ziel=—; Lücken=water; Benetzungsbeleg=]	recorded
F83_P1	f83r.2:11	dor	⟦dor⟧	recorded
F83_P1	f83r.3:1	olkeedy	⟦olkeedy⟧	recorded
F83_P1	f83r.3:2	qotal	⟦qotal⟧	recorded
F83_P1	f83r.3:3	chkeedy	⟦chkeedy⟧	recorded
F83_P1	f83r.3:4	chey	⟦chey⟧	recorded
F83_P1	f83r.3:5	daiin	⟦daiin⟧	recorded
F83_P1	f83r.3:6	chey	⟦chey⟧	recorded
F83_P1	f83r.3:7	lchedy	Mittelbecken	recorded
F83_P1	f83r.3:8	qokaiin	Einlass	recorded
F83_P1	f83r.3:9	qotal	⟦qotal⟧	recorded
F83_P1	f83r.3:10	dar	⟦dar⟧	recorded
F83_P1	f83r.4:1	qokshedy	⟦qokshedy⟧	recorded
F83_P1	f83r.4:2	chedy	spüle [Ort=Einlass; Bezug=f83r.3:8; Wasser=; Ziel=—; Lücken=water; Benetzungsbeleg=]	recorded
F83_P1	f83r.4:3	qokedy	ist benetzt [Ort=Einlass; Bezug=f83r.3:8; Wasser=; Ziel=—; Lücken=; Benetzungsbeleg=]	recorded
F83_P1	f83r.4:4	chkedy	⟦chkedy⟧	recorded
F83_P1	f83r.4:5	daiin	⟦daiin⟧	recorded
F83_P1	f83r.4:6	shetar	⟦shetar⟧	recorded
F83_P1	f83r.4:7	shedy	Auslass	recorded
F83_P1	f83r.4:8	qekaiin	⟦qekaiin⟧	recorded
F83_P1	f83r.4:9	chedy	spüle [Ort=Auslass; Bezug=f83r.4:7; Wasser=; Ziel=—; Lücken=water; Benetzungsbeleg=]	recorded
F83_P1	f83r.5:1	deey	⟦deey⟧	recorded
F83_P1	f83r.5:2	qotaiin	⟦qotaiin⟧	recorded
F83_P1	f83r.5:3	checkhy	⟦checkhy⟧	recorded
F83_P1	f83r.5:4	qoty	⟦qoty⟧	recorded
F83_P1	f83r.5:5	cheg	⟦cheg⟧	recorded
F83_P1	f83r.5:6	shedy	Auslass	recorded
F83_P1	f83r.5:7	qokeey	Wasser	recorded
F83_P1	f83r.5:8	rchedy	⟦rchedy⟧	recorded
F83_P1	f83r.5:9	qoteedy	⟦qoteedy⟧	recorded
F83_P1	f83r.5:10	lo	⟦lo⟧	recorded
F83_P1	f83r.6:1	schedy	⟦schedy⟧	recorded
F83_P1	f83r.6:2	chedchy	⟦chedchy⟧	recorded
F83_P1	f83r.6:3	qokal	⟦qokal⟧	recorded
F83_P1	f83r.6:4	olchedy	⟦olchedy⟧	recorded
F83_P1	f83r.6:5	qokaiin	Einlass	recorded
F83_P1	f83r.6:6	chedy	spüle [Ort=Einlass; Bezug=f83r.6:5; Wasser=f83r.5:7; Ziel=—; Lücken=; Benetzungsbeleg=]	recorded
