route	candidate_recipe	gdt529_rank	pair_ordinal	pair	occurrence_count	event_count	surface_count	recipe_count	page_count	register_count	examples	relation
SELECTED_RANK1	D_ADDR+AIR+Y+K+O+DA+S	1	1	D_ADDR+AIR	16	16	7	6	10	3	dair=D_ADDR+AIR@f10r | dair=D_ADDR+AIR@f11r | ydair=Y+D_ADDR+AIR@f17r | dair=D_ADDR+AIR@f17r | dair=D_ADDR+AIR@f18r | oldair=OL+D_ADDR+AIR@f75r | qolair=OL+D_ADDR+AIR@f76r | dairam=D_ADDR+AIR+A_ADDR+AM_ADDR@f81v	SHARED_PREFIX_PAIR
SELECTED_RANK1	D_ADDR+AIR+Y+K+O+DA+S	1	2	AIR+Y	2	2	2	2	2	2	dairydy=AIR+Y+DY@f83r | toairy=T+O+AIR+Y@f88v	SHARED_PREFIX_PAIR
SELECTED_RANK1	D_ADDR+AIR+Y+K+O+DA+S	1	3	Y+K	69	69	49	45	21	5	ykal=Y+K+AL@f1r | ykaiin=Y+K+AIIN@f1r | oykchor=O+Y+K+CH+OR@f10r | ykychy=Y+K+Y+CH+Y@f11r | ykchor=Y+K+CH+OR@f11r | ykchy=Y+K+Y@f13r | ykor=Y+K+OR@f13r | ykchy=Y+K+Y@f13r	SHARED_PREFIX_PAIR
SELECTED_RANK1	D_ADDR+AIR+Y+K+O+DA+S	1	4	K+O	21	21	21	20	12	5	kos=K+O+S@f1r | kodaiin=K+O+D_ADDR+AIIN@f1r | kod=K+O+D_ADDR@f1r | koeam=K+O+E+AM_ADDR@f1r | kodshey=K+O+D_ADDR+SH+E+Y@f1r | koshey=K+O+SH+E+Y@f1r | kom=K+O+M_LOCAL@f10r | ckhody=CH+K+O+DY@f17r	SHARED_PREFIX_PAIR
SELECTED_RANK1	D_ADDR+AIR+Y+K+O+DA+S	1	5	O+DA	6	6	5	5	2	2	odaeiin=O+DA+E+IIN@f67r2 | sodar=S+O+DA+R@f67r2 | odas=O+DA+S@f67r2 | odal=O+DA+L@f67r2 | odaiiin=O+DA+LOCAL_CHAR_I+IIN@f67r2 | sodar=S+O+DA+R@f77r	ROUTE_SPECIFIC_PAIR
SELECTED_RANK1	D_ADDR+AIR+Y+K+O+DA+S	1	6	DA+S	2	2	2	2	2	2	das=DA+S@f17r | odas=O+DA+S@f67r2	SELECTED_CRITICAL_STAGE_SELECTION_PAIR
RIVAL_RANK2	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	2	1	D_ADDR+AIR	16	16	7	6	10	3	dair=D_ADDR+AIR@f10r | dair=D_ADDR+AIR@f11r | ydair=Y+D_ADDR+AIR@f17r | dair=D_ADDR+AIR@f17r | dair=D_ADDR+AIR@f18r | oldair=OL+D_ADDR+AIR@f75r | qolair=OL+D_ADDR+AIR@f76r | dairam=D_ADDR+AIR+A_ADDR+AM_ADDR@f81v	SHARED_PREFIX_PAIR
RIVAL_RANK2	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	2	2	AIR+Y	2	2	2	2	2	2	dairydy=AIR+Y+DY@f83r | toairy=T+O+AIR+Y@f88v	SHARED_PREFIX_PAIR
RIVAL_RANK2	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	2	3	Y+K	69	69	49	45	21	5	ykal=Y+K+AL@f1r | ykaiin=Y+K+AIIN@f1r | oykchor=O+Y+K+CH+OR@f10r | ykychy=Y+K+Y+CH+Y@f11r | ykchor=Y+K+CH+OR@f11r | ykchy=Y+K+Y@f13r | ykor=Y+K+OR@f13r | ykchy=Y+K+Y@f13r	SHARED_PREFIX_PAIR
RIVAL_RANK2	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	2	4	K+O	21	21	21	20	12	5	kos=K+O+S@f1r | kodaiin=K+O+D_ADDR+AIIN@f1r | kod=K+O+D_ADDR@f1r | koeam=K+O+E+AM_ADDR@f1r | kodshey=K+O+D_ADDR+SH+E+Y@f1r | koshey=K+O+SH+E+Y@f1r | kom=K+O+M_LOCAL@f10r | ckhody=CH+K+O+DY@f17r	SHARED_PREFIX_PAIR
RIVAL_RANK2	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	2	5	O+D_ADDR	114	114	79	73	22	5	shod=SH+O+D_ADDR@f1r | odar=O+D_ADDR+AR@f1r | shodary=SH+O+D_ADDR+AR+Y@f1r | cphodal=CH+P+O+D_ADDR+AL@f1r | shodain=SH+O+D_ADDR+AIN@f1r | kodaiin=K+O+D_ADDR+AIIN@f1r | cphodaiils=CH+P+O+D_ADDR+AIIN+L+S@f1r | odaiin=O+D_ADDR+AIIN@f1r	ROUTE_SPECIFIC_PAIR
RIVAL_RANK2	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	2	6	D_ADDR+A_ADDR	1	1	1	1	1	1	daiy=D_ADDR+A_ADDR+LOCAL_CHAR_I+Y@f1r	RIVAL_CRITICAL_DOUBLE_ADDRESS_PAIR
RIVAL_RANK2	D_ADDR+AIR+Y+K+O+D_ADDR+A_ADDR+S	2	7	A_ADDR+S	9	9	6	6	7	5	ase=A_ADDR+S+E@f1r | chas=CH+A_ADDR+S@f72r | as=A_ADDR+S@f76r | qokas=OK+A_ADDR+S@f76r | as=A_ADDR+S@f76r | as=A_ADDR+S@f77r | rasy=R+A_ADDR+S+Y@f82r | as=A_ADDR+S@f89r	ROUTE_SPECIFIC_PAIR
