statement_id	record	page	owner_start	owner_resets	register_habit	cards	emitted_tokens	card_ids	surfaces	primitive_program	final_automaton_state	rule_rendered_cards	exemplar_allographs	forward_result_de	backward_result_de
H1-S001	H1	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	1	HERBAL_OPEN_ARTICLE_CHAIN	10	10	65f320e75510b2f38182|dedc383b600397a301ee|4d4559019a961b834aa1|80ebbbbf238eee9f0aef|df1098831679a8ad1b39|12efe866f335461823a6|62ff059766b21c7de083|276a7c2d74d1143446f4|2f1c5e56e8f0ff459065|a6939862e33ece5a0483	dchey cthoor char chty os chair otytchol oky daiin etyd	SOURCE_DRAW>ACTIVATE_CHARGE>SOURCE_DRAW>ACTIVATE_CHARGE>TARGET_HANDOFF>SOURCE_DRAW>SOURCE_DRAW>CONTINUE_USE>METER_CHECK>ACTIVATE_CHARGE	WORK	9	1	HERBAL_OPEN_ARTICLE_CHAIN: SOURCE_DRAW>ACTIVATE_CHARGE>SOURCE_DRAW>ACTIVATE_CHARGE>TARGET_HANDOFF>SOURCE_DRAW>SOURCE_DRAW>CONTINUE_USE>METER_CHECK>ACTIVATE_CHARGE.	10 Karten ergeben SOURCE_DRAW>ACTIVATE_CHARGE>SOURCE_DRAW>ACTIVATE_CHARGE>TARGET_HANDOFF>SOURCE_DRAW>SOURCE_DRAW>CONTINUE_USE>METER_CHECK>ACTIVATE_CHARGE bei WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB.
H1-S002	H1	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	0	HERBAL_OPEN_ARTICLE_CHAIN	4	4	9ad66e67803a12e745de|e8a6105b5c3a6220b440|dcda95c81a5460feb191|e0b630cb1b5df5e7105b	qokchy qotchol chol cthy	ACTIVATE_CHARGE>SOURCE_DRAW>CONTINUE_USE>HOLD_STATE	WORK	3	1	HERBAL_OPEN_ARTICLE_CHAIN: ACTIVATE_CHARGE>SOURCE_DRAW>CONTINUE_USE>HOLD_STATE.	4 Karten ergeben ACTIVATE_CHARGE>SOURCE_DRAW>CONTINUE_USE>HOLD_STATE bei WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB.
H2-S001	H2	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	1	HERBAL_OPEN_ARTICLE_CHAIN	9	9	7249edc4df3419c26999|e0b630cb1b5df5e7105b|7a4bb8136330ee4e6e56|f3c23f42baf625639e1e|af816c04e65874a0f2fa|b921a237be883a820352|b921a237be883a820352|2f1c5e56e8f0ff459065|b921a237be883a820352	ycheor cthy chor cthaiin qoctholy dy chy taiin shy	SOURCE_DRAW>HOLD_STATE>ACTIVATE_CHARGE>METER_CHECK>CONTINUE_USE>MOVE_PASS>CONTINUE_USE>METER_CHECK>TARGET_HANDOFF	WORK	6	3	HERBAL_OPEN_ARTICLE_CHAIN: SOURCE_DRAW>HOLD_STATE>ACTIVATE_CHARGE>METER_CHECK>CONTINUE_USE>MOVE_PASS>CONTINUE_USE>METER_CHECK>TARGET_HANDOFF.	9 Karten ergeben SOURCE_DRAW>HOLD_STATE>ACTIVATE_CHARGE>METER_CHECK>CONTINUE_USE>MOVE_PASS>CONTINUE_USE>METER_CHECK>TARGET_HANDOFF bei WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB.
H2-S002	H2	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	0	HERBAL_OPEN_ARTICLE_CHAIN	8	8	10488b911aae52b3b334|7a4bb8136330ee4e6e56|497cbd9c7401810ff56b|dcda95c81a5460feb191|dec401773c1f0347793d|dcda95c81a5460feb191|2f1c5e56e8f0ff459065|4d4559019a961b834aa1	qotchor chor otol chol cholor chol daiin dar	ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>CONTINUE_USE>ACTIVATE_CHARGE>CONTINUE_USE>METER_CHECK>SOURCE_DRAW	AFTER_SOURCE	5	3	HERBAL_OPEN_ARTICLE_CHAIN: ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>CONTINUE_USE>ACTIVATE_CHARGE>CONTINUE_USE>METER_CHECK>SOURCE_DRAW.	8 Karten ergeben ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>CONTINUE_USE>ACTIVATE_CHARGE>CONTINUE_USE>METER_CHECK>SOURCE_DRAW bei WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB.
H2-S003	H2	f10r	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	0	HERBAL_OPEN_ARTICLE_CHAIN	7	7	27d97af8c96eb056c2e6|7a4bb8136330ee4e6e56|7a4bb8136330ee4e6e56|b921a237be883a820352|409de02322e7b2ca0c62|b921a237be883a820352|834825c61d048a6b5628	oykchor shor chor chy kaiiin dy chodaiin	ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>METER_CHECK>CONTINUE_USE>SOURCE_DRAW	AFTER_SOURCE	5	2	HERBAL_OPEN_ARTICLE_CHAIN: ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>METER_CHECK>CONTINUE_USE>SOURCE_DRAW.	7 Karten ergeben ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>METER_CHECK>CONTINUE_USE>SOURCE_DRAW bei WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB.
H3-S001	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	1	HERBAL_COMMITTED_SUBSTEP	7	8	953ad19b79517fc8a211|428a5e3662aa57b4b256|bdad9f9ea8b80f141496|a8af08e69edab8e54f15|deb377381ceaf55ea310|b5df9126607030b95175|2e2027b1951d79911e24	tshol schoal cfhy shfydaiin cphy shey tchody	HOLD_STATE>TARGET_HANDOFF>SOURCE_DRAW>METER_CHECK>MOVE_PASS>HOLD_STATE>SOURCE_DRAW>CLOSE	CLOSED	6	1	HERBAL_COMMITTED_SUBSTEP: HOLD_STATE>TARGET_HANDOFF>SOURCE_DRAW>METER_CHECK>MOVE_PASS>HOLD_STATE>SOURCE_DRAW>CLOSE.	7 Karten ergeben HOLD_STATE>TARGET_HANDOFF>SOURCE_DRAW>METER_CHECK>MOVE_PASS>HOLD_STATE>SOURCE_DRAW>CLOSE bei WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT.
H3-S002	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	0	HERBAL_OPEN_ARTICLE_CHAIN	1	1	577c03a928d674d420d7	shoyty	HOLD_STATE	WORK	1	0	HERBAL_OPEN_ARTICLE_CHAIN: HOLD_STATE.	1 Karten ergeben HOLD_STATE bei WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT.
H3-S003	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	0	HERBAL_OPEN_ARTICLE_CHAIN	5	5	d665560c8ff80799a82c|b921a237be883a820352|b2812c8283c3a62438bd|b921a237be883a820352|2f1c5e56e8f0ff459065	dchol chy kchy dy daiin	CONTINUE_USE>CONTINUE_USE>ACTIVATE_CHARGE>CONTINUE_USE>METER_CHECK	AFTER_METER	4	1	HERBAL_OPEN_ARTICLE_CHAIN: CONTINUE_USE>CONTINUE_USE>ACTIVATE_CHARGE>CONTINUE_USE>METER_CHECK.	5 Karten ergeben CONTINUE_USE>CONTINUE_USE>ACTIVATE_CHARGE>CONTINUE_USE>METER_CHECK bei WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT.
H3-S004	H3	f11r	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	0	HERBAL_OPEN_ARTICLE_CHAIN	4	4	a48efd6c4491a046ba78|322281bd391aa621f568|e0b630cb1b5df5e7105b|b921a237be883a820352	qotchy okchol cthy dy	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CONTINUE_USE	WORK	3	1	HERBAL_OPEN_ARTICLE_CHAIN: ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CONTINUE_USE.	4 Karten ergeben ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CONTINUE_USE bei WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT.
H4-S001	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	1	HERBAL_COMMITTED_SUBSTEP	5	6	b5fcea1eaed06b2f2291|2f1c5e56e8f0ff459065|403c1592f918c8f23b88|d929a14ec45749b2e805|97cc9ac109148723c472	qokaiin chaiin ykain ykan ody	METER_CHECK>METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>CLOSE	CLOSED	4	1	HERBAL_COMMITTED_SUBSTEP: METER_CHECK>METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>CLOSE.	5 Karten ergeben METER_CHECK>METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>CLOSE bei WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT.
H4-S002	H4	f55v	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	0	HERBAL_OPEN_ARTICLE_CHAIN	3	3	2f1c5e56e8f0ff459065|6f7ff8287eddf4da9fdb|e026af581c99322fbd46	daiin chedy talam	METER_CHECK>ACTIVATE_CHARGE>CONTINUE_USE	WORK	3	0	HERBAL_OPEN_ARTICLE_CHAIN: METER_CHECK>ACTIVATE_CHARGE>CONTINUE_USE.	3 Karten ergeben METER_CHECK>ACTIVATE_CHARGE>CONTINUE_USE bei WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT.
