event_id	statement_id	event_in_statement	record	page	locus	owner_code	concrete_owner_de	owner_reset	active_before_de	active_after_de	register_habit	joint_tuple_id	component_parse	body_surface	observed_surface	renderer_mode	habit_applied	procedure_tokens	automaton_before	automaton_after	forward_scribe_instruction_de	backward_reader_instruction_de	roundtrip_card
E001	H1-S001	1	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	breitblättrige gezähnte Blütenpflanze	YES	Material dieser Pflanze	entnommene Fraktion aus Material dieser Pflanze	HERBAL_OPEN_ARTICLE_CHAIN	65f320e75510b2f38182	CH+E+Y	chey	dchey	RULE	NO	SOURCE_DRAW	START	AFTER_SOURCE	Bei WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB SOURCE_DRAW als Karte 65f320e75510b2f38182 setzen und dchey schreiben.	dchey an dieser Stelle als Karte 65f320e75510b2f38182 lesen; SOURCE_DRAW ausführen; Besitzer WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB beibehalten.	YES
E002	H1-S001	2	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	breitblättrige gezähnte Blütenpflanze	NO	entnommene Fraktion aus Material dieser Pflanze	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	HERBAL_OPEN_ARTICLE_CHAIN	dedc383b600397a301ee	CTH+O+OR	cthoor	cthoor	RULE	NO	ACTIVATE_CHARGE	AFTER_SOURCE	WORK	Bei WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB ACTIVATE_CHARGE als Karte dedc383b600397a301ee setzen und cthoor schreiben.	cthoor an dieser Stelle als Karte dedc383b600397a301ee lesen; ACTIVATE_CHARGE ausführen; Besitzer WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB beibehalten.	YES
E003	H1-S001	3	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	breitblättrige gezähnte Blütenpflanze	NO	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	HERBAL_OPEN_ARTICLE_CHAIN	4d4559019a961b834aa1	AR	ar	char	RULE	NO	SOURCE_DRAW	WORK	AFTER_SOURCE	Bei WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB SOURCE_DRAW als Karte 4d4559019a961b834aa1 setzen und char schreiben.	char an dieser Stelle als Karte 4d4559019a961b834aa1 lesen; SOURCE_DRAW ausführen; Besitzer WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB beibehalten.	YES
E004	H1-S001	4	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	breitblättrige gezähnte Blütenpflanze	NO	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	HERBAL_OPEN_ARTICLE_CHAIN	80ebbbbf238eee9f0aef	T+Y	ty	chty	RULE	NO	ACTIVATE_CHARGE	AFTER_SOURCE	WORK	Bei WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB ACTIVATE_CHARGE als Karte 80ebbbbf238eee9f0aef setzen und chty schreiben.	chty an dieser Stelle als Karte 80ebbbbf238eee9f0aef lesen; ACTIVATE_CHARGE ausführen; Besitzer WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB beibehalten.	YES
E005	H1-S001	5	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	breitblättrige gezähnte Blütenpflanze	NO	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	HERBAL_OPEN_ARTICLE_CHAIN	df1098831679a8ad1b39	OS	os	os	RULE	NO	TARGET_HANDOFF	WORK	WORK	Bei WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB TARGET_HANDOFF als Karte df1098831679a8ad1b39 setzen und os schreiben.	os an dieser Stelle als Karte df1098831679a8ad1b39 lesen; TARGET_HANDOFF ausführen; Besitzer WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB beibehalten.	YES
E006	H1-S001	6	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	breitblättrige gezähnte Blütenpflanze	NO	laufender Ansatz bei breitblättrige gezähnte Blütenpflanze	Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	HERBAL_OPEN_ARTICLE_CHAIN	12efe866f335461823a6	CH+AIR	air	chair	RULE	NO	SOURCE_DRAW	WORK	AFTER_SOURCE	Bei WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB SOURCE_DRAW als Karte 12efe866f335461823a6 setzen und chair schreiben.	chair an dieser Stelle als Karte 12efe866f335461823a6 lesen; SOURCE_DRAW ausführen; Besitzer WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB beibehalten.	YES
E007	H1-S001	7	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	breitblättrige gezähnte Blütenpflanze	NO	Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	HERBAL_OPEN_ARTICLE_CHAIN	62ff059766b21c7de083	OT+Y+T+CH+OL	otytchol	otytchol	RULE	NO	SOURCE_DRAW	AFTER_SOURCE	AFTER_SOURCE	Bei WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB SOURCE_DRAW als Karte 62ff059766b21c7de083 setzen und otytchol schreiben.	otytchol an dieser Stelle als Karte 62ff059766b21c7de083 lesen; SOURCE_DRAW ausführen; Besitzer WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB beibehalten.	YES
E008	H1-S001	8	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	breitblättrige gezähnte Blütenpflanze	NO	entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	HERBAL_OPEN_ARTICLE_CHAIN	276a7c2d74d1143446f4	OK+Y	oky	oky	COPY_LOCAL_ALLOGRAPH	YES	CONTINUE_USE	AFTER_SOURCE	WORK	Bei WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB CONTINUE_USE als Karte 276a7c2d74d1143446f4 setzen und oky schreiben.	oky an dieser Stelle als Karte 276a7c2d74d1143446f4 lesen; CONTINUE_USE ausführen; Besitzer WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB beibehalten.	YES
E009	H1-S001	9	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	breitblättrige gezähnte Blütenpflanze	NO	entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	HERBAL_OPEN_ARTICLE_CHAIN	2f1c5e56e8f0ff459065	AIIN	aiin	daiin	RULE	NO	METER_CHECK	WORK	AFTER_METER	Bei WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB METER_CHECK als Karte 2f1c5e56e8f0ff459065 setzen und daiin schreiben.	daiin an dieser Stelle als Karte 2f1c5e56e8f0ff459065 lesen; METER_CHECK ausführen; Besitzer WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB beibehalten.	YES
E010	H1-S001	10	H1	f10r	f10r.2	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	breitblättrige gezähnte Blütenpflanze	NO	entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	entnommene Fraktion aus Laufflüssigkeit bei breitblättrige gezähnte Blütenpflanze	HERBAL_OPEN_ARTICLE_CHAIN	a6939862e33ece5a0483	E+T+Y	etyd	etyd	RULE	NO	ACTIVATE_CHARGE	AFTER_METER	WORK	Bei WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB ACTIVATE_CHARGE als Karte a6939862e33ece5a0483 setzen und etyd schreiben.	etyd an dieser Stelle als Karte a6939862e33ece5a0483 lesen; ACTIVATE_CHARGE ausführen; Besitzer WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB beibehalten.	YES
