coupling	member	unit	category	output	oracle_output	oracle_exact
0.0	0	ol	N			1
0.0	0	y	N			1
0.0	0	C	W	omnibus	in	0
0.0	0	ar	W	caesar	et	0
0.0	0	or	N			1
0.0	0	s	N			1
0.0	0	aN	W	atque	ad	0
0.0	0	d	W	castris	cum	0
0.0	0	o	W	exercitum	quod	0
0.0	0	ok	W	propter	se	0
0.0	0	ot	W	quibus	ex	0
0.0	0	k	S	que	se	0
0.0	0	al	W	quod	qui	0
0.0	0	S	W	neque	ut	0
0.0	0	t	W	proelio	non	0
0.0	0	Ce	S	qu	qu	1
0.0	0	qok	S	at	es	0
0.0	0	daN	L	a	a	1
0.0	0	Cedy	L	a	a	1
0.0	0	qot	L	a	a	1
0.0	0	e	L	e	d	0
0.0	0	Cy	S	in	si	0
0.0	0	E	W	eorum	atque	0
0.0	0	l	L	d	b	0
0.0	0	ody	L	d	c	0
0.0	0	dy	S	is	is	1
0.0	0	aI	S	um	um	1
0.0	0	p	S	st	er	0
0.0	0	Se	L	e	p	0
0.0	0	Col	S	re	re	1
0.0	0	Cey	S	se	ne	0
0.0	0	Ey	S	am	os	0
0.0	0	ey	L	i	h	0
0.0	0	Edy	S	us	at	0
0.0	0	edy	L	e	e	1
0.0	0	od	L	e	e	1
0.0	0	Sedy	L	o	o	1
0.0	0	am	L	o	o	1
0.0	0	olk	L	e	e	1
0.0	0	yk	L	m	m	1
0.0	0	Cor	L	e	e	1
0.0	0	yt	L	m	m	1
0.0	0	r	L	t	e	0
0.0	0	qo	S	ent	us	0
0.0	0	Co	D	ii	ii	1
0.0	0	dal	L	l	l	1
0.0	0	T	L	s	i	0
0.0	0	dar	L	s	i	0
0.0	0	Cdy	L	i	v	0
0.0	0	a	L	s	i	0
0.0	0	Ky	L	s	i	0
0.0	0	ai	S	te	te	1
0.0	0	air	L	n	u	0
0.0	0	Ty	S	su	it	0
0.0	0	K	L	n	u	0
0.0	0	Sey	L	x	x	1
0.0	0	N	L	i	s	0
0.0	0	f	S	on	ti	0
0.0	0	ky	L	s	s	1
0.0	0	So	S	ta	ta	1
0.0	0	qokaI	L	n	u	0
0.0	0	i	S	di	di	1
0.0	0	op	S	it	in	0
0.0	0	Sol	S	ar	ar	1
0.0	0	qokaN	L	i	s	0
0.0	0	qokEdy	S	os	st	0
0.0	0	qokal	L	a	q	0
0.0	0	qokedy	S	an	an	1
0.0	0	CE	S	nt	nt	1
0.0	0	Sy	L	c	f	0
0.0	0	eol	S	or	or	1
0.0	0	q	L	t	t	1
0.0	0	CEy	L	t	t	1
0.0	0	Ceol	L	t	t	1
0.0	0	daI	S	ti	ue	0
0.0	0	os	S	ni	ni	1
0.0	0	qol	L	i	n	0
0.0	0	lk	L	i	n	0
0.0	0	qokEy	S	et	et	1
0.0	0	okaN	S	en	en	1
0.0	0	okal	L	g	g	1
0.0	0	m	S	ra	ra	1
0.0	0	otal	D	uu	ll	0
0.0	0	oky	S	co	co	1
0.0	0	oty	S	li	li	1
0.0	0	P	S	ri	ri	1
0.0	0	n	S	cu	tu	0
0.0	0	g	S	ci	ci	1
0.0	0	F	N			1
0.0	0	I	L	r	r	1
0.0	0	x	L	r	r	1
0.0	0	b	D	ss	ss	1
0.0	0	j	S	un	on	0
0.0	0	u	L	r	r	1
0.0	0	c	D	cc	cc	1
0.0	0	h	N			1
0.0	0	z	N			1
0.0	0	v	L	c	y	0
0.0	1	ol	N			1
0.0	1	y	N			1
0.0	1	C	W	omnibus	in	0
0.0	1	ar	W	caesar	et	0
0.0	1	or	N			1
0.0	1	s	N			1
0.0	1	aN	W	atque	ad	0
0.0	1	d	W	castris	cum	0
0.0	1	o	W	exercitum	quod	0
0.0	1	ok	W	propter	se	0
0.0	1	ot	W	quibus	ex	0
0.0	1	k	S	que	se	0
0.0	1	al	W	proelio	qui	0
0.0	1	S	W	neque	ut	0
0.0	1	t	W	quod	non	0
0.0	1	Ce	S	qu	qu	1
0.0	1	qok	S	at	es	0
0.0	1	daN	L	a	a	1
0.0	1	Cedy	L	a	a	1
0.0	1	qot	L	a	a	1
0.0	1	e	L	n	d	0
0.0	1	Cy	S	in	si	0
0.0	1	E	W	eorum	atque	0
0.0	1	l	L	b	b	1
0.0	1	ody	L	c	c	1
0.0	1	dy	S	is	is	1
0.0	1	aI	S	um	um	1
0.0	1	p	S	er	er	1
0.0	1	Se	L	p	p	1
0.0	1	Col	S	re	re	1
0.0	1	Cey	S	se	ne	0
0.0	1	Ey	S	os	os	1
0.0	1	ey	L	h	h	1
0.0	1	Edy	S	et	at	0
0.0	1	edy	L	e	e	1
0.0	1	od	L	e	e	1
0.0	1	Sedy	L	o	o	1
0.0	1	am	L	o	o	1
0.0	1	olk	L	e	e	1
0.0	1	yk	L	m	m	1
0.0	1	Cor	L	e	e	1
0.0	1	yt	L	m	m	1
0.0	1	r	L	e	e	1
0.0	1	qo	S	us	us	1
0.0	1	Co	D	ii	ii	1
0.0	1	dal	L	l	l	1
0.0	1	T	L	i	i	1
0.0	1	dar	L	i	i	1
0.0	1	Cdy	L	v	v	1
0.0	1	a	L	i	i	1
0.0	1	Ky	L	i	i	1
0.0	1	ai	S	te	te	1
0.0	1	air	L	u	u	1
0.0	1	Ty	S	it	it	1
0.0	1	K	L	u	u	1
0.0	1	Sey	L	x	x	1
0.0	1	N	L	s	s	1
0.0	1	f	S	ti	ti	1
0.0	1	ky	L	s	s	1
0.0	1	So	S	ta	ta	1
0.0	1	qokaI	L	u	u	1
0.0	1	i	S	di	di	1
0.0	1	op	S	ae	in	0
0.0	1	Sol	S	ar	ar	1
0.0	1	qokaN	L	s	s	1
0.0	1	qokEdy	S	st	st	1
0.0	1	qokal	L	a	q	0
0.0	1	qokedy	S	an	an	1
0.0	1	CE	S	nt	nt	1
0.0	1	Sy	L	f	f	1
0.0	1	eol	S	or	or	1
0.0	1	q	L	t	t	1
0.0	1	CEy	L	t	t	1
0.0	1	Ceol	L	t	t	1
0.0	1	daI	S	ni	ue	0
0.0	1	os	S	no	ni	0
0.0	1	qol	L	n	n	1
0.0	1	lk	L	n	n	1
0.0	1	qokEy	S	ent	et	0
0.0	1	okaN	S	en	en	1
0.0	1	okal	L	g	g	1
0.0	1	m	S	ra	ra	1
0.0	1	otal	D	ll	ll	1
0.0	1	oky	S	co	co	1
0.0	1	oty	S	li	li	1
0.0	1	P	S	ri	ri	1
0.0	1	n	S	tu	tu	1
0.0	1	g	S	ci	ci	1
0.0	1	F	N			1
0.0	1	I	L	r	r	1
0.0	1	x	L	r	r	1
0.0	1	b	D	ss	ss	1
0.0	1	j	S	on	on	1
0.0	1	u	L	r	r	1
0.0	1	c	D	cc	cc	1
0.0	1	h	N			1
0.0	1	z	N			1
0.0	1	v	L	e	y	0
0.0	2	ol	N			1
0.0	2	y	N			1
0.0	2	C	W	omnibus	in	0
0.0	2	ar	W	caesar	et	0
0.0	2	or	N			1
0.0	2	s	N			1
0.0	2	aN	W	atque	ad	0
0.0	2	d	W	castris	cum	0
0.0	2	o	W	exercitum	quod	0
0.0	2	ok	W	propter	se	0
0.0	2	ot	W	quibus	ex	0
0.0	2	k	S	se	se	1
0.0	2	al	W	neque	qui	0
0.0	2	S	W	proelio	ut	0
0.0	2	t	W	quod	non	0
0.0	2	Ce	S	qu	qu	1
0.0	2	qok	S	es	es	1
0.0	2	daN	L	a	a	1
0.0	2	Cedy	L	a	a	1
0.0	2	qot	L	a	a	1
0.0	2	e	L	d	d	1
