contact_id	expression_id	page	locus	realization_mode	base_surface	working_roman	part_surface	part_role	part_status	part_provenance	side	distance	order	immediate	core_quality_concrete	surface_clause	normalized_clause	working_reading_de	dose_rival_de	exact_clause_triple_reader_stable	boundary_normalized_clause_triple_reader_stable	evidence_class	surface_line
G630-P001	G630-E002	f100r	f100r.25	SEPARATE_D_VALUE	chol	III	ctheol	BLATT_KRAUTTEIL_FAMILY	ROOT_FAMILY_VARIANT	GDT625_CTH_ROOT_FAMILY	RIGHT	1	VALUE_EXPRESSION_BEFORE_PART	1	1	chol daiin ctheol	choldaiinctheol	Blatt-/Krautteilform: trocken, Grad III	Blatt-/Krautteilform: 3 Portionen/Maße oder Qualitätsgrad III	1	1	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol
G630-P003	G630-E020	f15v	f15v.11	SEPARATE_D_VALUE	chol	III	cthy	BLATTGUT	PRIMARY_CTHY_FORM	GDT625_CTH_ROOT_FAMILY	RIGHT	1	VALUE_EXPRESSION_BEFORE_PART	1	1	chol daiin cthy	choldaiincthy	Blattgut/Blattdroge: trocken, Grad III	Blattgut/Blattdroge: 3 Portionen/Maße oder Qualitätsgrad III	1	1	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	sol oiin cheor chol daiin cthy
G630-P007	G630-E034	f21r	f21r.12	SEPARATE_D_VALUE	chol	III	chor	PFLANZEN_REPRODUKTIONSTEIL	INHERITED_CONTEXT_SPLIT	GDT629_WORKING_DICTIONARY_V6	LEFT	1	PART_BEFORE_VALUE_EXPRESSION	1	1	chor chol daiin	chorcholdaiin	Pflanzen-/Reproduktionsteil: trocken, Grad III	Pflanzen-/Reproduktionsteil: 3 Portionen/Maße oder Qualitätsgrad III	1	1	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	ykeey chor sheey ysheol chor chol daiin chkaiin
G630-P008	G630-E036	f21v	f21v.3	SEPARATE_D_VALUE	qotol	III	chor	PFLANZEN_REPRODUKTIONSTEIL	INHERITED_CONTEXT_SPLIT	GDT629_WORKING_DICTIONARY_V6	LEFT	1	PART_BEFORE_VALUE_EXPRESSION	1	1	chor qotol daiin	chorqotoldaiin	Pflanzen-/Reproduktionsteil: im qo-Qualitätsrahmen: kalt, Grad III	Pflanzen-/Reproduktionsteil: 3 Portionen/Maße oder Qualitätsgrad III	1	1	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	qotol keeees chotchy tcho choty chor qotol daiin dal
G630-P011	G630-E041	f22v	f22v.8	SEPARATE_D_VALUE	qokol	III	cthy	BLATTGUT	PRIMARY_CTHY_FORM	GDT625_CTH_ROOT_FAMILY	LEFT	1	PART_BEFORE_VALUE_EXPRESSION	1	1	cthy qokol daiin	cthyqokoldaiin	Blattgut/Blattdroge: im qo-Qualitätsrahmen: heiß, Grad III	Blattgut/Blattdroge: 3 Portionen/Maße oder Qualitätsgrad III	1	1	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	qotchy cthy qokol daiin dam
G630-P017	G630-E065	f32v	f32v.10	SEPARATE_D_VALUE	chol	III	chor	PFLANZEN_REPRODUKTIONSTEIL	INHERITED_CONTEXT_SPLIT	GDT629_WORKING_DICTIONARY_V6	LEFT	1	PART_BEFORE_VALUE_EXPRESSION	1	1	chor chol daiin	chorcholdaiin	Pflanzen-/Reproduktionsteil: trocken, Grad III	Pflanzen-/Reproduktionsteil: 3 Portionen/Maße oder Qualitätsgrad III	1	1	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	sho keol chor chol daiin cpho l cthol da ar
G630-P019	G630-E079	f3r	f3r.3	SEPARATE_D_VALUE	chol	III	cthy	BLATTGUT	PRIMARY_CTHY_FORM	GDT625_CTH_ROOT_FAMILY	RIGHT	1	VALUE_EXPRESSION_BEFORE_PART	1	1	chol daiin cthy	choldaiincthy	Blattgut/Blattdroge: trocken, Grad III	Blattgut/Blattdroge: 3 Portionen/Maße oder Qualitätsgrad III	1	1	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	ochor qocheor chol daiin cthy
G630-P021	G630-E088	f44v	f44v.3	SEPARATE_D_VALUE	otol	III	cthy	BLATTGUT	PRIMARY_CTHY_FORM	GDT625_CTH_ROOT_FAMILY	RIGHT	1	VALUE_EXPRESSION_BEFORE_PART	1	1	otol daiin cthy	otoldaiincthy	Blattgut/Blattdroge: im o-Rahmen: kalt, Grad III	Blattgut/Blattdroge: 3 Portionen/Maße oder Qualitätsgrad III	1	1	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	tol okchor shcthy otol daiin cthy cthy
G630-P027	G630-E112	f5v	f5v.4	SEPARATE_D_VALUE	shol	III	cthor	BLATT_KRAUTTEIL_FAMILY	ROOT_FAMILY_VARIANT	GDT625_CTH_ROOT_FAMILY	RIGHT	1	VALUE_EXPRESSION_BEFORE_PART	1	1	shol daiin cthor	sholdaiincthor	Blatt-/Krautteilform: feucht, Grad III	Blatt-/Krautteilform: 3 Portionen/Maße oder Qualitätsgrad III	0	0	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	qotor shees otol ykoiin shol daiin cthor okch y taiin
G630-P032	G630-E129	f89v1	f89v1.10	SEPARATE_D_VALUE	qokol	III	cthey	BLATT_KRAUTTEIL_FAMILY	ROOT_FAMILY_VARIANT	GDT625_CTH_ROOT_FAMILY	LEFT	1	PART_BEFORE_VALUE_EXPRESSION	1	1	cthey qokol daiin	ctheyqokoldaiin	Blatt-/Krautteilform: im qo-Qualitätsrahmen: heiß, Grad III	Blatt-/Krautteilform: 3 Portionen/Maße oder Qualitätsgrad III	0	0	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	tor sheor cheeor cthey qokol daiin chekal dals chear qotam
G630-P033	G630-E130	f8r	f8r.9	FUSED_D_VALUE	shol	III	shor	BLUETEN_FRUCHTSTAND	INHERITED_CONTEXT_SPLIT	GDT629_WORKING_DICTIONARY_V6	RIGHT	1	VALUE_EXPRESSION_BEFORE_PART	1	1	sholdaiin shor	sholdaiinshor	Blüten-/Fruchtstand: feucht, Grad III	Blüten-/Fruchtstand: 3 Portionen/Maße oder Qualitätsgrad III	0	1	IMMEDIATE_CONCRETE_PART_QUALITY_DEGREE_CLAUSE	tchoep sho pcheey pchey ofchey dsheey sholdaiin shor
