namespaced_review_id	source_layer	native_review_id	target_key	statement_id	physical_page	review_class	selected_clause_de	workshop_reading_or_reason_de	retained_rival_de	decision_de	typing_card_id	reference_scope_card_id
GDT596:W01	GDT596_SH_OBJECT_PHRASEBOOK	W01	G407-E1433	G407-S083	f75r	STYLE_SCOPE_ONLY	Halte die Anwendungsportion und den Stationsansatz im Bad auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz mitsamt der Anwendungsportion über Kontakt oder Leitung im Bad auf Grad I.	NONE	KEEP_CURRENT_OBJECT__USE_FLUENT_SCOPE	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE
GDT596:W02	GDT596_SH_OBJECT_PHRASEBOOK	W02	G407-E1523	G407-S101	f75r	STYLE_SCOPE_ONLY	Halte dieselbe Becken- oder Körpereinheit im Bad auf Grad I	Halte dieselbe Einheit im Bad auf Grad I; Nebenkanal: Becken-/Körpereinheit.	NONE	KEEP_CURRENT_OBJECT__USE_FLUENT_SCOPE	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC
GDT596:W03	GDT596_SH_OBJECT_PHRASEBOOK	W03	G407-E1574	G407-S115	f75r	STYLE_SCOPE_ONLY	Halte den Stationsansatz im Bad auf Grad I, an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung	Halte den Stationsansatz an der Arbeitsstelle im Bad auf Grad I; Bezugspfad: Ausgang – Kontakt/Leitung – Ziel.	NONE	KEEP_CURRENT_OBJECT__USE_FLUENT_SCOPE	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE
GDT596:W04	GDT596_SH_OBJECT_PHRASEBOOK	W04	G407-E1599	G407-S119	f75r	STYLE_SCOPE_ONLY	Halte den Stationsansatz, die Badeinheit und die Anwendungsportion im Bad in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz in Anwendungsform mitsamt Badeinheit und Anwendungsportion über Kontakt/Leitung im Bad auf Grad I.	NONE	KEEP_CURRENT_OBJECT__USE_FLUENT_SCOPE	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE
GDT596:W05	GDT596_SH_OBJECT_PHRASEBOOK	W05	G407-E1611	G407-S119	f75r	STYLE_SCOPE_ONLY	Halte den Stationsansatz und die Badeinheit im Bad in Anwendungsform, auf Grad I, an der Stations-Arbeitsstelle, von der Ausgangsstation oder aus dem Ausgangsbecken und über den Stationskontakt oder die Leitung	Halte den Stationsansatz in Anwendungsform mitsamt der Badeinheit an der Arbeitsstelle im Bad auf Grad I; Herkunft Ausgangsstation, Bezug Kontakt/Leitung.	NONE	KEEP_CURRENT_OBJECT__USE_FLUENT_SCOPE	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE
GDT596:W06	GDT596_SH_OBJECT_PHRASEBOOK	W06	G407-E1648	G407-S122	f75r	STYLE_SCOPE_ONLY	Halte die Anwendungsportion und den Stationsansatz im Bad an der Stations-Hauptstelle, an der Stations-Arbeitsstelle und von der Ausgangsstation oder aus dem Ausgangsbecken	Halte den Stationsansatz mitsamt der Anwendungsportion im Bad; Orte Haupt-/Arbeitsstelle, Herkunft Ausgangsstation.	NONE	KEEP_CURRENT_OBJECT__USE_FLUENT_SCOPE	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE
GDT596:W07	GDT596_SH_OBJECT_PHRASEBOOK	W07	G407-E1795	G407-S177	f75r	STYLE_SCOPE_ONLY	Halte die Badeinheit und den Stationsansatz im Bad auf Grad I und an der Stations-Arbeitsstelle	Halte den Stationsansatz mitsamt der Badeinheit an der Arbeitsstelle im Bad auf Grad I.	NONE	KEEP_CURRENT_OBJECT__USE_FLUENT_SCOPE	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE
GDT596:W08	GDT596_SH_OBJECT_PHRASEBOOK	W08	G407-E2476	G407-S341	f77r	STYLE_SCOPE_ONLY	Halte den Stationsansatz und die Badeinheit im Bad auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz mitsamt der Badeinheit über Kontakt/Leitung im Bad auf Grad I.	NONE	KEEP_CURRENT_OBJECT__USE_FLUENT_SCOPE	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE
GDT596:W09	GDT596_SH_OBJECT_PHRASEBOOK	W09	G407-E2539	G407-S359	f77r	STYLE_SCOPE_ONLY	Halte den Stationsansatz im Bad auf Grad I, an der Stations-Arbeitsstelle, zur Zielstation oder ins Zielbecken und von der Ausgangsstation oder aus dem Ausgangsbecken	Halte den Stationsansatz an der Arbeitsstelle im Bad auf Grad I; Bezugspfad Ausgang → Ziel.	NONE	KEEP_CURRENT_OBJECT__USE_FLUENT_SCOPE	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE
GDT596:W10	GDT596_SH_OBJECT_PHRASEBOOK	W10	G407-E2719	G407-S396	f81r	STYLE_SCOPE_ONLY	Halte den Stationsansatz im Bad in Anwendungsform, in Feinform und an der Stations-Arbeitsstelle	Halte den Stationsansatz in feiner Anwendungsform an der Arbeitsstelle im Bad.	NONE	KEEP_CURRENT_OBJECT__USE_FLUENT_SCOPE	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE
