candidate	code	currier	edition	hand	kind	locus	page	paragraph_end	paragraph_start	section	source_group_count	source_row_index	source_group_id	source_group_index	ivtff_group_raw	left_separator	right_separator	gloss	role
R_C	@P0	B	ZL3b	3	P	f111v.1	f111v	0	1	S	10	4916	ZL3b|f111v.1|G001	1	koshey	LINE_START	DEFINITE_SPACE	⟦koshey⟧	UNREAD
R_C	@P0	B	ZL3b	3	P	f111v.1	f111v	0	1	S	10	4916	ZL3b|f111v.1|G002	2	qokal	DEFINITE_SPACE	DEFINITE_SPACE	im Becken	LOCATION
R_C	@P0	B	ZL3b	3	P	f111v.1	f111v	0	1	S	10	4916	ZL3b|f111v.1|G003	3	chckheal	DEFINITE_SPACE	DEFINITE_SPACE	⟦chckheal⟧	UNREAD
R_C	@P0	B	ZL3b	3	P	f111v.1	f111v	0	1	S	10	4916	ZL3b|f111v.1|G004	4	opcheodair	DEFINITE_SPACE	DEFINITE_SPACE	⟦opcheodair⟧	UNREAD
R_C	@P0	B	ZL3b	3	P	f111v.1	f111v	0	1	S	10	4916	ZL3b|f111v.1|G005	5	alkain	DEFINITE_SPACE	DEFINITE_SPACE	⟦alkain⟧	UNREAD
R_C	@P0	B	ZL3b	3	P	f111v.1	f111v	0	1	S	10	4916	ZL3b|f111v.1|G006	6	sheokain	DEFINITE_SPACE	DEFINITE_SPACE	⟦sheokain⟧	UNREAD
R_C	@P0	B	ZL3b	3	P	f111v.1	f111v	0	1	S	10	4916	ZL3b|f111v.1|G007	7	cheok	DEFINITE_SPACE	DEFINITE_SPACE	⟦cheok⟧	UNREAD
R_C	@P0	B	ZL3b	3	P	f111v.1	f111v	0	1	S	10	4916	ZL3b|f111v.1|G008	8	okeal	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	⟦okeal⟧	UNREAD
R_C	@P0	B	ZL3b	3	P	f111v.1	f111v	0	1	S	10	4916	ZL3b|f111v.1|G009	9	shedy	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	Flüssigkeit	MATERIAL
R_C	@P0	B	ZL3b	3	P	f111v.1	f111v	0	1	S	10	4916	ZL3b|f111v.1|G010	10	ralchy	DEFINITE_SPACE	LINE_END	⟦ralchy⟧	UNREAD
R_W	@P0	B	ZL3b	3	P	f111v.1	f111v	0	1	S	10	4916	ZL3b|f111v.1|G001	1	koshey	LINE_START	DEFINITE_SPACE	⟦koshey⟧	UNREAD
R_W	@P0	B	ZL3b	3	P	f111v.1	f111v	0	1	S	10	4916	ZL3b|f111v.1|G002	2	qokal	DEFINITE_SPACE	DEFINITE_SPACE	im Becken	LOCATION
