statement_id	record_unit_id	page	constituent_fields	event_count	event_serials	owner_bindings	owner_transition	source_class	literal_owner_card_exemplar_layer	complete_concrete_operational_statement	frozen_v72_technical_paraphrase	strongest_medical_rival	strongest_iconographic_or_formal_rival	repair_cost_0_4	repair_reason	line_crossing	contact_direction_constraint	hardest_contradiction	semantic_ceiling
B1-S001	B1	f81v	F021	1	101	F021=PAGE_OWNER_ONLY:B1_SHARED_TWO_ROW_POOL	RESET_RECORD -> SET_PAGE_OWNER[F021:PAGE_OWNER_ONLY:B1_SHARED_TWO_ROW_POOL]	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	OWNER[F021=PAGE_OWNER_ONLY:B1_SHARED_TWO_ROW_POOL] || E101[CARD=SPÜLEN?]	Spüle den örtlichen Arbeitsbereich der Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ einmal und streiche nur diesen Feldposten als abgeschlossen; erzeuge keinen Weiterfluss.	Eröffne Buchung `B1-S001` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: schließe den lokalen Spül-/Endposten `B1-S001:TERMINAL_FLUSH_01` ab; erzeuge kein Folgeziel. Endstand nur in B1: ACTIVE `B1:I001`, TARGET `B1:T001`, PREVIOUS `UNSET`.	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	0	formaler Kanal eindeutig; kein Layout- oder Ownerrepair	NO:f81v.2	LOCAL_OWNER_ONLY;NO_GLOBAL_DIRECTION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	COMPLETE_CREATIVE_STATEMENT_NOT_DECIPHERMENT_OR_CARD_SEMANTICS
B1-S002	B1	f81v	F022|F023	19	102|103|104|105|106|107|108|109|110|111|112|113|114|115|116|117|118|119|120	F022=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL > F023=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F022:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] -> INHERIT_OWNER[F023:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	LOCAL_TARGET_ASSIGNMENT_ENTRY	OWNER[F022=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL > F023=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E102[FORMAL=STANDARDSLOT_SETZEN] > E103[EXEMPLAR_VALUE_UNKNOWN] > E104[FORMAL=LOKALEN_RELATIONSSLOT_SETZEN] > E105[EXEMPLAR_VALUE_UNKNOWN] > E106[FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E107[EXEMPLAR_VALUE_UNKNOWN] > E108[EXEMPLAR_VALUE_UNKNOWN] > E109[CARD=ZIEL?] > E110[FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E111[EXEMPLAR_VALUE_UNKNOWN] > E112[EXEMPLAR_VALUE_UNKNOWN] > E113[CARD=VORIGES?] > E114[FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E115[EXEMPLAR_VALUE_UNKNOWN] > E116[CARD=MASS?|FORMAL=VORGABEPARAMETER?] > E117[EXEMPLAR_VALUE_UNKNOWN] > E118[CARD=MASS?|FORMAL=VORGABEPARAMETER?] > E119[EXEMPLAR_VALUE_UNKNOWN] > E120[EXEMPLAR_VALUE_UNKNOWN]	Trage an der Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ die exemplarisch vorgegebene Arbeitsdauer ein; der Wert gilt nur in B1. Weise den nächsten freien Badeplatz innerhalb derselben Umgrenzung zu. Setze an der Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ den im Exemplar bezeichneten lokalen Platz oder Auffangposten als TARGET; keine entfernte Station wird adressiert. Markiere den eben gereinigten Platz als frei, ohne daraus eine Reihenfolge der Figuren abzuleiten. Markiere den aktuellen B1-Arbeitszettel als zur Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ gehörig; ergänze dadurch keine physische Leitung. Zähle die belegten Plätze in beiden Figurenreihen und trage die Summe in diesen Feldposten ein. Prüfe den gemeinsamen Wasserstand an der grünen Einfassung und markiere den örtlichen Sollstrich. Setze an der Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ den im Exemplar bezeichneten lokalen Platz oder Auffangposten als TARGET; keine entfernte Station wird adressiert. Markiere den aktuellen B1-Arbeitszettel als zur Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ gehörig; ergänze dadurch keine physische Leitung. Markiere den eben gereinigten Platz als frei, ohne daraus eine Reihenfolge der Figuren abzuleiten. Erneuere die am Platz verbrauchte Wassermenge aus einem unbebilderten Vorrat. Rufe ausschließlich den unmittelbar vorigen Posten desselben B1-Records auf; übernimm nichts aus einer anderen Bildstation oder einem anderen Record. Markiere den aktuellen B1-Arbeitszettel als zur Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ gehörig; ergänze dadurch keine physische Leitung. Weise den nächsten freien Badeplatz innerhalb derselben Umgrenzung zu. Trage an der Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ die exemplarisch vorgegebene Chargen- oder Platzmaß ein; der Wert gilt nur in B1. Markiere den eben gereinigten Platz als frei, ohne daraus eine Reihenfolge der Figuren abzuleiten. Trage an der Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ die exemplarisch vorgegebene örtliche Füllhöhe ein; der Wert gilt nur in B1. Zähle die belegten Plätze in beiden Figurenreihen und trage die Summe in diesen Feldposten ein. Prüfe den gemeinsamen Wasserstand an der grünen Einfassung und markiere den örtlichen Sollstrich.	Fortschreibe Buchung `B1-S002` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: trage den Masterwert `B1-S002:PARAMETER_ASSIGN_01` als örtliches Stationsmaß oder Dauer ein; setze den lokalen Zielslot `B1:T005` aus `B1-S002:TARGET_ASSIGN_01`; verknüpfe den laufenden Recordposten `B1:I002` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt; setze den lokalen Zielslot `B1:T005` aus `B1-S002:TARGET_ASSIGN_02`; verknüpfe den laufenden Recordposten `B1:I002` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt; wähle ausschließlich den vorigen Posten `B1:I001` desselben Records; verknüpfe den laufenden Recordposten `B1:I002` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt; trage den Masterwert `B1-S002:PARAMETER_ASSIGN_02` als örtliches Stationsmaß oder Dauer ein; trage den Masterwert `B1-S002:PARAMETER_ASSIGN_03` als örtliches Stationsmaß oder Dauer ein. Endstand nur in B1: ACTIVE `B1:I002`, TARGET `B1:T005`, PREVIOUS `B1:I001`.	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	2	mehrere formale Expansionen; Aussage überschreitet physische Linie	YES:f81v.2→f81v.7; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	LOCAL_OWNER_ONLY;NO_GLOBAL_DIRECTION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	COMPLETE_CREATIVE_STATEMENT_NOT_DECIPHERMENT_OR_CARD_SEMANTICS
B1-S003	B1	f81v	F024|F025	2	121|122	F024=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL > F025=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F024:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] -> INHERIT_OWNER[F025:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	RECORD_LOCAL_LINK_ENTRY	OWNER[F024=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL > F025=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E121[FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E122[EXEMPLAR_VALUE_UNKNOWN]	Markiere den aktuellen B1-Arbeitszettel als zur Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ gehörig; ergänze dadurch keine physische Leitung. Lege für den bezeichneten Platz ein sauberes Tuch und ein Arbeitsgefäß bereit.	Fortschreibe Buchung `B1-S003` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: verknüpfe den laufenden Recordposten `B1:I002` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B1: ACTIVE `B1:I002`, TARGET `B1:T005`, PREVIOUS `B1:I001`.	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	2	mehrere formale Expansionen; Aussage überschreitet physische Linie	YES:f81v.7→f81v.17; CLAUSE_CONTINUES_ACROSS_PHYSICAL_LINES	LOCAL_OWNER_ONLY;NO_GLOBAL_DIRECTION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	COMPLETE_CREATIVE_STATEMENT_NOT_DECIPHERMENT_OR_CARD_SEMANTICS
B1-S004	B1	f81v	F026	3	123|124|125	F026=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F026:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	RECORD_LOCAL_LINK_ENTRY	OWNER[F026=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E123[EXEMPLAR_VALUE_UNKNOWN] > E124[FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E125[EXEMPLAR_VALUE_UNKNOWN]	Markiere den eben gereinigten Platz als frei, ohne daraus eine Reihenfolge der Figuren abzuleiten. Markiere den aktuellen B1-Arbeitszettel als zur Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ gehörig; ergänze dadurch keine physische Leitung. Zähle die belegten Plätze in beiden Figurenreihen und trage die Summe in diesen Feldposten ein.	Fortschreibe Buchung `B1-S004` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: verknüpfe den laufenden Recordposten `B1:I002` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B1: ACTIVE `B1:I002`, TARGET `B1:T005`, PREVIOUS `B1:I001`.	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	1	mehrere formale Expansionen	NO:f81v.17	LOCAL_OWNER_ONLY;NO_GLOBAL_DIRECTION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	COMPLETE_CREATIVE_STATEMENT_NOT_DECIPHERMENT_OR_CARD_SEMANTICS
B1-S005	B1	f81v	F027	1	126	F027=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F027:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	TYPED_EXEMPLAR_ENTRY	OWNER[F027=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E126[EXEMPLAR_VALUE_UNKNOWN]	Prüfe den gemeinsamen Wasserstand an der grünen Einfassung und markiere den örtlichen Sollstrich.	Fortschreibe Buchung `B1-S005` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S005` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I002` und gegebenenfalls Ziel `B1:T006`. Endstand nur in B1: ACTIVE `B1:I002`, TARGET `B1:T006`, PREVIOUS `B1:I001`.	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	2	vollständiger Quellenwert exemplar-only	NO:f81v.17	LOCAL_OWNER_ONLY;NO_GLOBAL_DIRECTION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	COMPLETE_CREATIVE_STATEMENT_NOT_DECIPHERMENT_OR_CARD_SEMANTICS
B1-S006	B1	f81v	F028	4	127|128|129|130	F028=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F028:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	TYPED_EXEMPLAR_ENTRY	OWNER[F028=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E127[EXEMPLAR_VALUE_UNKNOWN] > E128[EXEMPLAR_VALUE_UNKNOWN] > E129[EXEMPLAR_VALUE_UNKNOWN] > E130[EXEMPLAR_VALUE_UNKNOWN]	Weise den nächsten freien Badeplatz innerhalb derselben Umgrenzung zu. Lege für den bezeichneten Platz ein sauberes Tuch und ein Arbeitsgefäß bereit. Markiere den eben gereinigten Platz als frei, ohne daraus eine Reihenfolge der Figuren abzuleiten. Erneuere die am Platz verbrauchte Wassermenge aus einem unbebilderten Vorrat.	Fortschreibe Buchung `B1-S006` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S006` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I002` und gegebenenfalls Ziel `B1:T007`. Endstand nur in B1: ACTIVE `B1:I002`, TARGET `B1:T007`, PREVIOUS `B1:I001`.	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	2	vollständiger Quellenwert exemplar-only	NO:f81v.17	LOCAL_OWNER_ONLY;NO_GLOBAL_DIRECTION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	COMPLETE_CREATIVE_STATEMENT_NOT_DECIPHERMENT_OR_CARD_SEMANTICS
B1-S007	B1	f81v	F029	1	131	F029=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F029:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	TYPED_EXEMPLAR_ENTRY	OWNER[F029=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E131[EXEMPLAR_VALUE_UNKNOWN]	Zähle die belegten Plätze in beiden Figurenreihen und trage die Summe in diesen Feldposten ein.	Fortschreibe Buchung `B1-S007` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: kopiere den vollständigen typisierten Wert `EXEMPLAR_ENTRY_B1-S007` aus dem Master; buche ihn recordlokal als ACTIVE `B1:I003` und gegebenenfalls Ziel `B1-S007:TARGET_UNSET`. Endstand nur in B1: ACTIVE `B1:I003`, TARGET `UNSET`, PREVIOUS `B1:I002`.	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	2	vollständiger Quellenwert exemplar-only	NO:f81v.18	LOCAL_OWNER_ONLY;NO_GLOBAL_DIRECTION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	COMPLETE_CREATIVE_STATEMENT_NOT_DECIPHERMENT_OR_CARD_SEMANTICS
B1-S008	B1	f81v	F030	5	132|133|134|135|136	F030=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F030:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	RECORD_LOCAL_LINK_ENTRY	OWNER[F030=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E132[EXEMPLAR_VALUE_UNKNOWN] > E133[FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E134[EXEMPLAR_VALUE_UNKNOWN] > E135[FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > E136[EXEMPLAR_VALUE_UNKNOWN]	Prüfe den gemeinsamen Wasserstand an der grünen Einfassung und markiere den örtlichen Sollstrich. Markiere den aktuellen B1-Arbeitszettel als zur Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ gehörig; ergänze dadurch keine physische Leitung. Lege für den bezeichneten Platz ein sauberes Tuch und ein Arbeitsgefäß bereit. Markiere den aktuellen B1-Arbeitszettel als zur Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ gehörig; ergänze dadurch keine physische Leitung. Erneuere die am Platz verbrauchte Wassermenge aus einem unbebilderten Vorrat.	Fortschreibe Buchung `B1-S008` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: verknüpfe den laufenden Recordposten `B1:I003` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt; verknüpfe den laufenden Recordposten `B1:I003` mit dem örtlichen Arbeitsstand; keine Bildkante wird ergänzt. Endstand nur in B1: ACTIVE `B1:I003`, TARGET `UNSET`, PREVIOUS `B1:I002`.	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	1	mehrere formale Expansionen	NO:f81v.18	LOCAL_OWNER_ONLY;NO_GLOBAL_DIRECTION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	COMPLETE_CREATIVE_STATEMENT_NOT_DECIPHERMENT_OR_CARD_SEMANTICS
B1-S009	B1	f81v	F031	1	137	F031=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F031:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	OWNER[F031=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E137[CARD=SPÜLEN?]	Spüle den örtlichen Arbeitsbereich der Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ einmal und streiche nur diesen Feldposten als abgeschlossen; erzeuge keinen Weiterfluss.	Fortschreibe Buchung `B1-S009` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: schließe den lokalen Spül-/Endposten `B1-S009:TERMINAL_FLUSH_01` ab; erzeuge kein Folgeziel. Endstand nur in B1: ACTIVE `B1:I003`, TARGET `B1:T008`, PREVIOUS `B1:I002`.	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	0	formaler Kanal eindeutig; kein Layout- oder Ownerrepair	NO:f81v.18	LOCAL_OWNER_ONLY;NO_GLOBAL_DIRECTION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	COMPLETE_CREATIVE_STATEMENT_NOT_DECIPHERMENT_OR_CARD_SEMANTICS
B1-S010	B1	f81v	F032	1	138	F032=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL	INHERIT_OWNER[F032:INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL]	LOCAL_TERMINAL_OR_CLOSURE_ENTRY	OWNER[F032=INHERITED_VISIBLE:B1_SHARED_TWO_ROW_POOL] || E138[CARD=SPÜLEN?]	Spüle den örtlichen Arbeitsbereich der Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ einmal und streiche nur diesen Feldposten als abgeschlossen; erzeuge keinen Weiterfluss.	Fortschreibe Buchung `B1-S010` beim Besitzerposten „gemeinsamen zweireihigen f81v-Becken-/Figurenfeld“: schließe den lokalen Spül-/Endposten `B1-S010:TERMINAL_FLUSH_01` ab; erzeuge kein Folgeziel. Endstand nur in B1: ACTIVE `B1:I003`, TARGET `B1:T009`, PREVIOUS `B1:I002`.	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	0	formaler Kanal eindeutig; kein Layout- oder Ownerrepair	NO:f81v.18	LOCAL_OWNER_ONLY;NO_GLOBAL_DIRECTION	Die gemeinsame Umgrenzung zeigt weder Mischfolge noch Zielreihenfolge; ein Kreislauf wäre ergänzt.	COMPLETE_CREATIVE_STATEMENT_NOT_DECIPHERMENT_OR_CARD_SEMANTICS
