field_id	record_unit_id	page	locus	statement_id	event_count	event_serials	owner_status	local_visible_owner	visible_basis	concrete_station_field	medical_field_rival	parse_status	contact_rule	strongest_contradiction	semantic_ceiling
F021	B1	f81v	f81v.2	B1-S001	1	101	PAGE_OWNER_ONLY	B1_SHARED_TWO_ROW_POOL	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Frisches Wasser an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 zuführen, den Leitungsweg bis zum klaren Lauf spülen und den Spülposten schließen. Lizenzierte Slotfolge: Leitung spülen und committen. Feldbuchung schließen.	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A020:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	UNIQUE	INHERIT_ONLY_WITHIN_FROZEN_OWNER_OR_EXPLICIT_CONTACT	Der Feldinhalt bleibt aus dem Masterexemplar ergänzt; Bildkontakt beweist weder Stoff noch Richtung.	LOCAL_STATION_FIELD_NOT_PLAINTEXT
F022	B1	f81v	f81v.2	B1-S002	11	102|103|104|105|106|107|108|109|110|111|112	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	An Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 Beckenrand, Zulauf und Filteraufnahme prüfen; den Ausgangsstand als lokalen Anlagenposten eröffnen. Lizenzierte Slotfolge: Mengen-/Parameterslot setzen; Ziel-/Relationsslot setzen; aktiven Arbeitsstand verknüpfen; Ziel-/Relationsslot setzen; aktiven Arbeitsstand verknüpfen. Arbeitsstand offen weitertragen.	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002] [EXEMPLAR:A010+A011+A020:den aktiven Posten nach der örtlichen Vorschrift bemessen] ⟶ [REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A003+A011+A020:der zurücklaufende Strom] ⟶ [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:OWNER=B1:O01;TARGET/STATION=B1:T005] [EXEMPLAR:A003+A010+A011+A013+A014+A020:den aktiven Posten an der örtlich bezeichneten Station führen] ⟶ [REGISTER:OWNER=B1:O01] [EXEMPLAR:A007+A011+A020:Daraus, aus demselben Ansatz] ⟶ [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen] ⟶ [REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A020:ein abgemessener Anteil] ⟶ [REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A011+A020:das untere Becken] ⟶ [CARD:ZIEL?] [REGISTER:OWNER=B1:O01;TARGET/STATION=B1:T005] [EXEMPLAR:A003+A010+A011+A013+A014+A020:den aktiven Posten an der örtlich bezeichneten Station führen] ⟶ [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen] ⟶ [REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A011+A020:bevor es abkühlt] ⟶ [REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A005+A007+A011+A012+A015+A020:der vorbereitete Bade- oder Waschzusatz]	AMBIGUOUS	INHERIT_ONLY_WITHIN_FROZEN_OWNER_OR_EXPLICIT_CONTACT	Der Feldinhalt bleibt aus dem Masterexemplar ergänzt; Bildkontakt beweist weder Stoff noch Richtung.	LOCAL_STATION_FIELD_NOT_PLAINTEXT
F023	B1	f81v	f81v.7	B1-S002	8	113|114|115|116|117|118|119|120	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Vorratswasser an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: Vorcharge aufnehmen; aktiven Arbeitsstand verknüpfen; Mengen-/Parameterslot setzen; Mengen-/Parameterslot setzen. Feldbuchung schließen.	[CARD:VORIGES?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A009+A010+A011+A020:den vorigen recordlokalen Posten wieder aufnehmen] ⟶ [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen] ⟶ [REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A020:eine mäßige Menge] ⟶ [CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002] [EXEMPLAR:A010+A011+A020:den aktiven Posten nach der örtlichen Vorschrift bemessen] ⟶ [REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:der eingetauchte Teil] ⟶ [CARD:MASS?] [FORMAL:VORGABEPARAMETER?;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002] [EXEMPLAR:A010+A011+A020:den aktiven Posten nach der örtlichen Vorschrift bemessen] ⟶ [REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:durch die verbundenen Läufe] ⟶ [REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A002+A003+A005+A009+A011+A015+A020:spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt]	AMBIGUOUS	INHERIT_ONLY_WITHIN_FROZEN_OWNER_OR_EXPLICIT_CONTACT	Der Feldinhalt bleibt aus dem Masterexemplar ergänzt; Bildkontakt beweist weder Stoff noch Richtung.	LOCAL_STATION_FIELD_NOT_PLAINTEXT
F024	B1	f81v	f81v.7	B1-S003	1	121	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Die Rücklaufleitung an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 öffnen, den Restbestand zur Vorstation zurückführen und die Übergabe buchen. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen. Arbeitsstand offen weitertragen.	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	UNIQUE	INHERIT_ONLY_WITHIN_FROZEN_OWNER_OR_EXPLICIT_CONTACT	Der Feldinhalt bleibt aus dem Masterexemplar ergänzt; Bildkontakt beweist weder Stoff noch Richtung.	LOCAL_STATION_FIELD_NOT_PLAINTEXT
F025	B1	f81v	f81v.17	B1-S003	1	122	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Den Leitungszweig an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 wählen, den Schieber öffnen und die Charge zur gebuchten Zielstation führen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A011+A020:halte es warm und beende den Schritt]	UNPARSED	INHERIT_ONLY_WITHIN_FROZEN_OWNER_OR_EXPLICIT_CONTACT	Der Feldinhalt bleibt aus dem Masterexemplar ergänzt; Bildkontakt beweist weder Stoff noch Richtung.	LOCAL_STATION_FIELD_NOT_PLAINTEXT
F026	B1	f81v	f81v.17	B1-S004	3	123|124|125	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Vorratswasser an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 bereitstellen, die vorgesehene Charge zuführen und den Füllstand markieren. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen. Feldbuchung schließen.	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A013+A020:rühre, bis alles gleichmäßig vermischt ist] ⟶ [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen] ⟶ [REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A012+A020:lasse es bis zur Bereitschaft stehen und beende den Schritt]	AMBIGUOUS	INHERIT_ONLY_WITHIN_FROZEN_OWNER_OR_EXPLICIT_CONTACT	Der Feldinhalt bleibt aus dem Masterexemplar ergänzt; Bildkontakt beweist weder Stoff noch Richtung.	LOCAL_STATION_FIELD_NOT_PLAINTEXT
F027	B1	f81v	f81v.17	B1-S005	1	126	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Die aktive Beckencharge an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 gelinde erwärmen, mit der Handprobe kontrollieren und warm halten. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A004+A011+A013+A020:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	UNPARSED	INHERIT_ONLY_WITHIN_FROZEN_OWNER_OR_EXPLICIT_CONTACT	Der Feldinhalt bleibt aus dem Masterexemplar ergänzt; Bildkontakt beweist weder Stoff noch Richtung.	LOCAL_STATION_FIELD_NOT_PLAINTEXT
F028	B1	f81v	f81v.17	B1-S006	4	127|128|129|130	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Die Charge von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 über Rinne und Gefälle umlaufen lassen, den Rücklauf auffangen und erneut zuführen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Arbeitsstand offen weitertragen.	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A010+A011+A020:gib einen abgemessenen Anteil in das Gefäß] ⟶ [REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:durch die verbundenen Läufe] ⟶ [REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A005+A007+A011+A012+A015+A020:der vorbereitete Bade- oder Waschzusatz] ⟶ [REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A011+A020:und lasse es abkühlen]	UNPARSED	INHERIT_ONLY_WITHIN_FROZEN_OWNER_OR_EXPLICIT_CONTACT	Der Feldinhalt bleibt aus dem Masterexemplar ergänzt; Bildkontakt beweist weder Stoff noch Richtung.	LOCAL_STATION_FIELD_NOT_PLAINTEXT
F029	B1	f81v	f81v.18	B1-S007	1	131	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Die Charge an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 stehen lassen, Klarlauf und Bodensatz trennen und den erreichten Stand buchen. Lizenzierte Slotfolge: keine lizenzierte Slotoperation. Feldbuchung schließen.	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A009+A011+A020:erwärme es einmal und beende den Schritt]	UNPARSED	INHERIT_ONLY_WITHIN_FROZEN_OWNER_OR_EXPLICIT_CONTACT	Der Feldinhalt bleibt aus dem Masterexemplar ergänzt; Bildkontakt beweist weder Stoff noch Richtung.	LOCAL_STATION_FIELD_NOT_PLAINTEXT
F030	B1	f81v	f81v.18	B1-S008	5	132|133|134|135|136	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung	Das Filtertuch an Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0 spannen, die Charge hindurchführen, Rückstand abnehmen und Filtrat auffangen. Lizenzierte Slotfolge: aktiven Arbeitsstand verknüpfen; aktiven Arbeitsstand verknüpfen. Feldbuchung schließen.	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A020:Diese aktive Portion] ⟶ [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;PREVIOUS_ITEM=B1:I002] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen] ⟶ [REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:bei sanfter Wärme] ⟶ [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;PREVIOUS_ITEM=B1:I002] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen] ⟶ [REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A012+A020:lasse es bis zur Bereitschaft stehen und beende den Schritt]	AMBIGUOUS	INHERIT_ONLY_WITHIN_FROZEN_OWNER_OR_EXPLICIT_CONTACT	Der Feldinhalt bleibt aus dem Masterexemplar ergänzt; Bildkontakt beweist weder Stoff noch Richtung.	LOCAL_STATION_FIELD_NOT_PLAINTEXT
