event_serial	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display_only	local_owner_status	local_visible_owner	exact_literal_layer	concrete_station_default	source_status	confidence	medical_rival	formal_rival	strongest_contradiction	direction_guard	terminal_status	semantic_ceiling
101	B1	f81v	f81v.2	F021	B1-S001	7db18b2f0fb7ed0fcfd3	qokedy	PAGE_OWNER_ONLY	B1_SHARED_TWO_ROW_POOL	[OPAQUE:7db18b2f0fb7ed0fcfd3] > [FORMAL:NONE] > [MNEMONIC:SPÜLEN?] > [EXEMPLAR:LOCAL_STATION_VALUE]	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0].	LOCAL_MASTER_EXEMPLAR_VALUE_NOT_CARD_MEANING	0.31	SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I001;TARGET/STATION=B1:T001] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A020:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	Kopiere nur die opake Kartenidentität, den lokalen Besitzer und den Schlussstatus; lasse den Quellenwert unbenannt.	Die konkrete Tätigkeit ist weder aus der Kartenform noch aus einer sichtbaren Pfeilrichtung ableitbar; sie bleibt stationslokaler Exemplarinhalt.	NO_GLOBAL_FLOW_DIRECTION	TERMINAL	CONCRETE_LOCAL_STATION_EXEMPLAR_NOT_TRANSLATED_CARD_OR_GLOBAL_PROCESS
102	B1	f81v	f81v.2	F022	B1-S002	b5fcea1eaed06b2f2291	okaiin	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	[OPAQUE:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [MNEMONIC:UNKNOWN] > [EXEMPLAR:LOCAL_STATION_VALUE]	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B1:F022:M].	LOCAL_MASTER_EXEMPLAR_VALUE_NOT_CARD_MEANING	0.31	STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002] [EXEMPLAR:A010+A011+A020:den aktiven Posten nach der örtlichen Vorschrift bemessen	Kopiere nur die opake Kartenidentität, den lokalen Besitzer und den Schlussstatus; lasse den Quellenwert unbenannt.	Die konkrete Tätigkeit ist weder aus der Kartenform noch aus einer sichtbaren Pfeilrichtung ableitbar; sie bleibt stationslokaler Exemplarinhalt.	NO_GLOBAL_FLOW_DIRECTION	NONCLOSE	CONCRETE_LOCAL_STATION_EXEMPLAR_NOT_TRANSLATED_CARD_OR_GLOBAL_PROCESS
103	B1	f81v	f81v.2	F022	B1-S002	22fb87a5a83e5c3fb510	kair	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	[OPAQUE:22fb87a5a83e5c3fb510] > [FORMAL:NONE] > [MNEMONIC:UNKNOWN] > [EXEMPLAR:LOCAL_STATION_VALUE]	LOCAL_EXEMPLAR[Zulauf vorerst schließen;keine Kartenbedeutung].	LOCAL_MASTER_EXEMPLAR_VALUE_NOT_CARD_MEANING	0.31	OWNER=B1:O01] [EXEMPLAR:A001+A003+A011+A020:der zurücklaufende Strom	Kopiere nur die opake Kartenidentität, den lokalen Besitzer und den Schlussstatus; lasse den Quellenwert unbenannt.	Die konkrete Tätigkeit ist weder aus der Kartenform noch aus einer sichtbaren Pfeilrichtung ableitbar; sie bleibt stationslokaler Exemplarinhalt.	NO_GLOBAL_FLOW_DIRECTION	NONCLOSE	CONCRETE_LOCAL_STATION_EXEMPLAR_NOT_TRANSLATED_CARD_OR_GLOBAL_PROCESS
104	B1	f81v	f81v.2	F022	B1-S002	308e8ea2d5d190c498e8	okal	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	[OPAQUE:308e8ea2d5d190c498e8] > [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > [MNEMONIC:UNKNOWN] > [EXEMPLAR:LOCAL_STATION_VALUE]	LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0].	LOCAL_MASTER_EXEMPLAR_VALUE_NOT_CARD_MEANING	0.31	LOKALEN_RELATIONSSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:OWNER=B1:O01;TARGET/STATION=B1:T005] [EXEMPLAR:A003+A010+A011+A013+A014+A020:den aktiven Posten an der örtlich bezeichneten Station führen	Kopiere nur die opake Kartenidentität, den lokalen Besitzer und den Schlussstatus; lasse den Quellenwert unbenannt.	Die konkrete Tätigkeit ist weder aus der Kartenform noch aus einer sichtbaren Pfeilrichtung ableitbar; sie bleibt stationslokaler Exemplarinhalt.	NO_GLOBAL_FLOW_DIRECTION	NONCLOSE	CONCRETE_LOCAL_STATION_EXEMPLAR_NOT_TRANSLATED_CARD_OR_GLOBAL_PROCESS
105	B1	f81v	f81v.2	F022	B1-S002	4d4559019a961b834aa1	sar	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	[OPAQUE:4d4559019a961b834aa1] > [FORMAL:NONE] > [MNEMONIC:UNKNOWN] > [EXEMPLAR:LOCAL_STATION_VALUE]	LOCAL_EXEMPLAR[Ausgangsstand im Anlagenbuch markieren;keine Kartenbedeutung].	LOCAL_MASTER_EXEMPLAR_VALUE_NOT_CARD_MEANING	0.31	OWNER=B1:O01] [EXEMPLAR:A007+A011+A020:Daraus, aus demselben Ansatz	Kopiere nur die opake Kartenidentität, den lokalen Besitzer und den Schlussstatus; lasse den Quellenwert unbenannt.	Die konkrete Tätigkeit ist weder aus der Kartenform noch aus einer sichtbaren Pfeilrichtung ableitbar; sie bleibt stationslokaler Exemplarinhalt.	NO_GLOBAL_FLOW_DIRECTION	NONCLOSE	CONCRETE_LOCAL_STATION_EXEMPLAR_NOT_TRANSLATED_CARD_OR_GLOBAL_PROCESS
106	B1	f81v	f81v.2	F022	B1-S002	dcda95c81a5460feb191	ol	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	[OPAQUE:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [MNEMONIC:UNKNOWN] > [EXEMPLAR:LOCAL_STATION_VALUE]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F022].	LOCAL_MASTER_EXEMPLAR_VALUE_NOT_CARD_MEANING	0.31	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen	Kopiere nur die opake Kartenidentität, den lokalen Besitzer und den Schlussstatus; lasse den Quellenwert unbenannt.	Die konkrete Tätigkeit ist weder aus der Kartenform noch aus einer sichtbaren Pfeilrichtung ableitbar; sie bleibt stationslokaler Exemplarinhalt.	NO_GLOBAL_FLOW_DIRECTION	NONCLOSE	CONCRETE_LOCAL_STATION_EXEMPLAR_NOT_TRANSLATED_CARD_OR_GLOBAL_PROCESS
107	B1	f81v	f81v.2	F022	B1-S002	9da1b6ac2c929daea697	kain	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	[OPAQUE:9da1b6ac2c929daea697] > [FORMAL:NONE] > [MNEMONIC:UNKNOWN] > [EXEMPLAR:LOCAL_STATION_VALUE]	LOCAL_EXEMPLAR[Zulauf vorerst schließen;keine Kartenbedeutung].	LOCAL_MASTER_EXEMPLAR_VALUE_NOT_CARD_MEANING	0.31	OWNER=B1:O01] [EXEMPLAR:A010+A011+A020:ein abgemessener Anteil	Kopiere nur die opake Kartenidentität, den lokalen Besitzer und den Schlussstatus; lasse den Quellenwert unbenannt.	Die konkrete Tätigkeit ist weder aus der Kartenform noch aus einer sichtbaren Pfeilrichtung ableitbar; sie bleibt stationslokaler Exemplarinhalt.	NO_GLOBAL_FLOW_DIRECTION	NONCLOSE	CONCRETE_LOCAL_STATION_EXEMPLAR_NOT_TRANSLATED_CARD_OR_GLOBAL_PROCESS
108	B1	f81v	f81v.2	F022	B1-S002	94df4847b7b16c98394a	olkain	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	[OPAQUE:94df4847b7b16c98394a] > [FORMAL:NONE] > [MNEMONIC:UNKNOWN] > [EXEMPLAR:LOCAL_STATION_VALUE]	LOCAL_EXEMPLAR[Filteraufnahme leeren;keine Kartenbedeutung].	LOCAL_MASTER_EXEMPLAR_VALUE_NOT_CARD_MEANING	0.31	OWNER=B1:O01] [EXEMPLAR:A002+A011+A020:das untere Becken	Kopiere nur die opake Kartenidentität, den lokalen Besitzer und den Schlussstatus; lasse den Quellenwert unbenannt.	Die konkrete Tätigkeit ist weder aus der Kartenform noch aus einer sichtbaren Pfeilrichtung ableitbar; sie bleibt stationslokaler Exemplarinhalt.	NO_GLOBAL_FLOW_DIRECTION	NONCLOSE	CONCRETE_LOCAL_STATION_EXEMPLAR_NOT_TRANSLATED_CARD_OR_GLOBAL_PROCESS
109	B1	f81v	f81v.2	F022	B1-S002	dd0ecaf5e27d81befffc	al	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	[OPAQUE:dd0ecaf5e27d81befffc] > [FORMAL:NONE] > [MNEMONIC:ZIEL?] > [EXEMPLAR:LOCAL_STATION_VALUE]	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0].	LOCAL_MASTER_EXEMPLAR_VALUE_NOT_CARD_MEANING	0.31	ZIEL?] [REGISTER:OWNER=B1:O01;TARGET/STATION=B1:T005] [EXEMPLAR:A003+A010+A011+A013+A014+A020:den aktiven Posten an der örtlich bezeichneten Station führen	Kopiere nur die opake Kartenidentität, den lokalen Besitzer und den Schlussstatus; lasse den Quellenwert unbenannt.	Die konkrete Tätigkeit ist weder aus der Kartenform noch aus einer sichtbaren Pfeilrichtung ableitbar; sie bleibt stationslokaler Exemplarinhalt.	NO_GLOBAL_FLOW_DIRECTION	NONCLOSE	CONCRETE_LOCAL_STATION_EXEMPLAR_NOT_TRANSLATED_CARD_OR_GLOBAL_PROCESS
110	B1	f81v	f81v.2	F022	B1-S002	dcda95c81a5460feb191	ol	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	[OPAQUE:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [MNEMONIC:UNKNOWN] > [EXEMPLAR:LOCAL_STATION_VALUE]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F022].	LOCAL_MASTER_EXEMPLAR_VALUE_NOT_CARD_MEANING	0.31	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I002;PREVIOUS_ITEM=B1:I001] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen	Kopiere nur die opake Kartenidentität, den lokalen Besitzer und den Schlussstatus; lasse den Quellenwert unbenannt.	Die konkrete Tätigkeit ist weder aus der Kartenform noch aus einer sichtbaren Pfeilrichtung ableitbar; sie bleibt stationslokaler Exemplarinhalt.	NO_GLOBAL_FLOW_DIRECTION	NONCLOSE	CONCRETE_LOCAL_STATION_EXEMPLAR_NOT_TRANSLATED_CARD_OR_GLOBAL_PROCESS
