event_serial	page	locus	record_unit_id	field_id	statement_id	event_ordinal_in_field	joint_tuple_id	surface_display_only	formal_formula_opaque	terminal_status	parse_status	selected_exact_mnemonic	strict_formal_prompt	event_template	literal_exact_card_formal_exemplar_layer	local_owner_status	local_visible_or_inherited_owner	owner_gloss_not_translation	incoming_contact_and_reset	concrete_german_operational_default	operational_register_effect	source_class	operational_default_confidence	strongest_medical_rival	strongest_iconographic_or_formal_rival	contact_direction_constraint	hardest_contradiction	semantic_ceiling
101	f81v	f81v.2	B1	F021	B1-S001	1	7db18b2f0fb7ed0fcfd3	qokedy	CLOSE(OPAQUE_PAYLOAD)	TERMINAL	UNIQUE_EXACT	SPÜLEN?	NONE	TERMINAL_FLUSH	E101:[TUPLE:7db18b2f0fb7ed0fcfd3;SURFACE_DISPLAY_ONLY:qokedy;FORMULA:CLOSE(OPAQUE_PAYLOAD);CARD:SPÜLEN?;PROMPT:NONE;TEMPLATE:TERMINAL_FLUSH;FROZEN_V72_SEGMENT:CARD=SPÜLEN?;TERMINAL:TERMINAL]	PAGE_OWNER_ONLY	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	RECORD_RESET;CLEAR_OWNER_ACTIVE_TARGET_PREVIOUS	Spüle den örtlichen Arbeitsbereich der Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ einmal und streiche nur diesen Feldposten als abgeschlossen; erzeuge keinen Weiterfluss.	EXECUTE_LOCAL_FLUSH_DEFAULT;CLOSE_FIELD;NO_SUCCESSOR	FROZEN_EXACT_CARD_MNEMONIC_PLUS_CREATIVE_OPERAND	0.42	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	RECORD_RESET;CLEAR_OWNER_ACTIVE_TARGET_PREVIOUS;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung; zwei unabhängige Reihen oder ein rein allegorisches Feld. Der konkrete Arbeitsgang bleibt ein Exemplarwert und keine Kartenbedeutung.	CREATIVE_LOCAL_STATION_DEFAULT_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_TRANSLATION
102	f81v	f81v.2	B1	F022	B1-S002	1	b5fcea1eaed06b2f2291	okaiin	SET(<ARG_AIIN>)	NONCLOSE	UNIQUE_FORMAL_ONLY	UNKNOWN	STANDARDSLOT_SETZEN	PARAMETER_ASSIGN	E102:[TUPLE:b5fcea1eaed06b2f2291;SURFACE_DISPLAY_ONLY:okaiin;FORMULA:SET(<ARG_AIIN>);CARD:UNKNOWN;PROMPT:STANDARDSLOT_SETZEN;TEMPLATE:PARAMETER_ASSIGN;FROZEN_V72_SEGMENT:FORMAL=STANDARDSLOT_SETZEN;TERMINAL:NONCLOSE]	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	SAME_LOCAL_OWNER_LEDGER_CONTINUATION	Trage an der Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ die exemplarisch vorgegebene Arbeitsdauer ein; der Wert gilt nur in B1.	MEASURE:=EXEMPLAR_VALUE	FROZEN_FORMAL_CONTROL_PLUS_CREATIVE_OPERAND	0.41	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung; zwei unabhängige Reihen oder ein rein allegorisches Feld. Der konkrete Arbeitsgang bleibt ein Exemplarwert und keine Kartenbedeutung.	CREATIVE_LOCAL_STATION_DEFAULT_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_TRANSLATION
103	f81v	f81v.2	B1	F022	B1-S002	2	22fb87a5a83e5c3fb510	kair	OPAQUE_PAYLOAD + <ARG_AIR>	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E103:[TUPLE:22fb87a5a83e5c3fb510;SURFACE_DISPLAY_ONLY:kair;FORMULA:OPAQUE_PAYLOAD + <ARG_AIR>;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:EXEMPLAR_VALUE_UNKNOWN;TERMINAL:NONCLOSE]	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	WITHIN_FIELD_SAME_OWNER	Weise den nächsten freien Badeplatz innerhalb derselben Umgrenzung zu.	EXECUTE_OCCURRENCE_EXEMPLAR_DEFAULT;NO_CARD_VALUE_INFERRED	OCCURRENCE_EXEMPLAR_ONLY	0.29	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung; zwei unabhängige Reihen oder ein rein allegorisches Feld. Der konkrete Arbeitsgang bleibt ein Exemplarwert und keine Kartenbedeutung.	CREATIVE_LOCAL_STATION_DEFAULT_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_TRANSLATION
104	f81v	f81v.2	B1	F022	B1-S002	3	308e8ea2d5d190c498e8	okal	SET(<ARG_AL>)	NONCLOSE	UNIQUE_FORMAL_ONLY	UNKNOWN	LOKALEN_RELATIONSSLOT_SETZEN	TARGET_ASSIGN	E104:[TUPLE:308e8ea2d5d190c498e8;SURFACE_DISPLAY_ONLY:okal;FORMULA:SET(<ARG_AL>);CARD:UNKNOWN;PROMPT:LOKALEN_RELATIONSSLOT_SETZEN;TEMPLATE:TARGET_ASSIGN;FROZEN_V72_SEGMENT:FORMAL=LOKALEN_RELATIONSSLOT_SETZEN;TERMINAL:NONCLOSE]	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	WITHIN_FIELD_SAME_OWNER	Setze an der Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ den im Exemplar bezeichneten lokalen Platz oder Auffangposten als TARGET; keine entfernte Station wird adressiert.	TARGET:=EXEMPLAR_LOCAL_POST	FROZEN_FORMAL_CONTROL_PLUS_CREATIVE_OPERAND	0.41	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung; zwei unabhängige Reihen oder ein rein allegorisches Feld. Der konkrete Arbeitsgang bleibt ein Exemplarwert und keine Kartenbedeutung.	CREATIVE_LOCAL_STATION_DEFAULT_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_TRANSLATION
105	f81v	f81v.2	B1	F022	B1-S002	4	4d4559019a961b834aa1	sar	OPAQUE_PAYLOAD	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E105:[TUPLE:4d4559019a961b834aa1;SURFACE_DISPLAY_ONLY:sar;FORMULA:OPAQUE_PAYLOAD;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:EXEMPLAR_VALUE_UNKNOWN;TERMINAL:NONCLOSE]	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	WITHIN_FIELD_SAME_OWNER	Markiere den eben gereinigten Platz als frei, ohne daraus eine Reihenfolge der Figuren abzuleiten.	EXECUTE_OCCURRENCE_EXEMPLAR_DEFAULT;NO_CARD_VALUE_INFERRED	OCCURRENCE_EXEMPLAR_ONLY	0.29	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung; zwei unabhängige Reihen oder ein rein allegorisches Feld. Der konkrete Arbeitsgang bleibt ein Exemplarwert und keine Kartenbedeutung.	CREATIVE_LOCAL_STATION_DEFAULT_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_TRANSLATION
106	f81v	f81v.2	B1	F022	B1-S002	5	dcda95c81a5460feb191	ol	FRAME_O(LINK)	NONCLOSE	UNIQUE_FORMAL_ONLY	UNKNOWN	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	E106:[TUPLE:dcda95c81a5460feb191;SURFACE_DISPLAY_ONLY:ol;FORMULA:FRAME_O(LINK);CARD:UNKNOWN;PROMPT:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;TEMPLATE:LINK_ACTIVE;FROZEN_V72_SEGMENT:FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;TERMINAL:NONCLOSE]	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	WITHIN_FIELD_SAME_OWNER	Markiere den aktuellen B1-Arbeitszettel als zur Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ gehörig; ergänze dadurch keine physische Leitung.	ACTIVE_LEDGER:=LINK(ACTIVE_LEDGER,LOCAL_OWNER);NO_PHYSICAL_EDGE_CREATED	FROZEN_FORMAL_CONTROL_PLUS_CREATIVE_OPERAND	0.41	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung; zwei unabhängige Reihen oder ein rein allegorisches Feld. Der konkrete Arbeitsgang bleibt ein Exemplarwert und keine Kartenbedeutung.	CREATIVE_LOCAL_STATION_DEFAULT_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_TRANSLATION
107	f81v	f81v.2	B1	F022	B1-S002	6	9da1b6ac2c929daea697	kain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E107:[TUPLE:9da1b6ac2c929daea697;SURFACE_DISPLAY_ONLY:kain;FORMULA:OPAQUE_PAYLOAD + <ARG_AIN>;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:EXEMPLAR_VALUE_UNKNOWN;TERMINAL:NONCLOSE]	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	WITHIN_FIELD_SAME_OWNER	Zähle die belegten Plätze in beiden Figurenreihen und trage die Summe in diesen Feldposten ein.	EXECUTE_OCCURRENCE_EXEMPLAR_DEFAULT;NO_CARD_VALUE_INFERRED	OCCURRENCE_EXEMPLAR_ONLY	0.29	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung; zwei unabhängige Reihen oder ein rein allegorisches Feld. Der konkrete Arbeitsgang bleibt ein Exemplarwert und keine Kartenbedeutung.	CREATIVE_LOCAL_STATION_DEFAULT_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_TRANSLATION
108	f81v	f81v.2	B1	F022	B1-S002	7	94df4847b7b16c98394a	olkain	OPAQUE_PAYLOAD + <ARG_AIN>	NONCLOSE	UNPARSED_EXEMPLAR	UNKNOWN	NONE	EXEMPLAR_ONLY	E108:[TUPLE:94df4847b7b16c98394a;SURFACE_DISPLAY_ONLY:olkain;FORMULA:OPAQUE_PAYLOAD + <ARG_AIN>;CARD:UNKNOWN;PROMPT:NONE;TEMPLATE:EXEMPLAR_ONLY;FROZEN_V72_SEGMENT:EXEMPLAR_VALUE_UNKNOWN;TERMINAL:NONCLOSE]	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	WITHIN_FIELD_SAME_OWNER	Prüfe den gemeinsamen Wasserstand an der grünen Einfassung und markiere den örtlichen Sollstrich.	EXECUTE_OCCURRENCE_EXEMPLAR_DEFAULT;NO_CARD_VALUE_INFERRED	OCCURRENCE_EXEMPLAR_ONLY	0.29	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung; zwei unabhängige Reihen oder ein rein allegorisches Feld. Der konkrete Arbeitsgang bleibt ein Exemplarwert und keine Kartenbedeutung.	CREATIVE_LOCAL_STATION_DEFAULT_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_TRANSLATION
109	f81v	f81v.2	B1	F022	B1-S002	8	dd0ecaf5e27d81befffc	al	OPAQUE_PAYLOAD	NONCLOSE	UNIQUE_EXACT	ZIEL?	NONE	TARGET_ASSIGN	E109:[TUPLE:dd0ecaf5e27d81befffc;SURFACE_DISPLAY_ONLY:al;FORMULA:OPAQUE_PAYLOAD;CARD:ZIEL?;PROMPT:NONE;TEMPLATE:TARGET_ASSIGN;FROZEN_V72_SEGMENT:CARD=ZIEL?;TERMINAL:NONCLOSE]	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	WITHIN_FIELD_SAME_OWNER	Setze an der Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ den im Exemplar bezeichneten lokalen Platz oder Auffangposten als TARGET; keine entfernte Station wird adressiert.	TARGET:=EXEMPLAR_LOCAL_POST	FROZEN_EXACT_CARD_MNEMONIC_PLUS_CREATIVE_OPERAND	0.41	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung; zwei unabhängige Reihen oder ein rein allegorisches Feld. Der konkrete Arbeitsgang bleibt ein Exemplarwert und keine Kartenbedeutung.	CREATIVE_LOCAL_STATION_DEFAULT_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_TRANSLATION
110	f81v	f81v.2	B1	F022	B1-S002	9	dcda95c81a5460feb191	ol	FRAME_O(LINK)	NONCLOSE	UNIQUE_FORMAL_ONLY	UNKNOWN	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	LINK_ACTIVE	E110:[TUPLE:dcda95c81a5460feb191;SURFACE_DISPLAY_ONLY:ol;FORMULA:FRAME_O(LINK);CARD:UNKNOWN;PROMPT:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;TEMPLATE:LINK_ACTIVE;FROZEN_V72_SEGMENT:FORMAL=AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;TERMINAL:NONCLOSE]	INHERITED_VISIBLE	B1_SHARED_TWO_ROW_POOL	gemeinsames zweireihiges f81v-Becken-/Figurenfeld	WITHIN_FIELD_SAME_OWNER	Markiere den aktuellen B1-Arbeitszettel als zur Station „gemeinsames zweireihiges f81v-Becken-/Figurenfeld“ gehörig; ergänze dadurch keine physische Leitung.	ACTIVE_LEDGER:=LINK(ACTIVE_LEDGER,LOCAL_OWNER);NO_PHYSICAL_EDGE_CREATED	FROZEN_FORMAL_CONTROL_PLUS_CREATIVE_OPERAND	0.41	MEDICAL_RIVAL: gemeinsames therapeutisches Bad mit patienten- oder indikationsbezogenen Plätzen.	FORMAL_RIVAL: allegorisches Kollektivbild oder geordnete Figurentafel ohne ausführbare Badhandlung.	SAME_LOCAL_OWNER_LEDGER_CONTINUATION;NO_GLOBAL_FLOW_DIRECTION;OWNER_CONTEXT_ONLY_NO_PIPE_INFERRED	ungefähr sechzehn Figuren liegen innerhalb einer gemeinsamen grünen Umgrenzung; zwei unabhängige Reihen oder ein rein allegorisches Feld. Der konkrete Arbeitsgang bleibt ein Exemplarwert und keine Kartenbedeutung.	CREATIVE_LOCAL_STATION_DEFAULT_NOT_WORD_CARD_STEM_SOUND_LANGUAGE_OR_TRANSLATION
