field_id	record_unit_id	page	locus	statement_id	event_serials	local_image_owner	owner_status	literal_event_sequence	balneological_field_text	v69_template	parse_status	strongest_rival	unsupported_nouns	strongest_contradiction	semantic_ceiling
F021	B1	f81v	f81v.2	B1-S001	101	B1_SHARED_TWO_ROW_POOL	PAGE_OWNER_ONLY	E101=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3] > [CARD:SPÜLEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	TERMINAL_FLUSH	UNIQUE	Badehaus-technischer Rivale am selben Besitzer: Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel.	Waschflotte|Lauf|Station|Spülen	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F022	B1	f81v	f81v.2	B1-S002	102|103|104|105|106|107|108|109|110|111|112	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E102=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK] || E103=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:22fb87a5a83e5c3fb510] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E104=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:308e8ea2d5d190c498e8] > [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E105=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:4d4559019a961b834aa1] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT] || E106=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK] || E107=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:9da1b6ac2c929daea697] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER] || E108=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:94df4847b7b16c98394a] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E109=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] || E110=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK] || E111=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:1496a731803a9f48d2e1] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] || E112=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:0f18de177ed7c878bf95] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der zurücklaufende Strom. Den aktiven Posten an der örtlich bezeichneten Station führen. Daraus, aus demselben Ansatz. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Ein abgemessener Anteil. Das untere Becken. Den aktiven Posten an der örtlich bezeichneten Station führen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bevor es abkühlt. Der vorbereitete Bade- oder Waschzusatz.	COMPOSITE_SEQUENCE	AMBIGUOUS	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Ausgangsstand im Anlagenbuch markieren; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F022; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Filteraufnahme leeren; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F022; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Zulauf vorerst schließen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Filteraufnahme leeren; keine Vererbung über einen Stationswechsel.	Posten|Strom/Flussrichtung|Station|Ansatz|Anteil|Maß/Menge|Becken|Wärme/Temperatur|Bade-/Waschzusatz|Waschung/Bad|Bereitschaft	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F023	B1	f81v	f81v.7	B1-S002	113|114|115|116|117|118|119|120	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E113=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dec401773c1f0347793d] > [CARD:VORIGES?] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK] || E114=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK] || E115=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:4eab1841ed655c20a348] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER] || E116=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [FORMAL:VORGABEPARAMETER?] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK] || E117=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:93f69c38fdedee1598e9] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E118=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [FORMAL:VORGABEPARAMETER?] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK] || E119=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2cc8bb3c2af19607888f] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E120=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:259b2b3b0bf859882e2c] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den vorigen recordlokalen Posten wieder aufnehmen. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Eine mäßige Menge. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Der eingetauchte Teil. Den aktiven Posten nach der örtlichen Vorschrift bemessen. Durch die verbundenen Läufe. Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	COMPOSITE_SEQUENCE	AMBIGUOUS	Badehaus-technischer Rivale am selben Besitzer: Vorcharge im recordlokalen Register B1; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F023; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Füllstand am Randzeichen prüfen; keine Vererbung über einen Stationswechsel.	Posten|Maß/Menge|Lauf|Strom/Flussrichtung|Gefäß|Spülen	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F024	B1	f81v	f81v.7	B1-S003	121	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E121=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Den recordlokalen aktiven Posten im Arbeitsgang fortführen.	LINK_ACTIVE	UNIQUE	Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F024; keine Vererbung über einen Stationswechsel.	Posten	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F025	B1	f81v	f81v.17	B1-S003	122	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E122=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:54e32e9c1414b20640e9] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Halte es warm und beende den Schritt.	EXEMPLAR_ONLY	UNPARSED	Badehaus-technischer Rivale am selben Besitzer: Leitungszweig wählen; keine Vererbung über einen Stationswechsel.	Wärme/Temperatur	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F026	B1	f81v	f81v.17	B1-S004	123|124|125	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E123=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E124=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK] || E125=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Rühre, bis alles gleichmäßig vermischt ist. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	COMPOSITE_SEQUENCE	AMBIGUOUS	Badehaus-technischer Rivale am selben Besitzer: Vorratscharge bereitstellen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F026; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	Posten|Bereitschaft	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F027	B1	f81v	f81v.17	B1-S005	126	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E126=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:28ffbc88b97772a75f1e] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt.	EXEMPLAR_ONLY	UNPARSED	Badehaus-technischer Rivale am selben Besitzer: Wärmequelle am Becken anlegen; keine Vererbung über einen Stationswechsel.	Mischung|Gefäß|Station	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F028	B1	f81v	f81v.17	B1-S006	127|128|129|130	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E127=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:1645e612504fcef59ced] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER] || E128=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:2cc8bb3c2af19607888f] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E129=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:0f18de177ed7c878bf95] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] || E130=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:4da0f0f7b5fc7ac20067] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Gib einen abgemessenen Anteil in das Gefäß. Durch die verbundenen Läufe. Der vorbereitete Bade- oder Waschzusatz. Und lasse es abkühlen.	EXEMPLAR_ONLY	UNPARSED	Badehaus-technischer Rivale am selben Besitzer: obere Rinne füllen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Charge über das Gefälle umlaufen lassen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Rücklauf im unteren Becken auffangen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Rücklauf erneut zuführen; keine Vererbung über einen Stationswechsel.	Anteil|Gefäß|Maß/Menge|Lauf|Strom/Flussrichtung|Bade-/Waschzusatz|Waschung/Bad|Bereitschaft|Wärme/Temperatur	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F029	B1	f81v	f81v.18	B1-S007	131	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E131=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:87411f84689b4f93a303] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] > [CLOSE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Erwärme es einmal und beende den Schritt.	EXEMPLAR_ONLY	UNPARSED	Badehaus-technischer Rivale am selben Besitzer: Charge ruhig stehen lassen; keine Vererbung über einen Stationswechsel.	Wärme/Temperatur	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
F030	B1	f81v	f81v.18	B1-S008	132|133|134|135|136	B1_SHARED_TWO_ROW_POOL	INHERITED_VISIBLE	E132=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER] || E133=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK] || E134=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:d904bf7b044dd3922781] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] || E135=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK] || E136=[OWNER:B1_SHARED_TWO_ROW_POOL] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	[[LOKALER BESITZER: gemeinsames zweireihiges Figuren-/Beckenfeld]] Diese aktive Portion. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Bei sanfter Wärme. Den recordlokalen aktiven Posten im Arbeitsgang fortführen. Lasse es bis zur Bereitschaft stehen und beende den Schritt.	COMPOSITE_SEQUENCE	AMBIGUOUS	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F030; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Rückstand vom Filter abnehmen; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: aktive Charge/Rücklauf des Feldes F030; keine Vererbung über einen Stationswechsel. Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	Portion|Posten|Wärme/Temperatur|Bereitschaft	Der Besitzer ist lokal; Medium, Richtung, Patientstatus und Handlung dürfen nicht über die Feldgrenze hinaus verallgemeinert werden.	LOCAL_FIELD_STATION_EXEMPLAR_NOT_TRANSLATION
