shol	paragraph	grammar	chol	timing	target	event	location	kind	fields	E	R	row_status
Q	f93r|f93r.1-f93r.32	B	D	O	f93r.11:7	29	f93r.11:7	MATERIAL	object;before;after;status	"{""after"":""{}"",""alias_collision"":false,""assertion"":"""",""before"":""{}"",""debts"":"""",""form"":""sal"",""kind"":""MATERIAL"",""location"":""f93r.11:7"",""object"":""f93r.11:7"",""order"":""75"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""EXTERNAL_PORTION""}"	"{""after"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:moisture\"":\""dry\""}"",""alias_collision"":false,""assertion"":"""",""before"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:moisture\"":\""dry\""}"",""debts"":"""",""form"":""sal"",""kind"":""MATERIAL"",""location"":""f93r.11:7"",""object"":""f93r.2:6"",""order"":""75"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""RENAMED_EXISTING_PORTION""}"	recorded
Q	f93r|f93r.1-f93r.32	B	D	O	f93r.11:7	30	f93r.12:1	ACTION	object;before;after	"{""after"":""{\""PHYSICAL:thermal\"":\""hot\""}"",""alias_collision"":false,""assertion"":""{\""axis\"":\""thermal\"",\""value\"":\""hot\""}"",""before"":""{}"",""debts"":""IMPLICIT_SUBJECT_CONTINUATION"",""form"":""qokor"",""kind"":""ACTION"",""location"":""f93r.12:1"",""object"":""f93r.11:7"",""order"":""76"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""ASSUMED_EFFECT_APPLIED""}"	"{""after"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:moisture\"":\""dry\"",\""PHYSICAL:thermal\"":\""hot\""}"",""alias_collision"":false,""assertion"":""{\""axis\"":\""thermal\"",\""value\"":\""hot\""}"",""before"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:moisture\"":\""dry\""}"",""debts"":""IMPLICIT_SUBJECT_CONTINUATION"",""form"":""qokor"",""kind"":""ACTION"",""location"":""f93r.12:1"",""object"":""f93r.2:6"",""order"":""76"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""ASSUMED_EFFECT_APPLIED""}"	recorded
Q	f93r|f93r.1-f93r.32	B	D	I	f93r.11:7	29	f93r.11:7	MATERIAL	object;before;after;status	"{""after"":""{}"",""alias_collision"":false,""assertion"":"""",""before"":""{}"",""debts"":"""",""form"":""sal"",""kind"":""MATERIAL"",""location"":""f93r.11:7"",""object"":""f93r.11:7"",""order"":""75"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""EXTERNAL_PORTION""}"	"{""after"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:moisture\"":\""dry\""}"",""alias_collision"":false,""assertion"":"""",""before"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:moisture\"":\""dry\""}"",""debts"":"""",""form"":""sal"",""kind"":""MATERIAL"",""location"":""f93r.11:7"",""object"":""f93r.2:6"",""order"":""75"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""RENAMED_EXISTING_PORTION""}"	recorded
Q	f93r|f93r.1-f93r.32	B	D	I	f93r.11:7	30	f93r.12:1	ACTION	object;before;after	"{""after"":""{\""PHYSICAL:thermal\"":\""hot\""}"",""alias_collision"":false,""assertion"":""{\""axis\"":\""thermal\"",\""value\"":\""hot\""}"",""before"":""{}"",""debts"":""IMPLICIT_SUBJECT_CONTINUATION"",""form"":""qokor"",""kind"":""ACTION"",""location"":""f93r.12:1"",""object"":""f93r.11:7"",""order"":""76"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""ASSUMED_EFFECT_APPLIED""}"	"{""after"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:moisture\"":\""dry\"",\""PHYSICAL:thermal\"":\""hot\""}"",""alias_collision"":false,""assertion"":""{\""axis\"":\""thermal\"",\""value\"":\""hot\""}"",""before"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:moisture\"":\""dry\""}"",""debts"":""IMPLICIT_SUBJECT_CONTINUATION"",""form"":""qokor"",""kind"":""ACTION"",""location"":""f93r.12:1"",""object"":""f93r.2:6"",""order"":""76"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""ASSUMED_EFFECT_APPLIED""}"	recorded
Q	f93r|f93r.1-f93r.32	B	H	O	f93r.11:7	29	f93r.11:7	MATERIAL	object;before;after;status	"{""after"":""{}"",""alias_collision"":false,""assertion"":"""",""before"":""{}"",""debts"":"""",""form"":""sal"",""kind"":""MATERIAL"",""location"":""f93r.11:7"",""object"":""f93r.11:7"",""order"":""75"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""EXTERNAL_PORTION""}"	"{""after"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:thermal\"":\""hot\""}"",""alias_collision"":false,""assertion"":"""",""before"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:thermal\"":\""hot\""}"",""debts"":"""",""form"":""sal"",""kind"":""MATERIAL"",""location"":""f93r.11:7"",""object"":""f93r.2:6"",""order"":""75"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""RENAMED_EXISTING_PORTION""}"	recorded
Q	f93r|f93r.1-f93r.32	B	H	O	f93r.11:7	30	f93r.12:1	ACTION	object;before;after	"{""after"":""{\""PHYSICAL:thermal\"":\""hot\""}"",""alias_collision"":false,""assertion"":""{\""axis\"":\""thermal\"",\""value\"":\""hot\""}"",""before"":""{}"",""debts"":""IMPLICIT_SUBJECT_CONTINUATION"",""form"":""qokor"",""kind"":""ACTION"",""location"":""f93r.12:1"",""object"":""f93r.11:7"",""order"":""76"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""ASSUMED_EFFECT_APPLIED""}"	"{""after"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:thermal\"":\""hot\""}"",""alias_collision"":false,""assertion"":""{\""axis\"":\""thermal\"",\""value\"":\""hot\""}"",""before"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:thermal\"":\""hot\""}"",""debts"":""IMPLICIT_SUBJECT_CONTINUATION"",""form"":""qokor"",""kind"":""ACTION"",""location"":""f93r.12:1"",""object"":""f93r.2:6"",""order"":""76"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""ASSUMED_EFFECT_APPLIED""}"	recorded
Q	f93r|f93r.1-f93r.32	B	H	I	f93r.11:7	29	f93r.11:7	MATERIAL	object;before;after;status	"{""after"":""{}"",""alias_collision"":false,""assertion"":"""",""before"":""{}"",""debts"":"""",""form"":""sal"",""kind"":""MATERIAL"",""location"":""f93r.11:7"",""object"":""f93r.11:7"",""order"":""75"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""EXTERNAL_PORTION""}"	"{""after"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:thermal\"":\""hot\""}"",""alias_collision"":false,""assertion"":"""",""before"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:thermal\"":\""hot\""}"",""debts"":"""",""form"":""sal"",""kind"":""MATERIAL"",""location"":""f93r.11:7"",""object"":""f93r.2:6"",""order"":""75"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""RENAMED_EXISTING_PORTION""}"	recorded
Q	f93r|f93r.1-f93r.32	B	H	I	f93r.11:7	30	f93r.12:1	ACTION	object;before;after	"{""after"":""{\""PHYSICAL:thermal\"":\""hot\""}"",""alias_collision"":false,""assertion"":""{\""axis\"":\""thermal\"",\""value\"":\""hot\""}"",""before"":""{}"",""debts"":""IMPLICIT_SUBJECT_CONTINUATION"",""form"":""qokor"",""kind"":""ACTION"",""location"":""f93r.12:1"",""object"":""f93r.11:7"",""order"":""76"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""ASSUMED_EFFECT_APPLIED""}"	"{""after"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:thermal\"":\""hot\""}"",""alias_collision"":false,""assertion"":""{\""axis\"":\""thermal\"",\""value\"":\""hot\""}"",""before"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:thermal\"":\""hot\""}"",""debts"":""IMPLICIT_SUBJECT_CONTINUATION"",""form"":""qokor"",""kind"":""ACTION"",""location"":""f93r.12:1"",""object"":""f93r.2:6"",""order"":""76"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""ASSUMED_EFFECT_APPLIED""}"	recorded
Q	f93r|f93r.1-f93r.32	J	D	O	f93r.11:7	29	f93r.11:7	MATERIAL	object;before;after;status	"{""after"":""{}"",""alias_collision"":false,""assertion"":"""",""before"":""{}"",""debts"":"""",""form"":""sal"",""kind"":""MATERIAL"",""location"":""f93r.11:7"",""object"":""f93r.11:7"",""order"":""75"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""EXTERNAL_PORTION""}"	"{""after"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:moisture\"":\""dry\""}"",""alias_collision"":false,""assertion"":"""",""before"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:moisture\"":\""dry\""}"",""debts"":"""",""form"":""sal"",""kind"":""MATERIAL"",""location"":""f93r.11:7"",""object"":""f93r.2:6"",""order"":""75"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""RENAMED_EXISTING_PORTION""}"	recorded
Q	f93r|f93r.1-f93r.32	J	D	O	f93r.11:7	30	f93r.12:1	ACTION	object;before;after	"{""after"":""{\""PHYSICAL:thermal\"":\""hot\""}"",""alias_collision"":false,""assertion"":""{\""axis\"":\""thermal\"",\""value\"":\""hot\""}"",""before"":""{}"",""debts"":""IMPLICIT_SUBJECT_CONTINUATION"",""form"":""qokor"",""kind"":""ACTION"",""location"":""f93r.12:1"",""object"":""f93r.11:7"",""order"":""76"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""ASSUMED_EFFECT_APPLIED""}"	"{""after"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:moisture\"":\""dry\"",\""PHYSICAL:thermal\"":\""hot\""}"",""alias_collision"":false,""assertion"":""{\""axis\"":\""thermal\"",\""value\"":\""hot\""}"",""before"":""{\""CONSTITUTION:moisture\"":\""wet\"",\""PHYSICAL:moisture\"":\""dry\""}"",""debts"":""IMPLICIT_SUBJECT_CONTINUATION"",""form"":""qokor"",""kind"":""ACTION"",""location"":""f93r.12:1"",""object"":""f93r.2:6"",""order"":""76"",""patient"":""f93r.11:7"",""second"":"""",""second_object"":"""",""source_object"":"""",""state_origin"":"""",""status"":""ASSUMED_EFFECT_APPLIED""}"	recorded
