exact_tuple_id	surface_family	occurrences	candidate_rank	candidate_meaning	process_fit_score_100	required_silent_arguments	ad_hoc_repairs	selected	selected_confidence	reason
0275fbf14e07935b0a45	OKEEY/QOKEEY	7	1	keep the active preparation lukewarm	78	material=7;vessel=0;body=0;comparison=0;antecedent=7	3	0		collides with SOLSHEDY/heat cards and becomes immediate near-repetition on f82r.7
0275fbf14e07935b0a45	OKEEY/QOKEEY	7	2	mix the active preparation thoroughly	64	material=7;vessel=5;body=0;comparison=0;antecedent=7	6	0		duplicates CHEDY and follows/falls near explicit combining or stirring too often
0275fbf14e07935b0a45	OKEEY/QOKEEY	7	3	add warmed water to the active vessel	94	material=7;vessel=5;body=0;comparison=0;antecedent=0	0	1	.74	supplies a missing input before straining, immersion, rinsing and application while preserving distinct heat cards
de7321bface5628e35d6	LCHEDY	8	1	leave the preparation standing in the lower vessel	82	material=8;vessel=8;body=0;comparison=0;antecedent=0	3	0		fits immersion but duplicates OLKEEDY/SHEDY settling and is poor before LET_ENTER on f83r.37
de7321bface5628e35d6	LCHEDY	8	2	drain the whole liquid into the lower receiving vessel	92	material=8;vessel=7;body=0;comparison=0;antecedent=0	0	1	.71	explains lower-outlet closures, upper-channel opening, wash cycles and empty-before-refill sequence
de7321bface5628e35d6	LCHEDY	8	3	let the preparation cool to the ordinary setting	80	material=8;vessel=0;body=0;comparison=0;antecedent=0	4	0		excellent before application on f83r.6 but does not explain outlet/channel ecology on f83r.11/.37/.41
259b2b3b0bf859882e2c	DCHEDY/SCHEDY/TCHEDY	4	1	finish the preceding treatment	69	material=0;vessel=0;body=0;comparison=0;antecedent=4	4	0		can close a carried instruction but contributes no operation before decant/add/boil sequences
259b2b3b0bf859882e2c	DCHEDY/SCHEDY/TCHEDY	4	2	strain the liquid once	76	material=4;vessel=4;body=0;comparison=0;antecedent=0	3	0		fits channel and decant contexts but duplicates the explicit SHCKHEDY cloth-straining card
259b2b3b0bf859882e2c	DCHEDY/SCHEDY/TCHEDY	4	3	wash the active vessel or route through once	89	material=4;vessel=4;body=0;comparison=0;antecedent=0	0	1	.66	one repeated apparatus-cleaning pass works field-only, after channels, and before loading a fresh batch
28ffbc88b97772a75f1e	OLCHEDY/QOLCHEDY	3	1	reserve the combined liquid in its vessel	73	material=3;vessel=3;body=0;comparison=0;antecedent=0	2	0		possible batch close but weak before immediate loading and channel routing
28ffbc88b97772a75f1e	OLCHEDY/QOLCHEDY	3	2	draw off the clear upper liquor into the receiver	94	material=3;vessel=3;body=0;comparison=0;antecedent=0	0	1	.78	completes stand-to-decant and wash-to-decant chains and remains distinct from whole-batch draining
28ffbc88b97772a75f1e	OLCHEDY/QOLCHEDY	3	3	retain the mixture for later use	70	material=3;vessel=3;body=0;comparison=0;antecedent=3	3	0		does not explain why a new portion is loaded immediately after every occurrence
4d4559019a961b834aa1	CHAR/DAR/SAR	5	1	from the same batch	72	material=0;vessel=0;body=0;comparison=0;antecedent=5	4	0		works near mixtures but is awkward between jar storage and grinding and at line-final carry
4d4559019a961b834aa1	CHAR/DAR/SAR	5	2	then proceed to the next act	97	material=0;vessel=0;body=0;comparison=0;antecedent=0	0	1	.86	directly explains PUT IN--CARD--PUT IN and line-final continuation without changing content registers
4d4559019a961b834aa1	CHAR/DAR/SAR	5	3	repeat the foregoing preparation	68	material=0;vessel=0;body=0;comparison=0;antecedent=5	5	0		would duplicate rather than advance the two consecutive additions on f82r.19
2cc054357a929df85f64	CHO/SHO (f56r)	4	1	thereafter take the following detail	78	material=0;vessel=0;body=0;comparison=0;antecedent=0	2	0		good sequence prose but poor inside ITS SEED IS--CARD--THE DRIED LEAF
2cc054357a929df85f64	CHO/SHO (f56r)	4	2	as for the pictured plant itself	90	material=0;vessel=0;body=0;comparison=0;antecedent=4	0	1	.59	one page-owner reset works at field entry and medially before root, wine instruction, leaf and fresh remedy
2cc054357a929df85f64	CHO/SHO (f56r)	4	3	use the flowering tops of the plant	51	material=0;vessel=0;body=0;comparison=0;antecedent=4	4	0		contradicted by explicit lower-root, dried-leaf and honey/fresh-remedy continuations
