page	locus	namespace	local_image_owner	interface_role	exact_surface_line	read_aloud_de	copy_recitation_de	possible_use_de	prose_value_import
f67r2	f67r2.1	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_01	SELECTABLE_CELESTIAL_SLOT	ykshy s aram	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
f67r2	f67r2.2	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_02	SELECTABLE_CELESTIAL_SLOT	ykecho ols eesydy	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
f67r2	f67r2.3	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_03	SELECTABLE_CELESTIAL_SLOT	ey shs okar	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
f67r2	f67r2.4	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_04	SELECTABLE_CELESTIAL_SLOT	shekchy sykos	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
f67r2	f67r2.5	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_05	SELECTABLE_CELESTIAL_SLOT	ykeody okchy	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
f67r2	f67r2.6	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_06	SELECTABLE_CELESTIAL_SLOT	dchetay	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
f67r2	f67r2.7	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_07	SELECTABLE_CELESTIAL_SLOT	ykchy kchey ykchys	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
f67r2	f67r2.8	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_08	SELECTABLE_CELESTIAL_SLOT	chkchdar	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
f67r2	f67r2.9	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_09	SELECTABLE_CELESTIAL_SLOT	ykar ykaly	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
f67r2	f67r2.10	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_10	SELECTABLE_CELESTIAL_SLOT	lkshy kchy okar	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
f67r2	f67r2.11	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_11	SELECTABLE_CELESTIAL_SLOT	chky chykchs chy	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
f67r2	f67r2.12	F67_RIGHT_WHEEL_NS	A1_RIGHT_SECTOR_SLOT_12	SELECTABLE_CELESTIAL_SLOT	ykees ykchos	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
f67r2	f67r2.13	F67_RIGHT_WHEEL_NS	A1_RIGHT_RING_BAND_01	LOCAL_INSTRUMENT_LEGEND	opodchol s ain aldy	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
f67r2	f67r2.14	F67_RIGHT_WHEEL_NS	A1_RIGHT_RING_BAND_02	LOCAL_INSTRUMENT_LEGEND	soeey doiin oldy	lokale Etikette im rechtes Sektor- und Bedingungsrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	NONE
f67r2	f67r2.15	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_15	SELECTABLE_CELESTIAL_SLOT	dolchsody	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.16	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_16	SELECTABLE_CELESTIAL_SLOT	odaeiin okoes oekain y	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.17	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_17	SELECTABLE_CELESTIAL_SLOT	otchey soraiir dy	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.18	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_18	SELECTABLE_CELESTIAL_SLOT	qopchy daiin dal	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.19	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_19	SELECTABLE_CELESTIAL_SLOT	ydchos ain ar amy	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.20	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_20	SELECTABLE_CELESTIAL_SLOT	chocfhy saral	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.21	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_21	SELECTABLE_CELESTIAL_SLOT	sain am ar	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.22	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_22	SELECTABLE_CELESTIAL_SLOT	okal	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.23	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_23	SELECTABLE_CELESTIAL_SLOT	oparchy salsain	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.24	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_24	SELECTABLE_CELESTIAL_SLOT	sodar ofar ar	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.25	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_25	SELECTABLE_CELESTIAL_SLOT	ydam	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.26	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_26	SELECTABLE_CELESTIAL_SLOT	yteoor yto ykor	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.27	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_27	SELECTABLE_CELESTIAL_SLOT	okeo r aiin am	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.28	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_28	SELECTABLE_CELESTIAL_SLOT	okain am	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.29	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_29	SELECTABLE_CELESTIAL_SLOT	ytody saiin	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.30	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_30	SELECTABLE_CELESTIAL_SLOT	ochol olol	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.31	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_31	SELECTABLE_CELESTIAL_SLOT	opcholdy	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.32	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_32	SELECTABLE_CELESTIAL_SLOT	dosar odas air alaiin	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.33	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_33	SELECTABLE_CELESTIAL_SLOT	dokan oear odal	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.34	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_34	SELECTABLE_CELESTIAL_SLOT	ofar oeoldan	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.35	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_35	SELECTABLE_CELESTIAL_SLOT	chol giin okol	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.36	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_36	SELECTABLE_CELESTIAL_SLOT	ytor daiin or	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.37	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_37	SELECTABLE_CELESTIAL_SLOT	ytoaiin	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.38	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_38	SELECTABLE_CELESTIAL_SLOT	otoldos octhole	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.39	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_39	SELECTABLE_CELESTIAL_SLOT	sor chedaiin dy	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.40	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_40	SELECTABLE_CELESTIAL_SLOT	yteos oiin og	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.41	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_41	SELECTABLE_CELESTIAL_SLOT	ytoeopchey chekody	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.42	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_42	SELECTABLE_CELESTIAL_SLOT	sosho chos ockhy	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.43	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_43	SELECTABLE_CELESTIAL_SLOT	daiin aiin os qsg	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.44	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_44	SELECTABLE_CELESTIAL_SLOT	ofydy sheody aiin	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
f67r2	f67r2.45	F67_LEFT_WHEEL_NS	A1_LEFT_LOCAL_FIELD_45	SELECTABLE_CELESTIAL_SLOT	ycheody es odaiiin	lokale Etikette im linkes Stern-, Strahl- oder Aspektfeldrad	lokalen Bildplatz zeigen, vollstaendige Etikette kopieren und nur innerhalb dieses Instruments nachschlagen	eine feinere Stern- oder Aspektlage nach ihrem Bildort nachschlagen	NONE
