rule_id	boundary_context	renderer_piece	surface_forms	card_types	examples
ADDRESS_HINGE	E>AIIN	d	1	1	qotedaiin
ADDRESS_HINGE	EE>AL	d	1	1	qokeedal
ADDRESS_HINGE	EE>AR	d	1	1	cheedar
ADDRESS_HINGE	HO>AL	d	1	1	chodaly
ADDRESS_HINGE	K>AL	ch	1	1	kchal
ADDRESS_HINGE	L>AIIN	d	1	1	chldaiin
ADDRESS_HINGE	L>AL	d	1	1	ldalor
ADDRESS_HINGE	O>AIIN	d	1	1	chodaiin
ADDRESS_HINGE	O>AIN	d	1	1	sotodan
ADDRESS_HINGE	OL>AL	s	1	1	olsaly
ADDRESS_HINGE	Y>AIIN	d	1	1	shfydaiin
CHD_JOINT	CHD>AIN	ed	1	1	chedain
CHD_JOINT	CHD>AIR	ed	1	1	schedair
CHD_JOINT	CHD>AL	d	1	1	chdal
CHD_JOINT	CHD>AL	ed	2	2	lchedal pchedal
CHD_JOINT	CHD>AR	ed	1	1	lchedar
CHD_JOINT	CHD>DY	e	12	7	dchedy schedy tchedy olchedy qolchedy okchedy qokchedy lchedy pchedy lochedy
CHD_JOINT	CHD>Y	d	1	1	chdy
CHD_JOINT	CHD>Y	ed	1	1	chedy
CHD_JOINT	CHD>Y	edch	1	1	chedchy
CHD_JOINT	CTH>CHD	ed	1	1	shecthedchy
ENTRY_FRAME	PREFIX	c	5	5	cphy chochor cho chodaly choy
ENTRY_FRAME	PREFIX	ch	17	17	char chty choky chaiin chokchy chol chor chy cholor chal
ENTRY_FRAME	PREFIX	che	6	6	chety cheol checthy chey cheal chealror
ENTRY_FRAME	PREFIX	d	15	15	dchey dar daiin dy dchol dal dl dchedy dchdy dsheol
ENTRY_FRAME	PREFIX	q	35	35	qoky qokchy qotchol qol qoctholy qotchor qotchy qokaiin qokal qokokchy
ENTRY_FRAME	PREFIX	s	20	20	sar saiin sol sor sy schol sho sal sotodan schedy
ENTRY_FRAME	PREFIX	sh	5	5	shcthy shor shy shckhy shcthey
ENTRY_FRAME	PREFIX	t	6	6	taiin tol tal tchedy teol tshey
ENTRY_FRAME	PREFIX	y	1	1	ytey
IIN_STRETCH	DA>IIN	i	1	1	daiiin
IIN_STRETCH	K>IIN	ai	1	1	kaiiin
IIN_STRETCH	O>IIN	i	2	1	oiiin soiiin
ITEM_CONTINUATION_CARRIER	E>Y	k	1	1	cheky
ITEM_CONTINUATION_CARRIER	EE>Y	k	1	1	cheeky
ITEM_CONTINUATION_CARRIER	K>Y	ch	1	1	kchy
ITEM_CONTINUATION_CARRIER	OK>OL	ch	1	1	okchol
ITEM_CONTINUATION_CARRIER	OK>Y	ch	4	2	chokchy okchy qokchy qokokchy
ITEM_CONTINUATION_CARRIER	OL>Y	che	1	1	qolchey
ITEM_CONTINUATION_CARRIER	OT>Y	ch	1	1	qotchy
ITEM_CONTINUATION_CARRIER	OT>Y	che	1	1	otchey
ITEM_CONTINUATION_CARRIER	P>Y	h	1	1	cphy
ITEM_CONTINUATION_CARRIER	SH>Y	f	1	1	shfydaiin
ITEM_CONTINUATION_CARRIER	T>Y	ch	1	1	oltchy
TERMINAL_ECHO	CHD>END	ed	1	1	lched
TERMINAL_ECHO	OL>END	s	1	1	ls
TERMINAL_ECHO	Y>END	d	1	1	etyd
TRANSFER_LINKER	K>E	ch	1	1	kchey
TRANSFER_LINKER	K>HO	c	1	1	kchoar
TRANSFER_LINKER	K>OL	ch	1	1	kchol
TRANSFER_LINKER	K>OR	ch	1	1	oykchor
TRANSFER_LINKER	L>CKH	che	2	2	lcheckhy lcheckhedy
TRANSFER_LINKER	L>EE	ch	1	1	lcheey
