record	locus	at	word	version	render	read_status	row_status
F83_P1	f83r.1	f83r.1:1	tchedy	X	[tchedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:2	lpchedy	X	[lpchedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:3	opedy	X	[opedy — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:4	chepol	X	[chepol — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:5	pchedar	X	[pchedar — offen]	OPEN	recorded
F83_P1	f83r.1	f83r.1:6	shedy	X	Flüssigkeit	HYPOTHESIS	recorded
F83_P1	f83r.1	f83r.1:7	qopchedy	X	[qopchedy — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:1	sol	X	[sol — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:2	cheey	X	[cheey — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:3	qokaiin	X	Gefäß	HYPOTHESIS	recorded
F83_P1	f83r.2	f83r.2:4	shol	X	[shol — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:5	lchs	X	[lchs — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:6	shey	X	[shey — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:7	qoteedy	X	[qoteedy — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:8	rches	X	[rches — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:9	ar	X	[ar — offen]	OPEN	recorded
F83_P1	f83r.2	f83r.2:10	chedy	X	erwärme Zusatzstoff@f83r.3:7; COMPLETE	HYPOTHESIS	recorded
F83_P1	f83r.2	f83r.2:11	dor	X	[dor — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:1	olkeedy	X	[olkeedy — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:2	qotal	X	[qotal — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:3	chkeedy	X	[chkeedy — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:4	chey	X	[chey — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:5	daiin	X	[daiin — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:6	chey	X	[chey — offen]	OPEN	recorded
F83_P1	f83r.3	f83r.3:7	lchedy	X	Zusatzstoff	HYPOTHESIS	recorded
