paragraph	id	locus	index	form	role	offset	row_status
f6v|f6v.6-f6v.21	f6v.6:1	f6v.6	1	tchody	HEADING	0	recorded
f6v|f6v.6-f6v.21	f6v.6:2	f6v.6	2	shocthol	MATERIAL	1	recorded
f6v|f6v.6-f6v.21	f6v.6:3	f6v.6	3	cho{cthh}y	OPEN	2	recorded
f6v|f6v.6-f6v.21	f6v.6:4	f6v.6	4	s	DISTRIBUTIVE	3	recorded
f6v|f6v.6-f6v.21	f6v.7:1	f6v.7	1	ychos	ACTION	4	recorded
f6v|f6v.6-f6v.21	f6v.7:2	f6v.7	2	ychol	ACTION	5	recorded
f6v|f6v.6-f6v.21	f6v.7:3	f6v.7	3	daiin	AMOUNT	6	recorded
f6v|f6v.6-f6v.21	f6v.7:4	f6v.7	4	cthol	MATERIAL	7	recorded
f6v|f6v.6-f6v.21	f6v.7:5	f6v.7	5	dol	AMOUNT	8	recorded
f6v|f6v.6-f6v.21	f6v.8:1	f6v.8	1	ychor	LINK	9	recorded
f6v|f6v.6-f6v.21	f6v.8:2	f6v.8	2	chor	MATERIAL	10	recorded
f6v|f6v.6-f6v.21	f6v.8:3	f6v.8	3	okchey	ACTION	11	recorded
f6v|f6v.6-f6v.21	f6v.8:4	f6v.8	4	qokom	ACTION	12	recorded
f6v|f6v.6-f6v.21	f6v.9:1	f6v.9	1	oeeo	ACTION	13	recorded
f6v|f6v.6-f6v.21	f6v.9:2	f6v.9	2	dal	AMOUNT	14	recorded
f6v|f6v.6-f6v.21	f6v.9:3	f6v.9	3	chor	MATERIAL	15	recorded
f6v|f6v.6-f6v.21	f6v.9:4	f6v.9	4	cthom	MATERIAL	16	recorded
f6v|f6v.6-f6v.21	f6v.9:5	f6v.9	5	s	DISTRIBUTIVE	17	recorded
f6v|f6v.6-f6v.21	f6v.10:1	f6v.10	1	qokchod	ACTION	18	recorded
f6v|f6v.6-f6v.21	f6v.10:2	f6v.10	2	ychear	MIX	19	recorded
f6v|f6v.6-f6v.21	f6v.10:3	f6v.10	3	kchdy	MATERIAL	20	recorded
f6v|f6v.6-f6v.21	f6v.11:1	f6v.11	1	lor	RELATION	21	recorded
f6v|f6v.6-f6v.21	f6v.11:2	f6v.11	2	char	MATERIAL	22	recorded
f6v|f6v.6-f6v.21	f6v.11:3	f6v.11	3	otam	MATERIAL	23	recorded
f6v|f6v.6-f6v.21	f6v.11:4	f6v.11	4	ctho	MATERIAL	24	recorded
f6v|f6v.6-f6v.21	f6v.11:5	f6v.11	5	m	LINK	25	recorded
f6v|f6v.6-f6v.21	f6v.11:6	f6v.11	6	dy	STATE	26	recorded
f6v|f6v.6-f6v.21	f6v.12:1	f6v.12	1	ytcho[s:r]	OPEN	27	recorded
f6v|f6v.6-f6v.21	f6v.12:2	f6v.12	2	shy	STATE	28	recorded
f6v|f6v.6-f6v.21	f6v.12:3	f6v.12	3	qokam	ACTION	29	recorded
f6v|f6v.6-f6v.21	f6v.12:4	f6v.12	4	cthy	MATERIAL	30	recorded
f6v|f6v.6-f6v.21	f6v.13:1	f6v.13	1	yodaiin	AMOUNT	31	recorded
f6v|f6v.6-f6v.21	f6v.13:2	f6v.13	2	cthy	MATERIAL	32	recorded
f6v|f6v.6-f6v.21	f6v.13:3	f6v.13	3	s	DISTRIBUTIVE	33	recorded
f6v|f6v.6-f6v.21	f6v.13:4	f6v.13	4	chor	MATERIAL	34	recorded
f6v|f6v.6-f6v.21	f6v.13:5	f6v.13	5	oees	STATE	35	recorded
f6v|f6v.6-f6v.21	f6v.13:6	f6v.13	6	or	AMOUNT	36	recorded
f6v|f6v.6-f6v.21	f6v.14:1	f6v.14	1	qokor	ACTION	37	recorded
f6v|f6v.6-f6v.21	f6v.14:2	f6v.14	2	chol	ACTION	38	recorded
f6v|f6v.6-f6v.21	f6v.14:3	f6v.14	3	cthol	MATERIAL	39	recorded
f6v|f6v.6-f6v.21	f6v.14:4	f6v.14	4	tchalody	STATE	40	recorded
f6v|f6v.6-f6v.21	f6v.15:1	f6v.15	1	chockhy	MIX	41	recorded
f6v|f6v.6-f6v.21	f6v.15:2	f6v.15	2	s	DISTRIBUTIVE	42	recorded
f6v|f6v.6-f6v.21	f6v.15:3	f6v.15	3	or	AMOUNT	43	recorded
f6v|f6v.6-f6v.21	f6v.15:4	f6v.15	4	chy	STATE	44	recorded
f6v|f6v.6-f6v.21	f6v.15:5	f6v.15	5	s	DISTRIBUTIVE	45	recorded
f6v|f6v.6-f6v.21	f6v.15:6	f6v.15	6	ain	NUMBER	46	recorded
f6v|f6v.6-f6v.21	f6v.15:7	f6v.15	7	ar	AMOUNT	47	recorded
f6v|f6v.6-f6v.21	f6v.16:1	f6v.16	1	ochy	ACTION	48	recorded
f6v|f6v.6-f6v.21	f6v.16:2	f6v.16	2	cthar	MATERIAL	49	recorded
f6v|f6v.6-f6v.21	f6v.16:3	f6v.16	3	cth[a:o]r	OPEN	50	recorded
f6v|f6v.6-f6v.21	f6v.16:4	f6v.16	4	cthy	MATERIAL	51	recorded
f6v|f6v.6-f6v.21	f6v.17:1	f6v.17	1	y	LINK	52	recorded
f6v|f6v.6-f6v.21	f6v.17:2	f6v.17	2	chaies	STATE	53	recorded
f6v|f6v.6-f6v.21	f6v.17:3	f6v.17	3	ckhal	ACTION	54	recorded
f6v|f6v.6-f6v.21	f6v.17:4	f6v.17	4	cthodam	MATERIAL	55	recorded
f6v|f6v.6-f6v.21	f6v.17:5	f6v.17	5	dy	STATE	56	recorded
f6v|f6v.6-f6v.21	f6v.18:1	f6v.18	1	ytchocthol	MATERIAL	57	recorded
f6v|f6v.6-f6v.21	f6v.18:2	f6v.18	2	ches	ACTION	58	recorded
f6v|f6v.6-f6v.21	f6v.18:3	f6v.18	3	{ith}or	OPEN	59	recorded
f6v|f6v.6-f6v.21	f6v.19:1	f6v.19	1	ocholy	MATERIAL	60	recorded
f6v|f6v.6-f6v.21	f6v.19:2	f6v.19	2	kchos	ACTION	61	recorded
f6v|f6v.6-f6v.21	f6v.19:3	f6v.19	3	chy	STATE	62	recorded
f6v|f6v.6-f6v.21	f6v.19:4	f6v.19	4	dor	AMOUNT	63	recorded
f6v|f6v.6-f6v.21	f6v.20:1	f6v.20	1	dchor	MATERIAL	64	recorded
f6v|f6v.6-f6v.21	f6v.20:2	f6v.20	2	choldar	MATERIAL	65	recorded
f6v|f6v.6-f6v.21	f6v.20:3	f6v.20	3	okol	MATERIAL	66	recorded
f6v|f6v.6-f6v.21	f6v.20:4	f6v.20	4	daiin	AMOUNT	67	recorded
f6v|f6v.6-f6v.21	f6v.21:1	f6v.21	1	ycheor	LINK	68	recorded
f6v|f6v.6-f6v.21	f6v.21:2	f6v.21	2	chor	MATERIAL	69	recorded
f6v|f6v.6-f6v.21	f6v.21:3	f6v.21	3	octham	ACTION	70	recorded
f9v|f9v.5-f9v.12	f9v.5:1	f9v.5	1	pchor	ACTION	0	recorded
f9v|f9v.5-f9v.12	f9v.5:2	f9v.5	2	ypcheey	OPEN	1	recorded
f9v|f9v.5-f9v.12	f9v.5:3	f9v.5	3	qotor	ACTION	2	recorded
f9v|f9v.5-f9v.12	f9v.5:4	f9v.5	4	ypchy	OPEN	3	recorded
f9v|f9v.5-f9v.12	f9v.5:5	f9v.5	5	olcfholy	OPEN	4	recorded
