family	surface	zl3b_occurrences	pages	reader_exact_occurrences	cross_reader_only	working_reading_de
CHEO_D_VALUE	cheody	69	42	54	0	getrockneter Ansatz
CHEO_D_VALUE	cheodain	8	8	5	0	Trockenansatz, Dosis II
CHEO_D_VALUE	cheodaiin	12	12	6	0	Trockenansatz, Dosis III
CHEO_D_VALUE	cheodaiiin	1	1	0	0	Trockenansatz, Dosis IV
CHO_D_VALUE	chodain	7	7	7	0	Trockenansatz, Grad II
CHO_D_VALUE	chodaiin	42	34	37	0	Trockenansatz, Grad III
OIIN_HEADS	oiin	26	20	15	0	Zubereitungsform III
OIIN_HEADS	poiin	2	2	1	0	Pulverzubereitung, Form III
OIIN_HEADS	soiin	15	14	12	0	Samenzubereitung, Form III
OIIN_HEADS	roiin	4	4	3	0	Wurzelzubereitung, Form III
OIIN_HEADS	loiin	4	4	1	0	Drogenholzzubereitung, Form III
OIIN_HEADS	cthoiin	2	2	2	0	CTH-Drogenzubereitung, Form III
OIIN_HEADS	choiin	13	12	10	0	trockene Zubereitungsform III
OIIN_HEADS	doiin	11	11	9	0	Zubereitungsmaß, Form III
CHOK_CHOT	choky	32	28	30	0	heiß-trockene Zubereitung, Grundform
CHOK_CHOT	choty	34	25	32	0	kalter Trockenansatz, Grundform
CHOK_CHOT	chokain	10	8	8	0	Trockenansatz: heiß, Grad II
CHOK_CHOT	chotain	4	3	4	0	Trockenansatz: kalt, Grad II
CHOK_CHOT	chokaiin	15	14	13	0	Trockenansatz: heiß, Grad III
CHOK_CHOT	chotaiin	8	8	7	0	Trockenansatz: kalt, Grad III
SOY_SAR	soy	2	2	2	0	Samenzubereitung, Grundform
SOY_SAR	sar	62	44	45	0	Samenfraktion I
SOY_SAR	soysar	1	1	0	0	Samenzubereitung, Grundform; Samenfraktion I
KCH_E_LENGTH	kchedy	22	18	9	0	heiß-trockene Zustandsform, Bindungsstufe I
KCH_E_LENGTH	kcheedy	1	1	0	0	heiß-trockene gebundene Abschlussform, Bindungsstufe II
KCH_E_LENGTH	qokchedy	39	21	27	0	heiß-trockener Zustand im qo-Rahmen, Bindungsstufe I
KCH_E_LENGTH	qokcheedy	2	2	1	0	heiß-trockener Zustand im qo-Rahmen, Bindungsstufe II
TCH_E_LENGTH	tchedy	33	25	24	0	kalt-trockene Zustandsform, Bindungsstufe I
TCH_E_LENGTH	tcheedy	0	0	0	1	kalt-trockene gebundene Abschlussform, Bindungsstufe II; reader-only
TCH_E_LENGTH	qotchedy	24	13	17	0	kalt-trockener Zustand im qo-Rahmen, Bindungsstufe I
TCH_E_LENGTH	qotcheedy	3	3	3	0	kalt-trockener Zustand im qo-Rahmen, Bindungsstufe II
