card_id	page	locus	reader_id	paragraph_start	paragraph_end	source_text	exact_daiin_positions_1based	target_spans	candidate_classes	unknown_policy	design_timing
ST01	f21r	f21r.2	ZL3b	0	0	saiin chcphy oky sheaiin qotchol oteos sheey cthy daiin	9	f21r.2@8..f21r.2@9=cthy daiin	HIGH_AMOUNT_HYPOTHESIS	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST02	f21r	f21r.2	IT2a	0	0	saiin chcphy oky sheaiin qotchol oteos sheey cthy daiin	9	f21r.2@8..f21r.2@9=cthy daiin	HIGH_AMOUNT_HYPOTHESIS	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST03	f21r	f21r.2	RF1b	0	0	saiin chcphy oky sheaiin qotchol oteos sheey cthy daiin	9	f21r.2@8..f21r.2@9=cthy daiin	HIGH_AMOUNT_HYPOTHESIS	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST04	f101r	f101r.2	ZL3b	0	1	dol chokeey chkey cthey okalchol kol o keey r or ol okol ol olchey qok chal okey qokeol kar shey teol or oiiin chol daiin	25	f101r.2@24..f101r.2@25=chol daiin	HIGH_INTENSITY_HYPOTHESIS	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST05	f101r	f101r.2	IT2a	0	1	dol chokeey chkey cthey okal chol kol okeey r or ol okolol olchey qokchor okey qokeol kor shey teol or aiin chol daiin	23	f101r.2@22..f101r.2@23=chol daiin	HIGH_INTENSITY_HYPOTHESIS	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST06	f101r	f101r.2	RF1b	0	1	dol chokeey chkey cthey okal chol kol o keey r or ol okol ol olchey qokch l okey qokeol kor shey teol or aiiin choldaiin	NONE	NONE	NONE	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST07	f101r	f101r.4	ZL3b	0	0	ycheeo or sheeol daiin sheeol okeol ctheol keeo qockheol daiin shy chol okeeor dy chkchol dateody okeol dairin okeey okeey dairin	4,10	f101r.4@3..f101r.4@4=sheeol daiin|f101r.4@9..f101r.4@10=qockheol daiin	OPEN,OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST08	f101r	f101r.4	IT2a	0	0	ycheeo or sheeol daiin sheeol okeol ctheol shkeeo qockheol daiin shy csol okeeor ctody chkchol doteoda okeol daisin okeey okeey dairin	4,10	f101r.4@3..f101r.4@4=sheeol daiin|f101r.4@9..f101r.4@10=qockheol daiin	OPEN,OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST09	f101r	f101r.4	RF1b	0	0	ycheeo or sheeol daiin sheeol okeol ctheol keeo qockheol daiin shey chol okeeor dy chkchol dateody okeol dairin okeey okeey dairin	4,10	f101r.4@3..f101r.4@4=sheeol daiin|f101r.4@9..f101r.4@10=qockheol daiin	OPEN,OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST10	f101r	f101r.5	ZL3b	0	0	daiin ctheol cheol okor or aiin cheol cho keeodchey okol okeol dor chol chy r aiin oteol or aiin ol chey oteeod sheol okeol chosaiin sheam	1	f101r.4@21..f101r.5@1=dairin daiin	OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST11	f101r	f101r.5	IT2a	0	0	daiin ctheol cheol okor or aiin cheol cho keeo dchey okol okeol dor chol chy r aiin oteol oraiin olchey oteeod sheol okeol chosaiin sheom	1	f101r.4@21..f101r.5@1=dairin daiin	OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST12	f101r	f101r.5	RF1b	0	0	daiin ctheol cheol okor or aiin cheol cho keeodchey okol okeol or chol chy r aiin oteol or aiin ol chey oteeod sheol okeol chosaiin sheom	1	f101r.4@21..f101r.5@1=dairin daiin	OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST13	f101r	f101r.8	ZL3b	0	0	olaiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor	7,12,17,21,23	f101r.8@6..f101r.8@7=kor daiin|f101r.8@11..f101r.8@12=qoky daiin|f101r.8@16..f101r.8@17=ydar daiin|f101r.8@20..f101r.8@21=okeey daiin|f101r.8@22..f101r.8@23=shey daiin	OPEN,OPEN,OPEN,OPEN,OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST14	f101r	f101r.8	IT2a	0	0	olaiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shea daiin okol chear	7,12,17,21,23	f101r.8@6..f101r.8@7=kor daiin|f101r.8@11..f101r.8@12=qoky daiin|f101r.8@16..f101r.8@17=ydar daiin|f101r.8@20..f101r.8@21=okeey daiin|f101r.8@22..f101r.8@23=shea daiin	OPEN,OPEN,OPEN,OPEN,OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST15	f101r	f101r.8	RF1b	0	0	ol aiin oteol chor oteey chokchey kor aiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor	13,18,22,24	f101r.8@12..f101r.8@13=qoky daiin|f101r.8@17..f101r.8@18=ydar daiin|f101r.8@21..f101r.8@22=okeey daiin|f101r.8@23..f101r.8@24=shey daiin	OPEN,OPEN,OPEN,OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST16	f101r	f101r.9	ZL3b	0	0	daiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chl s cheol okeol shey qodar soiin choko qokeol daiin o dar okchol cheo rcheky	1,20	f101r.8@25..f101r.9@1=cheor daiin|f101r.9@19..f101r.9@20=qokeol daiin	OPEN,OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
ST17	f101r	f101r.9	IT2a	0	0	daiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chls cheol okol shey qodar soiin choko qokeol daiin odar okchol cheor chety	1,19	f101r.8@25..f101r.9@1=chear daiin|f101r.9@18..f101r.9@19=qokeol daiin	OPEN,OPEN	ALL_NON_TARGET_WHOLES_UNKNOWN	POST_RESULT_EXPLORATION
