corpus	statement_id	physical_pages	q_event_count	carrier_q_count	noncarrier_q_count	unanimous_role	event_ids	surfaces	recipes
OLD26	G404-S010	f24v	2	1	1	MIXED	G407-E0664|G407-E0670	qodom|qokch	CARRIER_Q+O+D_ADDR+O+AM_ADDR|OK+CH
OLD26	G404-S011	f81r	1	0	1	NONCARRIER_Q	G407-E2715	qokedy	OK+E+DY
OLD26	G404-S014	f81r	2	0	2	NONCARRIER_Q	G407-E2724|G407-E2729	qokol|qotey	OK+OL|OT+E+Y
OLD26	G404-S015	f81r	3	0	3	NONCARRIER_Q	G407-E2738|G407-E2744|G407-E2758	qokain|qol|qokeey	OK+AIN|OL|OK+EE+Y
OLD26	G404-S016	f81r	4	0	4	NONCARRIER_Q	G407-E2766|G407-E2768|G407-E2771|G407-E2772	qokeey|qotey|qoteesy|qotedy	OK+EE+Y|OT+E+Y|OT+EE+S+Y|OT+E+DY
OLD26	G404-S017	f81r	1	0	1	NONCARRIER_Q	G407-E2773	qokeedy	OK+EE+DY
OLD26	G404-S019	f81r	1	0	1	NONCARRIER_Q	G407-E2779	qotain	OT+AIN
OLD26	G404-S024	f81r	1	0	1	NONCARRIER_Q	G407-E2789	qokeey	OK+EE+Y
OLD26	G404-S025	f81r	1	0	1	NONCARRIER_Q	G407-E2793	qotedy	OT+E+DY
OLD26	G404-S026	f81r	2	0	2	NONCARRIER_Q	G407-E2794|G407-E2797	qol|qokechedy	OL|OK+E+CHD+DY
OLD26	G404-S027	f81r	1	0	1	NONCARRIER_Q	G407-E2798	qolsheedy	OL+SH+EE+DY
OLD26	G404-S029	f81r	1	0	1	NONCARRIER_Q	G407-E2806	qokeedy	OK+EE+DY
OLD26	G404-S032	f81r	2	1	1	MIXED	G407-E2809|G407-E2810	qopchol|qokor	CARRIER_Q+O+P+CH+OL|OK+OR
OLD26	G404-S034	f81r	1	0	1	NONCARRIER_Q	G407-E2818	qokedy	OK+E+DY
OLD26	G404-S039	f81r	1	0	1	NONCARRIER_Q	G407-E2827	qokedy	OK+E+DY
OLD26	G404-S041	f81r	1	0	1	NONCARRIER_Q	G407-E2830	qoteedy	OT+EE+DY
OLD26	G404-S042	f81r	3	1	2	MIXED	G407-E2832|G407-E2833|G407-E2835	qopchedy|qol|qokeey	CARRIER_Q+O+P+CHD+Y|OL|OK+EE+Y
OLD26	G404-S043	f81r	3	0	3	NONCARRIER_Q	G407-E2840|G407-E2846|G407-E2848	qokal|qotal|qol	OK+AL|OT+AL|OL
OLD26	G404-S044	f81r	1	0	1	NONCARRIER_Q	G407-E2865	qotaldar	OT+AL+D_ADDR+AR
OLD26	G404-S046	f81r	1	0	1	NONCARRIER_Q	G407-E2870	qol	OL
OLD26	G404-S047	f81r	2	0	2	NONCARRIER_Q	G407-E2877|G407-E2879	qokey|qol	OK+E+Y|OL
OLD26	G404-S048	f81r	2	0	2	NONCARRIER_Q	G407-E2882|G407-E2885	qcthdys|qokedy	CH+T+D_ADDR+Y+S|OK+E+DY
OLD26	G404-S050	f81r	2	0	2	NONCARRIER_Q	G407-E2888|G407-E2889	qokchedy|qokesdy	OK+CHD+Y|OK+E+S+DY
OLD26	G404-S051	f81r	1	0	1	NONCARRIER_Q	G407-E2891	qokar	OK+AR
OLD26	G404-S053	f81r	1	0	1	NONCARRIER_Q	G407-E2907	qokedy	OK+E+DY
OLD26	G404-S061	f95v	1	1	0	CARRIER_Q	G407-E4402	qofaiin	CARRIER_Q+O+LOCAL_CHAR_F+AIIN
OLD26	G404-S062	f95v	1	0	1	NONCARRIER_Q	G407-E4405	qotedaiin	OT+E+AIIN
OLD26	G404-S063	f95v	2	0	2	NONCARRIER_Q	G407-E4410|G407-E4416	qotchey|qotaiin	OT+CHD+Y|OT+AIIN
OLD26	G404-S064	f95v	1	0	1	NONCARRIER_Q	G407-E4430	qokan	OK+AN
OLD26	G404-S066	f95v	1	0	1	NONCARRIER_Q	G407-E4454	qokeey	OK+EE+Y
OLD26	G404-S068	f95v	4	1	3	MIXED	G407-E4462|G407-E4470|G407-E4471|G407-E4474	qofchdaiin|qoksh|qokain|qokedy	CARRIER_Q+O+LOCAL_CHAR_F+CHD+AIIN|OK+SH|OK+AIN|OK+E+DY
OLD26	G404-S069	f95v	1	0	1	NONCARRIER_Q	G407-E4477	qokar	OK+AR
OLD26	G404-S070	f95v	1	0	1	NONCARRIER_Q	G407-E4480	qokaiin	OK+AIIN
OLD26	G404-S071	f95v	1	0	1	NONCARRIER_Q	G407-E4491	qokal	OK+AL
OLD26	G404-S075	f95v	1	0	1	NONCARRIER_Q	G407-E4505	qokshy	OK+SH+Y
OLD26	G404-S078	f95v	1	0	1	NONCARRIER_Q	G407-E4516	qokar	OK+AR
OLD26	G404-S080	f95v	1	1	0	CARRIER_Q	G407-E4527	qodaiin	CARRIER_Q+O+AIIN
OLD26	G404-S082	f95v	3	0	3	NONCARRIER_Q	G407-E4539|G407-E4541|G407-E4542	qokeeod|qokeey|qoko	OK+EE+O+D_ADDR|OK+EE+Y|OK+O
OLD26	G404-S086	f95v	2	0	2	NONCARRIER_Q	G407-E4555|G407-E4561	qotches|qokain	OT+CH+E+S|OK+AIN
OLD26	G404-S087	f95v	2	1	1	MIXED	G407-E4567|G407-E4573	qotaiin|qodain	OT+AIIN|CARRIER_Q+O+AIN
OLD26	P1009-S001	f10r	2	0	2	NONCARRIER_Q	G407-E0233|G407-E0238	qotor|qotchy	OT+OR|OT+Y
OLD26	P1009-S002	f10r	9	1	8	MIXED	G407-E0254|G407-E0255|G407-E0262|G407-E0268|G407-E0277|G407-E0299|G407-E0300|G407-E0305|G407-E0306	qokchy|qotchol|qoctholy|qokchol|qotchor|qoty|qotor|qotchy|qotor	OK+Y|OT+CH+OL|CARRIER_Q+O+CH+T+OL+Y|OK+OL|OT+CH+OR|OT+Y|OT+OR|OT+Y|OT+OR
OLD26	P1009-S004	f11r	3	1	2	MIXED	G407-E0316|G407-E0324|G407-E0362	qodor|qoty|qotchy	CARRIER_Q+O+D_ADDR+OR|OT+Y|OT+Y
OLD26	P1009-S005	f13r	4	0	4	NONCARRIER_Q	G407-E0370|G407-E0382|G407-E0397|G407-E0405	qopchy|qoty|qodchy|qopchy	O+P+Y|OT+Y|O+D_ADDR+Y|O+P+Y
OLD26	P1009-S006	f13r	3	0	3	NONCARRIER_Q	G407-E0411|G407-E0418|G407-E0421	qotchol|qoky|qoy	OT+CH+OL|OK+Y|O+Y
OLD26	P1009-S007	f13r	1	0	1	NONCARRIER_Q	G407-E0427	qokchy	OK+Y
OLD26	P1009-S013	f17r	1	0	1	NONCARRIER_Q	G407-E0456	qodar	O+D_ADDR+AR
OLD26	P1009-S014	f17r	4	0	4	NONCARRIER_Q	G407-E0460|G407-E0465|G407-E0471|G407-E0472	qodcthy|qodam|qokol|qor	O+D_ADDR+CH+T+Y|O+D_ADDR+AM_ADDR|OK+OL|OR
OLD26	P1009-S015	f17r	1	1	0	CARRIER_Q	G407-E0486	qody	CARRIER_Q+O+DY
OLD26	P1009-S016	f17r	3	0	3	NONCARRIER_Q	G407-E0488|G407-E0490|G407-E0493	qof|qokcheor|qokchy	O+LOCAL_CHAR_F|OK+CH+E+O+R|OK+Y
OLD26	P1009-S019	f18r	3	0	3	NONCARRIER_Q	G407-E0531|G407-E0538|G407-E0543	qokchol|qokchor|qokchol	OK+OL|OK+CH+OR|OK+OL
OLD26	P1009-S021	f18r	1	0	1	NONCARRIER_Q	G407-E0571	qokchor	OK+CH+OR
OLD26	P1009-S022	f18r	2	0	2	NONCARRIER_Q	G407-E0583|G407-E0594	qokchol|qokchy	OK+OL|OK+Y
OLD26	P1009-S024	f55v	4	2	2	MIXED	G407-E0699|G407-E0702|G407-E0705|G407-E0719	qoaiin|qokeeey|qool|qokain	CARRIER_Q+O+AIIN|OK+EEE+Y|CARRIER_Q+O+OL|OK+AIN
OLD26	P1009-S025	f55v	1	0	1	NONCARRIER_Q	G407-E0721	qokaiin	OK+AIIN
OLD26	P1009-S026	f55v	3	0	3	NONCARRIER_Q	G407-E0747|G407-E0749|G407-E0757	qokaiin|qol|qokchy	OK+AIIN|OL|OK+Y
OLD26	P1009-S029	f56r	2	0	2	NONCARRIER_Q	G407-E0818|G407-E0821	qokeey|qot	OK+EE+Y|OT
OLD26	P1009-S030	f56r	4	0	4	NONCARRIER_Q	G407-E0871|G407-E0878|G407-E0883|G407-E0890	qokokchy|qotchy|qotchy|qokcheey	OK+OK+CH+Y|OT+Y|OT+Y|OK+CH+EE+Y
OLD26	P1009-S032	f67r2	1	0	1	NONCARRIER_Q	G407-E0916	qopchy	O+P+Y
OLD26	P1009-S038	f67r2	1	1	0	CARRIER_Q	G407-E0974	qsg	CARRIER_Q+S+G_LABEL
OLD26	P1009-S041	f67r2	7	4	3	MIXED	G407-E0995|G407-E0997|G407-E1007|G407-E1010|G407-E1016|G407-E1019|G407-E1023	qkoy|qofair|qeykeey|qokeochy|qokeeody|qockhy|qokoaiin	CARRIER_Q+K+O+Y|CARRIER_Q+O+LOCAL_CHAR_F+AIR|CARRIER_Q+E+Y+K+EE+Y|OK+E+O+CH+Y|OK+EE+O+D_ADDR+Y|CARRIER_Q+O+CH+K+Y|OK+O+AIIN
OLD26	P1009-S042	f68r1	1	0	1	NONCARRIER_Q	G407-E1039	qokeeedy	OK+EEE+DY
OLD26	P1009-S044	f68r1	1	1	0	CARRIER_Q	G407-E1048	qocheey	CARRIER_Q+O+CH+EE+Y
OLD26	P1009-S055	f72r	1	0	1	NONCARRIER_Q	G407-E1205	qokar	OK+AR
OLD26	P1009-S057	f72r	2	0	2	NONCARRIER_Q	G407-E1242|G407-E1256	qoeeeo|qokeodal	O+EE+Y|OK+E+O+AL
OLD26	P1009-S059	f72r	1	0	1	NONCARRIER_Q	G407-E1280	qoteeody	OT+EE+O+DY
OLD26	P1009-S072	f75r	2	0	2	NONCARRIER_Q	G407-E1427|G407-E1430	qokar|qotar	OK+AR|OT+AR
OLD26	P1009-S073	f75r	1	0	1	NONCARRIER_Q	G407-E1436	qoldy	OL+DY
OLD26	P1009-S075	f75r	3	0	3	NONCARRIER_Q	G407-E1440|G407-E1443|G407-E1458	qokain|qey|qokeedy	OK+AIN|E+Y|OK+EE+DY
OLD26	P1009-S077	f75r	4	0	4	NONCARRIER_Q	G407-E1467|G407-E1468|G407-E1473|G407-E1475	qokeey|qoky|qokain|qokeedy	OK+EE+Y|OK+Y|OK+AIN|OK+EE+DY
OLD26	P1009-S078	f75r	1	0	1	NONCARRIER_Q	G407-E1476	qoky	OK+Y
OLD26	P1009-S079	f75r	1	0	1	NONCARRIER_Q	G407-E1478	qokshdy	OK+SH+DY
OLD26	P1009-S080	f75r	3	0	3	NONCARRIER_Q	G407-E1481|G407-E1485|G407-E1488	qokar|qoky|qokardy	OK+AR|OK+Y|OK+AR+DY
OLD26	P1009-S081	f75r	1	0	1	NONCARRIER_Q	G407-E1490	qokain	OK+AIN
OLD26	P1009-S083	f75r	1	0	1	NONCARRIER_Q	G407-E1494	qokchdy	OK+CHD+DY
OLD26	P1009-S084	f75r	1	0	1	NONCARRIER_Q	G407-E1497	qokedy	OK+E+DY
OLD26	P1009-S085	f75r	2	0	2	NONCARRIER_Q	G407-E1498|G407-E1500	qokan|qokar	OK+AN|OK+AR
OLD26	P1009-S086	f75r	2	0	2	NONCARRIER_Q	G407-E1504|G407-E1507	qotar|qokain	OT+AR|OK+AIN
OLD26	P1009-S088	f75r	1	0	1	NONCARRIER_Q	G407-E1513	qokeedy	OK+EE+DY
OLD26	P1009-S089	f75r	2	0	2	NONCARRIER_Q	G407-E1514|G407-E1516	qokair|qokeedy	OK+AIR|OK+EE+DY
OLD26	P1009-S090	f75r	1	0	1	NONCARRIER_Q	G407-E1518	qokal	OK+AL
OLD26	P1009-S091	f75r	1	0	1	NONCARRIER_Q	G407-E1524	qokal	OK+AL
OLD26	P1009-S092	f75r	1	0	1	NONCARRIER_Q	G407-E1533	qoky	OK+Y
OLD26	P1009-S094	f75r	1	0	1	NONCARRIER_Q	G407-E1536	qokedy	OK+E+DY
OLD26	P1009-S095	f75r	1	0	1	NONCARRIER_Q	G407-E1537	qokedy	OK+E+DY
OLD26	P1009-S096	f75r	1	0	1	NONCARRIER_Q	G407-E1538	qokedy	OK+E+DY
OLD26	P1009-S097	f75r	1	0	1	NONCARRIER_Q	G407-E1539	qokedy	OK+E+DY
OLD26	P1009-S098	f75r	1	0	1	NONCARRIER_Q	G407-E1540	qokain	OK+AIN
OLD26	P1009-S099	f75r	1	0	1	NONCARRIER_Q	G407-E1545	qokain	OK+AIN
OLD26	P1009-S100	f75r	4	0	4	NONCARRIER_Q	G407-E1548|G407-E1550|G407-E1554|G407-E1555	qokain|qokain|qokain|qolkeeoly	OK+AIN|OK+AIN|OK+AIN|OL+K+EE+OL+Y
OLD26	P1009-S102	f75r	1	0	1	NONCARRIER_Q	G407-E1562	qoky	OK+Y
OLD26	P1009-S103	f75r	1	0	1	NONCARRIER_Q	G407-E1564	qokar	OK+AR
OLD26	P1009-S105	f75r	1	0	1	NONCARRIER_Q	G407-E1570	qokain	OK+AIN
OLD26	P1009-S106	f75r	1	0	1	NONCARRIER_Q	G407-E1580	qokam	OK+AM_ADDR
OLD26	P1009-S107	f75r	1	0	1	NONCARRIER_Q	G407-E1583	qol	OL
OLD26	P1009-S108	f75r	2	0	2	NONCARRIER_Q	G407-E1585|G407-E1590	qol|qokshedy	OL|OK+SH+E+DY
OLD26	P1009-S109	f75r	13	0	13	NONCARRIER_Q	G407-E1591|G407-E1593|G407-E1596|G407-E1600|G407-E1606|G407-E1609|G407-E1617|G407-E1626|G407-E1627|G407-E1629|G407-E1631|G407-E1633|G407-E1640	qol|qoky|qokain|qor|qokain|qckhsy|qokain|qokeey|qokal|qol|qokain|qolkary|qokeedy	OL|OK+Y|OK+AIN|OR|OK+AIN|CH+K+Y|OK+AIN|OK+EE+Y|OK+AL|OL|OK+AIN|OL+K+AR+Y|OK+EE+DY
OLD26	P1009-S110	f75r	1	0	1	NONCARRIER_Q	G407-E1643	qokeedy	OK+EE+DY
OLD26	P1009-S112	f75r	2	0	2	NONCARRIER_Q	G407-E1651|G407-E1656	qoly|qoty	OL+Y|OT+Y
OLD26	P1009-S116	f75r	2	0	2	NONCARRIER_Q	G407-E1667|G407-E1671	qokeey|qol	OK+EE+Y|OL
OLD26	P1009-S117	f75r	1	0	1	NONCARRIER_Q	G407-E1674	qokeedy	OK+EE+DY
OLD26	P1009-S119	f75r	1	0	1	NONCARRIER_Q	G407-E1685	qokeedy	OK+EE+DY
OLD26	P1009-S120	f75r	5	0	5	NONCARRIER_Q	G407-E1687|G407-E1688|G407-E1691|G407-E1692|G407-E1694	qotan|qo|qokey|qokain|qokal	OT+AN|O|OK+E+Y|OK+AIN|OK+AL
OLD26	P1009-S122	f75r	2	0	2	NONCARRIER_Q	G407-E1703|G407-E1705	qokey|qokar	OK+E+Y|OK+AR
OLD26	P1009-S123	f75r	2	0	2	NONCARRIER_Q	G407-E1708|G407-E1709	qoked|qokedy	OK+E+D_ADDR|OK+E+DY
OLD26	P1009-S126	f75r	1	0	1	NONCARRIER_Q	G407-E1714	qokain	OK+AIN
OLD26	P1009-S128	f75r	1	0	1	NONCARRIER_Q	G407-E1718	qotar	OT+AR
OLD26	P1009-S130	f75r	1	0	1	NONCARRIER_Q	G407-E1721	qokeey	OK+EE+Y
OLD26	P1009-S131	f75r	2	0	2	NONCARRIER_Q	G407-E1724|G407-E1727	qo|qokain	O|OK+AIN
OLD26	P1009-S135	f75r	2	0	2	NONCARRIER_Q	G407-E1741|G407-E1743	qokain|qokain	OK+AIN|OK+AIN
OLD26	P1009-S136	f75r	1	0	1	NONCARRIER_Q	G407-E1747	qokain	OK+AIN
OLD26	P1009-S138	f75r	1	0	1	NONCARRIER_Q	G407-E1751	qokeedy	OK+EE+DY
OLD26	P1009-S139	f75r	1	0	1	NONCARRIER_Q	G407-E1752	qokey	OK+E+Y
OLD26	P1009-S140	f75r	1	0	1	NONCARRIER_Q	G407-E1756	qokedy	OK+E+DY
OLD26	P1009-S141	f75r	1	0	1	NONCARRIER_Q	G407-E1759	qokedy	OK+E+DY
OLD26	P1009-S142	f75r	1	0	1	NONCARRIER_Q	G407-E1760	qokeedy	OK+EE+DY
OLD26	P1009-S143	f75r	1	0	1	NONCARRIER_Q	G407-E1761	qokechdy	OK+E+CHD+DY
OLD26	P1009-S144	f75r	1	0	1	NONCARRIER_Q	G407-E1763	qokeedy	OK+EE+DY
OLD26	P1009-S145	f75r	1	0	1	NONCARRIER_Q	G407-E1764	qokeedy	OK+EE+DY
OLD26	P1009-S146	f75r	1	0	1	NONCARRIER_Q	G407-E1765	qokedy	OK+E+DY
OLD26	P1009-S147	f75r	1	0	1	NONCARRIER_Q	G407-E1766	qokedy	OK+E+DY
OLD26	P1009-S148	f75r	1	0	1	NONCARRIER_Q	G407-E1767	qokeedy	OK+EE+DY
OLD26	P1009-S151	f75r	1	0	1	NONCARRIER_Q	G407-E1770	qokeedy	OK+EE+DY
OLD26	P1009-S152	f75r	1	0	1	NONCARRIER_Q	G407-E1771	qokeedy	OK+EE+DY
OLD26	P1009-S156	f75r	1	0	1	NONCARRIER_Q	G407-E1777	qokain	OK+AIN
OLD26	P1009-S160	f75r	1	0	1	NONCARRIER_Q	G407-E1783	qokeedy	OK+EE+DY
OLD26	P1009-S162	f75r	1	0	1	NONCARRIER_Q	G407-E1785	qoky	OK+Y
OLD26	P1009-S164	f75r	1	0	1	NONCARRIER_Q	G407-E1790	qokedy	OK+E+DY
OLD26	P1009-S165	f75r	1	0	1	NONCARRIER_Q	G407-E1791	qokeedy	OK+EE+DY
OLD26	P1009-S166	f75r	2	0	2	NONCARRIER_Q	G407-E1792|G407-E1793	qoteey|qoteedy	OT+EE+Y|OT+EE+DY
OLD26	P1009-S169	f75r	1	0	1	NONCARRIER_Q	G407-E1798	qokain	OK+AIN
OLD26	P1009-S171	f75r	1	0	1	NONCARRIER_Q	G407-E1805	qokedy	OK+E+DY
OLD26	P1009-S175	f75r	1	0	1	NONCARRIER_Q	G407-E1816	qokey	OK+E+Y
OLD26	P1009-S177	f75r	1	0	1	NONCARRIER_Q	G407-E1821	qotedy	OT+E+DY
OLD26	P1009-S179	f75r	2	0	2	NONCARRIER_Q	G407-E1824|G407-E1825	qokey|qokedy	OK+E+Y|OK+E+DY
OLD26	P1009-S180	f75r	1	0	1	NONCARRIER_Q	G407-E1827	qokedy	OK+E+DY
OLD26	P1009-S183	f76r	2	1	1	MIXED	G407-E1836|G407-E1840	qolp|qofshy	OL+P|CARRIER_Q+O+P+SH+D_ADDR+Y
OLD26	P1009-S184	f76r	2	0	2	NONCARRIER_Q	G407-E1846|G407-E1851	qotddyar|qokeor	OT+D_ADDR+D_ADDR+Y+AR|OK+E+OR
OLD26	P1009-S185	f76r	5	0	5	NONCARRIER_Q	G407-E1853|G407-E1856|G407-E1858|G407-E1859|G407-E1860	qol|qokeey|qokeey|qokey|qokeed	OL|OK+EE+Y|OK+EE+Y|OK+E+Y|OK+EE+D_ADDR
OLD26	P1009-S186	f76r	1	0	1	NONCARRIER_Q	G407-E1863	qotedy	OT+E+DY
OLD26	P1009-S188	f76r	1	0	1	NONCARRIER_Q	G407-E1866	qoty	OT+Y
OLD26	P1009-S189	f76r	1	0	1	NONCARRIER_Q	G407-E1870	qokedy	OK+E+DY
OLD26	P1009-S190	f76r	2	0	2	NONCARRIER_Q	G407-E1871|G407-E1877	qokeey|qokedy	OK+EE+Y|OK+E+DY
OLD26	P1009-S192	f76r	1	0	1	NONCARRIER_Q	G407-E1880	qokchdy	OK+CHD+DY
OLD26	P1009-S193	f76r	2	0	2	NONCARRIER_Q	G407-E1881|G407-E1884	qokal|qokeedy	OK+AL|OK+EE+DY
OLD26	P1009-S194	f76r	2	1	1	MIXED	G407-E1885|G407-E1886	qopchedy|qokeeo	CARRIER_Q+O+P+CHD+Y|OK+EE+O
OLD26	P1009-S195	f76r	1	0	1	NONCARRIER_Q	G407-E1889	qokedy	OK+E+DY
