path	expected_sha256	role
experiments/yolo/gdt779_ol_residual_v99r7_exact_whole_recovery/artifacts/GDT779_376_RENDERER.tsv	e2054fa95baed3ef61a940644c78000bee0e331c2356599d2c959fd5e2affd50	fixed 376-row parent renderer and inherited consumption state
experiments/yolo/gdt779_ol_residual_v99r7_exact_whole_recovery/artifacts/RESULT.json	884365fc006183838007863538016b6d19765feb763bb36027a9e2fc8abaf784	published parent coverage fallback consumption and residual totals
experiments/yolo/gdt779_ol_residual_v99r7_exact_whole_recovery/artifacts/GDT779_RESIDUAL_131_FALLBACK_CENSUS.tsv	d2c7a37c0f3d8cca9173f370092068f82b92e0ef035f1f48778c78dddf76d03f	published residual partition and exact cardless cross-check
experiments/yolo/gdt758_ychor_follower_global_content_census/artifacts/ORDERED_VALUE_FOLLOWER_COMPARATOR.tsv	70adf89ae2b2065f7089a442f9517e76234f641a8a56f46ce3216fb485da94d3	independent whole-form ordered-value and aiin follower evidence for eees
experiments/yolo/gdt745_exact_open_content_role_expansion/artifacts/CROSS_PAGE_ROLE_CARDS.tsv	733d6ee845cc465b8c47a3df6915922b52c30df8253c3ec9d5ce32aa646e5588	complete-whole analogy card and mixed quality counterevidence for sheeol
experiments/yolo/gdt746_whole_analogy_distribution_test/artifacts/CANDIDATE_17_DISTRIBUTION_CENSUS.tsv	ac26ead1099657491cba744b6800e03a008c379e9a58c832c149f2b764f26013	whole-form and distribution intersection selecting sheeol END_STAGE
experiments/yolo/gdt747_supported_whole_passage_application/artifacts/CANDIDATE_12_PASSAGE_CENSUS.tsv	bbca139ca89c16bac39188db46f14d877df488f02369478dbae9b79539502915	local passage END contacts and neutral occurrences for sheeol
experiments/yolo/gdt747_supported_whole_passage_application/artifacts/OCCURRENCE_64_LOCAL_SUPPORT.tsv	e16b9defef5e09e60f967f20f9ef1df53b538d171999361394ebd198b801dc00	rowwise sheeol target support state proving f88r.21 is exact L0 and contributes zero local END contacts
experiments/yolo/gdt748_complete_whole_serial_paradigm_census/artifacts/COLLAPSED_POSITION_EVIDENCE.tsv	7532ba59ae4fcf190b4e178a9dfdbb1109eec34195ceb8e1a585eff2aa250689	visible cold counterframe with no complete-form bridge
experiments/yolo/gdt769_liquid_process_role_identity_dispatch/artifacts/TARGET_526_EXACT_CONTEXT_ATLAS.tsv	935c39c026db8a9b282700fec90a4158cc6120323f4080477140922f318cb95a	rowwise eees target context proving the exact ol target and clean eligible eees aiin sequence
tools/relation_edge_intake.py	fb8447470aa81ed608b90aedf7478893ddf6a445351aa12ab23c6fd725be3a47	GDT388 relation packet intake validator
