opaque_id	page	physical_folio	locus	symbol_index_1based	group_symbol_count	consensus_group_index	consensus_group_count	canvas_id	official_full_image_url	image_width	image_height
IGR2AC18233D29A8DB	f113v	f113	f113v.20	1	2	5	7	1006271	https://collections.library.yale.edu/iiif/2/1006271/full/full/0/default.jpg	2666	3697
IGR28FF252923A1CA7	f68r1	f68	f68r1.1	3	4	7	9	1006196	https://collections.library.yale.edu/iiif/2/1006196/full/full/0/default.jpg	7993	3828
IGR2D3A9958C72E118	f24r	f24	f24r.13	1	2	7	7	1006120	https://collections.library.yale.edu/iiif/2/1006120/full/full/0/default.jpg	2688	3719
IGR2A25511B70EC07C	f84r	f84	f84r.25	3	4	5	12	1006226	https://collections.library.yale.edu/iiif/2/1006226/full/full/0/default.jpg	2753	3745
IGR2AAB900E01D7D62	f108r	f108	f108r.27	5	5	7	10	1006264	https://collections.library.yale.edu/iiif/2/1006264/full/full/0/default.jpg	2641	3787
IGR2E7EE1B7FAE1B6A	f105v	f105	f105v.10	2	5	7	16	1006259	https://collections.library.yale.edu/iiif/2/1006259/full/full/0/default.jpg	2663	3701
IGR2EAEB995B5BC84C	f66r	f66	f66r.78	1	2	2	9	1006192	https://collections.library.yale.edu/iiif/2/1006192/full/full/0/default.jpg	2793	3707
IGR2341BEFD0A977D6	f79v	f79	f79v.8	4	4	5	8	1006217	https://collections.library.yale.edu/iiif/2/1006217/full/full/0/default.jpg	2811	3714
IGR28638E8DBD71838	f103r	f103	f103r.48	7	8	7	9	1006254	https://collections.library.yale.edu/iiif/2/1006254/full/full/0/default.jpg	2688	3805
IGR2B2D523A0C2DE76	f36r	f36	f36r.2	1	2	8	9	1006144	https://collections.library.yale.edu/iiif/2/1006144/full/full/0/default.jpg	2793	3743
IGR2FD4AE0100B2F48	f103r	f103	f103r.47	2	4	1	7	1006254	https://collections.library.yale.edu/iiif/2/1006254/full/full/0/default.jpg	2688	3805
IGR2C4962A7299295C	f58v	f58	f58v.5	1	4	4	9	1006189	https://collections.library.yale.edu/iiif/2/1006189/full/full/0/default.jpg	2986	3769
IGR2955B84F753F11B	f80r	f80	f80r.18	4	5	6	11	1006218	https://collections.library.yale.edu/iiif/2/1006218/full/full/0/default.jpg	2793	3733
IGR2B6FC54D264A24F	f85r2	f85	f85r2.11	3	5	4	4	1006229	https://collections.library.yale.edu/iiif/2/1006229/full/full/0/default.jpg	7754	3890
IGR220DE8911C27936	f106v	f106	f106v.21	1	4	7	8	1006261	https://collections.library.yale.edu/iiif/2/1006261/full/full/0/default.jpg	2670	3697
IGR2CEFA6335B9B18F	f72v2	f72	f72v2.6	2	5	1	1	1006204	https://collections.library.yale.edu/iiif/2/1006204/full/full/0/default.jpg	5976	3794
IGR2A1F11B8068B24E	f89v1	f89	f89v1.20	4	5	7	7	1006234	https://collections.library.yale.edu/iiif/2/1006234/full/full/0/default.jpg	4204	3809
IGR20365B7FBD91E72	f77v	f77	f77v.23	1	2	3	10	1006213	https://collections.library.yale.edu/iiif/2/1006213/full/full/0/default.jpg	2861	3697
IGR266AC12A6C20B3E	f105v	f105	f105v.24	5	5	1	8	1006259	https://collections.library.yale.edu/iiif/2/1006259/full/full/0/default.jpg	2663	3701
IGR24D3DB1ADCBFD90	f77v	f77	f77v.33	2	3	3	10	1006213	https://collections.library.yale.edu/iiif/2/1006213/full/full/0/default.jpg	2861	3697
IGR29A2E34719C7F58	f84r	f84	f84r.25	2	3	12	12	1006226	https://collections.library.yale.edu/iiif/2/1006226/full/full/0/default.jpg	2753	3745
IGR20C22C0BB251C24	f86v6	f86	f86v6.7	1	5	14	15	1006229	https://collections.library.yale.edu/iiif/2/1006229/full/full/0/default.jpg	7754	3890
IGR21AD3A6D56E0BEC	f35v	f35	f35v.9	1	3	3	5	1006143	https://collections.library.yale.edu/iiif/2/1006143/full/full/0/default.jpg	2853	3769
IGR2403E43326A0632	f89r2	f89	f89r2.22	4	5	9	13	1006233	https://collections.library.yale.edu/iiif/2/1006233/full/full/0/default.jpg	9078	3777
IGR246AB027D0E93FB	f84v	f84	f84v.10	4	4	3	7	1006227	https://collections.library.yale.edu/iiif/2/1006227/full/full/0/default.jpg	2838	3697
IGR28DC1C3F1D69124	f111v	f111	f111v.10	2	3	1	13	1006267	https://collections.library.yale.edu/iiif/2/1006267/full/full/0/default.jpg	2666	3697
IGR2DAF635B1B526CD	f87v	f87	f87v.2	1	6	5	7	1043429	https://collections.library.yale.edu/iiif/2/1043429/full/full/0/default.jpg	2893	3697
IGR203CB1985BD5465	f70v1	f70	f70v1.4	3	9	1	1	1006201	https://collections.library.yale.edu/iiif/2/1006201/full/full/0/default.jpg	2979	3700
IGR2D96325F9A3833D	f67v2	f67	f67v2.7	2	4	1	4	1006195	https://collections.library.yale.edu/iiif/2/1006195/full/full/0/default.jpg	5059	3753
IGR20A474E328F8BB3	f56v	f56	f56v.4	2	3	5	6	1006185	https://collections.library.yale.edu/iiif/2/1006185/full/full/0/default.jpg	2979	3769
IGR24367E468C1A6CA	f106v	f106	f106v.23	2	3	3	13	1006261	https://collections.library.yale.edu/iiif/2/1006261/full/full/0/default.jpg	2670	3697
IGR28B9467193FB5EC	f100r	f100	f100r.26	3	6	7	10	1006248	https://collections.library.yale.edu/iiif/2/1006248/full/full/0/default.jpg	2676	3756
