review_id	crop_id	target_x	target_y	target_w	target_h	marked_crop_sha256	width	height
RVA7643D54CCB19E	CX02DD825C6184	230	125	45	63	ec24c21fb96b95ee91294cbd27624a96cf98ff5146300fdcc10fa660af7bbc28	850	350
RVF39DA49760F09B	CX63B24CD69196	280	111	28	73	4938f7eb63342a36b2276e415f3431500ee6d60a355c733f324c8b22c43a575e	760	310
RVBF8A3A4E9EE4E2	CXE8BFAD0707B7	500	116	25	40	9e2a10c81538c660958d1b64697aa2f92e050372bedbfac4b26147746bf97096	1050	350
RV8A866F844CA372	CXA060C56FDA0F	351	107	28	37	a8d48d735e6c750d46533bd44f31578f18e491f153e4feb5a86281a2f476ac15	850	330
RVE6BC10CAF73800	CX7A559E0D3CD7	288	158	25	45	6235b34035c959b0a7e7a4018961bcc542a2697929753d6cd1decae1bb8f5b56	950	360
RVD52CEF421CA6E1	CXC914E79D6E72	86	166	22	39	4670677bca62b94fd4ac224952d2522e1870861d66c465116c0c3dcfa3639cd2	1000	400
RVB9587466B0BF1F	CXEEE5400E5C68	762	137	27	38	9a73644a5d495cb87514cf62bbd738386bfe7ebe7762f8a05e0b003e4baaa6d8	1200	360
RV515AD0F9C86B89	CX6F86078EBF41	284	133	24	40	9fcdd3b13bda69a7957c653546cea7e7741d4cffb522be059d1c54763665d658	850	420
RV41A4A06FDB4F51	CXC7C9D3F5FB6E	610	220	26	39	27669fffe1ce51be347e6892b46faf7a871f5c453bdf2087a8134959c254e86c	1200	500
RV6F38B6F95ADE62	CX3A08BDAD9DC7	580	175	48	58	a20c7d5216e84b4955f7bbe0bdd791ec7da08a02409389cd5aca7015ee0083ea	1250	350
RV57EBAD7A2FBE51	CX0AF794657FAF	485	115	58	72	59cd60deb9aeebdaa727cf5591822f045537ed562cd633190ba56e51892244c8	1450	450
RV20857F481DC1ED	CX73C919BBC3C0	538	88	40	58	b51d7c98546d3bd41dd5445928b9084ad079c25bde7beac30b7da0f4431f9df7	1200	300
RV20DEED7DD950E5	CX1F4F112861C4	650	128	42	58	b2a25ddc3119cc88dd0303b9a76c3f9330516bd1649fe69fee2ece8a73b9efbe	1500	350
RV72F43AC1CBE89F	CX20A1111522AF	590	125	45	55	a3333c6748cdeadb64bf02faa0e99d7f6ad96866b71d90f910ad7bb97f49e889	1400	300
RV831077BF6316A5	CX1BC36C4A49E7	660	130	42	55	8a0a1fbd40398618cc2b5af04aa4a8317505e5471553da0cd371ccdcf6f35ff6	1200	300
RV665440E7FAA343	CXC341089B156F	190	93	45	56	dec72f9263c5ed929df0a54626a5b102a38d67aafce90c0adc3bb2f5c48506e5	1400	350
RVFEFE2471A66714	CX47291F250155	470	87	40	56	8a48e02f0c142a4300a155ea78b2041624d20efe83d7fae14c792a35c170e01d	1400	300
RV44DD5F23117794	CXF8B763F1A954	108	112	38	55	00f158f5d89dd22e1b9ab860c959d2b518847f16571396c2be4dbada58aba44e	1500	350
RV5A03DEF9C470CF	CX58E4234D4247	154	173	25	37	2b612b2b04abb9b23e0dae4920035d8b01f0698b2f8b8888aadf0c6b0e1a7d0f	650	600
RV9B80CF27CBA3F2	CXB57F878B56C2	1120	460	43	72	a5f8b7e8adccfb91ea793b4d6955877043db8e0434a8070b3b159334637524e6	1900	700
RV33D8EC6544E146	CXB72F10258A4E	785	110	46	83	75896d13ef5b1e42ae27c7b8bf63d3355bc1cb16ad2450525f7294958fe36dea	2450	500
RVEACA4EACF16525	CXAC0BA739286E	925	426	42	73	8f591acf4f9c439bf66852d9cee3fb43357cef91922cdfa72630f863eb37ac10	1400	550
RV830569EB6F2542	CXEB1DA54A19A7	510	205	42	65	e08ab416dd7d0bd6ea2e57e722a4e87b61214cc807ea73f03a0361829ac29fcb	1100	450
RV477EEFD9A6168F	CX67765DD298FB	430	90	40	69	248a8730e2378496506db16bb89a4b8bc95ba45d6caaab49c58728e853697a10	2500	600
RV600A67F24E4741	CX822468B7F26F	770	233	40	73	ba55f69d786b1150b0c4bf418fac40a52efcb2212a3eb4609961a8e847d15990	1900	650
RV6830D04738617D	CX180693E37C14	1400	355	42	74	66a3fc86be03731c9f80bfd791e67c676f7b18ece74cc7bb4f9118060e334083	2300	700
