opaque_id	type_index	page	locus	canvas_id	official_full_image_url	official_full_image_sha256	image_width	image_height	crop_x0	crop_y0	crop_x1	crop_y1	localization_state	confidence	main_vertical_stems	closed_loops	left_extension	right_extension	descender	separated_dot	visible_note
IGRD7C9637325	1	f78v	f78v.16	1006215	https://collections.library.yale.edu/iiif/2/1006215/full/full/0/default.jpg	9c574f3a564cc55252633174784745a075689be93a9c7249f381f71434f282e0	2841	3706	1430	1250	1550	1350	ONE_CLEAR_VISIBLE_UNIT	HIGH	ONE	TWO_PLUS	YES	YES	NO	NO	Isolated compact double-looped form with one upright and lateral strokes; neighboring unit begins to right.
IGR385D69069C	1	f107v	f107v.18	1006263	https://collections.library.yale.edu/iiif/2/1006263/full/full/0/default.jpg	46316d4cb82f2ccdd1c8d414ee99ad60f72d6154c28b888d00c484245d75704c	2689	3697	1040	1160	1180	1260	LIGATED_OR_COMPOSITE_UNIT	HIGH	ONE	TWO_PLUS	YES	YES	NO	NO	Same double-loop and upright geometry is continuously joined to adjacent strokes.
IGR43D11357F9	1	f40v	f40v.19	1006153	https://collections.library.yale.edu/iiif/2/1006153/full/full/0/default.jpg	bce0c42319b096126ad9fe0558ecfb8a61335867cbd1869e0865eaacf54c1087	2882	3769	1020	1650	1140	1750	LIGATED_OR_COMPOSITE_UNIT	HIGH	ONE	TWO_PLUS	YES	YES	NO	NO	Same double-loop and upright geometry sits inside the first line-final group and joins the following unit.
IGRD76190A7BE	2	f112r	f112r.37	1006268	https://collections.library.yale.edu/iiif/2/1006268/full/full/0/default.jpg	f59b3420ff3fdbe6f360c12993304a12b11acdef1a2978784efcd77541c0d9b3	2602	3787	250	2440	1050	2530	ONE_CLEAR_VISIBLE_UNIT	HIGH	ZERO	ONE	NO	NO	NO	NO	Single small closed loop at the start of the second group, with no separate mark.
IGRA977830584	2	f82v	f82v.47	1006223	https://collections.library.yale.edu/iiif/2/1006223/full/full/0/default.jpg	4c86853e2d6e62690ec0106dcc3812c95f009022b06e7edfd347386728003142	2821	3709	1400	2760	1850	2900	ONE_CLEAR_VISIBLE_UNIT	HIGH	ZERO	ONE	NO	NO	NO	NO	Fifth unit in the label inside the upper rainbow arc is one small closed loop.
IGR4203533F56	2	f78r	f78r.35	1006214	https://collections.library.yale.edu/iiif/2/1006214/full/full/0/default.jpg	0054f691ac8fddcac324fba6b385f8ad578cd0f2f9879d5498a325bab0310893	2793	3761	1700	2490	2120	2590	ONE_CLEAR_VISIBLE_UNIT	MEDIUM	ZERO	ONE	NO	NO	NO	NO	Small closed loop in the penultimate short group immediately before the final unit.
IGR6465AC6B90	3	f114r	f114r.6	1006272	https://collections.library.yale.edu/iiif/2/1006272/full/full/0/default.jpg	fc76cfcb2e6f8911b3928c59772c9c4eca7854dd2a260bec81972f78b883aa37	2599	3787	1750	490	2450	610	ONE_CLEAR_VISIBLE_UNIT	HIGH	ZERO	ONE	NO	NO	YES	NO	Terminal single-loop form continues into a clear below-baseline stroke.
IGRB6D19FF741	3	f76r	f76r.38	1006210	https://collections.library.yale.edu/iiif/2/1006210/full/full/0/default.jpg	39d264ab4e6fbb9cad1de45b7efedb6f4b9cb497cb587214926fcbaf6590ec68	2793	3769	100	1680	1300	1900	ONE_CLEAR_VISIBLE_UNIT	MEDIUM	ZERO	ONE	NO	NO	YES	NO	Terminal unit of the first group has one loop and a below-baseline stroke.
IGR784445FFF7	3	f48v	f48v.2	1006169	https://collections.library.yale.edu/iiif/2/1006169/full/full/0/default.jpg	c0ecc85912878c5c27ad64d560dd088e703ea95e68a87aaecb112a4aabcbe516	2950	3769	550	535	1350	635	ONE_CLEAR_VISIBLE_UNIT	MEDIUM	ZERO	ONE	NO	NO	YES	NO	Terminal unit of the third group has one loop and a below-baseline stroke; ink is lighter but continuous.
IGR7B74CDD22D	4	f20v	f20v.3	1006113	https://collections.library.yale.edu/iiif/2/1006113/full/full/0/default.jpg	472ca57a0abf61ab000cd26c6065b007073a95a0cf662ff4cc7d4158c94b52b7	2849	3769	1280	785	1490	900	ONE_CLEAR_VISIBLE_UNIT	HIGH	ZERO	TWO_PLUS	YES	YES	NO	NO	Connected small double-loop and arch body with short side strokes.
IGRCEFD86E56D	4	f82v	f82v.16	1006223	https://collections.library.yale.edu/iiif/2/1006223/full/full/0/default.jpg	4c86853e2d6e62690ec0106dcc3812c95f009022b06e7edfd347386728003142	2821	3709	1570	1240	1800	1375	ONE_CLEAR_VISIBLE_UNIT	HIGH	ZERO	TWO_PLUS	YES	YES	NO	NO	Connected double-loop and arch body, slightly open and light at the right edge.
IGR2F55F9D262	4	f78v	f78v.2	1006215	https://collections.library.yale.edu/iiif/2/1006215/full/full/0/default.jpg	9c574f3a564cc55252633174784745a075689be93a9c7249f381f71434f282e0	2841	3706	980	440	1240	555	ONE_CLEAR_VISIBLE_UNIT	HIGH	ZERO	TWO_PLUS	YES	YES	NO	NO	Connected double-loop and arch body with a stronger central crossing.
IGRCC0D813954	5	f115v	f115v.25	1006275	https://collections.library.yale.edu/iiif/2/1006275/full/full/0/default.jpg	5700486404459fe1abfc11f6347aa0171bd651e39bcf71d594beecfb170ed8a3	2676	3697	2260	1460	2560	1580	ONE_CLEAR_VISIBLE_UNIT	HIGH	ZERO	ONE	YES	YES	NO	NO	Small rounded loop with left approach and short rightward tail within a connected sequence.
IGR5365553001	5	f33v	f33v.6	1006139	https://collections.library.yale.edu/iiif/2/1006139/full/full/0/default.jpg	41b148c40e9cf73c63044c5415d3c2bbeebffc20153a36762f35e8134da42941	2871	3769	780	1060	1080	1190	ONE_CLEAR_VISIBLE_UNIT	HIGH	ZERO	ONE	YES	YES	NO	NO	Single darkened rounded loop with continuous left entry and right tail.
IGRE878B28BCE	5	f104v	f104v.6	1006257	https://collections.library.yale.edu/iiif/2/1006257/full/full/0/default.jpg	c6caadfdcdcc2afb0351ecb3b9f94cdc8c61be0cf005aa16d16aea024e336ccd	2744	3704	2310	540	2590	660	ONE_CLEAR_VISIBLE_UNIT	HIGH	ZERO	ONE	YES	YES	NO	NO	Rounded loop with narrow aperture, short left entry, and rightward continuation.
IGR86C78524D7	6	f1v	f1v.3	1006077	https://collections.library.yale.edu/iiif/2/1006077/full/full/0/default.jpg	43065eacad8a743816eb2b7d9acd8cf882a9bb498f1cea84602d12fede99f77d	2804	3797	540	2000	840	2130	ONE_CLEAR_VISIBLE_UNIT	HIGH	ZERO	ONE	YES	YES	NO	NO	Compact rounded loop with left entry and short rightward continuation.
IGR2434055BE4	6	f69r	f69r.19	1006198	https://collections.library.yale.edu/iiif/2/1006198/full/full/0/default.jpg	b830e74480830c0d5e8f7b56025473e051743f9ec50685b6fe316ecd493f0f01	2793	3763	800	1400	1900	2400	LOCALIZATION_UNRESOLVED	LOW	NA	NA	NA	NA	NA	NA	The locus is one of sixteen radial or inner labels; the exact orientation could not be securely mapped without appearance-driven choice.
IGRA67A29B453	6	f78r	f78r.16	1006214	https://collections.library.yale.edu/iiif/2/1006214/full/full/0/default.jpg	0054f691ac8fddcac324fba6b385f8ad578cd0f2f9879d5498a325bab0310893	2793	3761	250	700	1750	1700	LOCALIZATION_UNRESOLVED	LOW	NA	NA	NA	NA	NA	NA	Line-number to physical-row mapping across the split upper layout could not be secured without forcing a target assignment.
IGR2F49074F9C	7	f37v	f37v.15	1006147	https://collections.library.yale.edu/iiif/2/1006147/full/full/0/default.jpg	56d2086b7ce7a126a494d472276b0f5fe025775604a9afd55e5bd8e2ef6f8649	2882	3769	1340	1690	1520	1820	ONE_CLEAR_VISIBLE_UNIT	HIGH	ZERO	ONE	NO	NO	NO	NO	Compact closed rounded unit between clearly separable neighboring strokes.
