gdt367_target_id	page	physical_folio	locus	array_id	ordinal	contact_gap_state	major_body_count	terminal_arm_count	dominant_hue	family_expression	group_family_expression	symbol_count	group_count	boundary_expression	internal_drawing_interruption	strict_zero_alternative	alternative_sites	family_edition_stable	member_edition_stable
VG460F3F13D61DED	f100r	f100	f100r.10	F100R_L2	5	CLEAR_GAP	THREE_PLUS	FOUR_PLUS	COOL_GREEN_BLUE	BAQAU	BAQAU	5	1	LINE_START->LINE_END	0	1	0	1	1
VGD727F424B6D5C5	f100r	f100	f100r.11	F100R_L2	6	CLEAR_GAP	THREE_PLUS	FOUR_PLUS	COOL_GREEN_BLUE	CAPAB	CAPAB	5	1	LINE_START->LINE_END	0	1	0	1	0
VGB2A7E82AE5B8DB	f100r	f100	f100r.6	F100R_L2	1	CLEAR_GAP	THREE_PLUS	TWO_THREE	COOL_GREEN_BLUE	ACACA	ACACA	5	1	LINE_START->LINE_END	0	0	1	1	0
VGB3043A84F64903	f100r	f100	f100r.7	F100R_L2	2	CONTACT	THREE_PLUS	ZERO_ONE	COOL_GREEN_BLUE	KABCAF	KABCAF	6	1	LINE_START->LINE_END	0	1	0	1	0
VG6CB10E36E21276	f100r	f100	f100r.8	F100R_L2	3	CLEAR_GAP	ONE	ZERO_ONE	COOL_GREEN_BLUE	CAEQA	CAEQA	5	1	LINE_START->LINE_END	0	1	0	1	1
VG2E4F726659A297	f100r	f100	f100r.9	F100R_L2	4	CLEAR_GAP	ONE	FOUR_PLUS	COOL_GREEN_BLUE	CACAB	CACAB	5	1	LINE_START->LINE_END	0	1	0	1	1
VG9D0A7B07F7C98A	f100v	f100	f100v.1	F100V_L1	1	CLEAR_GAP	THREE_PLUS	TWO_THREE	COOL_GREEN_BLUE	QABKB	QABKB	5	1	LINE_START->LINE_END	0	1	0	1	1
VGD8E1D69B4AE3A3	f100v	f100	f100v.2	F100V_L1	2	CLEAR_GAP	THREE_PLUS	FOUR_PLUS	COOL_GREEN_BLUE	KABC	KABC	4	1	LINE_START->LINE_END	0	1	0	1	1
VG3CF4AFF2239807	f100v	f100	f100v.3	F100V_L1	3	CLEAR_GAP	THREE_PLUS	FOUR_PLUS	COOL_GREEN_BLUE	APKAC	APKAC	5	1	LINE_START->LINE_END	0	1	0	1	1
VG3CF5990F740AA8	f100v	f100	f100v.4	F100V_L1	4	CLEAR_GAP	THREE_PLUS	FOUR_PLUS	COOL_GREEN_BLUE	CABCA	CABCA	5	1	LINE_START->LINE_END	0	1	0	1	0
VG5460C63FADBAE8	f89r2	f89	f89r2.32	F89R2_L4	1	CONTACT	TWO	UNCERTAIN	MIXED_COOL_WARM	AQABCA	AQABCA	6	1	LINE_START->LINE_END	0	1	0	1	1
VG2083D8709A68CF	f89r2	f89	f89r2.33	F89R2_L4	2	UNCERTAIN	ONE	ZERO_ONE	COOL_GREEN_BLUE	AQACJB	AQACJB	6	1	LINE_START->LINE_END	0	1	0	1	0
VGF6217BEFCC46FD	f89r2	f89	f89r2.34	F89R2_L4	3	CONTACT	ONE	FOUR_PLUS	WARM_RED_ORANGE_TAN_BROWN	AQABACAB	AQABACAB	8	1	LINE_START->LINE_END	0	1	0	1	1
VG59F2332676E176	f99v	f99	f99v.15	F99V_L2	1	CLEAR_GAP	THREE_PLUS	FOUR_PLUS	MIXED_COOL_WARM	AMCACA	AMCACA	6	1	LINE_START->LINE_END	0	1	0	1	1
VG7E7D14AB666CDA	f99v	f99	f99v.16	F99V_L2	2	CLEAR_GAP	TWO	TWO_THREE	WARM_RED_ORANGE_TAN_BROWN	BAHJ	BAHJ	4	1	LINE_START->LINE_END	0	1	0	1	0
VGA8346F945B27BF	f99v	f99	f99v.17	F99V_L2	3	CONTACT	ONE	FOUR_PLUS	WARM_RED_ORANGE_TAN_BROWN	CACA	CACA	4	1	LINE_START->LINE_END	0	1	0	1	0
VG0DA2B4F2C1ED11	f99v	f99	f99v.18	F99V_L2	4	CLEAR_GAP	TWO	TWO_THREE	WARM_RED_ORANGE_TAN_BROWN	CAGA	CAGA	4	1	LINE_START->LINE_END	0	1	0	1	0
VG88E49C83B9AEC4	f99v	f99	f99v.19	F99V_L2	5	CLEAR_GAP	TWO	TWO_THREE	WARM_RED_ORANGE_TAN_BROWN	AQABCAC	AQABCAC	7	1	LINE_START->LINE_END	0	1	0	1	1
