feature_id	canonical_feature	aliases	support	absence	folios_present	folios_absent	loci_present
2d342abbbd199930	FAMILY_2GRAM:KA	FAMILY_2GRAM:KA	4	23	f100,f99	f100,f89,f99	f100r.7,f100v.2,f100v.3,f99v.3
e8cbc0ecfef15286	FAMILY_3GRAM:CAB	FAMILY_3GRAM:CAB	4	23	f100,f89,f99	f100,f89,f99	f100r.9,f100v.4,f89r2.34,f99v.8
9472e6e10f4ee562	LAST_GROUP_SUFFIX_2:AB	LAST_GROUP_SUFFIX_2:AB	4	23	f100,f89,f99	f100,f89,f99	f100r.11,f100r.9,f89r2.34,f99v.8
b4f5a9579347390b	FAMILY_3GRAM:BCA	FAMILY_3GRAM:BCA	5	22	f100,f89,f99	f100,f89,f99	f100r.7,f100v.4,f89r2.32,f99v.19,f99v.7
b9d3f22feda08991	FAMILY_COMPONENT:K	FAMILY_COMPONENT:K	5	22	f100,f99	f100,f89,f99	f100r.7,f100v.1,f100v.2,f100v.3,f99v.3
999a7ed6ae86a229	LAST_GROUP_SUFFIX_3:ACA	LAST_GROUP_SUFFIX_3:ACA	5	22	f100,f99	f100,f89,f99	f100r.6,f99v.15,f99v.17,f99v.20,f99v.5
d0106781ce066206	FAMILY_2GRAM:BC	FAMILY_2GRAM:BC|FAMILY_3GRAM:ABC	6	21	f100,f89,f99	f100,f89,f99	f100r.7,f100v.2,f100v.4,f89r2.32,f99v.19,f99v.7
3a819e6f1577d72a	FAMILY_3GRAM:CAC	FAMILY_3GRAM:CAC	6	21	f100,f99	f100,f89,f99	f100r.6,f100r.9,f99v.15,f99v.17,f99v.19,f99v.20
1cd3340774ee6622	FAMILY_3GRAM:QAB	FAMILY_3GRAM:QAB	6	21	f100,f89,f99	f100,f89,f99	f100v.1,f89r2.32,f89r2.34,f99v.19,f99v.2,f99v.6
e62c67530e31a30d	FIRST_GROUP_PREFIX_1:C	FIRST_GROUP_PREFIX_1:C|FIRST_GROUP_PREFIX_2:CA	6	21	f100,f99	f100,f89,f99	f100r.11,f100r.8,f100r.9,f100v.4,f99v.17,f99v.18
398abfd74fab978d	LAST_GROUP_SUFFIX_1:B	LAST_GROUP_SUFFIX_1:B	6	21	f100,f89,f99	f100,f89,f99	f100r.11,f100r.9,f100v.1,f89r2.33,f89r2.34,f99v.8
318b5af58870cfe9	FAMILY_2GRAM:BA	FAMILY_2GRAM:BA	7	20	f100,f89,f99	f100,f89,f99	f100r.10,f89r2.34,f99v.16,f99v.2,f99v.4,f99v.5,f99v.6
619eab2fd11a5f70	SYMBOL_COUNT_LE_4	SYMBOL_COUNT_LE_4	7	20	f100,f99	f100,f89,f99	f100v.2,f99v.16,f99v.17,f99v.18,f99v.4,f99v.7,f99v.8
4e8f7adbaec2f7e9	FAMILY_3GRAM:ACA	FAMILY_3GRAM:ACA	8	19	f100,f89,f99	f100,f89,f99	f100r.6,f100r.9,f89r2.34,f99v.15,f99v.17,f99v.20,f99v.5,f99v.8
2d52050ee73de5fd	FIRST_GROUP_PREFIX_2:AQ	FIRST_GROUP_PREFIX_2:AQ|FIRST_GROUP_PREFIX_3:AQA	8	19	f89,f99	f100,f99	f89r2.32,f89r2.33,f89r2.34,f99v.19,f99v.2,f99v.3,f99v.6,f99v.9
7bc0b995b541892a	LAST_GROUP_SUFFIX_2:CA	LAST_GROUP_SUFFIX_2:CA	8	19	f100,f89,f99	f100,f89,f99	f100r.6,f100v.4,f89r2.32,f99v.15,f99v.17,f99v.20,f99v.5,f99v.7
