occurrence_id	page	locus	token_index	line_position	left_surface	left_gloss_de	right_surface	right_gloss_de	quality_cue	material_or_part_cue	local_axis_rival	global_dispatch	reader_boundary	reader_exact	split_normalized	zl3b_line	it2a_line	rf1b_line
G626-M00241	f104r	f104r.25	4	MIDDLE	chckhey	Arzneikompositum: trocken, Gradmitte	chckhy	Arzneikompositum: trocken, Gradanfang	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar airam	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar aisam	sar okair chckhey qodaiin chckhy checkhd l raiin otain ar airam
G626-M00211	f104r	f104r.4	6	MIDDLE	chedal	trockene abgemessene Rohstoffmenge I in der Gradmitte	qodaiin	Qualitätsgrad III	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	o l sheedy qokeedy chedal qodaiin qodaiin chry	ol sheedy qokeedy chedal qodaiin qodaiiin chry	ol eedy qokee y chedal qodaiin qodeiiiin chry
G626-M00212	f104r	f104r.4	7	MIDDLE	qodaiin	Qualitätsgrad III	chry	leicht getrocknete Wurzeldroge	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	ALTERNATE_READER_VARIANT	0	0	o l sheedy qokeedy chedal qodaiin qodaiin chry	ol sheedy qokeedy chedal qodaiin qodaiiin chry	ol eedy qokee y chedal qodaiin qodeiiiin chry
G626-M00323	f104v	f104v.23	5	MIDDLE	qodeey	OPEN	chodaiin	Trockenansatz, Dosis III	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	tchey qokchey qochey qodeey qodaiin chodaiin chckhdy dairar otar qotai l	tchey qokchey qochey qodeey qodaiin chodaiin chckhdy dairar otar qotair ol	tchey qokchey qochey qodeey qodaiin chodaiin chckhdy dairar otar qotai l
G626-M00332	f104v	f104v.26	3	MIDDLE	sheey	feucht am Ende des Grades	chodar	OPEN	1	0	QUALITY_GRADE_III	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	ysheor sheey qodaiin chodar chochs	ysheor cheey qodaiin chodar chochs	ysheor sheey qodaiin chodar chochs
G626-M00336	f104v	f104v.28	8	MIDDLE	chody	Trockenansatz, abgeschlossen	cheody	getrockneter Ansatz	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	olsho lsair olcheey qokeechy qokchy daiin chody qodaiin cheody	olsho lsair olcheey qokeechy qokchy daiin chody qodaiin cheody	olsho ls air olcheey qokeechy qokchy daiin chody qodaiin cheody
G626-M00423	f105v	f105v.2	4	MIDDLE	keshed	OPEN	oteodair	OPEN	0	0	NO_TYPED_NEIGHBOUR	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	ysheod ykeeedy keshed qodaiin oteodair or chkar otaiin chpor or otchy otor	ysheod ykeeedy keshed qodaiin oteodair or chkas otaiin chpor or otchy otor	ysheod ykeeedy keshed qodaiin oteodair or chkar otaiin chpor or otchy otor
G626-M00620	f106v	f106v.10	4	MIDDLE	oteey	kalter Ansatz am Ende des Grades	ytain	OPEN	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	ALTERNATE_READER_VARIANT	0	0	ysheody cheol oteey qodaiin ytain ychdy oltydy	ysheody cheol oteey qodaiin ytain ychdy oltydy	ysheody cheol otee qo aiin ytain ychdy oltydy
G626-M00631	f106v	f106v.17	4	MIDDLE	okain	heiß im Zubereitungsrahmen, Grad II	chodal	OPEN	1	0	QUALITY_GRADE_III	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	ALTERNATE_READER_VARIANT	0	0	salar sheodar okain qodaiin chodal	salar sheodar okain qedaiin chodal	salar she dar okain qodaiin chodal
G626-M00666	f106v	f106v.37	6	MIDDLE	kcheodar	OPEN	shcphoor	OPEN	0	0	NO_TYPED_NEIGHBOUR	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	pyoaly cheo aiir al kcheodar qodaiin shcphoor shedy otedar opol fchedy odr	pyoaly cheo aiir al kcheodar qodaiin shcphoor shedy otedar opol fchedy odr	pyoaly cheoaiir al kcheodar qodaiin shcphoor shedy ote ar opol fche y odr
G626-M00788	f107r	f107r.46	3	MIDDLE	cheey	trocken am Ende des Grades	qokaiin	heiß, Grad III	1	0	QUALITY_GRADE_III	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal	sar cheey qodaiin qokaiin ol cheor aiin otal taiin qokaiin otal alkal
G626-M00893	f107v	f107v.33	3	MIDDLE	chol	trocken; nominal trockenes Gut/Material	odain	Zubereitungsdosis II	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	orain chol qodaiin odain aiin okain chkaly raiin y kaiin aldy	orain chol qodaiin odain aiin okain chkaly raiin ykaiin aldy	orain chol qodaiin odain aiin okain chkaly raiin y kaiin al y
G626-M01744	f114r	f114r.18	6	MIDDLE	qoeeody	OPEN	daildain	OPEN	0	0	NO_TYPED_NEIGHBOUR	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	lcheos okar y cheodeeey qoeeody qodaiin daildain	lcheos okar y cheodeeey qoeeody qodaiin daildain	lcheos okar y cheodeeey qoeeody qodaiin daildain
G626-M01766	f114r	f114r.27	4	MIDDLE	sheedy	feucht am Ende des Grades, abgeschlossen	ksam	OPEN	1	0	QUALITY_GRADE_III	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	cheeo daiin sheedy qodaiin ksam chodal olchedy	cheeo daiin sheedy qodaiin ksam chodal olchedy	cheeo daiin sheedy qodaiin sam chodal olchedy
G626-M01816	f114r	f114r.42	3	MIDDLE	qotol	kaltes Material	otaiin	kalt im Zubereitungsrahmen, Grad III	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	poedair qotol qodaiin otaiin qotar qotchey qotaiin cheopy qopaiin cheody	poedair qotol qodaiin otaiin qotar qotchey qotaiin cheopy qopoiin cheody	poedair qotol qodaiin otaiin qotar qotchey qotaiin cheopy qopaiin cheody
G626-M01724	f114r	f114r.7	6	MIDDLE	chdedy	OPEN	okchedaiin	OPEN	0	0	NO_TYPED_NEIGHBOUR	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	cheol dchedy dkchs aiin chdedy qodaiin okchedaiin chain	cheol dchedy dkchs aiin chdedy qodaiin okchedaiin chain	cheol dched dkchs aiin chdedy qodaiin okchedaiin chain
G626-M01729	f114r	f114r.9	2	MIDDLE	dcheod	OPEN	daiin	Grad-/Maßwert III	1	0	QUALITY_GRADE_III	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	dcheod qodaiin daiin chey kal dody chdairod okchdy chody daiin dar oarorold	dcheod qodaiin daiin chey kal dody chdairod okchdy chody daiin dar oar orold	dcheod qodaiin daiin chey kaldody chdairod okchdy chody daiin dar oar or old
G626-M01932	f115r	f115r.12	4	MIDDLE	qokechdy	erhitze und trockne bis zum Abschluss	or	Drogenportion	0	1	LOCAL_AMOUNT_III	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	ALTERNATE_READER_VARIANT	0	0	dsheo qokeedaiin qokechdy qodaiin or chol o ro chey	dsheo qokeedain qokechdy qodaiin or choloro chey	dsheo qokeedaiin qokechdy qo aiin or cholo ro chey
G626-M02521	f28r	f28r.6	2	MIDDLE	qokchol	heiß-trockenes Drogenmaterial	otcholchy	OPEN	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	qokchol qodaiin otcholchy daiin cho qokol o kam	qokchol qodaiin otcholchy daiin cho qokol okam	qokchol qodaiin otcholchy daiin cho qokol kam
G626-M02963	f3r	f3r.7	2	MIDDLE	otchol	kalt-trockener Zubereitungsstoff	chom	OPEN	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	otchol qodaiin chom shom damo	otchol qodaiin chom shom damo	otchol qodaiin chom shom amo
G626-M03129	f45r	f45r.8	3	MIDDLE	cthy	CTH-Drogenmaterial	cthy	CTH-Drogenmaterial	0	1	LOCAL_AMOUNT_III	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	tchol cthy qodaiin cthy dain ey otydal daiin g	tchol cthy qodaiin cthy dain cthey otydal daiin m	tchol cthy qodaiin cthy ain ey tydal daiin g
G626-M03272	f4v	f4v.3	6	MIDDLE	daiin	Grad-/Maßwert III	o	Ansatzwasser	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	sho sho chaiin shaiin daiin qodaiin o aram	sho sho chaiin shaiin daiin qodaiin o ar am	sho sho chaiin sh iin daiin qodaiin oar m
G626-M03306	f50v	f50v.5	6	MIDDLE	qekaiin	OPEN	olcheky	OPEN	0	0	NO_TYPED_NEIGHBOUR	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	y chy tair chckhy qekaiin qodaiin olcheky chedy chkedy okedyd	y chy tair chckhy qekaiin qodaiin olcheky chedy chkedy okedyd	ychy tair chckhy qekaiin qodaiin olcheky che y chke y oke yd
G626-M03331	f51r	f51r.14	2	MIDDLE	daiiy	abgemessene Drogenportion, abgeschlossen	kaiiidal	OPEN	0	1	LOCAL_AMOUNT_III	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	daiiy qodaiin kaiiidal cphodal s al dam	daiiithy qodaiin kaiiidal cphodal r al dam	daiiy qodaiin kaiiidal cphodal s al dam
G626-M03320	f51r	f51r.5	2	MIDDLE	tcheody	abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen	okeey	heißer Ansatz am Ende des Grades	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	tcheody qodaiin okeey qockhey taiin	tcheody qodaiin ckhey qockhey taiin	tcheody qodaiin okeey qockhey taiin
G626-M03344	f51v	f51v.8	3	MIDDLE	qokal	Rohstoffklasse I, heiß am Gradanfang	or	Drogenportion	1	1	GRADE_OR_AMOUNT_CONTEXT_RIVAL	QOD_VALUE_III__HEAD_AND_AXIS_OPEN	TRIPLE_READER_EXACT	1	1	olkeeody qokal qodaiin or l	olkeeody qokal qodaiin ykhor yfal	olkeeody qokal qodaiin or l
