model_id	content_slot	concrete_value_de
M1_PRACTICAL_CELESTIAL_ELECTION_WEATHER_ALMANAC	WHEEL	Wahlrad
M1_PRACTICAL_CELESTIAL_ELECTION_WEATHER_ALMANAC	SECTOR	Himmelssektor
M1_PRACTICAL_CELESTIAL_ELECTION_WEATHER_ALMANAC	STAR	Sternort
M1_PRACTICAL_CELESTIAL_ELECTION_WEATHER_ALMANAC	CONDITION	Bedingungsfeld
M1_PRACTICAL_CELESTIAL_ELECTION_WEATHER_ALMANAC	LABEL	Himmelszeichen
M1_PRACTICAL_CELESTIAL_ELECTION_WEATHER_ALMANAC	CALENDAR	Kalenderzeichen
M1_PRACTICAL_CELESTIAL_ELECTION_WEATHER_ALMANAC	CELESTIAL	Wahlzeichen
M1_PRACTICAL_CELESTIAL_ELECTION_WEATHER_ALMANAC	PANEL	Sterntafel
M1_PRACTICAL_CELESTIAL_ELECTION_WEATHER_ALMANAC	PLACE28	28er Feld
M1_PRACTICAL_CELESTIAL_ELECTION_WEATHER_ALMANAC	ROSETTE	Rosettenrad
M1_PRACTICAL_CELESTIAL_ELECTION_WEATHER_ALMANAC	WEATHER	Wetterzeichen
M1_PRACTICAL_CELESTIAL_ELECTION_WEATHER_ALMANAC	LIGHT_TIME_QUALITY	Licht-, Zeit- oder Eigenschaftszeichen
M2_IATROMEDICAL_ELECTION_TABLES	WHEEL	Behandlungsrad
M2_IATROMEDICAL_ELECTION_TABLES	SECTOR	Tierkreissektor
M2_IATROMEDICAL_ELECTION_TABLES	STAR	Mondort
M2_IATROMEDICAL_ELECTION_TABLES	CONDITION	Behandlungsbedingung
M2_IATROMEDICAL_ELECTION_TABLES	LABEL	Himmelszeichen
M2_IATROMEDICAL_ELECTION_TABLES	CALENDAR	Behandlungstag
M2_IATROMEDICAL_ELECTION_TABLES	CELESTIAL	Gunstzeichen
M2_IATROMEDICAL_ELECTION_TABLES	PANEL	Mondhaustafel
M2_IATROMEDICAL_ELECTION_TABLES	PLACE28	Mondhaus
M2_IATROMEDICAL_ELECTION_TABLES	ROSETTE	Wahlrad
M2_IATROMEDICAL_ELECTION_TABLES	WEATHER	Krankheitswetter
M2_IATROMEDICAL_ELECTION_TABLES	LIGHT_TIME_QUALITY	Planetenstunde oder Komplexion
M3_CELESTIAL_MODEL_AND_MEMORY_BOOK	WHEEL	Musterrad
M3_CELESTIAL_MODEL_AND_MEMORY_BOOK	SECTOR	Radsektor
M3_CELESTIAL_MODEL_AND_MEMORY_BOOK	STAR	Sternplatz
M3_CELESTIAL_MODEL_AND_MEMORY_BOOK	CONDITION	Musterfeld
M3_CELESTIAL_MODEL_AND_MEMORY_BOOK	LABEL	Kopierzeichen
M3_CELESTIAL_MODEL_AND_MEMORY_BOOK	CALENDAR	Rubrik
M3_CELESTIAL_MODEL_AND_MEMORY_BOOK	CELESTIAL	Musterwert
M3_CELESTIAL_MODEL_AND_MEMORY_BOOK	PANEL	Sternmuster
M3_CELESTIAL_MODEL_AND_MEMORY_BOOK	PLACE28	28er Feld
M3_CELESTIAL_MODEL_AND_MEMORY_BOOK	ROSETTE	Rosettenmuster
M3_CELESTIAL_MODEL_AND_MEMORY_BOOK	WEATHER	Wellenmuster
M3_CELESTIAL_MODEL_AND_MEMORY_BOOK	LIGHT_TIME_QUALITY	Strahlen- oder Qualitätsmuster
