paragraph	grammar	model	timing	source_event	execution_index	order	kind	location	form	patient	second	object	second_object	source_object	before	after	assertion	status	debts	state_origin	alias_collision	row_status
f6v|f6v.6-f6v.21	B	D	O	0	0	1	MATERIAL	f6v.6:2	shocthol	f6v.6:2		f6v.6:2			{}	{}		EXTERNAL_PORTION			False	recorded
f6v|f6v.6-f6v.21	B	D	O	1	1	1	PROCESSED_NOMINAL	f6v.6:2	shocthol			f6v.6:2			{}	"{""PHYSICAL:moisture"":""wet""}"	PHYSICAL:moisture=wet	INITIAL_CONSTRAINT			False	recorded
f6v|f6v.6-f6v.21	B	D	O	2	2	4	ACTION	f6v.7:1	ychos	f6v.6:2		f6v.6:2			"{""PHYSICAL:moisture"":""wet""}"	"{""PHYSICAL:moisture"":""wet""}"		NO_STATE_TRANSITION_MODELLED	UNREAD_BETWEEN:f6v.6:3;IMPLICIT_SUBJECT_CONTINUATION		False	recorded
f6v|f6v.6-f6v.21	B	D	O	3	3	7	MATERIAL	f6v.7:4	cthol	f6v.7:4		f6v.7:4			{}	{}		EXTERNAL_PORTION			False	recorded
f6v|f6v.6-f6v.21	B	D	O	4	4	7	ACTION	f6v.7:2	ychol	f6v.7:4		f6v.7:4			{}	"{""PHYSICAL:moisture"":""dry""}"	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED			False	recorded
f6v|f6v.6-f6v.21	B	D	O	5	5	10	MATERIAL	f6v.8:2	chor	f6v.8:2		f6v.8:2			{}	{}		EXTERNAL_PORTION			False	recorded
f6v|f6v.6-f6v.21	B	D	O	6	6	11	ACTION	f6v.8:3	okchey	f6v.8:2		f6v.8:2			{}	{}		NO_STATE_TRANSITION_MODELLED			False	recorded
f6v|f6v.6-f6v.21	B	D	O	7	7	12	ACTION	f6v.8:4	qokom	f6v.8:2		f6v.8:2			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED			False	recorded
f6v|f6v.6-f6v.21	B	D	O	8	8	15	MATERIAL	f6v.9:3	chor	f6v.9:3		f6v.8:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
f6v|f6v.6-f6v.21	B	D	O	9	9	15	ACTION	f6v.9:1	oeeo	f6v.9:3		f6v.8:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		NO_STATE_TRANSITION_MODELLED			False	recorded
f6v|f6v.6-f6v.21	B	D	O	10	10	16	MATERIAL	f6v.9:4	cthom	f6v.9:4		f6v.9:4			{}	{}		EXTERNAL_PORTION			False	recorded
f6v|f6v.6-f6v.21	B	D	O	11	11	18	ACTION	f6v.10:1	qokchod	f6v.9:4		f6v.9:4			{}	"{""PHYSICAL:moisture"":""dry""}"	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED	IMPLICIT_SUBJECT_CONTINUATION		False	recorded
f6v|f6v.6-f6v.21	B	D	O	12	12	20	MATERIAL	f6v.10:3	kchdy	f6v.10:3		f6v.10:3			{}	{}		EXTERNAL_PORTION			False	recorded
f6v|f6v.6-f6v.21	B	D	O	13	13	20	ACTION	f6v.10:2	ychear	f6v.10:3		f6v.10:3			{}	{}		NO_STATE_TRANSITION_MODELLED	MISSING_COINGREDIENT		False	recorded
f6v|f6v.6-f6v.21	B	D	O	14	14	21	MATERIAL	f6v.11:1	lor	f6v.11:1		f6v.11:1			{}	{}		EXTERNAL_PORTION			False	recorded
f6v|f6v.6-f6v.21	B	D	O	15	15	22	MATERIAL	f6v.11:2	char	f6v.11:2		f6v.11:2			{}	{}		EXTERNAL_PORTION			False	recorded
f6v|f6v.6-f6v.21	B	D	O	16	16	23	MATERIAL	f6v.11:3	otam	f6v.11:3		f6v.11:3			{}	{}		EXTERNAL_PORTION			False	recorded
f6v|f6v.6-f6v.21	B	D	O	17	17	24	MATERIAL	f6v.11:4	ctho	f6v.11:4		f6v.11:4			{}	{}		EXTERNAL_PORTION			False	recorded
f6v|f6v.6-f6v.21	B	D	O	18	18	28	QUALITY	f6v.12:2	shy						{}	{}	PHYSICAL:moisture=wet	MISSING_PATIENT	MISSING_MATERIAL_BINDING		False	recorded
f6v|f6v.6-f6v.21	B	D	O	19	19	30	MATERIAL	f6v.12:4	cthy	f6v.12:4		f6v.12:4			{}	{}		EXTERNAL_PORTION			False	recorded
f6v|f6v.6-f6v.21	B	D	O	20	20	30	ACTION	f6v.12:3	qokam	f6v.12:4		f6v.12:4			{}	"{""PHYSICAL:thermal"":""warm""}"	"{""axis"":""thermal"",""value"":""warm""}"	ASSUMED_EFFECT_APPLIED			False	recorded
f6v|f6v.6-f6v.21	B	D	O	21	21	32	MATERIAL	f6v.13:2	cthy	f6v.13:2		f6v.12:4			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
f6v|f6v.6-f6v.21	B	D	O	22	22	34	MATERIAL	f6v.13:4	chor	f6v.13:4		f6v.8:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""warm""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
f6v|f6v.6-f6v.21	B	D	O	23	23	37	ACTION	f6v.14:1	qokor	f6v.13:4		f6v.8:2			"{""PHYSICAL:thermal"":""warm""}"	"{""PHYSICAL:thermal"":""hot""}"	"{""axis"":""thermal"",""value"":""hot""}"	ASSUMED_EFFECT_APPLIED	IMPLICIT_SUBJECT_CONTINUATION		False	recorded
f6v|f6v.6-f6v.21	B	D	O	24	24	39	MATERIAL	f6v.14:3	cthol	f6v.14:3		f6v.7:4			"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"		SAME_FORM_REMENTION	SAME_FORM_IDENTITY_ASSUMED		False	recorded
f6v|f6v.6-f6v.21	B	D	O	25	25	39	ACTION	f6v.14:2	chol	f6v.14:3		f6v.7:4			"{""PHYSICAL:moisture"":""dry""}"	"{""PHYSICAL:moisture"":""dry""}"	"{""axis"":""moisture"",""value"":""dry""}"	ASSUMED_EFFECT_APPLIED			False	recorded
