paragraph	grammar	model	timing	events	input_shifts	conflicts	unequal	missing_assertions	incomplete_actions	row_status
f6v|f6v.6-f6v.21	B	D	O	46	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	B	D	I	46	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	B	H	O	46	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	B	H	I	46	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	J	D	O	46	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	J	D	I	46	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	J	H	O	46	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	J	H	I	46	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	M	D	O	46	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	M	D	I	46	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	M	H	O	46	0	0	0	1	0	recorded
f6v|f6v.6-f6v.21	M	H	I	46	0	0	0	1	0	recorded
f9v|f9v.5-f9v.12	B	D	O	23	0	1	0	1	2	recorded
f9v|f9v.5-f9v.12	B	D	I	23	0	1	0	1	2	recorded
f9v|f9v.5-f9v.12	B	H	O	23	0	0	0	1	2	recorded
f9v|f9v.5-f9v.12	B	H	I	23	0	0	0	1	2	recorded
f9v|f9v.5-f9v.12	J	D	O	23	0	1	0	1	2	recorded
f9v|f9v.5-f9v.12	J	D	I	23	0	1	0	1	2	recorded
f9v|f9v.5-f9v.12	J	H	O	23	0	0	0	1	2	recorded
f9v|f9v.5-f9v.12	J	H	I	23	0	0	0	1	2	recorded
f9v|f9v.5-f9v.12	M	D	O	23	0	1	0	1	2	recorded
f9v|f9v.5-f9v.12	M	D	I	23	0	1	0	1	2	recorded
f9v|f9v.5-f9v.12	M	H	O	23	0	0	0	1	2	recorded
f9v|f9v.5-f9v.12	M	H	I	23	0	0	0	1	2	recorded
f17v|f17v.1-f17v.23	B	D	O	70	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	B	D	I	70	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	B	H	O	70	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	B	H	I	70	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	J	D	O	70	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	J	D	I	70	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	J	H	O	70	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	J	H	I	70	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	M	D	O	70	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	M	D	I	70	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	M	H	O	70	0	0	0	0	0	recorded
f17v|f17v.1-f17v.23	M	H	I	70	0	0	0	0	0	recorded
f19v|f19v.8-f19v.14	B	D	O	16	0	0	0	0	1	recorded
f19v|f19v.8-f19v.14	B	D	I	16	0	0	0	0	1	recorded
f19v|f19v.8-f19v.14	B	H	O	16	0	0	1	0	1	recorded
f19v|f19v.8-f19v.14	B	H	I	16	0	0	1	0	1	recorded
f19v|f19v.8-f19v.14	J	D	O	16	0	0	0	0	1	recorded
f19v|f19v.8-f19v.14	J	D	I	16	0	0	0	0	1	recorded
f19v|f19v.8-f19v.14	J	H	O	16	0	0	1	0	1	recorded
f19v|f19v.8-f19v.14	J	H	I	16	0	0	1	0	1	recorded
f19v|f19v.8-f19v.14	M	D	O	16	0	0	0	0	1	recorded
f19v|f19v.8-f19v.14	M	D	I	16	0	0	0	0	1	recorded
f19v|f19v.8-f19v.14	M	H	O	16	0	0	1	0	1	recorded
f19v|f19v.8-f19v.14	M	H	I	16	0	0	1	0	1	recorded
f22v|f22v.6-f22v.16	B	D	O	27	0	0	0	2	0	recorded
f22v|f22v.6-f22v.16	B	D	I	27	0	0	0	2	0	recorded
f22v|f22v.6-f22v.16	B	H	O	27	0	0	0	2	0	recorded
f22v|f22v.6-f22v.16	B	H	I	27	0	0	0	2	0	recorded
