candidate	shol	paragraph	grammar	model	timing	target	form	material	object	direct_actions	direct_qualities	take_uses	displaced_objects	row_status
C	Q	f6v|f6v.6-f6v.21	B	D	O	f6v.11:1	lor	False						recorded
C	Q	f6v|f6v.6-f6v.21	B	D	I	f6v.11:1	lor	False						recorded
C	Q	f6v|f6v.6-f6v.21	B	H	O	f6v.11:1	lor	False						recorded
C	Q	f6v|f6v.6-f6v.21	B	H	I	f6v.11:1	lor	False						recorded
C	Q	f6v|f6v.6-f6v.21	J	D	O	f6v.11:1	lor	False						recorded
C	Q	f6v|f6v.6-f6v.21	J	D	I	f6v.11:1	lor	False						recorded
C	Q	f6v|f6v.6-f6v.21	J	H	O	f6v.11:1	lor	False						recorded
C	Q	f6v|f6v.6-f6v.21	J	H	I	f6v.11:1	lor	False						recorded
C	Q	f6v|f6v.6-f6v.21	M	D	O	f6v.11:1	lor	False						recorded
C	Q	f6v|f6v.6-f6v.21	M	D	I	f6v.11:1	lor	False						recorded
C	Q	f6v|f6v.6-f6v.21	M	H	O	f6v.11:1	lor	False						recorded
C	Q	f6v|f6v.6-f6v.21	M	H	I	f6v.11:1	lor	False						recorded
C	Q	f17v|f17v.1-f17v.23	B	D	O	f17v.8:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	B	D	I	f17v.8:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	B	H	O	f17v.8:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	B	H	I	f17v.8:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	J	D	O	f17v.8:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	J	D	I	f17v.8:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	J	H	O	f17v.8:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	J	H	I	f17v.8:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	M	D	O	f17v.8:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	M	D	I	f17v.8:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	M	H	O	f17v.8:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	M	H	I	f17v.8:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	B	D	O	f17v.9:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	B	D	I	f17v.9:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	B	H	O	f17v.9:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	B	H	I	f17v.9:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	J	D	O	f17v.9:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	J	D	I	f17v.9:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	J	H	O	f17v.9:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	J	H	I	f17v.9:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	M	D	O	f17v.9:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	M	D	I	f17v.9:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	M	H	O	f17v.9:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	M	H	I	f17v.9:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	B	D	O	f17v.12:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	B	D	I	f17v.12:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	B	H	O	f17v.12:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	B	H	I	f17v.12:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	J	D	O	f17v.12:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	J	D	I	f17v.12:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	J	H	O	f17v.12:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	J	H	I	f17v.12:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	M	D	O	f17v.12:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	M	D	I	f17v.12:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	M	H	O	f17v.12:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	M	H	I	f17v.12:5	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	B	D	O	f17v.18:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	B	D	I	f17v.18:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	B	H	O	f17v.18:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	B	H	I	f17v.18:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	J	D	O	f17v.18:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	J	D	I	f17v.18:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	J	H	O	f17v.18:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	J	H	I	f17v.18:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	M	D	O	f17v.18:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	M	D	I	f17v.18:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	M	H	O	f17v.18:3	ol	False						recorded
C	Q	f17v|f17v.1-f17v.23	M	H	I	f17v.18:3	ol	False						recorded
C	Q	f23r|f23r.4-f23r.5	B	D	O	f23r.5:8	ol	False						recorded
C	Q	f23r|f23r.4-f23r.5	B	D	I	f23r.5:8	ol	False						recorded
C	Q	f23r|f23r.4-f23r.5	B	H	O	f23r.5:8	ol	False						recorded
C	Q	f23r|f23r.4-f23r.5	B	H	I	f23r.5:8	ol	False						recorded
C	Q	f23r|f23r.4-f23r.5	J	D	O	f23r.5:8	ol	False						recorded
