source_reading_id	decision	family_ids	decomposition	old_lexical_core_de	v87_lexical_core_de	v87_context_realization_de	repair_mode	score_delta_lexical_core	lexical_core_cap	context_realization_cap	resolved_debt_atom	evidence_class	evidence_de	counterevidence_de	open_semantic_slots	component_global_export_allowed	occurrence_bound_span_override	occurrence_bound_span_role_override	occurrence_bound_span_export_override
chedaiin#1	REVISE	F_STATE|F_STAGE|F_N|F_D	CH_DRY+E_MIDDLE+D_MEASURE+A+IIN_III	abgemessene Trockendroge, Dosis III	abgemessene Trockenmenge III, Mittelstufe	eine abgemessene Trockenmenge III auf Mittelstufe	IDENTITY_REMOVAL_AND_COMPOSITIONAL_COMPRESSION	10	49	49	UNSUPPORTED_DRUG_IDENTITY|UNSUPPORTED_DOSE_IDENTITY	EXACT_FAMILY_INTERSECTION	GDT663 belegt CH-E-D-A-IIN als exakte Ganzwortfamilie an 32 Stellen; GDT711 stuetzt trocken, Mittelstufe, Messkopf und Wert III als gebundene Felder.	Stoff, historische Einheit und die genaue III-Achse sind unbekannt; E und D bleiben gebunden und sind keine freien Woerter.	MATERIAL_IDENTITY|VALUE_III_AXIS_OR_UNIT|E_MIDDLE_ROLE|D_MEASURE_OR_VALUE	0	NONE	NONE	1
chodaiin#1	REVISE	F_STATE|F_O|F_N|F_D	CHO_DRY_PREP+D_MEASURE+A+IIN_III	Trockenansatz, Dosis III	trockene Zubereitung; Mengenwert III	trockene Zubereitung, Menge III	UNSUPPORTED_DOSE_IDENTITY_REMOVAL	13	49	49	UNSUPPORTED_DOSE_IDENTITY	EXACT_FAMILY_INTERSECTION	GDT664 belegt die exakte CHO-D-A-IIN-Familie in 42 Kontexten; Trockenmerkmal, Zubereitungsrahmen, Messkopf und Wert III bilden den gemeinsamen Kern.	Inhalt, historische Einheit und D als Mass gegen abstrakten Wert bleiben offen; die innere CHO-Grenze wird nicht frei exportiert.	PREPARATION_CONTENT|VALUE_III_AXIS_OR_UNIT|D_MEASURE_OR_VALUE|CHO_INTERNAL_BOUNDARY	0	NONE	NONE	1
cholkain#1	REVISE	F_STATE|F_N|F_OL	CHOL_DRY_MATERIAL+K_HOT+AIN_II	Trockengut, heiß auf Stufe II	trocken-heiß; Wert II	trocken-heiß, Stufe II	STATE_CORE_NORMALIZATION_NO_SCORE_GAIN	0	39	39	OVERPACKED_GOOD_HEAD	READER_CONDITIONED_EXACT_WHOLE	GDT679 verbindet die exakte CHOL-K-AIN-Form und ihre Schwester mit Trockenmerkmal, Hitze und Wert II; der neue Kern macht diese drei Felder sichtbar, ohne einen Stoffkopf einzusetzen.	Nur eine aktive Zielstelle; CHOL benennt keinen konkreten Stoff und Hitze kann Zustand statt Handlung sein.	MATERIAL_IDENTITY|VALUE_II_AXIS|HOT_STATE_OR_PROCESS|CHOL_HEAD_SCOPE	0	NONE	NONE	1
chos#1	REVISE	F_STATE|F_O	CH_DRY+O_PREP+S_BOUND_UNRESOLVED	eine Charge Trockenansatz	trockene Zubereitung	eine trockene Zubereitung	BOUND_FORM_CORE_REPAIR	7	49	49	UNSUPPORTED_CHARGE_HEAD|UNSUPPORTED_S_SPECIES_IDENTITY|LEXICALIZED_ARTICLE	EXACT_FAMILY_INTERSECTION	GDT665 fuehrt 30 CH-O-S-Familienbelege; Trockenmerkmal und Zubereitungsrahmen sind stabil, waehrend terminales S gebunden und semantisch offen bleibt.	S ist kein freies Wort fuer Charge, Species oder Form; Inhalt und genaue S-Klasse bleiben offen.	PREPARATION_CONTENT|S_FORM_OR_SPECIES	0	NONE	NONE	1
chs#1	REVISE	F_STATE	CH_DRY+S_BOUND_BASE	Trockengut, Grundform	trockene Grundform	eine trockene Grundform	UNSUPPORTED_MATERIAL_HEAD_REMOVAL	4	39	39	UNSUPPORTED_GOOD_HEAD	EXACT_WHOLE_BOUND_BASE	GDT661 belegt 13 CH-S-Ganzformen; trocken und die gebundene Grundform sind der kleinste wiederkehrende Kern.	S besitzt keinen freien deutschen Wert, und weder Stoff noch Produkt der Grundform sind bestimmt.	FORM_CONTENT|S_BASE_ROLE	0	NONE	NONE	1
dshees#1	REVISE	NONE	DSHEES_EXACT_WHOLE__UNLICENSED_COMPOSITION_RIVAL[D_SH_EE_S]	eine Dosis vollständig eingeweichte Arzneimischung	abgemessene feuchte Form, Endstufe	eine abgemessene feuchte Form auf Endstufe	EXPLORATORY_WHOLE_READING_WITH_IDENTITY_REMOVAL	0	39	39	UNSUPPORTED_DOSE_IDENTITY|UNSUPPORTED_DRUG_MIXTURE_IDENTITY	EXACT_WHOLE_WITH_EXPLORATORY_COMPOSITION	GDT690 sichert nur die lokale Ganzform ohne Upstream-Bindung; D-SH-EE-S bleibt eine ausdrücklich unlizenzierte Default-Hypothese zu Messung, Feuchte, Endstufe und gebundener Form.	Nur ein lokaler Ganzwortbeleg; keine interne Grenze ist unabhaengig zugelassen. Deshalb gibt die Kompositionshypothese null neue Confidence-Punkte.	ALL_INTERNAL_BOUNDARIES|MATERIAL_IDENTITY|MEASURE_UNIT|S_FORM_ROLE	0	NONE	NONE	1
dshey#1	REVISE	F_D|F_STATE|F_STAGE	D_MEASURE+SH_MOIST+E_MIDDLE+Y_CLOSE_OR_BASE	eine Dosis bis zur Mittelstufe angefeuchtete Droge	abgemessene Feuchtmenge, Mittelstufe	eine abgemessene Feuchtmenge auf Mittelstufe	IDENTITY_REMOVAL_AND_STATE_NOMINALIZATION	11	49	49	UNSUPPORTED_DOSE_IDENTITY|UNSUPPORTED_DRUG_IDENTITY	EXACT_FAMILY_INTERSECTION	GDT665 belegt D-SH-E-Y an zehn Stellen; Messkopf, Feuchtzustand und Mittelstufe schneiden sich ohne Dosis- oder Drogenkopf.	Material, Einheit und Y als Abschluss gegen Grundform bleiben offen; Feuchte beweist keinen Einweichvorgang.	MATERIAL_IDENTITY|MEASURE_UNIT|Y_CLOSE_OR_BASE|MOIST_STATE_OR_SOAKING	0	NONE	NONE	1
kc#1	REVISE	F_STATE	KC_ZL3B__READER_CORRECTED[K_HOT+CH_DRY+S_BOUND_UNRESOLVED]	Charge unter Wärme getrockneter Droge	heiß-trocken	heiß-trocken	READER_REPAIRED_STATE_FORM_NO_SCORE_GAIN	0	39	39	UNSUPPORTED_CHARGE_HEAD|UNSUPPORTED_DRUG_IDENTITY|UNSUPPORTED_S_SPECIES_IDENTITY|ACTIVE_DRYING_PARAPHRASE	READER_CONDITIONED_EXACT_WHOLE	GDT679 zeigt an der Zielstelle ZL3b kc, waehrend IT2a und RF1b kchs schreiben; die gemeinsame Arbeitslesung bewahrt nur Hitze- und Trockenmerkmal, S bleibt gebunden und semantisch offen.	Ein einzelner reader-korrigierter Beleg; S-Rolle und die kurze ZL3b-Grenze bleiben offen. Keine Promotion.	FORM_CONTENT|S_ROLE|KC_KCHS_BOUNDARY|HOT_DRY_STATE_OR_PROCESS	0	NONE	NONE	1
keo#1	REVISE	F_STATE|F_STAGE|F_O	K_HOT+E_MIDDLE+O_PREP	Ansatz auf mittlerer Heizstufe	heiße Zubereitung, Mittelstufe	heiße Zubereitung auf Mittelstufe	CORE_COMPRESSION_PLUS_PREDECLARED_BOUNDARY_RENDERER	0	49	49	OVERLONG_GRADE_PROSE	EXACT_FAMILY_PLUS_READER_JOIN	GDT678 auditiert fuenf K-E-O-Kontexte: zwei behalten die heiße Zubereitung, drei keo-r-Stellen werden vom bekannten keor-Ganzwort gerendert. GDT711 stuetzt Zustand, Stufe und O-Rahmen. Die reine Kernkompression verdient keine neuen Punkte.	Die aktive f7r-Stelle ist gebunden; E und Inhalt der Zubereitung bleiben offen. Der lokale Join erlaubt kein globales keo+r-Gesetz.	PREPARATION_CONTENT|E_STAGE_VALUE|BOUNDARY_DEPENDENCE	0	NONE	NONE	1
kor#1	REVISE	F_STATE|F_OR	K_HOT+OR_PORTION	heiße Drogenportion	heiße Portion	eine heiße Portion	UNSUPPORTED_DRUG_IDENTITY_REMOVAL	10	59	59	UNSUPPORTED_DRUG_IDENTITY	EXACT_FAMILY_INTERSECTION	GDT654 belegt K+OR in 20 Kontexten, davon 13 all-reader-exakt; heiß und Portion sind der gemeinsame minimale Kern.	Inhalt und historische Einheit der Portion bleiben offen; K kann eine Zustandsklasse statt reale Erhitzung markieren.	PORTION_CONTENT|PORTION_UNIT|HOT_STATE_OR_PROCESS	0	NONE	NONE	1
okees#1	REVISE	F_O|F_STATE|F_STAGE	O_PREP+K_HOT+EE_END+S_BOUND_UNRESOLVED	Charge vollständig erhitzten Ansatzes	heiße Zubereitung, Endstufe	eine heiße Zubereitung auf Endstufe	BOUND_FORM_AND_STATE_CORE_REPAIR	11	49	49	UNSUPPORTED_CHARGE_HEAD|UNSUPPORTED_S_SPECIES_IDENTITY|ACTIVE_HEATING_PARAPHRASE	EXACT_FAMILY_INTERSECTION	GDT668 belegt neun O-K-EE-S-Kontexte, acht reader-exakt; Zubereitungsrahmen, Hitze und Endstufe bleiben erhalten, S bleibt gebunden und semantisch offen.	S bedeutet nicht frei Charge, Species oder Form; Inhalt und physischer Heizvorgang sind unbekannt, und EE/S werden nicht als freie Woerter exportiert.	PREPARATION_CONTENT|S_FORM_ROLE|HOT_STATE_OR_PROCESS|EE_ENDPOINT	0	NONE	NONE	1
olkaiin#1	REVISE	F_OL|F_STATE|F_N	OL_BOUND_CARRIER+K_HOT+A+IIN_III	heiße Drogenbasis, Stufe III	heiß; Wert III	heiß, Stufe III	UNSUPPORTED_DRUG_AND_BASIS_IDENTITY_REMOVAL	9	39	39	UNSUPPORTED_DRUG_IDENTITY|UNSUPPORTED_BASIS_NOUN	EXACT_FAMILY_INTERSECTION	GDT663 belegt OL-K-A-IIN in 28 Kontexten; gebundener Traeger, Hitze und Wert III bilden den gemeinsamen Kern. Der OL-Cap laesst den Score bei 39, ohne einen generischen Materialkopf auszugeben.	Konkreter Stoff, Basisfunktion und III als Grad gegen Menge bleiben offen; OL ist kein universelles Stoffwort.	MATERIAL_IDENTITY|OL_CARRIER_ROLE|VALUE_III_AXIS|HOT_STATE_OR_PROCESS	0	NONE	NONE	1
orchey#1	REVISE	F_OR|F_STATE|F_STAGE	OR_PORTION+CH_DRY+E_MIDDLE+Y_CLOSE	eine Portion bis zur Mittelstufe getrocknete Droge	trockene Portion, Mittelstufe	eine trockene Portion auf Mittelstufe	UNSUPPORTED_DRUG_IDENTITY_AND_ACTION_PARAPHRASE_REMOVAL	14	59	59	UNSUPPORTED_DRUG_IDENTITY|ACTIVE_DRYING_PARAPHRASE	EXACT_FAMILY_INTERSECTION	GDT679 belegt OR-CH-E-Y als exakte Portions-, Trocken- und Mittelstufenkomposition an drei Stellen.	Portionsinhalt und Y-Abschluss bleiben offen; der Zustand beweist weder Droge noch ausgefuehrte Trocknung.	PORTION_CONTENT|Y_CLOSE_ROLE|DRY_STATE_OR_PROCESS	0	NONE	NONE	1
orsheey#1	REVISE	F_OR|F_STATE|F_STAGE	OR_PORTION+SH_MOIST+EEY_END	eine Portion vollständig eingeweichte Droge	feuchte Portion, Endstufe	eine feuchte Portion auf Endstufe	UNSUPPORTED_DRUG_IDENTITY_AND_STATE_NOMINALIZATION	14	49	49	UNSUPPORTED_DRUG_IDENTITY	READER_BOUND_FAMILY_INTERSECTION	GDT679 verbindet OR mit SHEEY; IT2a schreibt die interne Grenze or sheey sichtbar und stuetzt Portion plus Feucht-Endstufe.	Nur eine aktive Zielstelle; RF1b verliert das finale y. Inhalt und physischer Einweichvorgang bleiben offen, daher Cap 49.	PORTION_CONTENT|MOIST_STATE_OR_SOAKING|EEY_ENDPOINT|READER_BOUNDARY	0	NONE	NONE	1
os#1	REVISE	F_O	O_PREP+S_BOUND_UNRESOLVED	Ansatzcharge	Zubereitung	eine Zubereitung	EXACT_WHOLE_MAJOR_DEBT_REMOVAL	3	39	39	UNSUPPORTED_CHARGE_HEAD|UNSUPPORTED_S_SPECIES_IDENTITY	EXACT_WHOLE_BOUND_FORM	GDT673 auditiert 23 O-S-Ganzformen auf 21 Seiten: 14 sind bei beiden Alternativlesern exakt, sieben bei einem und zwei bei keinem. Nur O liefert den gebundenen Zubereitungsrahmen und den Familienbonus von drei Punkten; die unbelegte Charge entfaellt.	S ist keine freie Species-, Charge- oder Formuebersetzung; Inhalt und genaue S-Klasse bleiben offen. Die kurze Form bleibt W0.	PREPARATION_CONTENT|S_FORM_OR_SPECIES	0	NONE	NONE	1
oteor#1	REVISE	F_O|F_STATE|F_STAGE|F_OR	O_PREP+T_COLD+E_MIDDLE+OR_PORTION	eine Portion kalten Ansatzes, Mittelstufe	kalte Portion, Mittelstufe	eine kalte Portion der Zubereitung auf Mittelstufe	LEXICAL_CORE_CONTEXT_SPLIT	0	59	59	LEXICALIZED_ARTICLE|CONTEXTUAL_PREPARATION_HEAD_IN_CORE	EXACT_FAMILY_INTERSECTION	GDT678 belegt O-T-E-OR an zehn Stellen; Zubereitungsrahmen, Kälte, Mittelstufe und Portion sind sichtbar. Ein anderer Beleg erscheint reader-bestaetigt als oteor y, ohne den Kern zu aendern. Die Core/Context-Umsortierung verdient keine neuen Punkte.	Inhalt der Portion und die genaue O-Funktion bleiben offen; die aktive f86v6-Stelle besitzt kein angehaengtes y.	PORTION_CONTENT|PREPARATION_CONTENT|E_STAGE_VALUE|OTEOR_Y_BOUNDARY_SCOPE	0	NONE	NONE	1
