domain	endpoint	oracle_available	rows	positives	oracle_strength
COREMA	HEAD_WITH_DEPENDENTS	1	27349	7315	GOLD
COREMA	HIGH_VALENCY_HEAD	1	27349	2413	GOLD
COREMA	REF_ANAPHORA	1	27349	113	GOLD
COREMA	CORRELATIVE_MEMBER	0	27349		GOLD
COREMA	NEXT_RESUME	0	27349		GOLD
COREMA	UNTIL_STATE_GATE	1	27349	275	GOLD
COREMA	COORDINATOR	0	27349		GOLD
COREMA	ALTERNATIVE_OR	1	27349	486	GOLD
COREMA	POLARITY_EXCLUSION	1	27349	231	GOLD
COREMA	COMPARISON	1	27349	333	GOLD
COREMA	FUNCTION_WORD	0	27349		GOLD
COREMA	STATE_TRANSITION	0	27349		GOLD
COREMA	CLOSER	1	27349	600	GOLD
PCEEC2	HEAD_WITH_DEPENDENTS	1	27518	3225	GOLD
PCEEC2	HIGH_VALENCY_HEAD	1	27518	2938	GOLD
PCEEC2	REF_ANAPHORA	1	27518	4175	GOLD
PCEEC2	CORRELATIVE_MEMBER	1	27518	12	GOLD
PCEEC2	NEXT_RESUME	1	27518	92	GOLD
PCEEC2	UNTIL_STATE_GATE	1	27518	9	GOLD
PCEEC2	COORDINATOR	1	27518	1292	GOLD
PCEEC2	ALTERNATIVE_OR	1	27518	114	GOLD
PCEEC2	POLARITY_EXCLUSION	1	27518	261	GOLD
PCEEC2	COMPARISON	1	27518	957	GOLD
PCEEC2	FUNCTION_WORD	1	27518	13062	GOLD
PCEEC2	STATE_TRANSITION	0	27518		GOLD
PCEEC2	CLOSER	0	27518		GOLD
CURIOUS_CURES	HEAD_WITH_DEPENDENTS	1	21817	1139	HIGH_PRECISION_LEXICAL
CURIOUS_CURES	HIGH_VALENCY_HEAD	0	21817		HIGH_PRECISION_LEXICAL
CURIOUS_CURES	REF_ANAPHORA	1	21817	84	HIGH_PRECISION_LEXICAL
CURIOUS_CURES	CORRELATIVE_MEMBER	1	21817	0	HIGH_PRECISION_LEXICAL
CURIOUS_CURES	NEXT_RESUME	1	21817	2	HIGH_PRECISION_LEXICAL
CURIOUS_CURES	UNTIL_STATE_GATE	1	21817	105	HIGH_PRECISION_LEXICAL
CURIOUS_CURES	COORDINATOR	1	21817	2220	HIGH_PRECISION_LEXICAL
CURIOUS_CURES	ALTERNATIVE_OR	1	21817	130	HIGH_PRECISION_LEXICAL
CURIOUS_CURES	POLARITY_EXCLUSION	1	21817	53	HIGH_PRECISION_LEXICAL
CURIOUS_CURES	COMPARISON	1	21817	240	HIGH_PRECISION_LEXICAL
CURIOUS_CURES	FUNCTION_WORD	1	21817	2634	HIGH_PRECISION_LEXICAL
CURIOUS_CURES	STATE_TRANSITION	1	21817	18	HIGH_PRECISION_LEXICAL
CURIOUS_CURES	CLOSER	1	21817	20	HIGH_PRECISION_LEXICAL
HARLEIAN_COOKERY	HEAD_WITH_DEPENDENTS	1	40826	4472	HIGH_PRECISION_LEXICAL
HARLEIAN_COOKERY	HIGH_VALENCY_HEAD	0	40826		HIGH_PRECISION_LEXICAL
HARLEIAN_COOKERY	REF_ANAPHORA	1	40826	71	HIGH_PRECISION_LEXICAL
HARLEIAN_COOKERY	CORRELATIVE_MEMBER	1	40826	52	HIGH_PRECISION_LEXICAL
HARLEIAN_COOKERY	NEXT_RESUME	1	40826	153	HIGH_PRECISION_LEXICAL
HARLEIAN_COOKERY	UNTIL_STATE_GATE	1	40826	113	HIGH_PRECISION_LEXICAL
HARLEIAN_COOKERY	COORDINATOR	1	40826	2551	HIGH_PRECISION_LEXICAL
HARLEIAN_COOKERY	ALTERNATIVE_OR	1	40826	372	HIGH_PRECISION_LEXICAL
HARLEIAN_COOKERY	POLARITY_EXCLUSION	1	40826	70	HIGH_PRECISION_LEXICAL
HARLEIAN_COOKERY	COMPARISON	1	40826	228	HIGH_PRECISION_LEXICAL
HARLEIAN_COOKERY	FUNCTION_WORD	1	40826	3359	HIGH_PRECISION_LEXICAL
HARLEIAN_COOKERY	STATE_TRANSITION	1	40826	60	HIGH_PRECISION_LEXICAL
HARLEIAN_COOKERY	CLOSER	1	40826	291	HIGH_PRECISION_LEXICAL
QUINTE_ESSENCE	HEAD_WITH_DEPENDENTS	1	15673	438	HIGH_PRECISION_LEXICAL
QUINTE_ESSENCE	HIGH_VALENCY_HEAD	0	15673		HIGH_PRECISION_LEXICAL
QUINTE_ESSENCE	REF_ANAPHORA	1	15673	26	HIGH_PRECISION_LEXICAL
QUINTE_ESSENCE	CORRELATIVE_MEMBER	1	15673	39	HIGH_PRECISION_LEXICAL
QUINTE_ESSENCE	NEXT_RESUME	1	15673	37	HIGH_PRECISION_LEXICAL
QUINTE_ESSENCE	UNTIL_STATE_GATE	1	15673	16	HIGH_PRECISION_LEXICAL
QUINTE_ESSENCE	COORDINATOR	1	15673	601	HIGH_PRECISION_LEXICAL
QUINTE_ESSENCE	ALTERNATIVE_OR	1	15673	208	HIGH_PRECISION_LEXICAL
QUINTE_ESSENCE	POLARITY_EXCLUSION	1	15673	174	HIGH_PRECISION_LEXICAL
QUINTE_ESSENCE	COMPARISON	1	15673	67	HIGH_PRECISION_LEXICAL
QUINTE_ESSENCE	FUNCTION_WORD	1	15673	1113	HIGH_PRECISION_LEXICAL
QUINTE_ESSENCE	STATE_TRANSITION	1	15673	8	HIGH_PRECISION_LEXICAL
QUINTE_ESSENCE	CLOSER	1	15673	11	HIGH_PRECISION_LEXICAL
