endpoint	representation	observed_transfer_auc_floor	local_p	max_family_p	worlds
HEAD_WITH_DEPENDENTS	ABSOLUTE_PROBABILITY	0.462195618	1.000000000	1.000000000	256
HEAD_WITH_DEPENDENTS	WITHIN_RECORD_RANK	0.446412260	1.000000000	1.000000000	256
HEAD_WITH_DEPENDENTS	STRUCTURE_MINUS_NUISANCE_DELTA	0.412432330	1.000000000	1.000000000	256
HEAD_WITH_DEPENDENTS	DOMAIN_STANDARDIZED	0.412432330	1.000000000	1.000000000	256
HEAD_WITH_DEPENDENTS	SCOPE_HORIZON	0.603566118	0.003891051	1.000000000	256
HEAD_WITH_DEPENDENTS	NEIGHBOR_RECURRENCE	0.460702234	0.996108949	1.000000000	256
HEAD_WITH_DEPENDENTS	FIXED_RANK_COMBINATION	0.476414503	0.883268482	1.000000000	256
REF_ANAPHORA	ABSOLUTE_PROBABILITY	0.621111936	0.003891051	1.000000000	256
REF_ANAPHORA	WITHIN_RECORD_RANK	0.583945804	0.003891051	1.000000000	256
REF_ANAPHORA	STRUCTURE_MINUS_NUISANCE_DELTA	0.593505268	0.003891051	1.000000000	256
REF_ANAPHORA	DOMAIN_STANDARDIZED	0.593505268	0.003891051	1.000000000	256
REF_ANAPHORA	SCOPE_HORIZON	0.438999393	0.961089494	1.000000000	256
REF_ANAPHORA	NEIGHBOR_RECURRENCE	0.629540684	0.003891051	1.000000000	256
REF_ANAPHORA	FIXED_RANK_COMBINATION	0.583963011	0.003891051	1.000000000	256
CORRELATIVE_MEMBER	ABSOLUTE_PROBABILITY	0.502335854	0.089494163	1.000000000	256
CORRELATIVE_MEMBER	WITHIN_RECORD_RANK	0.597724889	0.003891051	1.000000000	256
CORRELATIVE_MEMBER	STRUCTURE_MINUS_NUISANCE_DELTA	0.492922756	0.202334630	1.000000000	256
CORRELATIVE_MEMBER	DOMAIN_STANDARDIZED	0.492922756	0.202334630	1.000000000	256
CORRELATIVE_MEMBER	SCOPE_HORIZON	0.486169684	0.019455253	1.000000000	256
CORRELATIVE_MEMBER	NEIGHBOR_RECURRENCE	0.528421072	0.035019455	1.000000000	256
CORRELATIVE_MEMBER	FIXED_RANK_COMBINATION	0.549313483	0.011673152	1.000000000	256
NEXT_RESUME	ABSOLUTE_PROBABILITY	0.537435748	0.428015564	1.000000000	256
NEXT_RESUME	WITHIN_RECORD_RANK	0.532870966	0.455252918	1.000000000	256
NEXT_RESUME	STRUCTURE_MINUS_NUISANCE_DELTA	0.524799979	0.120622568	1.000000000	256
NEXT_RESUME	DOMAIN_STANDARDIZED	0.524799979	0.120622568	1.000000000	256
NEXT_RESUME	SCOPE_HORIZON	0.544766114	1.000000000	1.000000000	256
