signature_id	resolution	events	candidates	powered_candidates	promoted_candidates	null_mobile_events	null_mobile_fraction	null_capacity_ok
CMP_FUNCTION_01	ATOMIC_JOINT_TUPLE	8448	1676	110	0	6539	0.774029356061	1
CMP_FUNCTION_01	SOURCE_GROUP	8448	2368	123	0	6612	0.782670454545	1
CMP_FUNCTION_01	FIELD_CONSTRUCTION_SPAN	2400	2018	7	0	1005	0.418750000000	1
CMP_FUNCTION_01	GRAMMAR_SLOT_POSITION	2400	27	26	0	1005	0.418750000000	1
CMP_FUNCTION_02	ATOMIC_JOINT_TUPLE	8448	1676	110	0	6539	0.774029356061	1
CMP_FUNCTION_02	SOURCE_GROUP	8448	2368	123	0	6612	0.782670454545	1
CMP_FUNCTION_02	FIELD_CONSTRUCTION_SPAN	2400	2018	7	0	1005	0.418750000000	1
CMP_FUNCTION_02	GRAMMAR_SLOT_POSITION	2400	27	26	0	1005	0.418750000000	1
CMP_FUNCTION_03	ATOMIC_JOINT_TUPLE	8448	1676	110	0	6539	0.774029356061	1
CMP_FUNCTION_03	SOURCE_GROUP	8448	2368	123	0	6612	0.782670454545	1
CMP_FUNCTION_03	FIELD_CONSTRUCTION_SPAN	2400	2018	7	0	1005	0.418750000000	1
CMP_FUNCTION_03	GRAMMAR_SLOT_POSITION	2400	27	26	0	1005	0.418750000000	1
CMP_FUNCTION_04	ATOMIC_JOINT_TUPLE	8448	1676	110	0	6539	0.774029356061	1
CMP_FUNCTION_04	SOURCE_GROUP	8448	2368	123	0	6612	0.782670454545	1
CMP_FUNCTION_04	FIELD_CONSTRUCTION_SPAN	2400	2018	7	0	1005	0.418750000000	1
CMP_FUNCTION_04	GRAMMAR_SLOT_POSITION	2400	27	26	0	1005	0.418750000000	1
