endpoint	representation	available_domains	scored_domains	transfer_auc_floor	mean_domain_auc	positive_full_gain_domains	domain_aucs_json	domain_full_gains_json	local_p	max_family_p
HEAD_WITH_DEPENDENTS	ABSOLUTE_PROBABILITY	5	5	0.462195618	0.569841101	2	"{""COREMA"":0.507427264,""CURIOUS_CURES"":0.637590553,""HARLEIAN_COOKERY"":0.552209918,""PCEEC2"":0.462195618,""QUINTE_ESSENCE"":0.68978215}"	"{""COREMA"":-6468.724019761,""CURIOUS_CURES"":234.801168922,""HARLEIAN_COOKERY"":-3374.727402743,""PCEEC2"":-1805.627437865,""QUINTE_ESSENCE"":144.879050494}"	1.000000000	1.000000000
HEAD_WITH_DEPENDENTS	WITHIN_RECORD_RANK	5	5	0.446412260	0.571829616	2	"{""COREMA"":0.513136445,""CURIOUS_CURES"":0.640833259,""HARLEIAN_COOKERY"":0.553079934,""PCEEC2"":0.44641226,""QUINTE_ESSENCE"":0.705686183}"	"{""COREMA"":-6468.724019761,""CURIOUS_CURES"":234.801168922,""HARLEIAN_COOKERY"":-3374.727402743,""PCEEC2"":-1805.627437865,""QUINTE_ESSENCE"":144.879050494}"	1.000000000	1.000000000
HEAD_WITH_DEPENDENTS	STRUCTURE_MINUS_NUISANCE_DELTA	5	5	0.412432330	0.536036582	2	"{""COREMA"":0.461224469,""CURIOUS_CURES"":0.650739195,""HARLEIAN_COOKERY"":0.522700698,""PCEEC2"":0.41243233,""QUINTE_ESSENCE"":0.633086216}"	"{""COREMA"":-6468.724019761,""CURIOUS_CURES"":234.801168922,""HARLEIAN_COOKERY"":-3374.727402743,""PCEEC2"":-1805.627437865,""QUINTE_ESSENCE"":144.879050494}"	1.000000000	1.000000000
HEAD_WITH_DEPENDENTS	DOMAIN_STANDARDIZED	5	5	0.412432330	0.536036582	2	"{""COREMA"":0.461224469,""CURIOUS_CURES"":0.650739195,""HARLEIAN_COOKERY"":0.522700698,""PCEEC2"":0.41243233,""QUINTE_ESSENCE"":0.633086216}"	"{""COREMA"":-6468.724019761,""CURIOUS_CURES"":234.801168922,""HARLEIAN_COOKERY"":-3374.727402743,""PCEEC2"":-1805.627437865,""QUINTE_ESSENCE"":144.879050494}"	1.000000000	1.000000000
HEAD_WITH_DEPENDENTS	SCOPE_HORIZON	5	5	0.603566118	0.614936650	2	"{""COREMA"":0.603566118,""CURIOUS_CURES"":0.602459587,""HARLEIAN_COOKERY"":0.566031623,""PCEEC2"":0.612479615,""QUINTE_ESSENCE"":0.690146308}"	"{""COREMA"":-6468.724019761,""CURIOUS_CURES"":234.801168922,""HARLEIAN_COOKERY"":-3374.727402743,""PCEEC2"":-1805.627437865,""QUINTE_ESSENCE"":144.879050494}"	0.003891051	1.000000000
HEAD_WITH_DEPENDENTS	NEIGHBOR_RECURRENCE	5	5	0.460702234	0.568445173	2	"{""COREMA"":0.504000711,""CURIOUS_CURES"":0.630693078,""HARLEIAN_COOKERY"":0.555821246,""PCEEC2"":0.460702234,""QUINTE_ESSENCE"":0.691008597}"	"{""COREMA"":-6468.724019761,""CURIOUS_CURES"":234.801168922,""HARLEIAN_COOKERY"":-3374.727402743,""PCEEC2"":-1805.627437865,""QUINTE_ESSENCE"":144.879050494}"	0.996108949	1.000000000
HEAD_WITH_DEPENDENTS	FIXED_RANK_COMBINATION	5	5	0.476414503	0.576568624	2	"{""COREMA"":0.520266265,""CURIOUS_CURES"":0.634740421,""HARLEIAN_COOKERY"":0.548534742,""PCEEC2"":0.476414503,""QUINTE_ESSENCE"":0.702887187}"	"{""COREMA"":-6468.724019761,""CURIOUS_CURES"":234.801168922,""HARLEIAN_COOKERY"":-3374.727402743,""PCEEC2"":-1805.627437865,""QUINTE_ESSENCE"":144.879050494}"	0.883268482	1.000000000
HIGH_VALENCY_HEAD	ABSOLUTE_PROBABILITY	2	2		0.759610025	2	"{""COREMA"":0.778991633,""PCEEC2"":0.740228417}"	"{""COREMA"":5499.810061971,""PCEEC2"":1245.561200889}"	NA	NA
HIGH_VALENCY_HEAD	WITHIN_RECORD_RANK	2	2		0.756946167	2	"{""COREMA"":0.77218883,""PCEEC2"":0.741703505}"	"{""COREMA"":5499.810061971,""PCEEC2"":1245.561200889}"	NA	NA
HIGH_VALENCY_HEAD	STRUCTURE_MINUS_NUISANCE_DELTA	2	2		0.763531505	2	"{""COREMA"":0.76035488,""PCEEC2"":0.76670813}"	"{""COREMA"":5499.810061971,""PCEEC2"":1245.561200889}"	NA	NA
HIGH_VALENCY_HEAD	DOMAIN_STANDARDIZED	2	2		0.763531505	2	"{""COREMA"":0.76035488,""PCEEC2"":0.76670813}"	"{""COREMA"":5499.810061971,""PCEEC2"":1245.561200889}"	NA	NA
HIGH_VALENCY_HEAD	SCOPE_HORIZON	2	2		0.657194956	2	"{""COREMA"":0.668499905,""PCEEC2"":0.645890006}"	"{""COREMA"":5499.810061971,""PCEEC2"":1245.561200889}"	NA	NA
HIGH_VALENCY_HEAD	NEIGHBOR_RECURRENCE	2	2		0.761191053	2	"{""COREMA"":0.780218412,""PCEEC2"":0.742163694}"	"{""COREMA"":5499.810061971,""PCEEC2"":1245.561200889}"	NA	NA
HIGH_VALENCY_HEAD	FIXED_RANK_COMBINATION	2	2		0.765345695	2	"{""COREMA"":0.786787404,""PCEEC2"":0.743903986}"	"{""COREMA"":5499.810061971,""PCEEC2"":1245.561200889}"	NA	NA
REF_ANAPHORA	ABSOLUTE_PROBABILITY	5	5	0.621111936	0.585233356	3	"{""COREMA"":0.325433737,""CURIOUS_CURES"":0.850044808,""HARLEIAN_COOKERY"":0.719511474,""PCEEC2"":0.410064826,""QUINTE_ESSENCE"":0.621111936}"	"{""COREMA"":18923.583485099,""CURIOUS_CURES"":849.432112909,""HARLEIAN_COOKERY"":-692.864899291,""PCEEC2"":-3344.297045632,""QUINTE_ESSENCE"":35.148013532}"	0.003891051	1.000000000
