trace_id	domain	trace_step	source_unit	page	locus	field_or_slot	statement_or_namespace	exact_identity_order	boundary_before	visible_owner	forward_copy_instruction	backward_literal_recovery	semantic_with_exemplar	semantic_without_exemplar	exact_identity_recovery	boundary_recovery	strongest_error
TRACE_HERBAL_H2	HERBAL	1	E015	f10r	f10r.6	F003	H2-S001	7249edc4df3419c26999	RECORD_START	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	COPY_EXACT_CARD_AND_BOUNDARIES	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze]	NO_CONCRETE_SEMANTIC_RECOVERY	PASS	PASS	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an junge Spitzen, Blütenstände, Blätter.
TRACE_HERBAL_H2	HERBAL	2	E016	f10r	f10r.6	F003	H2-S001	e0b630cb1b5df5e7105b	SAME_OWNER	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	COPY_EXACT_CARD_AND_BOUNDARIES	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Sammle sie, wenn sie sich eben öffnen]	NO_CONCRETE_SEMANTIC_RECOVERY	PASS	PASS	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Erntezeit.
TRACE_HERBAL_H2	HERBAL	3	E017	f10r	f10r.6	F003	H2-S001	7a4bb8136330ee4e6e56	SAME_OWNER	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	COPY_EXACT_CARD_AND_BOUNDARIES	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Führe sie als frischen Ansatz]	NO_CONCRETE_SEMANTIC_RECOVERY	PASS	PASS	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Arbeitsansatz.
TRACE_HERBAL_H2	HERBAL	4	E018	f10r	f10r.6	F003	H2-S001	f3c23f42baf625639e1e	SAME_OWNER	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	COPY_EXACT_CARD_AND_BOUNDARIES	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Zerstoße das Kraut]	NO_CONCRETE_SEMANTIC_RECOVERY	PASS	PASS	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an Kraut.
TRACE_HERBAL_H2	HERBAL	5	E019	f10r	f10r.6	F003	H2-S001	af816c04e65874a0f2fa	SAME_OWNER	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	COPY_EXACT_CARD_AND_BOUNDARIES	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Presse den Saft durch ein Tuch]	NO_CONCRETE_SEMANTIC_RECOVERY	PASS	PASS	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Pflanzensaft, Tuch.
TRACE_HERBAL_H2	HERBAL	6	E020	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	SAME_OWNER	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	COPY_EXACT_CARD_AND_BOUNDARIES	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Fange die erste Fraktion auf]	NO_CONCRETE_SEMANTIC_RECOVERY	PASS	PASS	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Fraktion.
TRACE_HERBAL_H2	HERBAL	7	E021	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	SAME_OWNER	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	COPY_EXACT_CARD_AND_BOUNDARIES	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Gib Olivenöl hinzu]	NO_CONCRETE_SEMANTIC_RECOVERY	PASS	PASS	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Olivenöl.
TRACE_HERBAL_H2	HERBAL	8	E022	f10r	f10r.6	F003	H2-S001	2f1c5e56e8f0ff459065	SAME_OWNER	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	COPY_EXACT_CARD_AND_BOUNDARIES	[FORMAL; KEIN WORT]	[EXEMPLAR:Nimm das örtlich vorgeschriebene Maß]	FORMAL_NONWORD_ONLY	PASS	PASS	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Dosis.
TRACE_HERBAL_H2	HERBAL	9	E023	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	SAME_OWNER	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	COPY_EXACT_CARD_AND_BOUNDARIES	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Erwärme gelinde]	NO_CONCRETE_SEMANTIC_RECOVERY	PASS	PASS	Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Wärme.
TRACE_HERBAL_H2	HERBAL	10	E024	f10r	f10r.8	F004	H2-S002	10488b911aae52b3b334	SAME_OWNER	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	COPY_EXACT_CARD_AND_BOUNDARIES	[EXEMPLARWERT UNBEKANNT]	[EXEMPLAR:Nimm vor voller Blüte eine zweite Portion der Spitzen]	NO_CONCRETE_SEMANTIC_RECOVERY	PASS	PASS	Die Bildpflanze enthält passende Formen, doch keine Textlinie bindet dieses Ereignis sicher an junge Spitzen; Nicht abgebildet und keiner Karte als Wortwert zugewiesen sind Erntezeit.
