trace_id	direction	trace_family	unit_id	step_index	item_id	page	locus	field_or_namespace	statement_or_owner	local_owner	exact_visible_input	state_before	machine_action	formal_output	state_after	master_exemplar_output	without_master_output	reconstructed_exact_visible	exact_roundtrip	semantic_recovery_with_master	semantic_recovery_without_master	notes
H2:FORWARD:001	FORWARD	PROSE	H2	1	E015	f10r	f10r.6	F003	H2-S001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	7249edc4df3419c26999	"{""locus"":""NONE"",""mode"":""PROSE"",""owner"":""NONE"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""NONE""}"	RESET_RECORD;OPEN_STATEMENT;SET_OR_RESET_OWNER;READ_EXACT_CARD_ONCE	[EXEMPLARWERT UNBEKANNT]	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	[EXEMPLAR:Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze]	EXEMPLAR_CONTENT_UNKNOWN__EXACT_CARD_AND_LAYOUT_RETAINED	7249edc4df3419c26999	YES	LOOKUP_ONLY__YES	NO	RECORD_START
H2:FORWARD:002	FORWARD	PROSE	H2	2	E016	f10r	f10r.6	F003	H2-S001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	e0b630cb1b5df5e7105b	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	READ_EXACT_CARD_ONCE	[EXEMPLARWERT UNBEKANNT]	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	[EXEMPLAR:Sammle sie, wenn sie sich eben öffnen]	EXEMPLAR_CONTENT_UNKNOWN__EXACT_CARD_AND_LAYOUT_RETAINED	e0b630cb1b5df5e7105b	YES	LOOKUP_ONLY__YES	NO	SAME_OWNER
H2:FORWARD:003	FORWARD	PROSE	H2	3	E017	f10r	f10r.6	F003	H2-S001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	7a4bb8136330ee4e6e56	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	READ_EXACT_CARD_ONCE	[EXEMPLARWERT UNBEKANNT]	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	[EXEMPLAR:Führe sie als frischen Ansatz]	EXEMPLAR_CONTENT_UNKNOWN__EXACT_CARD_AND_LAYOUT_RETAINED	7a4bb8136330ee4e6e56	YES	LOOKUP_ONLY__YES	NO	SAME_OWNER
H2:FORWARD:004	FORWARD	PROSE	H2	4	E018	f10r	f10r.6	F003	H2-S001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	f3c23f42baf625639e1e	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	READ_EXACT_CARD_ONCE	[EXEMPLARWERT UNBEKANNT]	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	[EXEMPLAR:Zerstoße das Kraut]	EXEMPLAR_CONTENT_UNKNOWN__EXACT_CARD_AND_LAYOUT_RETAINED	f3c23f42baf625639e1e	YES	LOOKUP_ONLY__YES	NO	SAME_OWNER
H2:FORWARD:005	FORWARD	PROSE	H2	5	E019	f10r	f10r.6	F003	H2-S001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	af816c04e65874a0f2fa	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	READ_EXACT_CARD_ONCE	[EXEMPLARWERT UNBEKANNT]	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	[EXEMPLAR:Presse den Saft durch ein Tuch]	EXEMPLAR_CONTENT_UNKNOWN__EXACT_CARD_AND_LAYOUT_RETAINED	af816c04e65874a0f2fa	YES	LOOKUP_ONLY__YES	NO	SAME_OWNER
H2:FORWARD:006	FORWARD	PROSE	H2	6	E020	f10r	f10r.6	F003	H2-S001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	b921a237be883a820352	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	READ_EXACT_CARD_ONCE	[EXEMPLARWERT UNBEKANNT]	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	[EXEMPLAR:Fange die erste Fraktion auf]	EXEMPLAR_CONTENT_UNKNOWN__EXACT_CARD_AND_LAYOUT_RETAINED	b921a237be883a820352	YES	LOOKUP_ONLY__YES	NO	SAME_OWNER
H2:FORWARD:007	FORWARD	PROSE	H2	7	E021	f10r	f10r.6	F003	H2-S001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	b921a237be883a820352	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	READ_EXACT_CARD_ONCE	[EXEMPLARWERT UNBEKANNT]	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	[EXEMPLAR:Gib Olivenöl hinzu]	EXEMPLAR_CONTENT_UNKNOWN__EXACT_CARD_AND_LAYOUT_RETAINED	b921a237be883a820352	YES	LOOKUP_ONLY__YES	NO	SAME_OWNER
H2:FORWARD:008	FORWARD	PROSE	H2	8	E022	f10r	f10r.6	F003	H2-S001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	2f1c5e56e8f0ff459065	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	READ_EXACT_CARD_ONCE	[FORMAL:VORGABEPARAMETER?; KEIN WORT]	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	[EXEMPLAR:Nimm das örtlich vorgeschriebene Maß]	EXEMPLAR_CONTENT_UNKNOWN__EXACT_CARD_AND_LAYOUT_RETAINED	2f1c5e56e8f0ff459065	YES	LOOKUP_ONLY__YES	NO	SAME_OWNER
H2:FORWARD:009	FORWARD	PROSE	H2	9	E023	f10r	f10r.6	F003	H2-S001	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	b921a237be883a820352	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	READ_EXACT_CARD_ONCE	[EXEMPLARWERT UNBEKANNT]	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	[EXEMPLAR:Erwärme gelinde]	EXEMPLAR_CONTENT_UNKNOWN__EXACT_CARD_AND_LAYOUT_RETAINED	b921a237be883a820352	YES	LOOKUP_ONLY__YES	NO	SAME_OWNER
H2:FORWARD:010	FORWARD	PROSE	H2	10	E024	f10r	f10r.8	F004	H2-S002	WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB	10488b911aae52b3b334	"{""locus"":""f10r.6"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S001""}"	OPEN_STATEMENT;READ_EXACT_CARD_ONCE	[EXEMPLARWERT UNBEKANNT]	"{""locus"":""f10r.8"",""mode"":""PROSE"",""owner"":""WHOLE_BROAD_TOOTHED_RADIAL_FLOWERED_HERB"",""pending_edge_card"":""NONE"",""record"":""H2"",""statement"":""H2-S002""}"	[EXEMPLAR:Nimm vor voller Blüte eine zweite Portion der Spitzen]	EXEMPLAR_CONTENT_UNKNOWN__EXACT_CARD_AND_LAYOUT_RETAINED	10488b911aae52b3b334	YES	LOOKUP_ONLY__YES	NO	SAME_OWNER
