event_id	page	record	locus	owner_de	card_no	global_first_choice	owner_tray_surface	local_override_surface	reconstructed_surface	actual_surface	selection_source	old_locus_mode	exact_match
E008	f10r	H1	f10r.2	abgebildete breit gezähnte radialblütige Pflanze	PROC008	choky	oky	NONE	oky	oky	OWNER_CARD_DEFAULT	RR01	YES
E011	f10r	H1	f10r.5	abgebildete breit gezähnte radialblütige Pflanze	PROC011	okchy	qokchy	NONE	qokchy	qokchy	OWNER_CARD_DEFAULT	RR02	YES
E020	f10r	H2	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	PROC019	chy	dy	NONE	dy	dy	OWNER_CARD_DEFAULT	RR03	YES
E022	f10r	H2	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	PROC009	daiin	taiin	NONE	taiin	taiin	OWNER_CARD_DEFAULT	RR03	YES
E023	f10r	H2	f10r.6	abgebildete breit gezähnte radialblütige Pflanze	PROC019	chey	dy	shy	shy	shy	LOCAL_OVERRIDE_SLIP	RR03	YES
E024	f10r	H2	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC020	otchor	qotchor	NONE	qotchor	qotchor	OWNER_CARD_DEFAULT	RR04	YES
E028	f10r	H2	f10r.8	abgebildete breit gezähnte radialblütige Pflanze	PROC022	olor	cholor	NONE	cholor	cholor	OWNER_CARD_DEFAULT	RR04	YES
E033	f10r	H2	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC016	chor	shor	NONE	shor	shor	OWNER_CARD_DEFAULT	RR05	YES
E037	f10r	H2	f10r.9	abgebildete breit gezähnte radialblütige Pflanze	PROC019	chy	dy	NONE	dy	dy	OWNER_CARD_DEFAULT	RR05	YES
E050	f11r	H3	f11r.4	abgebildete dicht blau blühende Kronenpflanze	PROC019	chy	dy	NONE	dy	dy	OWNER_CARD_DEFAULT	RR06	YES
E055	f11r	H3	f11r.7	abgebildete dicht blau blühende Kronenpflanze	PROC019	chey	dy	NONE	dy	dy	OWNER_CARD_DEFAULT	RR07	YES
E057	f55v	H4	f55v.5	abgebildete breitblättrige rispige Pflanze	PROC009	daiin	chaiin	NONE	chaiin	chaiin	OWNER_CARD_DEFAULT	RR08	YES
E068	f55v	H4	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC009	daiin	chaiin	aiin	aiin	aiin	LOCAL_OVERRIDE_SLIP	RR09	YES
E069	f55v	H4	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC048	qokal	okal	NONE	okal	okal	OWNER_CARD_DEFAULT	RR09	YES
E072	f55v	H4	f55v.11	abgebildete breitblättrige rispige Pflanze	PROC019	chey	y	NONE	y	y	OWNER_CARD_DEFAULT	RR09	YES
E083	f56r	H5	f56r.8	abgebildete mehrköpfige stachelige Pflanze	PROC034	dchol	schol	NONE	schol	schol	OWNER_CARD_DEFAULT	RR10	YES
E095	f56r	H5	f56r.18	abgebildete mehrköpfige stachelige Pflanze	PROC011	okchy	chokchy	NONE	chokchy	chokchy	OWNER_CARD_DEFAULT	RR11	YES
E102	f81v	B1	f81v.2	gemeinsame zweireihige Figuren-/Beckenstation	PROC038	qokaiin	okaiin	NONE	okaiin	okaiin	OWNER_CARD_DEFAULT	RR12	YES
