families	profile_ids	all_carrier_alternatives	status	injectivity_deficits	all_count_deficits
AQUA,STOMACH,HEAD	485,229,18	"[[""hee""], [""ct""], [""air""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[1,1,1],""required"":1,""observed"":0,""source_records"":[2],""target_paragraphs"":[]},{""signature"":[2,0,2],""required"":2,""observed"":0,""source_records"":[3,17],""target_paragraphs"":[]},{""signature"":[3,0,0],""required"":4,""observed"":2,""source_records"":[12,19,29,33],""target_paragraphs"":[""f75v|f75v.43-f75v.49"",""f79r|f79r.31-f79r.34""]},{""signature"":[3,1,1],""required"":2,""observed"":0,""source_records"":[6,20],""target_paragraphs"":[]},{""signature"":[4,0,1],""required"":1,""observed"":0,""source_records"":[23],""target_paragraphs"":[]}]"
AQUA,STOMACH,HEAD	485,229,50	"[[""hee""], [""ct""], [""alo""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[0,0,1],""required"":1,""observed"":0,""source_records"":[28],""target_paragraphs"":[]},{""signature"":[1,1,1],""required"":1,""observed"":0,""source_records"":[2],""target_paragraphs"":[]},{""signature"":[2,0,1],""required"":2,""observed"":0,""source_records"":[8,13],""target_paragraphs"":[]},{""signature"":[2,0,2],""required"":2,""observed"":0,""source_records"":[3,17],""target_paragraphs"":[]},{""signature"":[2,1,0],""required"":5,""observed"":4,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f75r|f75r.32-f75r.46"",""f75v|f75v.57-f75v.70"",""f78r|f78r.28-f78r.43"",""f81r|f81r.16-f81r.23""]},{""signature"":[3,0,0],""required"":4,""observed"":3,""source_records"":[12,19,29,33],""target_paragraphs"":[""f75v|f75v.43-f75v.49"",""f79r|f79r.31-f79r.34"",""f79v|f79v.28-f79v.32""]},{""signature"":[3,1,1],""required"":2,""observed"":1,""source_records"":[6,20],""target_paragraphs"":[""f76r|f76r.51-f76r.56""]},{""signature"":[4,1,1],""required"":1,""observed"":0,""source_records"":[21],""target_paragraphs"":[]},{""signature"":[5,0,0],""required"":2,""observed"":1,""source_records"":[16,30],""target_paragraphs"":[""f79r|f79r.26-f79r.30""]}]"
AQUA,STOMACH,HEAD	485,229,63	"[[""hee""], [""ct""], [""aly""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[0,0,1],""required"":1,""observed"":0,""source_records"":[28],""target_paragraphs"":[]},{""signature"":[1,1,1],""required"":1,""observed"":0,""source_records"":[2],""target_paragraphs"":[]},{""signature"":[2,0,1],""required"":2,""observed"":1,""source_records"":[8,13],""target_paragraphs"":[""f82v|f82v.15-f82v.19""]},{""signature"":[2,0,2],""required"":2,""observed"":1,""source_records"":[3,17],""target_paragraphs"":[""f82v|f82v.20-f82v.27""]},{""signature"":[2,1,0],""required"":5,""observed"":3,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f75r|f75r.32-f75r.46"",""f75v|f75v.57-f75v.70"",""f78r|f78r.3-f78r.27""]},{""signature"":[3,0,0],""required"":4,""observed"":2,""source_records"":[12,19,29,33],""target_paragraphs"":[""f79r|f79r.31-f79r.34"",""f79v|f79v.28-f79v.32""]},{""signature"":[4,0,1],""required"":1,""observed"":0,""source_records"":[23],""target_paragraphs"":[]},{""signature"":[4,1,1],""required"":1,""observed"":0,""source_records"":[21],""target_paragraphs"":[]},{""signature"":[5,0,0],""required"":2,""observed"":1,""source_records"":[16,30],""target_paragraphs"":[""f79r|f79r.26-f79r.30""]}]"
AQUA,STOMACH,HEAD	485,229,64	"[[""hee""], [""ct""], [""am""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[1,1,1],""required"":1,""observed"":0,""source_records"":[2],""target_paragraphs"":[]},{""signature"":[2,0,2],""required"":2,""observed"":1,""source_records"":[3,17],""target_paragraphs"":[""f82r|f82r.11-f82r.18""]},{""signature"":[2,1,0],""required"":5,""observed"":1,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f75v|f75v.57-f75v.70""]},{""signature"":[4,0,1],""required"":1,""observed"":0,""source_records"":[23],""target_paragraphs"":[]},{""signature"":[4,1,0],""required"":2,""observed"":1,""source_records"":[14,32],""target_paragraphs"":[""f83r|f83r.1-f83r.8""]},{""signature"":[5,0,0],""required"":2,""observed"":1,""source_records"":[16,30],""target_paragraphs"":[""f79r|f79r.26-f79r.30""]}]"
AQUA,STOMACH,HEAD	485,229,79	"[[""hee""], [""ct""], [""ary""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[0,0,1],""required"":1,""observed"":0,""source_records"":[28],""target_paragraphs"":[]},{""signature"":[1,1,1],""required"":1,""observed"":0,""source_records"":[2],""target_paragraphs"":[]},{""signature"":[2,0,2],""required"":2,""observed"":0,""source_records"":[3,17],""target_paragraphs"":[]},{""signature"":[2,1,0],""required"":5,""observed"":4,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f75r|f75r.32-f75r.46"",""f75v|f75v.57-f75v.70"",""f78r|f78r.28-f78r.43"",""f81r|f81r.16-f81r.23""]},{""signature"":[3,1,1],""required"":2,""observed"":0,""source_records"":[6,20],""target_paragraphs"":[]},{""signature"":[4,0,1],""required"":1,""observed"":0,""source_records"":[23],""target_paragraphs"":[]},{""signature"":[4,1,0],""required"":2,""observed"":1,""source_records"":[14,32],""target_paragraphs"":[""f79r|f79r.13-f79r.20""]}]"
AQUA,STOMACH,HEAD	485,229,91	"[[""hee""], [""ct""], [""chc""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[0,0,1],""required"":1,""observed"":0,""source_records"":[28],""target_paragraphs"":[]},{""signature"":[2,0,2],""required"":2,""observed"":0,""source_records"":[3,17],""target_paragraphs"":[]},{""signature"":[2,1,0],""required"":5,""observed"":1,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f81r|f81r.16-f81r.23""]},{""signature"":[3,0,0],""required"":4,""observed"":3,""source_records"":[12,19,29,33],""target_paragraphs"":[""f75v|f75v.43-f75v.49"",""f79r|f79r.31-f79r.34"",""f79v|f79v.28-f79v.32""]},{""signature"":[3,1,1],""required"":2,""observed"":1,""source_records"":[6,20],""target_paragraphs"":[""f83v|f83v.21-f83v.33""]},{""signature"":[4,0,1],""required"":1,""observed"":0,""source_records"":[23],""target_paragraphs"":[]}]"
AQUA,STOMACH,HEAD	485,229,94	"[[""hee""], [""ct""], [""chck"", ""chckh""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[0,0,1],""required"":1,""observed"":0,""source_records"":[28],""target_paragraphs"":[]},{""signature"":[1,1,1],""required"":1,""observed"":0,""source_records"":[2],""target_paragraphs"":[]},{""signature"":[2,0,1],""required"":2,""observed"":1,""source_records"":[8,13],""target_paragraphs"":[""f79r|f79r.39-f79r.44""]},{""signature"":[2,0,2],""required"":2,""observed"":0,""source_records"":[3,17],""target_paragraphs"":[]},{""signature"":[2,1,0],""required"":5,""observed"":2,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f75r|f75r.32-f75r.46"",""f81r|f81r.16-f81r.23""]},{""signature"":[3,0,0],""required"":4,""observed"":3,""source_records"":[12,19,29,33],""target_paragraphs"":[""f75v|f75v.43-f75v.49"",""f79r|f79r.31-f79r.34"",""f79v|f79v.28-f79v.32""]},{""signature"":[4,0,1],""required"":1,""observed"":0,""source_records"":[23],""target_paragraphs"":[]},{""signature"":[4,1,1],""required"":1,""observed"":0,""source_records"":[21],""target_paragraphs"":[]}]"
AQUA,STOMACH,HEAD	485,229,100	"[[""hee""], [""ct""], [""chckhy""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[0,0,1],""required"":1,""observed"":0,""source_records"":[28],""target_paragraphs"":[]},{""signature"":[1,1,1],""required"":1,""observed"":0,""source_records"":[2],""target_paragraphs"":[]},{""signature"":[2,0,1],""required"":2,""observed"":1,""source_records"":[8,13],""target_paragraphs"":[""f79r|f79r.39-f79r.44""]},{""signature"":[2,0,2],""required"":2,""observed"":0,""source_records"":[3,17],""target_paragraphs"":[]},{""signature"":[2,1,0],""required"":5,""observed"":4,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f75r|f75r.32-f75r.46"",""f75v|f75v.57-f75v.70"",""f78r|f78r.3-f78r.27"",""f81r|f81r.16-f81r.23""]},{""signature"":[3,0,0],""required"":4,""observed"":3,""source_records"":[12,19,29,33],""target_paragraphs"":[""f75v|f75v.43-f75v.49"",""f79r|f79r.31-f79r.34"",""f79v|f79v.28-f79v.32""]},{""signature"":[3,1,1],""required"":2,""observed"":0,""source_records"":[6,20],""target_paragraphs"":[]},{""signature"":[4,0,1],""required"":1,""observed"":0,""source_records"":[23],""target_paragraphs"":[]},{""signature"":[4,1,1],""required"":1,""observed"":0,""source_records"":[21],""target_paragraphs"":[]}]"
AQUA,STOMACH,HEAD	485,229,103	"[[""hee""], [""ct""], [""chct"", ""chcth""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[0,0,1],""required"":1,""observed"":0,""source_records"":[28],""target_paragraphs"":[]},{""signature"":[2,0,1],""required"":2,""observed"":0,""source_records"":[8,13],""target_paragraphs"":[]},{""signature"":[2,0,2],""required"":2,""observed"":0,""source_records"":[3,17],""target_paragraphs"":[]},{""signature"":[2,1,0],""required"":5,""observed"":3,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f75v|f75v.57-f75v.70"",""f78r|f78r.28-f78r.43"",""f81r|f81r.16-f81r.23""]},{""signature"":[3,1,1],""required"":2,""observed"":1,""source_records"":[6,20],""target_paragraphs"":[""f79r|f79r.1-f79r.6""]},{""signature"":[4,0,1],""required"":1,""observed"":0,""source_records"":[23],""target_paragraphs"":[]}]"
AQUA,STOMACH,HEAD	485,229,107	"[[""hee""], [""ct""], [""chcthy""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[0,0,1],""required"":1,""observed"":0,""source_records"":[28],""target_paragraphs"":[]},{""signature"":[2,0,1],""required"":2,""observed"":0,""source_records"":[8,13],""target_paragraphs"":[]},{""signature"":[2,0,2],""required"":2,""observed"":0,""source_records"":[3,17],""target_paragraphs"":[]},{""signature"":[3,1,1],""required"":2,""observed"":1,""source_records"":[6,20],""target_paragraphs"":[""f79r|f79r.1-f79r.6""]},{""signature"":[4,0,1],""required"":1,""observed"":0,""source_records"":[23],""target_paragraphs"":[]}]"
AQUA,STOMACH,HEAD	485,229,108	"[[""hee""], [""ct""], [""chd""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[0,0,1],""required"":1,""observed"":0,""source_records"":[28],""target_paragraphs"":[]},{""signature"":[2,0,2],""required"":2,""observed"":1,""source_records"":[3,17],""target_paragraphs"":[""f82v|f82v.20-f82v.27""]},{""signature"":[2,1,0],""required"":5,""observed"":0,""source_records"":[4,7,10,15,25],""target_paragraphs"":[]},{""signature"":[3,0,0],""required"":4,""observed"":3,""source_records"":[12,19,29,33],""target_paragraphs"":[""f75v|f75v.43-f75v.49"",""f79r|f79r.31-f79r.34"",""f79v|f79v.28-f79v.32""]},{""signature"":[4,1,1],""required"":1,""observed"":0,""source_records"":[21],""target_paragraphs"":[]},{""signature"":[5,0,0],""required"":2,""observed"":1,""source_records"":[16,30],""target_paragraphs"":[""f80r|f80r.47-f80r.53""]}]"
AQUA,STOMACH,HEAD	485,229,115	"[[""hee""], [""ct""], [""chdy""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[0,0,1],""required"":1,""observed"":0,""source_records"":[28],""target_paragraphs"":[]},{""signature"":[2,0,2],""required"":2,""observed"":0,""source_records"":[3,17],""target_paragraphs"":[]},{""signature"":[2,1,0],""required"":5,""observed"":1,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f78r|f78r.28-f78r.43""]},{""signature"":[3,0,0],""required"":4,""observed"":3,""source_records"":[12,19,29,33],""target_paragraphs"":[""f75v|f75v.43-f75v.49"",""f79r|f79r.31-f79r.34"",""f79v|f79v.28-f79v.32""]},{""signature"":[4,0,1],""required"":1,""observed"":0,""source_records"":[23],""target_paragraphs"":[]},{""signature"":[4,1,1],""required"":1,""observed"":0,""source_records"":[21],""target_paragraphs"":[]},{""signature"":[5,0,0],""required"":2,""observed"":1,""source_records"":[16,30],""target_paragraphs"":[""f80r|f80r.47-f80r.53""]}]"
