families	profile_ids	all_carrier_alternatives	status	injectivity_deficits	all_count_deficits
AQUA,STOMACH	228,1	"[[""ol""], [""aiin""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[1,1],""required"":3,""observed"":0,""source_records"":[2,5,9],""target_paragraphs"":[]},{""signature"":[2,1],""required"":5,""observed"":2,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f79r|f79r.21-f79r.25"",""f82r|f82r.20-f82r.33""]},{""signature"":[4,1],""required"":3,""observed"":1,""source_records"":[14,21,32],""target_paragraphs"":[""f79r|f79r.13-f79r.20""]},{""signature"":[5,0],""required"":2,""observed"":1,""source_records"":[16,30],""target_paragraphs"":[""f81r|f81r.16-f81r.23""]}]"
AQUA,STOMACH	228,15	"[[""ol""], [""ar""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[1,1],""required"":3,""observed"":1,""source_records"":[2,5,9],""target_paragraphs"":[""f76v|f76v.16-f76v.24""]},{""signature"":[2,1],""required"":5,""observed"":4,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f77r|f77r.9-f77r.24"",""f77v|f77v.6-f77v.15"",""f80v|f80v.7-f80v.13"",""f81r|f81r.24-f81r.31""]},{""signature"":[4,1],""required"":3,""observed"":0,""source_records"":[14,21,32],""target_paragraphs"":[]},{""signature"":[5,0],""required"":2,""observed"":1,""source_records"":[16,30],""target_paragraphs"":[""f81r|f81r.16-f81r.23""]}]"
AQUA,STOMACH	228,61	"[[""ol""], [""chedy""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[2,0],""required"":8,""observed"":4,""source_records"":[1,3,8,13,17,18,22,26],""target_paragraphs"":[""f75v|f75v.57-f75v.70"",""f79r|f79r.21-f79r.25"",""f80v|f80v.27-f80v.29"",""f82v|f82v.28-f82v.32""]},{""signature"":[2,1],""required"":5,""observed"":1,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f82r|f82r.20-f82r.33""]},{""signature"":[4,1],""required"":3,""observed"":1,""source_records"":[14,21,32],""target_paragraphs"":[""f79v|f79v.23-f79v.27""]},{""signature"":[5,0],""required"":2,""observed"":0,""source_records"":[16,30],""target_paragraphs"":[]}]"
AQUA,STOMACH	228,68	"[[""ol""], [""cheey""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[2,1],""required"":5,""observed"":4,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f77r|f77r.9-f77r.24"",""f77v|f77v.6-f77v.15"",""f80r|f80r.40-f80r.46"",""f82r|f82r.20-f82r.33""]},{""signature"":[4,1],""required"":3,""observed"":1,""source_records"":[14,21,32],""target_paragraphs"":[""f79r|f79r.1-f79r.6""]}]"
AQUA,STOMACH	228,72	"[[""ol""], [""cheol""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[1,1],""required"":3,""observed"":2,""source_records"":[2,5,9],""target_paragraphs"":[""f77r|f77r.25-f77r.37"",""f80v|f80v.14-f80v.18""]},{""signature"":[2,1],""required"":5,""observed"":2,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f77v|f77v.6-f77v.15"",""f81r|f81r.24-f81r.31""]},{""signature"":[4,1],""required"":3,""observed"":1,""source_records"":[14,21,32],""target_paragraphs"":[""f79r|f79r.1-f79r.6""]}]"
AQUA,STOMACH	228,82	"[[""ol""], [""chey""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[2,0],""required"":8,""observed"":5,""source_records"":[1,3,8,13,17,18,22,26],""target_paragraphs"":[""f75r|f75r.32-f75r.46"",""f76r|f76r.51-f76r.56"",""f77v|f77v.6-f77v.15"",""f80r|f80r.40-f80r.46"",""f80v|f80v.27-f80v.29""]},{""signature"":[2,1],""required"":5,""observed"":2,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f79r|f79r.21-f79r.25"",""f80v|f80v.7-f80v.13""]},{""signature"":[4,1],""required"":3,""observed"":1,""source_records"":[14,21,32],""target_paragraphs"":[""f75v|f75v.43-f75v.49""]},{""signature"":[5,0],""required"":2,""observed"":1,""source_records"":[16,30],""target_paragraphs"":[""f78r|f78r.3-f78r.27""]}]"
AQUA,STOMACH	228,110	"[[""ol""], [""daiin""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[2,1],""required"":5,""observed"":2,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f76v|f76v.37-f76v.41"",""f82v|f82v.28-f82v.32""]},{""signature"":[4,1],""required"":3,""observed"":1,""source_records"":[14,21,32],""target_paragraphs"":[""f75v|f75v.43-f75v.49""]},{""signature"":[5,0],""required"":2,""observed"":0,""source_records"":[16,30],""target_paragraphs"":[]}]"
AQUA,STOMACH	228,112	"[[""ol""], [""dain""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[1,1],""required"":3,""observed"":1,""source_records"":[2,5,9],""target_paragraphs"":[""f80v|f80v.14-f80v.18""]},{""signature"":[2,1],""required"":5,""observed"":1,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f75r|f75r.32-f75r.46""]},{""signature"":[4,1],""required"":3,""observed"":1,""source_records"":[14,21,32],""target_paragraphs"":[""f79r|f79r.13-f79r.20""]}]"
AQUA,STOMACH	228,114	"[[""ol""], [""dal""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[2,0],""required"":8,""observed"":7,""source_records"":[1,3,8,13,17,18,22,26],""target_paragraphs"":[""f75v|f75v.57-f75v.70"",""f76v|f76v.37-f76v.41"",""f77r|f77r.9-f77r.24"",""f80r|f80r.40-f80r.46"",""f80v|f80v.7-f80v.13"",""f81r|f81r.24-f81r.31"",""f82v|f82v.28-f82v.32""]},{""signature"":[2,1],""required"":5,""observed"":4,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f76r|f76r.51-f76r.56"",""f79r|f79r.21-f79r.25"",""f80v|f80v.27-f80v.29"",""f82r|f82r.20-f82r.33""]},{""signature"":[4,1],""required"":3,""observed"":0,""source_records"":[14,21,32],""target_paragraphs"":[]},{""signature"":[5,0],""required"":2,""observed"":1,""source_records"":[16,30],""target_paragraphs"":[""f81r|f81r.16-f81r.23""]}]"
AQUA,STOMACH	228,120	"[[""ol""], [""dar""]]"	SIGNATURE_CAPACITY_CONTRADICTION	[]	"[{""signature"":[2,1],""required"":5,""observed"":3,""source_records"":[4,7,10,15,25],""target_paragraphs"":[""f76r|f76r.51-f76r.56"",""f79r|f79r.21-f79r.25"",""f81r|f81r.24-f81r.31""]},{""signature"":[5,0],""required"":2,""observed"":1,""source_records"":[16,30],""target_paragraphs"":[""f81r|f81r.16-f81r.23""]}]"
