page	locus	complete_surface	surface_occurrences	namespace	namespace_plus_surface_occurrences	image_owner	owner_plus_surface_occurrences	recovered_instrument_de	recovered_local_use_de	resolution_class	external_master_value_recovered_from_surface
f67r2	f67r2.1	ykshy s aram	1	F67_RIGHT_WHEEL_NS	1	A1_RIGHT_SECTOR_SLOT_01	1	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	FULL_LOCUS_SURFACE_UNIQUE	NO
f67r2	f67r2.2	ykecho ols eesydy	1	F67_RIGHT_WHEEL_NS	1	A1_RIGHT_SECTOR_SLOT_02	1	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	FULL_LOCUS_SURFACE_UNIQUE	NO
f67r2	f67r2.3	ey shs okar	1	F67_RIGHT_WHEEL_NS	1	A1_RIGHT_SECTOR_SLOT_03	1	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	FULL_LOCUS_SURFACE_UNIQUE	NO
f67r2	f67r2.4	shekchy sykos	1	F67_RIGHT_WHEEL_NS	1	A1_RIGHT_SECTOR_SLOT_04	1	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	FULL_LOCUS_SURFACE_UNIQUE	NO
f67r2	f67r2.5	ykeody okchy	1	F67_RIGHT_WHEEL_NS	1	A1_RIGHT_SECTOR_SLOT_05	1	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	FULL_LOCUS_SURFACE_UNIQUE	NO
f67r2	f67r2.6	dchetay	1	F67_RIGHT_WHEEL_NS	1	A1_RIGHT_SECTOR_SLOT_06	1	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	FULL_LOCUS_SURFACE_UNIQUE	NO
f67r2	f67r2.7	ykchy kchey ykchys	1	F67_RIGHT_WHEEL_NS	1	A1_RIGHT_SECTOR_SLOT_07	1	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	FULL_LOCUS_SURFACE_UNIQUE	NO
f67r2	f67r2.8	chkchdar	1	F67_RIGHT_WHEEL_NS	1	A1_RIGHT_SECTOR_SLOT_08	1	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	FULL_LOCUS_SURFACE_UNIQUE	NO
f67r2	f67r2.9	ykar ykaly	1	F67_RIGHT_WHEEL_NS	1	A1_RIGHT_SECTOR_SLOT_09	1	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	FULL_LOCUS_SURFACE_UNIQUE	NO
f67r2	f67r2.10	lkshy kchy okar	1	F67_RIGHT_WHEEL_NS	1	A1_RIGHT_SECTOR_SLOT_10	1	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	FULL_LOCUS_SURFACE_UNIQUE	NO
f67r2	f67r2.11	chky chykchs chy	1	F67_RIGHT_WHEEL_NS	1	A1_RIGHT_SECTOR_SLOT_11	1	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	FULL_LOCUS_SURFACE_UNIQUE	NO
f67r2	f67r2.12	ykees ykchos	1	F67_RIGHT_WHEEL_NS	1	A1_RIGHT_SECTOR_SLOT_12	1	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	FULL_LOCUS_SURFACE_UNIQUE	NO
f67r2	f67r2.13	opodchol s ain aldy	1	F67_RIGHT_WHEEL_NS	1	A1_RIGHT_RING_BAND_01	1	rechtes Sektor- und Bedingungsrad	einen groben Himmelsabschnitt oder sichtbaren Bedingungsplatz waehlen und nur die zugehoerige Radlegende konsultieren	FULL_LOCUS_SURFACE_UNIQUE	NO
