event_id	case_id	record	statement_id	invariant_command_de	selected_card_no	desk	candidate_surfaces	selected_surface	why_not_semantically_determined_de
E003	C1	H1	H1-S001	VORRAT	PROC003	P_PREPARATION_DESK	char|dar|sar	char	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E004	C1	H1	H1-S001	EINTRAGEN · ARBEITSPOSTEN	PROC004	P_PREPARATION_DESK	chety|chty	chty	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E008	C1	H1	H1-S001	ANSETZEN · ARBEITSPOSTEN	PROC008	P_PREPARATION_DESK	choky|oky	oky	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E009	C1	H1	H1-S001	SOLLMASS	PROC009	P_PREPARATION_DESK	aiin|chaiin|daiin|saiin|taiin	daiin	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E011	C1	H1	H1-S002	ANSETZEN · ARBEITSPOSTEN	PROC011	P_PREPARATION_DESK	chokchy|okchy|qokchy	qokchy	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E014	C1	H1	H1-S002	BEREIT · ARBEITSPOSTEN	PROC014	P_PREPARATION_DESK	checthy|cthy|shcthy	cthy	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E016	C2	H2	H2-S001	BEREIT · ARBEITSPOSTEN	PROC014	P_PREPARATION_DESK	checthy|cthy|shcthy	cthy	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E017	C2	H2	H2-S001	ANSATZ	PROC016	P_PREPARATION_DESK	chor|or|shor|sor	chor	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E020	C2	H2	H2-S001	ARBEITSPOSTEN	PROC019	P_PREPARATION_DESK	chey|chy|dy|shy|sy|y	dy	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E021	C2	H2	H2-S001	ARBEITSPOSTEN	PROC019	P_PREPARATION_DESK	chey|chy|dy|shy|sy|y	chy	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E022	C2	H2	H2-S001	SOLLMASS	PROC009	P_PREPARATION_DESK	aiin|chaiin|daiin|saiin|taiin	taiin	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E023	C2	H2	H2-S001	ARBEITSPOSTEN	PROC019	P_PREPARATION_DESK	chey|chy|dy|shy|sy|y	shy	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E024	C2	H2	H2-S002	DANACH · ABNEHMEN · ANSATZ	PROC020	P_PREPARATION_DESK	otchor|qotchor	qotchor	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E025	C2	H2	H2-S002	ANSATZ	PROC016	P_PREPARATION_DESK	chor|or|shor|sor	chor	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E028	C2	H2	H2-S002	FORTSETZEN · ANSATZ	PROC022	P_PREPARATION_DESK	cholor|olor	cholor	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E030	C2	H2	H2-S002	SOLLMASS	PROC009	P_PREPARATION_DESK	aiin|chaiin|daiin|saiin|taiin	daiin	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E031	C2	H2	H2-S002	VORRAT	PROC003	P_PREPARATION_DESK	char|dar|sar	dar	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E033	C2	H2	H2-S003	ANSATZ	PROC016	P_PREPARATION_DESK	chor|or|shor|sor	shor	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E034	C2	H2	H2-S003	ANSATZ	PROC016	P_PREPARATION_DESK	chor|or|shor|sor	chor	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E035	C2	H2	H2-S003	ARBEITSPOSTEN	PROC019	P_PREPARATION_DESK	chey|chy|dy|shy|sy|y	chy	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E037	C2	H2	H2-S003	ARBEITSPOSTEN	PROC019	P_PREPARATION_DESK	chey|chy|dy|shy|sy|y	dy	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E047	C3	H3	H3-S003	WIEDERAUFNEHMEN	PROC034	P_PREPARATION_DESK	dchol|schol	dchol	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E048	C3	H3	H3-S003	ARBEITSPOSTEN	PROC019	P_PREPARATION_DESK	chey|chy|dy|shy|sy|y	chy	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E050	C3	H3	H3-S003	ARBEITSPOSTEN	PROC019	P_PREPARATION_DESK	chey|chy|dy|shy|sy|y	dy	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E051	C3	H3	H3-S003	SOLLMASS	PROC009	P_PREPARATION_DESK	aiin|chaiin|daiin|saiin|taiin	daiin	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E054	C3	H3	H3-S004	BEREIT · ARBEITSPOSTEN	PROC014	P_PREPARATION_DESK	checthy|cthy|shcthy	cthy	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E055	C3	H3	H3-S004	ARBEITSPOSTEN	PROC019	P_PREPARATION_DESK	chey|chy|dy|shy|sy|y	dy	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E056	C4	H4	H4-S001	ANSETZEN · SOLLMASS	PROC038	P_PREPARATION_DESK	okaiin|qokaiin	qokaiin	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E057	C4	H4	H4-S001	SOLLMASS	PROC009	P_PREPARATION_DESK	aiin|chaiin|daiin|saiin|taiin	chaiin	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E061	C4	H4	H4-S002	SOLLMASS	PROC009	P_PREPARATION_DESK	aiin|chaiin|daiin|saiin|taiin	daiin	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E068	C4	H4	H4-S004	SOLLMASS	PROC009	P_PREPARATION_DESK	aiin|chaiin|daiin|saiin|taiin	aiin	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E069	C4	H4	H4-S004	ANSETZEN · ZIELSTELLE	PROC048	P_PREPARATION_DESK	okal|qokal	okal	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E071	C4	H4	H4-S004	ANSATZ	PROC016	P_PREPARATION_DESK	chor|or|shor|sor	or	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E072	C4	H4	H4-S004	ARBEITSPOSTEN	PROC019	P_PREPARATION_DESK	chey|chy|dy|shy|sy|y	y	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E075	C5	H5	H5-S001	ZUTAT	PROC052	P_PREPARATION_DESK	cho|sho	cho	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E077	C5	H5	H5-S001	SOLLMASS	PROC009	P_PREPARATION_DESK	aiin|chaiin|daiin|saiin|taiin	daiin	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E078	C5	H5	H5-S001	ZUTAT	PROC052	P_PREPARATION_DESK	cho|sho	sho	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E080	C5	H5	H5-S001	DANACH · ABNEHMEN · ANSATZ	PROC020	P_PREPARATION_DESK	otchor|qotchor	otchor	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E081	C5	H5	H5-S001	ANSETZEN · ARBEITSPOSTEN	PROC008	P_PREPARATION_DESK	choky|oky	choky	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E082	C5	H5	H5-S001	ZIELSTELLE	PROC055	P_PREPARATION_DESK	al|chal|cheal|dal|sal|tal	dal	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E083	C5	H5	H5-S002	WIEDERAUFNEHMEN	PROC034	P_PREPARATION_DESK	dchol|schol	schol	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E085	C5	H5	H5-S002	ANSETZEN · ARBEITSPOSTEN	PROC008	P_PREPARATION_DESK	choky|oky	choky	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E088	C5	H5	H5-S003	ZUTAT	PROC052	P_PREPARATION_DESK	cho|sho	cho	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
E091	C5	H5	H5-S004	ANSETZEN · ARBEITSPOSTEN	PROC011	P_PREPARATION_DESK	chokchy|okchy|qokchy	okchy	gleicher Kartenbefehl und gleiche Kartenidentitaet erlauben mehrere lokale Schreibformen; Muster oder Nachbarform entscheidet
