teaching_unit_id	unit_type	surface_forms	observed_events_in_627	pages	component_recipes	pass1012_contract_reading_de	composition_decision	content_core_count	relation_core_count	formal_control_count	specialist_candidate_count	local_sign_count	pass1010_spoken_value_de	pass1010_local_expansion_de	local_expansion_status	forward_prediction_de
F001	FORMULA_CARD	chdy|chedchy|chedy|chedyl	95	f55v|f56r|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f89r	CHD+Y	UMSETZEN + AKTIVER POSTEN	PORTABLE_COMPOSITION	1	1	0	0	0	UMSETZEN · POSTEN	UMSETZEN · POSTEN	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
F002	FORMULA_CARD	pshedy|shed|shedy	90	f75r|f76r|f77r|f81v|f82r|f83r|f88v	SHED+DY	ABSETZEN + SCHLUSS	SPECIALIST_COMPOSITION_CANDIDATE	0	0	1	1	0	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
F003	FORMULA_CARD	okedy|qokedy	60	f75r|f76r|f77r|f81v|f82r|f83r|f89r	OK+E+DY	SETZEN + GRAD I + SCHLUSS	PORTABLE_COMPOSITION	1	0	2	0	0	SETZEN · GRAD I · SCHLUSS	SETZEN · KURZ · SCHLUSS	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
F004	FORMULA_CARD	okeed|okeedy|qokeedy	76	f55v|f72r|f75r|f76r|f77r|f81v|f82r|f83r	OK+EE+DY	SETZEN + GRAD II + SCHLUSS	PORTABLE_COMPOSITION	1	0	2	0	0	SETZEN · GRAD II · SCHLUSS	SETZEN · LÄNGER · SCHLUSS	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
F005	FORMULA_CARD	choky|okcheeg|okchey|okchy|okochey|okshy|oky|qokchy|qokechy|qoky	56	f10r|f13r|f17r|f18r|f55v|f56r|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	OK+Y	SETZEN + AKTIVER POSTEN	PORTABLE_COMPOSITION	1	1	0	0	0	SETZEN · POSTEN	SETZEN · POSTEN	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
F006	FORMULA_CARD	okain|qokain|qolain	55	f18r|f55v|f75r|f76r|f77r|f81v|f82r|f83r|f89r	OK+AIN	SETZEN + PORTION	PORTABLE_COMPOSITION	2	0	0	0	0	SETZEN · PORTION	SETZEN · PORTION	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
F007	FORMULA_CARD	chokees|chokeey|okee|okeeas|okeeey|okees|okeey|qokeeo|qokeey|qokeeyl	68	f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	OK+EE+Y	SETZEN + GRAD II + AKTIVER POSTEN	PORTABLE_COMPOSITION	1	1	1	0	0	SETZEN · GRAD II · POSTEN	SETZEN · LÄNGER · POSTEN	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
F008	FORMULA_CARD	okaiin|okaiir|okalaiin|okoiin|qokaiin	59	f17r|f55v|f56r|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r	OK+AIIN	SETZEN + MASS	PORTABLE_COMPOSITION	2	0	0	0	0	SETZEN · MASS	SETZEN · MASS	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
F009	FORMULA_CARD	chokal|chokaly|chykald|okal|okaly|okedal|qokal|qokas|shokal	47	f18r|f55v|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f89r	OK+AL	SETZEN + ZIELORT	PORTABLE_COMPOSITION	1	1	0	0	0	SETZEN · ZIEL	SETZEN · ZIEL	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
F010	FORMULA_CARD	shey|sheyr|sheysy|tshey	40	f11r|f13r|f68r1|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f89r	SH+E+Y	HALTEN + GRAD I + AKTIVER POSTEN	PORTABLE_COMPOSITION	1	1	1	0	0	HALTEN · GRAD I · POSTEN	HALTEN · KURZ · POSTEN	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
F011	FORMULA_CARD	ot|otchey|oty|qotchy|qoty	31	f10r|f11r|f13r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r	OT+Y	DANACH + AKTIVER POSTEN	PORTABLE_COMPOSITION	0	2	0	0	0	DANACH · POSTEN	DANACH · POSTEN	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
F012	FORMULA_CARD	dar	40	f10r|f13r|f17r|f18r|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r	D_ADDR+AR	TEILADRESSE + AUSGANG	LOCAL_COMPOSITION_ONLY	0	1	0	0	1	TEIL · QUELLE	TEIL · QUELLE	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
F013	FORMULA_CARD	chokar|okar|qokar	33	f55v|f56r|f72r|f75r|f76r|f77r|f81v|f82r|f88v|f89r	OK+AR	SETZEN + AUSGANG	PORTABLE_COMPOSITION	1	1	0	0	0	SETZEN · QUELLE	SETZEN · QUELLE	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
F014	FORMULA_CARD	cheeg|cheey|seey|sheey|shetey	45	f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r	SH+EE+Y	HALTEN + GRAD II + AKTIVER POSTEN	PORTABLE_COMPOSITION	1	1	1	0	0	HALTEN · GRAD II · POSTEN	HALTEN · LÄNGER · POSTEN	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
F015	FORMULA_CARD	lchedy	33	f75r|f76r|f77r|f81v|f82r|f83r	L+CHD+DY	VERBINDUNG + UMSETZEN + SCHLUSS	PORTABLE_COMPOSITION	1	1	1	0	0	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
F016	FORMULA_CARD	otar|otear|otoar|qotar	21	f10r|f55v|f71v|f72r|f75r|f76r|f81v|f83r	OT+AR	DANACH + AUSGANG	PORTABLE_COMPOSITION	0	2	0	0	0	DANACH · QUELLE	DANACH · QUELLE	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
F017	FORMULA_CARD	okey|qokey	25	f67r2|f75r|f76r|f81v|f82r|f83r|f89r	OK+E+Y	SETZEN + GRAD I + AKTIVER POSTEN	PORTABLE_COMPOSITION	1	1	1	0	0	SETZEN · GRAD I · POSTEN	SETZEN · KURZ · POSTEN	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
F018	FORMULA_CARD	doldy|oldy|olody|qoldy|ytoldy	19	f13r|f18r|f55v|f67r2|f75r|f76r|f81v|f83r|f88r|f89r	OL+DY	FORTSETZEN + SCHLUSS	PORTABLE_COMPOSITION	0	1	1	0	0	FORTSETZEN · SCHLUSS	FORTSETZEN · SCHLUSS	ROOT_SUM_ONLY	Auf neuer Seite zuerst exakt diese Kernsumme lesen; ein konkreteres Nomen oder Verfahren braucht einen sichtbaren Besitzer.
