panel	window_id	paragraph_id	page	physical_folio	start	layout	status	factorizations	by_order	certificate
IT2a	G807-P0006@0	G807-P0006	f3r	f3	0	ROW_MAJOR	CONTRADICTED_LENGTH_RECTANGLE	0		"{""column"":1,""expected"":3,""observed"":4,""row"":1}"
IT2a	G807-P0006@0	G807-P0006	f3r	f3	0	COLUMN_MAJOR	CONTRADICTED_LENGTH_RECTANGLE	0		"{""column"":1,""expected"":5,""observed"":9,""row"":1}"
IT2a	G807-P0006@1	G807-P0006	f3r	f3	1	ROW_MAJOR	CONTRADICTED_LENGTH_RECTANGLE	0		"{""column"":1,""expected"":4,""observed"":8,""row"":1}"
IT2a	G807-P0006@1	G807-P0006	f3r	f3	1	COLUMN_MAJOR	CONTRADICTED_LENGTH_RECTANGLE	0		"{""column"":1,""expected"":9,""observed"":5,""row"":1}"
IT2a	G807-P0009@0	G807-P0009	f3v	f3	0	ROW_MAJOR	CONTRADICTED_LENGTH_RECTANGLE	0		"{""column"":1,""expected"":2,""observed"":5,""row"":1}"
IT2a	G807-P0009@0	G807-P0009	f3v	f3	0	COLUMN_MAJOR	CONTRADICTED_LENGTH_RECTANGLE	0		"{""column"":1,""expected"":0,""observed"":3,""row"":1}"
IT2a	G807-P0009@1	G807-P0009	f3v	f3	1	ROW_MAJOR	CONTRADICTED_LENGTH_RECTANGLE	0		"{""column"":1,""expected"":5,""observed"":7,""row"":1}"
IT2a	G807-P0009@1	G807-P0009	f3v	f3	1	COLUMN_MAJOR	CONTRADICTED_LENGTH_RECTANGLE	0		"{""column"":1,""expected"":3,""observed"":6,""row"":1}"
IT2a	G807-P0009@2	G807-P0009	f3v	f3	2	ROW_MAJOR	CONTRADICTED_LENGTH_RECTANGLE	0		"{""column"":1,""expected"":5,""observed"":1,""row"":1}"
IT2a	G807-P0009@2	G807-P0009	f3v	f3	2	COLUMN_MAJOR	CONTRADICTED_LENGTH_RECTANGLE	0		"{""column"":1,""expected"":4,""observed"":7,""row"":1}"
IT2a	G807-P0009@3	G807-P0009	f3v	f3	3	ROW_MAJOR	CONTRADICTED_LENGTH_RECTANGLE	0		"{""column"":2,""expected"":5,""observed"":6,""row"":1}"
IT2a	G807-P0009@3	G807-P0009	f3v	f3	3	COLUMN_MAJOR	CONTRADICTED_LENGTH_RECTANGLE	0		"{""column"":1,""expected"":9,""observed"":6,""row"":1}"
IT2a	G807-P0009@4	G807-P0009	f3v	f3	4	ROW_MAJOR	CONTRADICTED_LENGTH_RECTANGLE	0		"{""column"":1,""expected"":5,""observed"":6,""row"":1}"
IT2a	G807-P0009@4	G807-P0009	f3v	f3	4	COLUMN_MAJOR	CONTRADICTED_LENGTH_RECTANGLE	0		"{""column"":1,""expected"":8,""observed"":4,""row"":1}"
IT2a	G807-P0009@5	G807-P0009	f3v	f3	5	ROW_MAJOR	CONTRADICTED_LENGTH_RECTANGLE	0		"{""column"":1,""expected"":0,""observed"":7,""row"":1}"
