source_position_id	visible_event_ids	instruction_id	clause_id	card_no	surface	card_clause_type	attachment_direction	action_anchor_source_position_id	role_contribution	component_values_unchanged
SRC_E001	E001	I001	I001-C01	PROC001	dchey	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E001	ACTION+GRADE+ITEM	YES
SRC_E002	E002	I001	I001-C02	PROC002	cthoor	STATE_OR_GRADE_PHRASE	RIGHT_TO_NEXT_ACTION	SRC_E004	STATE+PROCESS+PREPARATION	YES
SRC_E003	E003	I001	I001-C02	PROC003	char	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E004	SOURCE	YES
SRC_E004	E004	I001	I001-C02	PROC004	chty	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E004	ACTION+ITEM	YES
SRC_E005	E005	I001	I001-C03	PROC005	os	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E006	TARGET	YES
SRC_E006	E006	I001	I001-C03	PROC006	chair	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E006	ACTION+PATH_MEDIUM	YES
SRC_E007	E007	I001	I001-C04	PROC007	otytchol	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E007	SEQUENCE+ITEM+ACTION+ACTION+SEQUENCE	YES
SRC_E008	E008	I001	I001-C05	PROC008	oky	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E008	ACTION+ITEM	YES
SRC_E009	E009	I001	I001-C06	PROC009	daiin	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E010	QUANTITY	YES
SRC_E010	E010	I001	I001-C06	PROC010	etyd	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E010	GRADE+ACTION+ITEM	YES
SRC_E011	E011	I001	I001-C07	PROC011	qokchy	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E011	ACTION+ITEM	YES
SRC_E012	E012	I001	I001-C08	PROC012	qotchol	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E012	SEQUENCE+ACTION+SEQUENCE	YES
SRC_E013	E013	I001	I001-C08	PROC013	chol	SEQUENCE_OR_CONTINUATION	LEFT_TO_PREVIOUS_ACTION	SRC_E012	SEQUENCE	YES
SRC_E014	E014	I001	I001-C08	PROC014	cthy	STATE_OR_GRADE_PHRASE	LEFT_TO_PREVIOUS_ACTION	SRC_E012	STATE+ITEM	YES
SRC_E015	E015	I002	I002-C01	PROC015	ycheor	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E015	ITEM+ACTION+GRADE+PREPARATION	YES
SRC_E016	E016	I002	I002-C02	PROC014	cthy	STATE_OR_GRADE_PHRASE	RIGHT_TO_NEXT_ACTION	SRC_E024	STATE+ITEM	YES
SRC_E017	E017	I002	I002-C02	PROC016	chor	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E024	PREPARATION	YES
SRC_E018	E018	I002	I002-C02	PROC017	cthaiin	STATE_OR_GRADE_PHRASE	RIGHT_TO_NEXT_ACTION	SRC_E024	STATE+QUANTITY	YES
SRC_E019	E019	I002	I002-C02	PROC018	qoctholy	STATE_OR_GRADE_PHRASE	RIGHT_TO_NEXT_ACTION	SRC_E024	PROCESS+STATE+SEQUENCE+ITEM	YES
SRC_E020	E020	I002	I002-C02	PROC019	dy	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E024	ITEM	YES
SRC_E021	E021	I002	I002-C02	PROC019	chy	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E024	ITEM	YES
SRC_E022	E022	I002	I002-C02	PROC009	taiin	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E024	QUANTITY	YES
SRC_E023	E023	I002	I002-C02	PROC019	shy	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E024	ITEM	YES
SRC_E024	E024	I002	I002-C02	PROC020	qotchor	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E024	SEQUENCE+ACTION+PREPARATION	YES
SRC_E025	E025	I002	I002-C03	PROC016	chor	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E032	PREPARATION	YES
SRC_E026	E026	I002	I002-C03	PROC021	otol	SEQUENCE_OR_CONTINUATION	RIGHT_TO_NEXT_ACTION	SRC_E032	SEQUENCE+SEQUENCE	YES
SRC_E027	E027	I002	I002-C03	PROC013	chol	SEQUENCE_OR_CONTINUATION	RIGHT_TO_NEXT_ACTION	SRC_E032	SEQUENCE	YES
SRC_E028	E028	I002	I002-C03	PROC022	cholor	SEQUENCE_OR_CONTINUATION	RIGHT_TO_NEXT_ACTION	SRC_E032	SEQUENCE+PREPARATION	YES
SRC_E029	E029	I002	I002-C03	PROC013	chol	SEQUENCE_OR_CONTINUATION	RIGHT_TO_NEXT_ACTION	SRC_E032	SEQUENCE	YES
SRC_E030	E030	I002	I002-C03	PROC009	daiin	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E032	QUANTITY	YES
SRC_E031	E031	I002	I002-C03	PROC003	dar	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E032	SOURCE	YES
SRC_E032	E032	I002	I002-C03	PROC023	oykchor	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E032	PROCESS+ITEM+ACTION+PREPARATION	YES
SRC_E033	E033	I002	I002-C04	PROC016	shor	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E036	PREPARATION	YES
SRC_E034	E034	I002	I002-C04	PROC016	chor	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E036	PREPARATION	YES
SRC_E035	E035	I002	I002-C04	PROC019	chy	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E036	ITEM	YES
SRC_E036	E036	I002	I002-C04	PROC024	kaiiin	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E036	ACTION+STATE	YES
SRC_E037	E037	I002	I002-C05	PROC019	dy	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E038	ITEM	YES
SRC_E038	E038	I002	I002-C05	PROC025	chodaiin	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E038	ACTION+PROCESS+QUANTITY	YES
SRC_E039	E039	I003	I003-C01	PROC026	tshol	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E039	ACTION+ACTION+SEQUENCE	YES
SRC_E040	E040	I003	I003-C02	PROC027	schoal	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E040	ACTION+PROCESS+TARGET	YES
SRC_E041	E041	I003	I003-C03	PROC028	cfhy	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E041	ACTION+ITEM	YES
SRC_E042	E042	I003	I003-C04	PROC029	shfydaiin	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E042	ACTION+ITEM+QUANTITY	YES
SRC_E043	E043	I003	I003-C05	PROC030	cphy	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E043	ACTION+ITEM	YES
SRC_E044	E044	I003	I003-C06	PROC031	shey	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E044	ACTION+GRADE+ITEM	YES
SRC_E045	E045	I003	I003-C07	PROC032	tchody	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E045	ACTION+ACTION+PROCESS+CLOSE	YES
SRC_E046	E046	I004	I004-C01	PROC033	shoyty	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E046	ACTION+PROCESS+ITEM+ACTION+ITEM	YES
SRC_E047	E047	I004	I004-C02	PROC034	dchol	SEQUENCE_OR_CONTINUATION	RIGHT_TO_NEXT_ACTION	SRC_E049	SEQUENCE	YES
SRC_E048	E048	I004	I004-C02	PROC019	chy	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E049	ITEM	YES
SRC_E049	E049	I004	I004-C02	PROC035	kchy	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E049	ACTION+ITEM	YES
SRC_E050	E050	I004	I004-C03	PROC019	dy	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E053	ITEM	YES
SRC_E051	E051	I004	I004-C03	PROC009	daiin	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E053	QUANTITY	YES
SRC_E052	E052	I004	I004-C03	PROC036	qotchy	SEQUENCE_OR_CONTINUATION	RIGHT_TO_NEXT_ACTION	SRC_E053	SEQUENCE+ITEM	YES
SRC_E053	E053	I004	I004-C03	PROC037	okchol	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E053	ACTION+SEQUENCE	YES
SRC_E054	E054	I004	I004-C03	PROC014	cthy	STATE_OR_GRADE_PHRASE	LEFT_TO_PREVIOUS_ACTION	SRC_E053	STATE+ITEM	YES
SRC_E055	E055	I004	I004-C03	PROC019	dy	ARGUMENT_OR_ADDRESS	LEFT_TO_PREVIOUS_ACTION	SRC_E053	ITEM	YES
SRC_E056	E056	I005	I005-C01	PROC038	qokaiin	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E056	ACTION+QUANTITY	YES
SRC_E057	E057	I005	I005-C02	PROC009	chaiin	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E058	QUANTITY	YES
SRC_E058	E058	I005	I005-C02	PROC039	ykain	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E058	ITEM+ACTION+QUANTITY	YES
SRC_E059	E059	I005	I005-C03	PROC040	ykan	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E059	ITEM+ACTION+QUANTITY	YES
SRC_E060	E060	I005	I005-C03	PROC041	ody	CLOSE_WITHOUT_ACTION	LEFT_TO_PREVIOUS_ACTION	SRC_E059	PROCESS+CLOSE	YES
SRC_E061	E061	I006	I006-C01	PROC009	daiin	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E062	QUANTITY	YES
SRC_E062	E062	I006	I006-C01	PROC042	chedy	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E062	ACTION+ITEM	YES
SRC_E063	E063	I006	I006-C02	PROC043	talam	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E063	ACTION	YES
SRC_E064	E064	I006	I006-C03	PROC044	ykaiin	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E064	ITEM+ACTION+QUANTITY	YES
SRC_E065	E065	I006	I006-C04	PROC045	cheoar	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E065	ACTION+GRADE+PROCESS+SOURCE	YES
SRC_E066	E066	I006	I006-C05	PROC046	cheeky	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E066	ACTION+GRADE+ITEM	YES
SRC_E067	E067	I006	I006-C05	PROC047	oldy	CLOSE_WITHOUT_ACTION	LEFT_TO_PREVIOUS_ACTION	SRC_E066	SEQUENCE+CLOSE	YES
SRC_E068	E068	I007	I007-C01	PROC009	aiin	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E069	QUANTITY	YES
SRC_E069	E069	I007	I007-C01	PROC048	okal	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E069	ACTION+TARGET	YES
SRC_E070	E070	I007	I007-C02	PROC049	oltchy	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E070	SEQUENCE+ACTION+ITEM	YES
SRC_E071	E071	I007	I007-C02	PROC016	or	ARGUMENT_OR_ADDRESS	LEFT_TO_PREVIOUS_ACTION	SRC_E070	PREPARATION	YES
SRC_E072	E072	I007	I007-C02	PROC019	y	ARGUMENT_OR_ADDRESS	LEFT_TO_PREVIOUS_ACTION	SRC_E070	ITEM	YES
SRC_E073	E073	I007	I007-C02	PROC050	orain	ARGUMENT_OR_ADDRESS	LEFT_TO_PREVIOUS_ACTION	SRC_E070	PREPARATION+QUANTITY	YES
SRC_E074	E074	I008	I008-C01	PROC051	chochor	ACTION_CLAUSE	ACTION_ANCHOR	SRC_E074	MATERIAL+ACTION+PREPARATION	YES
SRC_E075	E075	I008	I008-C02	PROC052	cho	ARGUMENT_OR_ADDRESS	RIGHT_TO_NEXT_ACTION	SRC_E079	MATERIAL	YES
