name_slot_ordinal	slot_id	source_event_id	local_card_host_key	physical_page	register	locus	owner_de	record_governor_key	bundle_governor_key	surface	surface_template	name_placeholder	name_slot_in_label	name_span_start_zero_based	name_span_end_exclusive	raw_name_core	content_class	assignment_mode	boundary_class	fill_status	primary_governor_kind	primary_governor_key	guard
1	LOCAL_NAME:P1003-E0079:NAME_1	P1003-E0079	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0079	f17r	HERBAL	f17r.13	Name oder Kennung fuer Bezeichnung bei der abgebildeten ganzen Bluetenpflanze	LOCAL_RECORD:G475-R001	LOCAL_BUNDLE:G474-B001	oteeeon	ot{NAME_1}	NAME_1	1	2	7	eeeon	PICTURED_PLANT	LEARNED_SLOT_TEMPLATE	LOCAL_LEARNED_NAME_SLOT	CONTENT_CARRIER	LOCAL_CARD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0079	LEARNED_NAME_SPAN__NOT_A_FUNCTION_ROOT_OR_CONFIRMED_OBJECT_NAME
2	LOCAL_NAME:P1003-E0080:NAME_1	P1003-E0080	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0080	f17r	HERBAL	f17r.13	Name oder Kennung fuer Bezeichnung bei der abgebildeten ganzen Bluetenpflanze	LOCAL_RECORD:G475-R001	LOCAL_BUNDLE:G474-B001	oiil	{NAME_1}	NAME_1	1	0	4	oiil	PICTURED_PLANT	LEARNED_SLOT_TEMPLATE	LOCAL_LEARNED_NAME_SLOT	CONTENT_CARRIER	LOCAL_CARD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0080	LEARNED_NAME_SPAN__NOT_A_FUNCTION_ROOT_OR_CONFIRMED_OBJECT_NAME
3	LOCAL_NAME:P1003-E0596:NAME_1	P1003-E0596	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0596	f71v	CELESTIAL	f71v.2	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	LOCAL_RECORD:G475-R002	LOCAL_BUNDLE:G474-B002	arom	ar{NAME_1}	NAME_1	1	2	4	om	STAR_BEARING_RING_POSITION	LEARNED_SLOT_TEMPLATE	LOCAL_LEARNED_NAME_SLOT	CONTENT_CARRIER	LOCAL_CARD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0596	LEARNED_NAME_SPAN__NOT_A_FUNCTION_ROOT_OR_CONFIRMED_OBJECT_NAME
4	LOCAL_NAME:P1003-E0597:NAME_1	P1003-E0597	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0597	f71v	CELESTIAL	f71v.3	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	LOCAL_RECORD:G475-R003	LOCAL_BUNDLE:G474-B003	chfaly	{NAME_1}aly	NAME_1	1	0	3	chf	STAR_BEARING_RING_POSITION	LEARNED_SLOT_TEMPLATE	LOCAL_LEARNED_NAME_SLOT	CONTENT_CARRIER	LOCAL_CARD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0597	LEARNED_NAME_SPAN__NOT_A_FUNCTION_ROOT_OR_CONFIRMED_OBJECT_NAME
5	LOCAL_NAME:P1003-E0599:NAME_1	P1003-E0599	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0599	f71v	CELESTIAL	f71v.5	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	LOCAL_RECORD:G475-R005	LOCAL_BUNDLE:G474-B005	otchody	ot{NAME_1}	NAME_1	1	2	7	chody	STAR_BEARING_RING_POSITION	LEARNED_SLOT_TEMPLATE	LOCAL_LEARNED_NAME_SLOT	CONTENT_CARRIER	LOCAL_CARD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0599	LEARNED_NAME_SPAN__NOT_A_FUNCTION_ROOT_OR_CONFIRMED_OBJECT_NAME
6	LOCAL_NAME:P1003-E0606:NAME_1	P1003-E0606	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0606	f71v	CELESTIAL	f71v.10	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	LOCAL_RECORD:G475-R010	LOCAL_BUNDLE:G474-B010	opalar	{NAME_1}alar	NAME_1	1	0	2	op	STAR_BEARING_RING_POSITION	LEARNED_SLOT_TEMPLATE	LOCAL_LEARNED_NAME_SLOT	CONTENT_CARRIER	LOCAL_CARD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0606	LEARNED_NAME_SPAN__NOT_A_FUNCTION_ROOT_OR_CONFIRMED_OBJECT_NAME
7	LOCAL_NAME:P1003-E0609:NAME_1	P1003-E0609	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0609	f71v	CELESTIAL	f71v.11	Name oder Kennung fuer erste lokale Figuren-/Sternringgruppe	LOCAL_RECORD:G475-R011	LOCAL_BUNDLE:G474-B011	opalor	{NAME_1}alor	NAME_1	1	0	2	op	STAR_BEARING_RING_POSITION	LEARNED_SLOT_TEMPLATE	LOCAL_LEARNED_NAME_SLOT	CONTENT_CARRIER	LOCAL_CARD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0609	LEARNED_NAME_SPAN__NOT_A_FUNCTION_ROOT_OR_CONFIRMED_OBJECT_NAME
8	LOCAL_NAME:P1003-E0641:NAME_1	P1003-E0641	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0641	f71v	CELESTIAL	f71v.13	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	LOCAL_RECORD:G475-R012	LOCAL_BUNDLE:G474-B012	ofaom	of{NAME_1}	NAME_1	1	2	5	aom	STAR_BEARING_RING_POSITION	LEARNED_SLOT_TEMPLATE	LOCAL_LEARNED_NAME_SLOT	CONTENT_CARRIER	LOCAL_CARD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0641	LEARNED_NAME_SPAN__NOT_A_FUNCTION_ROOT_OR_CONFIRMED_OBJECT_NAME
9	LOCAL_NAME:P1003-E0642:NAME_1	P1003-E0642	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0642	f71v	CELESTIAL	f71v.14	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	LOCAL_RECORD:G475-R013	LOCAL_BUNDLE:G474-B013	otalody	otal{NAME_1}	NAME_1	1	4	7	ody	STAR_BEARING_RING_POSITION	LEARNED_SLOT_TEMPLATE	LOCAL_LEARNED_NAME_SLOT	CONTENT_CARRIER	LOCAL_CARD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0642	LEARNED_NAME_SPAN__NOT_A_FUNCTION_ROOT_OR_CONFIRMED_OBJECT_NAME
10	LOCAL_NAME:P1003-E0646:NAME_1	P1003-E0646	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0646	f71v	CELESTIAL	f71v.17	Name oder Kennung fuer zweite lokale Figuren-/Sternringgruppe	LOCAL_RECORD:G475-R016	LOCAL_BUNDLE:G474-B016	sholshdy	sholsh{NAME_1}	NAME_1	1	6	8	dy	STAR_BEARING_RING_POSITION	LEARNED_SLOT_TEMPLATE	LOCAL_LEARNED_NAME_SLOT	CONTENT_CARRIER	LOCAL_CARD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1003-E0646	LEARNED_NAME_SPAN__NOT_A_FUNCTION_ROOT_OR_CONFIRMED_OBJECT_NAME
