page_ordinal	physical_page	registers	event_count	statement_count	state_event_count	nonstate_event_count	prior_gdt579_scope_changed_event_count	prior_gdt579_scope_changed_statement_count	resumption_changed_event_count	resumption_changed_statement_count	cumulative_changed_event_count_against_gdt574	cumulative_changed_statement_count_against_gdt574	page_resumption_changed	page_status	guard	grammar_boundary_changed_event_count	grammar_boundary_changed_statement_count	focus_voice_repair_count	local_card_count	local_component_count	local_name_slot_count	page_grammar_boundary_changed	gdt581_page_status	gdt581_guard
1	f1r	SOURCE_SECTION_T	214	7	36	178	0	0	1	1	47	6	YES	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	4	3	4	0	0	0	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
2	f10r	HERBAL	92	2	23	69	0	0	0	0	13	2	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	0	0	0	0	0	0	NO	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
3	f11r	HERBAL	59	2	11	48	0	0	0	0	13	2	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	0	0	0	0	0	0	NO	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
4	f13r	HERBAL	77	5	18	59	0	0	0	0	16	4	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	0	0	0	0	0	0	NO	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
5	f17r	HERBAL	78	8	19	59	0	0	0	0	29	8	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	2	2	2	2	1	2	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
6	f18r	HERBAL	84	5	21	63	0	0	0	0	14	4	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	3	2	4	0	0	0	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
7	f24v	HERBAL	86	3	14	72	0	0	0	0	31	3	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	2	2	2	0	0	0	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
8	f55v	HERBAL	106	5	17	89	0	0	0	0	17	4	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	2	2	2	0	0	0	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
9	f56r	HERBAL	105	3	26	79	0	0	0	0	5	2	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	1	1	1	0	0	0	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
10	f67r2	CELESTIAL	126	11	15	111	0	0	0	0	37	9	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	9	4	11	64	200	0	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
11	f68r1	CELESTIAL	31	3	8	23	0	0	0	0	8	3	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	0	0	0	34	126	0	NO	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
12	f69v	CELESTIAL	0	0	0	0	0	0	0	0	0	0	NO	ZERO_RUNNING_EVENT_PAGE_RETAINED	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	0	0	0	140	375	0	NO	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
13	f70v	CELESTIAL	0	0	0	0	0	0	0	0	0	0	NO	ZERO_RUNNING_EVENT_PAGE_RETAINED	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	0	0	0	218	638	0	NO	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
14	f71v	CELESTIAL	78	5	24	54	1	1	0	0	13	4	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	1	1	2	22	43	8	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
15	f72r	CELESTIAL	288	22	105	183	3	3	0	0	39	15	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	8	6	12	96	210	52	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
16	f75r	BIOLOGICAL	408	111	172	236	0	0	0	0	30	22	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	29	25	30	10	26	0	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
17	f76r	BIOLOGICAL	560	118	187	373	0	0	1	1	47	37	YES	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	47	33	55	9	9	0	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
18	f77r	BIOLOGICAL	321	82	141	180	0	0	0	0	31	19	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	29	24	34	11	20	7	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
19	f81r	BIOLOGICAL	210	48	114	96	2	2	0	0	18	12	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	13	8	13	0	0	0	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
20	f81v	BIOLOGICAL	253	54	102	151	1	1	0	0	27	19	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	14	12	17	2	5	0	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
21	f82r	BIOLOGICAL	278	62	101	177	0	0	0	0	25	16	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	16	12	21	13	43	0	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
22	f83r	BIOLOGICAL	341	91	139	202	0	0	0	0	33	21	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	20	16	21	4	18	0	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
23	f88r	PHARMA	134	5	41	93	1	1	0	0	30	5	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	1	1	1	16	55	0	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
24	f88v	PHARMA	131	13	30	101	0	0	0	0	34	8	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	5	4	7	14	25	14	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
25	f89r	PHARMA	338	20	74	264	1	1	0	0	53	16	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	11	7	13	38	89	24	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
26	f95v	HERBAL	178	30	56	122	1	1	0	0	32	20	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	8	7	9	0	0	0	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
27	f31r	HERBAL	103	19	25	78	3	3	0	0	23	10	NO	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	0	0	0	0	0	0	NO	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
28	f66r	SOURCE_SECTION_T	293	51	95	198	3	3	1	1	81	31	YES	COMPLETE_RUNNING_PAGE	SOURCE_PAGE_ORDER_MEMBERSHIP_AND_COUNTS_UNCHANGED	7	6	8	51	90	0	YES	COMPLETE_RUNNING_AND_LOCAL_BOUNDARY_PAGE	FIXED_PAGE_MEMBERSHIP__LOCAL_CARDS_LEDGERED_SEPARATELY
