record	locus	word	kind	reading	event_index	before	after
F83_P1	f83r.1:1	tchedy	OPEN	[tchedy]	0	"{""completed"": {}, ""patient"": null, ""running"": {}, ""states"": {}, ""vessel"": null}"	"{""completed"": {}, ""patient"": null, ""running"": {}, ""states"": {}, ""vessel"": null}"
F83_P1	f83r.1:2	lpchedy	OPEN	[lpchedy]	0	"{""completed"": {}, ""patient"": null, ""running"": {}, ""states"": {}, ""vessel"": null}"	"{""completed"": {}, ""patient"": null, ""running"": {}, ""states"": {}, ""vessel"": null}"
F83_P1	f83r.1:3	opedy	OPEN	[opedy]	0	"{""completed"": {}, ""patient"": null, ""running"": {}, ""states"": {}, ""vessel"": null}"	"{""completed"": {}, ""patient"": null, ""running"": {}, ""states"": {}, ""vessel"": null}"
F83_P1	f83r.1:4	chepol	OPEN	[chepol]	0	"{""completed"": {}, ""patient"": null, ""running"": {}, ""states"": {}, ""vessel"": null}"	"{""completed"": {}, ""patient"": null, ""running"": {}, ""states"": {}, ""vessel"": null}"
F83_P1	f83r.1:5	pchedar	OPEN	[pchedar]	0	"{""completed"": {}, ""patient"": null, ""running"": {}, ""states"": {}, ""vessel"": null}"	"{""completed"": {}, ""patient"": null, ""running"": {}, ""states"": {}, ""vessel"": null}"
F83_P1	f83r.1:6	shedy	MENTION	Flüssigkeit A	0	"{""completed"": {}, ""patient"": null, ""running"": {}, ""states"": {}, ""vessel"": null}"	"{""completed"": {}, ""patient"": ""A"", ""running"": {}, ""states"": {}, ""vessel"": null}"
F83_P1	f83r.1:7	qopchedy	OPEN	[qopchedy]	0	"{""completed"": {}, ""patient"": ""A"", ""running"": {}, ""states"": {}, ""vessel"": null}"	"{""completed"": {}, ""patient"": ""A"", ""running"": {}, ""states"": {}, ""vessel"": null}"
F83_P1	f83r.2:1	sol	OPEN	[sol]	0	"{""completed"": {}, ""patient"": ""A"", ""running"": {}, ""states"": {}, ""vessel"": null}"	"{""completed"": {}, ""patient"": ""A"", ""running"": {}, ""states"": {}, ""vessel"": null}"
F83_P1	f83r.2:2	cheey	OPEN	[cheey]	0	"{""completed"": {}, ""patient"": ""A"", ""running"": {}, ""states"": {}, ""vessel"": null}"	"{""completed"": {}, ""patient"": ""A"", ""running"": {}, ""states"": {}, ""vessel"": null}"
F83_P1	f83r.2:3	qokaiin	MENTION	Gefäß B	0	"{""completed"": {}, ""patient"": ""A"", ""running"": {}, ""states"": {}, ""vessel"": null}"	"{""completed"": {}, ""patient"": ""A"", ""running"": {}, ""states"": {}, ""vessel"": ""B""}"
F83_P1	f83r.2:4	shol	OPEN	[shol]	0	"{""completed"": {}, ""patient"": ""A"", ""running"": {}, ""states"": {}, ""vessel"": ""B""}"	"{""completed"": {}, ""patient"": ""A"", ""running"": {}, ""states"": {}, ""vessel"": ""B""}"
F83_P1	f83r.2:5	lchs	OPEN	[lchs]	0	"{""completed"": {}, ""patient"": ""A"", ""running"": {}, ""states"": {}, ""vessel"": ""B""}"	"{""completed"": {}, ""patient"": ""A"", ""running"": {}, ""states"": {}, ""vessel"": ""B""}"
F83_P1	f83r.2:6	shey	OPEN	[shey]	0	"{""completed"": {}, ""patient"": ""A"", ""running"": {}, ""states"": {}, ""vessel"": ""B""}"	"{""completed"": {}, ""patient"": ""A"", ""running"": {}, ""states"": {}, ""vessel"": ""B""}"
F83_P1	f83r.2:7	qoteedy	REPEAT	fülle erneut ein: A in B	1	"{""completed"": {}, ""patient"": ""A"", ""running"": {}, ""states"": {}, ""vessel"": ""B""}"	"{""completed"": {}, ""patient"": ""A"", ""running"": {""A>B"": ""f83r.2:7""}, ""states"": {}, ""vessel"": ""B""}"
F83_P1	f83r.2:8	rches	OPEN	[rches]	1	"{""completed"": {}, ""patient"": ""A"", ""running"": {""A>B"": ""f83r.2:7""}, ""states"": {}, ""vessel"": ""B""}"	"{""completed"": {}, ""patient"": ""A"", ""running"": {""A>B"": ""f83r.2:7""}, ""states"": {}, ""vessel"": ""B""}"
F83_P1	f83r.2:9	ar	OPEN	[ar]	1	"{""completed"": {}, ""patient"": ""A"", ""running"": {""A>B"": ""f83r.2:7""}, ""states"": {}, ""vessel"": ""B""}"	"{""completed"": {}, ""patient"": ""A"", ""running"": {""A>B"": ""f83r.2:7""}, ""states"": {}, ""vessel"": ""B""}"
F83_P1	f83r.2:10	chedy	HEAT	erwärme A	2	"{""completed"": {}, ""patient"": ""A"", ""running"": {""A>B"": ""f83r.2:7""}, ""states"": {}, ""vessel"": ""B""}"	"{""completed"": {}, ""patient"": ""A"", ""running"": {""A>B"": ""f83r.2:7""}, ""states"": {}, ""vessel"": ""B""}"
F83_P1	f83r.2:11	dor	OPEN	[dor]	2	"{""completed"": {}, ""patient"": ""A"", ""running"": {""A>B"": ""f83r.2:7""}, ""states"": {}, ""vessel"": ""B""}"	"{""completed"": {}, ""patient"": ""A"", ""running"": {""A>B"": ""f83r.2:7""}, ""states"": {}, ""vessel"": ""B""}"
F83_P1	f83r.3:1	olkeedy	OPEN	[olkeedy]	2	"{""completed"": {}, ""patient"": ""A"", ""running"": {""A>B"": ""f83r.2:7""}, ""states"": {}, ""vessel"": ""B""}"	"{""completed"": {}, ""patient"": ""A"", ""running"": {""A>B"": ""f83r.2:7""}, ""states"": {}, ""vessel"": ""B""}"
F83_P1	f83r.3:2	qotal	OPEN	[qotal]	2	"{""completed"": {}, ""patient"": ""A"", ""running"": {""A>B"": ""f83r.2:7""}, ""states"": {}, ""vessel"": ""B""}"	"{""completed"": {}, ""patient"": ""A"", ""running"": {""A>B"": ""f83r.2:7""}, ""states"": {}, ""vessel"": ""B""}"
