id	edition	iris_code	xiphion_code	status	active_rows	surviving_rows
0	IT2a	c	k	COMPLETE	20	18
1	IT2a	c	kc	COMPLETE	2	2
2	IT2a	c	kch	COMPLETE	2	2
3	IT2a	c	ks	COMPLETE	7	0
4	IT2a	c	ksh	COMPLETE	5	0
5	IT2a	c	o	COMPLETE	3	3
6	IT2a	c	ok	COMPLETE	2	0
7	IT2a	c	okc	COMPLETE	1	0
8	IT2a	c	okch	COMPLETE	1	0
9	IT2a	c	ot	COMPLETE	1	0
10	IT2a	c	otc	COMPLETE	1	1
11	IT2a	c	otch	COMPLETE	1	1
12	IT2a	c	otcha	COMPLETE	1	1
13	IT2a	c	p	COMPLETE	45	25
14	IT2a	c	pc	COMPLETE	20	20
15	IT2a	c	pch	COMPLETE	20	20
16	IT2a	c	pche	COMPLETE	8	8
17	IT2a	c	py	COMPLETE	3	3
18	IT2a	c	pyd	COMPLETE	1	0
19	IT2a	c	t	COMPLETE	22	0
20	IT2a	c	ta	COMPLETE	1	1
21	IT2a	c	tc	COMPLETE	5	5
22	IT2a	c	tch	COMPLETE	5	5
23	IT2a	c	tchy	COMPLETE	1	0
24	IT2a	c	to	COMPLETE	6	5
25	IT2a	c	tol	COMPLETE	3	0
26	IT2a	c	ty	COMPLETE	1	1
27	IT2a	ct	k	COMPLETE	17	17
28	IT2a	ct	kc	COMPLETE	2	2
29	IT2a	ct	kch	COMPLETE	2	2
30	IT2a	ct	ks	COMPLETE	5	0
31	IT2a	ct	ksh	COMPLETE	3	0
32	IT2a	ct	o	COMPLETE	2	2
33	IT2a	ct	ok	COMPLETE	1	0
34	IT2a	ct	okc	COMPLETE	1	0
35	IT2a	ct	okch	COMPLETE	1	0
36	IT2a	ct	ot	COMPLETE	1	1
37	IT2a	ct	otc	COMPLETE	1	1
38	IT2a	ct	otch	COMPLETE	1	1
39	IT2a	ct	otcha	COMPLETE	1	1
40	IT2a	ct	p	COMPLETE	37	37
41	IT2a	ct	pc	COMPLETE	16	16
42	IT2a	ct	pch	COMPLETE	16	16
43	IT2a	ct	pche	COMPLETE	5	5
44	IT2a	ct	py	COMPLETE	3	3
45	IT2a	ct	pyd	COMPLETE	1	1
46	IT2a	ct	t	COMPLETE	13	13
47	IT2a	ct	ta	COMPLETE	1	1
48	IT2a	ct	tc	COMPLETE	2	2
49	IT2a	ct	tch	COMPLETE	2	2
50	IT2a	ct	to	COMPLETE	3	3
51	IT2a	ct	tol	COMPLETE	1	1
52	IT2a	ct	ty	COMPLETE	1	1
53	IT2a	cth	k	COMPLETE	17	17
54	IT2a	cth	kc	COMPLETE	2	2
55	IT2a	cth	kch	COMPLETE	2	2
56	IT2a	cth	ks	COMPLETE	5	0
57	IT2a	cth	ksh	COMPLETE	3	0
58	IT2a	cth	o	COMPLETE	2	0
59	IT2a	cth	ok	COMPLETE	1	0
60	IT2a	cth	okc	COMPLETE	1	0
61	IT2a	cth	okch	COMPLETE	1	0
62	IT2a	cth	ot	COMPLETE	1	1
63	IT2a	cth	otc	COMPLETE	1	1
64	IT2a	cth	otch	COMPLETE	1	1
65	IT2a	cth	otcha	COMPLETE	1	1
66	IT2a	cth	p	COMPLETE	37	37
67	IT2a	cth	pc	COMPLETE	16	16
68	IT2a	cth	pch	COMPLETE	16	16
69	IT2a	cth	pche	COMPLETE	5	5
70	IT2a	cth	py	COMPLETE	3	3
