event_id	page	locus	record_unit_id	statement_id	field_id	master_card_id	short_value_de	imperative_de	original_surface	original_wrapper	fresh_surface	fresh_wrapper	surface_changed	renderer_profile	choice_reason	line_first	prev_dy	terminal_scope	owner_reset_or_break	reverse_decoded_master_card_id	reverse_identity_match
E101	f81v	f81v.2	B1	B1-S001	F021	MC083	kurz einwirken	Lass ihn kurz einwirken	qokedy	q	qokedy	q	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	1	0	TERMINAL	YES	MC083	YES
E102	f81v	f81v.2	B1	B1-S002	F022	MC120	bemessen	Messe den Posten ab	okaiin	NONE	qokaiin	q	YES	B1_SHARED_POOL	Q_AFTER_DY_PREFERENCE	0	1	NONCLOSE	NO	MC120	YES
E103	f81v	f81v.2	B1	B1-S002	F022	MC023	Beckenlauf	Führe durch den Beckenlauf	kair	NONE	kair	NONE	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC023	YES
E104	f81v	f81v.2	B1	B1-S002	F022	MC040	dorthin einsetzen	Setze ihn dort ein	okal	NONE	okal	NONE	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC040	YES
E105	f81v	f81v.2	B1	B1-S002	F022	MC055	davon	Nimm davon	sar	s	char	ch	YES	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC055	YES
E106	f81v	f81v.2	B1	B1-S002	F022	MC153	weiter	Arbeite weiter	ol	NONE	ol	NONE	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC153	YES
E107	f81v	f81v.2	B1	B1-S002	F022	MC105	Portion	Nimm eine Portion	kain	NONE	kain	NONE	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC105	YES
E108	f81v	f81v.2	B1	B1-S002	F022	MC097	weiterer Anteil	Nimm einen weiteren Anteil	olkain	NONE	olkain	NONE	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC097	YES
E109	f81v	f81v.2	B1	B1-S002	F022	MC154	dorthin	Führe ihn dorthin	al	NONE	al	NONE	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC154	YES
E110	f81v	f81v.2	B1	B1-S002	F022	MC153	weiter	Arbeite weiter	ol	NONE	ol	NONE	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC153	YES
E111	f81v	f81v.2	B1	B1-S002	F022	MC016	Anschluss	Schließe am nächsten Abschnitt an	rol	NONE	rol	NONE	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC016	YES
E112	f81v	f81v.2	B1	B1-S002	F022	MC012	Zusatz	Gib den Zusatz zu	dl	d	dl	d	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC012	YES
E113	f81v	f81v.7	B1	B1-S002	F023	MC157	derselbe Ansatz	Verwende denselben Ansatz weiter	olor	NONE	olor	NONE	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	1	0	NONCLOSE	NO	MC157	YES
E114	f81v	f81v.7	B1	B1-S002	F023	MC153	weiter	Arbeite weiter	ol	NONE	ol	NONE	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC153	YES
E115	f81v	f81v.7	B1	B1-S002	F023	MC058	Kurze Zielpassage	Führe ihn kurz durch die Zielpassage	sheckhal	sh	sheckhal	sh	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC058	YES
E116	f81v	f81v.7	B1	B1-S002	F023	MC039	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	daiin	d	aiin	NONE	YES	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC039	YES
E117	f81v	f81v.7	B1	B1-S002	F023	MC096	Langer Zieleinsatz	Setze ihn lange am Ziel ein	qokeedal	q	qokeedal	q	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC096	YES
E118	f81v	f81v.7	B1	B1-S002	F023	MC039	Sollmaß	Arbeite nach dem vorgeschriebenen Maß	daiin	d	aiin	NONE	YES	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC039	YES
E119	f81v	f81v.7	B1	B1-S002	F023	MC035	durchleiten	Leite den Posten hindurch	chckhy	ch	chckhy	ch	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC035	YES
E120	f81v	f81v.7	B1	B1-S002	F023	MC025	überführen	Führe den Posten über	schedy	s	schedy	s	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	TERMINAL	NO	MC025	YES
E121	f81v	f81v.7	B1	B1-S003	F024	MC153	weiter	Arbeite weiter	qol	q	qol	q	NO	B1_SHARED_POOL	Q_AFTER_DY_PREFERENCE	0	1	NONCLOSE	NO	MC153	YES
E122	f81v	f81v.17	B1	B1-S003	F025	MC061	übertragen	Übertrage ihn	sshkchdy	s	sshkchdy	s	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	1	0	TERMINAL	NO	MC061	YES
E123	f81v	f81v.17	B1	B1-S004	F026	MC074	überführen	Führe den Posten über	chedy	che	chdy	ch	YES	B1_SHARED_POOL	RECORD_COPY_HABIT	0	1	NONCLOSE	NO	MC074	YES
E124	f81v	f81v.17	B1	B1-S004	F026	MC153	weiter	Arbeite weiter	ol	NONE	ol	NONE	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC153	YES
E125	f81v	f81v.17	B1	B1-S004	F026	MC128	kurz absetzen	Lass ihn kurz absetzen	shedy	sh	cheedy	che	YES	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	TERMINAL	NO	MC128	YES
E126	f81v	f81v.17	B1	B1-S005	F027	MC028	weiterführen	Führe ihn weiter	qolchedy	q	qolchedy	q	NO	B1_SHARED_POOL	Q_AFTER_DY_PREFERENCE	0	1	TERMINAL	NO	MC028	YES
E127	f81v	f81v.17	B1	B1-S006	F028	MC017	Anteil zugeben	Gib einen Anteil zu	qokain	q	qokain	q	NO	B1_SHARED_POOL	Q_AFTER_DY_PREFERENCE	0	1	NONCLOSE	NO	MC017	YES
E128	f81v	f81v.17	B1	B1-S006	F028	MC035	durchleiten	Leite den Posten hindurch	shckhy	sh	chckhy	ch	YES	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC035	YES
E129	f81v	f81v.17	B1	B1-S006	F028	MC012	Zusatz	Gib den Zusatz zu	dl	d	dl	d	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC012	YES
E130	f81v	f81v.17	B1	B1-S006	F028	MC056	Zielmarke	Halte die Zielmarke ein	ral	NONE	ral	NONE	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC056	YES
E131	f81v	f81v.18	B1	B1-S007	F029	MC088	neuen Posten einsetzen	Setze einen neuen Posten ein	qokchdy	q	qokchdy	q	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	1	0	TERMINAL	NO	MC088	YES
E132	f81v	f81v.18	B1	B1-S008	F030	MC123	dies	Halte diesen Posten aktiv	chey	che	y	NONE	YES	B1_SHARED_POOL	RECORD_COPY_HABIT	0	1	NONCLOSE	NO	MC123	YES
E133	f81v	f81v.18	B1	B1-S008	F030	MC153	weiter	Arbeite weiter	ol	NONE	ol	NONE	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC153	YES
E134	f81v	f81v.18	B1	B1-S008	F030	MC147	kurz wärmen	Wärme ihn kurz	cheky	che	cheky	che	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC147	YES
E135	f81v	f81v.18	B1	B1-S008	F030	MC153	weiter	Arbeite weiter	ol	NONE	ol	NONE	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC153	YES
E136	f81v	f81v.18	B1	B1-S008	F030	MC128	kurz absetzen	Lass ihn kurz absetzen	shedy	sh	cheedy	che	YES	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	TERMINAL	NO	MC128	YES
E137	f81v	f81v.18	B1	B1-S009	F031	MC083	kurz einwirken	Lass ihn kurz einwirken	qokedy	q	qokedy	q	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	1	TERMINAL	NO	MC083	YES
E138	f81v	f81v.18	B1	B1-S010	F032	MC083	kurz einwirken	Lass ihn kurz einwirken	qokedy	q	qokedy	q	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	1	TERMINAL	NO	MC083	YES
E139	f81v	f81v.18	B1	B1-S011	F033	MC035	durchleiten	Leite den Posten hindurch	chckhy	ch	chckhy	ch	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	1	NONCLOSE	NO	MC035	YES
E140	f81v	f81v.18	B1	B1-S011	F033	MC026	einsetzen	Setze den Posten ein	qoky	q	oky	NONE	YES	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC026	YES
E141	f81v	f81v.21	B1	B1-S012	F034	MC130	Waschgang	Führe einen Waschgang aus	lsho	NONE	lsho	NONE	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	1	0	NONCLOSE	NO	MC130	YES
E142	f81v	f81v.21	B1	B1-S012	F034	MC007	kurz einwirken lassen	Lass ihn kurz einwirken	qokey	q	okey	NONE	YES	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC007	YES
E143	f81v	f81v.21	B1	B1-S012	F034	MC038	Waschgang	Führe einen Waschgang aus	lshedy	NONE	lshedy	NONE	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	0	TERMINAL	NO	MC038	YES
E144	f81v	f81v.21	B1	B1-S013	F035	MC038	Waschgang	Führe einen Waschgang aus	lshedy	NONE	lshedy	NONE	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	1	TERMINAL	NO	MC038	YES
E145	f81v	f81v.21	B1	B1-S014	F036	MC074	überführen	Führe den Posten über	chedy	che	chdy	ch	YES	B1_SHARED_POOL	RECORD_COPY_HABIT	0	1	NONCLOSE	NO	MC074	YES
E146	f81v	f81v.21	B1	B1-S014	F036	MC134	Weiterweg	Führe auf dem Weg weiter	qolky	q	qolky	q	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC134	YES
E147	f81v	f81v.21	B1	B1-S014	F036	MC051	Zielabführung	Führe ihn am Ziel ab	lchedal	NONE	lchedal	NONE	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC051	YES
E148	f81v	f81v.21	B1	B1-S014	F036	MC153	weiter	Arbeite weiter	qol	q	ol	NONE	YES	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	NONCLOSE	NO	MC153	YES
E149	f81v	f81v.21	B1	B1-S014	F036	MC121	Folgequelle	Wechsle zur folgenden Quelle	otar	NONE	otar	NONE	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	0	0	NONCLOSE	NO	MC121	YES
E150	f81v	f81v.24	B1	B1-S015	F037	MC109	Kurzteil	Nimm einen kleinen Teil	ytey	NONE	ytey	NONE	NO	B1_SHARED_POOL	SINGLE_SURFACE_CARD	1	0	NONCLOSE	NO	MC109	YES
E151	f81v	f81v.24	B1	B1-S015	F037	MC005	vorigen Posten überführen	Führe den vorigen Posten über	okchedy	NONE	okchedy	NONE	NO	B1_SHARED_POOL	RECORD_COPY_HABIT	0	0	TERMINAL	NO	MC005	YES
