edition	form_a	form_b	distance	operation_note	occurrence_count_a	occurrences_a_json	occurrence_count_b	occurrences_b_json
ZL3b	aiin	ain	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	5	"[{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""ZL3b|f85r2.2|G004"",""index"":4,""position"":""interior""},{""block"":""E"",""locus"":""f85r2.11"",""source_group_id"":""ZL3b|f85r2.11|G002"",""index"":2,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.14"",""source_group_id"":""ZL3b|f85r2.14|G003"",""index"":3,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G002"",""index"":2,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G007"",""index"":7,""position"":""interior""}]"	2	"[{""block"":""S"",""locus"":""f85r2.17"",""source_group_id"":""ZL3b|f85r2.17|G003"",""index"":3,""position"":""last""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G005"",""index"":5,""position"":""interior""}]"
ZL3b	aiin	daiin	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	5	"[{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""ZL3b|f85r2.2|G004"",""index"":4,""position"":""interior""},{""block"":""E"",""locus"":""f85r2.11"",""source_group_id"":""ZL3b|f85r2.11|G002"",""index"":2,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.14"",""source_group_id"":""ZL3b|f85r2.14|G003"",""index"":3,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G002"",""index"":2,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G007"",""index"":7,""position"":""interior""}]"	2	"[{""block"":""N"",""locus"":""f85r2.4"",""source_group_id"":""ZL3b|f85r2.4|G005"",""index"":5,""position"":""last""},{""block"":""E"",""locus"":""f85r2.9"",""source_group_id"":""ZL3b|f85r2.9|G001"",""index"":1,""position"":""first""}]"
ZL3b	ain	an	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	2	"[{""block"":""S"",""locus"":""f85r2.17"",""source_group_id"":""ZL3b|f85r2.17|G003"",""index"":3,""position"":""last""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G005"",""index"":5,""position"":""interior""}]"	1	"[{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""ZL3b|f85r2.16|G004"",""index"":4,""position"":""interior""}]"
ZL3b	ain	sain	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	2	"[{""block"":""S"",""locus"":""f85r2.17"",""source_group_id"":""ZL3b|f85r2.17|G003"",""index"":3,""position"":""last""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G005"",""index"":5,""position"":""interior""}]"	1	"[{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""ZL3b|f85r2.2|G001"",""index"":1,""position"":""first""}]"
ZL3b	am	an	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""S"",""locus"":""f85r2.15"",""source_group_id"":""ZL3b|f85r2.15|G005"",""index"":5,""position"":""last""}]"	1	"[{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""ZL3b|f85r2.16|G004"",""index"":4,""position"":""interior""}]"
ZL3b	am	ar	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""S"",""locus"":""f85r2.15"",""source_group_id"":""ZL3b|f85r2.15|G005"",""index"":5,""position"":""last""}]"	1	"[{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G002"",""index"":2,""position"":""interior""}]"
ZL3b	an	ar	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""ZL3b|f85r2.16|G004"",""index"":4,""position"":""interior""}]"	1	"[{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G002"",""index"":2,""position"":""interior""}]"
ZL3b	ar	ary	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G002"",""index"":2,""position"":""interior""}]"	1	"[{""block"":""N"",""locus"":""f85r2.3"",""source_group_id"":""ZL3b|f85r2.3|G005"",""index"":5,""position"":""last""}]"
ZL3b	ar	dar	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G002"",""index"":2,""position"":""interior""}]"	1	"[{""block"":""S"",""locus"":""f85r2.15"",""source_group_id"":""ZL3b|f85r2.15|G002"",""index"":2,""position"":""interior""}]"
ZL3b	ar	or	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G002"",""index"":2,""position"":""interior""}]"	7	"[{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""ZL3b|f85r2.2|G002"",""index"":2,""position"":""interior""},{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""ZL3b|f85r2.2|G003"",""index"":3,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.13"",""source_group_id"":""ZL3b|f85r2.13|G001"",""index"":1,""position"":""first""},{""block"":""S"",""locus"":""f85r2.15"",""source_group_id"":""ZL3b|f85r2.15|G004"",""index"":4,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G001"",""index"":1,""position"":""first""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G004"",""index"":4,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G006"",""index"":6,""position"":""interior""}]"
ZL3b	ary	sary	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""N"",""locus"":""f85r2.3"",""source_group_id"":""ZL3b|f85r2.3|G005"",""index"":5,""position"":""last""}]"	1	"[{""block"":""W"",""locus"":""f85r2.18"",""source_group_id"":""ZL3b|f85r2.18|G005"",""index"":5,""position"":""last""}]"
ZL3b	chckhey	chckhy	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""E"",""locus"":""f85r2.9"",""source_group_id"":""ZL3b|f85r2.9|G006"",""index"":6,""position"":""last""}]"	1	"[{""block"":""W"",""locus"":""f85r2.19"",""source_group_id"":""ZL3b|f85r2.19|G003"",""index"":3,""position"":""interior""}]"
ZL3b	chdy	chedy	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""W"",""locus"":""f85r2.18"",""source_group_id"":""ZL3b|f85r2.18|G004"",""index"":4,""position"":""interior""}]"	2	"[{""block"":""S"",""locus"":""f85r2.15"",""source_group_id"":""ZL3b|f85r2.15|G003"",""index"":3,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.19"",""source_group_id"":""ZL3b|f85r2.19|G005"",""index"":5,""position"":""last""}]"
ZL3b	chdy	chey	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""W"",""locus"":""f85r2.18"",""source_group_id"":""ZL3b|f85r2.18|G004"",""index"":4,""position"":""interior""}]"	2	"[{""block"":""S"",""locus"":""f85r2.12"",""source_group_id"":""ZL3b|f85r2.12|G003"",""index"":3,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""ZL3b|f85r2.16|G005"",""index"":5,""position"":""last""}]"
ZL3b	chdy	chy	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""W"",""locus"":""f85r2.18"",""source_group_id"":""ZL3b|f85r2.18|G004"",""index"":4,""position"":""interior""}]"	1	"[{""block"":""S"",""locus"":""f85r2.13"",""source_group_id"":""ZL3b|f85r2.13|G005"",""index"":5,""position"":""last""}]"
ZL3b	chedy	chey	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	2	"[{""block"":""S"",""locus"":""f85r2.15"",""source_group_id"":""ZL3b|f85r2.15|G003"",""index"":3,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.19"",""source_group_id"":""ZL3b|f85r2.19|G005"",""index"":5,""position"":""last""}]"	2	"[{""block"":""S"",""locus"":""f85r2.12"",""source_group_id"":""ZL3b|f85r2.12|G003"",""index"":3,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""ZL3b|f85r2.16|G005"",""index"":5,""position"":""last""}]"
ZL3b	chedy	shedy	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	2	"[{""block"":""S"",""locus"":""f85r2.15"",""source_group_id"":""ZL3b|f85r2.15|G003"",""index"":3,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.19"",""source_group_id"":""ZL3b|f85r2.19|G005"",""index"":5,""position"":""last""}]"	4	"[{""block"":""S"",""locus"":""f85r2.13"",""source_group_id"":""ZL3b|f85r2.13|G002"",""index"":2,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G008"",""index"":8,""position"":""last""},{""block"":""W"",""locus"":""f85r2.21"",""source_group_id"":""ZL3b|f85r2.21|G004"",""index"":4,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G003"",""index"":3,""position"":""interior""}]"
ZL3b	chedy	tchedy	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	2	"[{""block"":""S"",""locus"":""f85r2.15"",""source_group_id"":""ZL3b|f85r2.15|G003"",""index"":3,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.19"",""source_group_id"":""ZL3b|f85r2.19|G005"",""index"":5,""position"":""last""}]"	1	"[{""block"":""E"",""locus"":""f85r2.9"",""source_group_id"":""ZL3b|f85r2.9|G003"",""index"":3,""position"":""interior""}]"
ZL3b	chey	chy	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	2	"[{""block"":""S"",""locus"":""f85r2.12"",""source_group_id"":""ZL3b|f85r2.12|G003"",""index"":3,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""ZL3b|f85r2.16|G005"",""index"":5,""position"":""last""}]"	1	"[{""block"":""S"",""locus"":""f85r2.13"",""source_group_id"":""ZL3b|f85r2.13|G005"",""index"":5,""position"":""last""}]"
ZL3b	dair	dar	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""N"",""locus"":""f85r2.4"",""source_group_id"":""ZL3b|f85r2.4|G001"",""index"":1,""position"":""first""}]"	1	"[{""block"":""S"",""locus"":""f85r2.15"",""source_group_id"":""ZL3b|f85r2.15|G002"",""index"":2,""position"":""interior""}]"
ZL3b	odain	qodain	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""ZL3b|f85r2.16|G003"",""index"":3,""position"":""interior""}]"	1	"[{""block"":""W"",""locus"":""f85r2.19"",""source_group_id"":""ZL3b|f85r2.19|G002"",""index"":2,""position"":""interior""}]"
ZL3b	og	ol	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G008"",""index"":8,""position"":""last""}]"	3	"[{""block"":""E"",""locus"":""f85r2.8"",""source_group_id"":""ZL3b|f85r2.8|G005"",""index"":5,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.23"",""source_group_id"":""ZL3b|f85r2.23|G001"",""index"":1,""position"":""first""},{""block"":""W"",""locus"":""f85r2.23"",""source_group_id"":""ZL3b|f85r2.23|G004"",""index"":4,""position"":""interior""}]"
ZL3b	og	or	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G008"",""index"":8,""position"":""last""}]"	7	"[{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""ZL3b|f85r2.2|G002"",""index"":2,""position"":""interior""},{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""ZL3b|f85r2.2|G003"",""index"":3,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.13"",""source_group_id"":""ZL3b|f85r2.13|G001"",""index"":1,""position"":""first""},{""block"":""S"",""locus"":""f85r2.15"",""source_group_id"":""ZL3b|f85r2.15|G004"",""index"":4,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G001"",""index"":1,""position"":""first""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G004"",""index"":4,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G006"",""index"":6,""position"":""interior""}]"
ZL3b	ol	or	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	3	"[{""block"":""E"",""locus"":""f85r2.8"",""source_group_id"":""ZL3b|f85r2.8|G005"",""index"":5,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.23"",""source_group_id"":""ZL3b|f85r2.23|G001"",""index"":1,""position"":""first""},{""block"":""W"",""locus"":""f85r2.23"",""source_group_id"":""ZL3b|f85r2.23|G004"",""index"":4,""position"":""interior""}]"	7	"[{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""ZL3b|f85r2.2|G002"",""index"":2,""position"":""interior""},{""block"":""N"",""locus"":""f85r2.2"",""source_group_id"":""ZL3b|f85r2.2|G003"",""index"":3,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.13"",""source_group_id"":""ZL3b|f85r2.13|G001"",""index"":1,""position"":""first""},{""block"":""S"",""locus"":""f85r2.15"",""source_group_id"":""ZL3b|f85r2.15|G004"",""index"":4,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G001"",""index"":1,""position"":""first""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G004"",""index"":4,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G006"",""index"":6,""position"":""interior""}]"
ZL3b	olaiin	oraiin	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""W"",""locus"":""f85r2.18"",""source_group_id"":""ZL3b|f85r2.18|G002"",""index"":2,""position"":""interior""}]"	1	"[{""block"":""N"",""locus"":""f85r2.4"",""source_group_id"":""ZL3b|f85r2.4|G003"",""index"":3,""position"":""interior""}]"
ZL3b	oldar	olfar	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""S"",""locus"":""f85r2.17"",""source_group_id"":""ZL3b|f85r2.17|G002"",""index"":2,""position"":""interior""}]"	1	"[{""block"":""N"",""locus"":""f85r2.3"",""source_group_id"":""ZL3b|f85r2.3|G004"",""index"":4,""position"":""interior""}]"
ZL3b	oldar	olkar	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""S"",""locus"":""f85r2.17"",""source_group_id"":""ZL3b|f85r2.17|G002"",""index"":2,""position"":""interior""}]"	1	"[{""block"":""N"",""locus"":""f85r2.5"",""source_group_id"":""ZL3b|f85r2.5|G002"",""index"":2,""position"":""interior""}]"
ZL3b	olfar	olkar	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""N"",""locus"":""f85r2.3"",""source_group_id"":""ZL3b|f85r2.3|G004"",""index"":4,""position"":""interior""}]"	1	"[{""block"":""N"",""locus"":""f85r2.5"",""source_group_id"":""ZL3b|f85r2.5|G002"",""index"":2,""position"":""interior""}]"
ZL3b	otchedy	tchedy	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""E"",""locus"":""f85r2.8"",""source_group_id"":""ZL3b|f85r2.8|G001"",""index"":1,""position"":""first""}]"	1	"[{""block"":""E"",""locus"":""f85r2.9"",""source_group_id"":""ZL3b|f85r2.9|G003"",""index"":3,""position"":""interior""}]"
ZL3b	otchedy	ytchedy	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""E"",""locus"":""f85r2.8"",""source_group_id"":""ZL3b|f85r2.8|G001"",""index"":1,""position"":""first""}]"	1	"[{""block"":""E"",""locus"":""f85r2.10"",""source_group_id"":""ZL3b|f85r2.10|G001"",""index"":1,""position"":""first""}]"
ZL3b	otedy	oteey	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""E"",""locus"":""f85r2.9"",""source_group_id"":""ZL3b|f85r2.9|G004"",""index"":4,""position"":""interior""}]"	2	"[{""block"":""E"",""locus"":""f85r2.8"",""source_group_id"":""ZL3b|f85r2.8|G004"",""index"":4,""position"":""interior""},{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""ZL3b|f85r2.16|G001"",""index"":1,""position"":""first""}]"
ZL3b	otedy	tedy	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""E"",""locus"":""f85r2.9"",""source_group_id"":""ZL3b|f85r2.9|G004"",""index"":4,""position"":""interior""}]"	1	"[{""block"":""S"",""locus"":""f85r2.13"",""source_group_id"":""ZL3b|f85r2.13|G003"",""index"":3,""position"":""interior""}]"
ZL3b	qodaiin	qodain	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	2	"[{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""ZL3b|f85r2.16|G002"",""index"":2,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.21"",""source_group_id"":""ZL3b|f85r2.21|G005"",""index"":5,""position"":""last""}]"	1	"[{""block"":""W"",""locus"":""f85r2.19"",""source_group_id"":""ZL3b|f85r2.19|G002"",""index"":2,""position"":""interior""}]"
ZL3b	qodaiin	qotaiin	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	2	"[{""block"":""S"",""locus"":""f85r2.16"",""source_group_id"":""ZL3b|f85r2.16|G002"",""index"":2,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.21"",""source_group_id"":""ZL3b|f85r2.21|G005"",""index"":5,""position"":""last""}]"	1	"[{""block"":""E"",""locus"":""f85r2.9"",""source_group_id"":""ZL3b|f85r2.9|G002"",""index"":2,""position"":""interior""}]"
ZL3b	qodar	qokar	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""E"",""locus"":""f85r2.10"",""source_group_id"":""ZL3b|f85r2.10|G002"",""index"":2,""position"":""interior""}]"	1	"[{""block"":""E"",""locus"":""f85r2.10"",""source_group_id"":""ZL3b|f85r2.10|G004"",""index"":4,""position"":""interior""}]"
ZL3b	qoekedy	qokedy	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""W"",""locus"":""f85r2.21"",""source_group_id"":""ZL3b|f85r2.21|G002"",""index"":2,""position"":""interior""}]"	1	"[{""block"":""E"",""locus"":""f85r2.7"",""source_group_id"":""ZL3b|f85r2.7|G003"",""index"":3,""position"":""interior""}]"
ZL3b	qokal	qokar	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	2	"[{""block"":""W"",""locus"":""f85r2.18"",""source_group_id"":""ZL3b|f85r2.18|G003"",""index"":3,""position"":""interior""},{""block"":""W"",""locus"":""f85r2.20"",""source_group_id"":""ZL3b|f85r2.20|G007"",""index"":7,""position"":""interior""}]"	1	"[{""block"":""E"",""locus"":""f85r2.10"",""source_group_id"":""ZL3b|f85r2.10|G004"",""index"":4,""position"":""interior""}]"
ZL3b	qokedy	qokeody	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""E"",""locus"":""f85r2.7"",""source_group_id"":""ZL3b|f85r2.7|G003"",""index"":3,""position"":""interior""}]"	1	"[{""block"":""W"",""locus"":""f85r2.21"",""source_group_id"":""ZL3b|f85r2.21|G001"",""index"":1,""position"":""first""}]"
ZL3b	qokshedy	qokshey	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""W"",""locus"":""f85r2.19"",""source_group_id"":""ZL3b|f85r2.19|G001"",""index"":1,""position"":""first""}]"	1	"[{""block"":""W"",""locus"":""f85r2.22"",""source_group_id"":""ZL3b|f85r2.22|G004"",""index"":4,""position"":""interior""}]"
ZL3b	qotchd	qotchdy	1	Levenshtein insertion/deletion/substitution; transposition is not one edit	1	"[{""block"":""E"",""locus"":""f85r2.10"",""source_group_id"":""ZL3b|f85r2.10|G005"",""index"":5,""position"":""interior""}]"	1	"[{""block"":""E"",""locus"":""f85r2.9"",""source_group_id"":""ZL3b|f85r2.9|G005"",""index"":5,""position"":""interior""}]"
