edition	block	locus	source_group_id	source_group_index	source_group_count	within_line_position	paragraph_start	paragraph_end	left_separator	right_separator	ivtff_group_raw
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G001	1	35	first	0	0	LINE_START	DEFINITE_SPACE	odeedy
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G002	2	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otedy
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G003	3	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	opaees
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G004	4	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	ar
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G005	5	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chcthy
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G006	6	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otchdy
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G007	7	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otody
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G008	8	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otar
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G009	9	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chepaiin
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G010	10	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otodar
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G011	11	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otodaiin
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G012	12	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	opaiin
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G013	13	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otaiin
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G014	14	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qopchas
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G015	15	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otchedy
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G016	16	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	olkaiin
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G017	17	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	odar
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G018	18	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	aloees
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G019	19	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otchedy
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G020	20	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qotedaiin
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G021	21	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	odar
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G022	22	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	octhody
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G023	23	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	shedaiin
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G024	24	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	olaiin
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G025	25	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	olfor
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G026	26	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	daiin
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G027	27	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	ol
ZL3b	OUTSIDE	f85r2.1	ZL3b|f85r2.1|G028	28	35	interior	0	0	DEFINITE_SPACE	DEFINITE_SPACE	lkech[ch:?]
