edition	block	locus	group_count	first_group_raw	first_source_group_id	first_left_separator	first_right_separator	last_group_raw	last_source_group_id	last_left_separator	last_right_separator
ZL3b	OUTSIDE	f85r2.1	35	odeedy	ZL3b|f85r2.1|G001	LINE_START	DEFINITE_SPACE	chcphdar	ZL3b|f85r2.1|G035	DEFINITE_SPACE	LINE_END
ZL3b	N	f85r2.2	5	sain	ZL3b|f85r2.2|G001	LINE_START	DEFINITE_SPACE	opchdy	ZL3b|f85r2.2|G005	DEFINITE_SPACE	LINE_END
ZL3b	N	f85r2.3	5	qotor	ZL3b|f85r2.3|G001	LINE_START	DEFINITE_SPACE	ary	ZL3b|f85r2.3|G005	UNCERTAIN_SMALL_SPACE	LINE_END
ZL3b	N	f85r2.4	5	dair	ZL3b|f85r2.4|G001	LINE_START	DEFINITE_SPACE	daiin	ZL3b|f85r2.4|G005	UNCERTAIN_SMALL_SPACE	LINE_END
ZL3b	N	f85r2.5	3	ockhdar	ZL3b|f85r2.5|G001	LINE_START	DEFINITE_SPACE	shoral	ZL3b|f85r2.5|G003	DEFINITE_SPACE	LINE_END
ZL3b	N	f85r2.6	1	roseer	ZL3b|f85r2.6|G001	LINE_START	LINE_END	roseer	ZL3b|f85r2.6|G001	LINE_START	LINE_END
ZL3b	E	f85r2.7	5	pchedeey	ZL3b|f85r2.7|G001	LINE_START	DEFINITE_SPACE	fcheey	ZL3b|f85r2.7|G005	DEFINITE_SPACE	LINE_END
ZL3b	E	f85r2.8	6	otchedy	ZL3b|f85r2.8|G001	LINE_START	DEFINITE_SPACE	oloqorain	ZL3b|f85r2.8|G006	DEFINITE_SPACE	LINE_END
ZL3b	E	f85r2.9	6	daiin	ZL3b|f85r2.9|G001	LINE_START	DEFINITE_SPACE	chckhey	ZL3b|f85r2.9|G006	DEFINITE_SPACE	LINE_END
ZL3b	E	f85r2.10	6	ytchedy	ZL3b|f85r2.10|G001	LINE_START	UNCERTAIN_SMALL_SPACE	qotom	ZL3b|f85r2.10|G006	DEFINITE_SPACE	LINE_END
ZL3b	E	f85r2.11	4	soiis	ZL3b|f85r2.11|G001	LINE_START	UNCERTAIN_SMALL_SPACE	chok{co}m	ZL3b|f85r2.11|G004	DEFINITE_SPACE	LINE_END
