source_group_id	edition	locus	page	source_group_index	source_group_count	paragraph_start	paragraph_end	left_separator	right_separator	ivtff_group_raw
ZL3b|f85r2.1|G001	ZL3b	f85r2.1	f85r2	1	35	0	0	LINE_START	DEFINITE_SPACE	odeedy
ZL3b|f85r2.1|G002	ZL3b	f85r2.1	f85r2	2	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otedy
ZL3b|f85r2.1|G003	ZL3b	f85r2.1	f85r2	3	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	opaees
ZL3b|f85r2.1|G004	ZL3b	f85r2.1	f85r2	4	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	ar
ZL3b|f85r2.1|G005	ZL3b	f85r2.1	f85r2	5	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chcthy
ZL3b|f85r2.1|G006	ZL3b	f85r2.1	f85r2	6	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otchdy
ZL3b|f85r2.1|G007	ZL3b	f85r2.1	f85r2	7	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otody
ZL3b|f85r2.1|G008	ZL3b	f85r2.1	f85r2	8	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otar
ZL3b|f85r2.1|G009	ZL3b	f85r2.1	f85r2	9	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	chepaiin
ZL3b|f85r2.1|G010	ZL3b	f85r2.1	f85r2	10	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otodar
ZL3b|f85r2.1|G011	ZL3b	f85r2.1	f85r2	11	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otodaiin
ZL3b|f85r2.1|G012	ZL3b	f85r2.1	f85r2	12	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	opaiin
ZL3b|f85r2.1|G013	ZL3b	f85r2.1	f85r2	13	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otaiin
ZL3b|f85r2.1|G014	ZL3b	f85r2.1	f85r2	14	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qopchas
ZL3b|f85r2.1|G015	ZL3b	f85r2.1	f85r2	15	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otchedy
ZL3b|f85r2.1|G016	ZL3b	f85r2.1	f85r2	16	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	olkaiin
ZL3b|f85r2.1|G017	ZL3b	f85r2.1	f85r2	17	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	odar
ZL3b|f85r2.1|G018	ZL3b	f85r2.1	f85r2	18	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	aloees
ZL3b|f85r2.1|G019	ZL3b	f85r2.1	f85r2	19	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	otchedy
ZL3b|f85r2.1|G020	ZL3b	f85r2.1	f85r2	20	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	qotedaiin
ZL3b|f85r2.1|G021	ZL3b	f85r2.1	f85r2	21	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	odar
ZL3b|f85r2.1|G022	ZL3b	f85r2.1	f85r2	22	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	octhody
ZL3b|f85r2.1|G023	ZL3b	f85r2.1	f85r2	23	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	shedaiin
ZL3b|f85r2.1|G024	ZL3b	f85r2.1	f85r2	24	35	0	0	DEFINITE_SPACE	DEFINITE_SPACE	olaiin
