event_id	page	apprentice_role	record	statement_id	owner_step	card_step	surface_step	exact_card_id	component_recipe	spoken_prompt	model_surface	apprentice_surface	changed	readback
E074	f56r	HAND_2_APPRENTICE	H5	H5-S001	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC051	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	chochor	chochor	NO	EXACT_CARD_RECIPE_AND_PROMPT
E075	f56r	HAND_2_APPRENTICE	H5	H5-S001	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC052	HO	ZUTAT	cho	cho	NO	EXACT_CARD_RECIPE_AND_PROMPT
E076	f56r	HAND_2_APPRENTICE	H5	H5-S001	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC053	HO+AL+Y	ZUTAT · ZIELSTELLE · DIES	chodaly	chodaly	NO	EXACT_CARD_RECIPE_AND_PROMPT
E077	f56r	HAND_2_APPRENTICE	H5	H5-S001	KEEP_VISIBLE_PAGE_OWNER	COMMON_12_HAND_RENDERER	CONTEXT_EXACT	PROC009	AIIN	SOLLMASS	daiin	daiin	NO	EXACT_CARD_RECIPE_AND_PROMPT
E078	f56r	HAND_2_APPRENTICE	H5	H5-S001	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC052	HO	ZUTAT	sho	sho	NO	EXACT_CARD_RECIPE_AND_PROMPT
E079	f56r	HAND_2_APPRENTICE	H5	H5-S001	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC054	K+OL	ZUGEBEN · WEITER	kchol	kchol	NO	EXACT_CARD_RECIPE_AND_PROMPT
E080	f56r	HAND_2_APPRENTICE	H5	H5-S001	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC020	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	otchor	otchor	NO	EXACT_CARD_RECIPE_AND_PROMPT
E081	f56r	HAND_2_APPRENTICE	H5	H5-S001	KEEP_VISIBLE_PAGE_OWNER	COMMON_12_HAND_RENDERER	CONTEXT_EXACT	PROC008	OK+Y	ANSETZEN · DIES	choky	qoky	YES	EXACT_CARD_RECIPE_AND_PROMPT
E082	f56r	HAND_2_APPRENTICE	H5	H5-S001	KEEP_VISIBLE_PAGE_OWNER	COMMON_12_HAND_RENDERER	CONTEXT_EXACT	PROC055	AL	ZIELSTELLE	dal	dal	NO	EXACT_CARD_RECIPE_AND_PROMPT
E083	f56r	HAND_2_APPRENTICE	H5	H5-S002	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC034	RESUME_CARD	WIEDERAUFNEHMEN	schol	schol	NO	EXACT_CARD_RECIPE_AND_PROMPT
E084	f56r	HAND_2_APPRENTICE	H5	H5-S002	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC056	HO+Y	ZUTAT · DIES	choy	choy	NO	EXACT_CARD_RECIPE_AND_PROMPT
E085	f56r	HAND_2_APPRENTICE	H5	H5-S002	KEEP_VISIBLE_PAGE_OWNER	COMMON_12_HAND_RENDERER	CONTEXT_EXACT	PROC008	OK+Y	ANSETZEN · DIES	choky	qoky	YES	EXACT_CARD_RECIPE_AND_PROMPT
E086	f56r	HAND_2_APPRENTICE	H5	H5-S002	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC057	CH+EE+CKH+O+DY	ENTNEHMEN · LANG · DURCHLASS · ARBEITSGANG · SCHLUSS	cheeckhody	cheeckhody	NO	EXACT_CARD_RECIPE_AND_PROMPT
E087	f56r	HAND_2_APPRENTICE	H5	H5-S003	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC058	SH	HALTEN	sh	sh	NO	EXACT_CARD_RECIPE_AND_PROMPT
E088	f56r	HAND_2_APPRENTICE	H5	H5-S003	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC052	HO	ZUTAT	cho	cho	NO	EXACT_CARD_RECIPE_AND_PROMPT
E089	f56r	HAND_2_APPRENTICE	H5	H5-S003	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC059	K+E+Y	ZUGEBEN · KURZ · DIES	kchey	kchey	NO	EXACT_CARD_RECIPE_AND_PROMPT
E090	f56r	HAND_2_APPRENTICE	H5	H5-S003	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC060	OK+OK+Y	ANSETZEN · ANSETZEN · DIES	qokokchy	qokokchy	NO	EXACT_CARD_RECIPE_AND_PROMPT
E091	f56r	HAND_2_APPRENTICE	H5	H5-S004	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC011	OK+Y	ANSETZEN · DIES	okchy	okchy	NO	EXACT_CARD_RECIPE_AND_PROMPT
E092	f56r	HAND_2_APPRENTICE	H5	H5-S004	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC061	OK+CH+E+O	ANSETZEN · ENTNEHMEN · KURZ · ARBEITSGANG	chokcheo	chokcheo	NO	EXACT_CARD_RECIPE_AND_PROMPT
E093	f56r	HAND_2_APPRENTICE	H5	H5-S004	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC062	K+AL	ZUGEBEN · ZIELSTELLE	kchal	kchal	NO	EXACT_CARD_RECIPE_AND_PROMPT
E094	f56r	HAND_2_APPRENTICE	H5	H5-S005	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC052	HO	ZUTAT	sho	sho	NO	EXACT_CARD_RECIPE_AND_PROMPT
E095	f56r	HAND_2_APPRENTICE	H5	H5-S005	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC011	OK+Y	ANSETZEN · DIES	chokchy	chokchy	NO	EXACT_CARD_RECIPE_AND_PROMPT
E096	f56r	HAND_2_APPRENTICE	H5	H5-S005	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC063	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	kchoar	kchoar	NO	EXACT_CARD_RECIPE_AND_PROMPT
E097	f56r	HAND_2_APPRENTICE	H5	H5-S005	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC064	OT+O+AIN	DANACH · ARBEITSGANG · PORTION	sotodan	sotodan	NO	EXACT_CARD_RECIPE_AND_PROMPT
E098	f56r	HAND_2_APPRENTICE	H5	H5-S006	KEEP_VISIBLE_PAGE_OWNER	COMMON_12_HAND_RENDERER	CONTEXT_EXACT	PROC065	OT+Y	DANACH · DIES	otchey	otchey	NO	EXACT_CARD_RECIPE_AND_PROMPT
E099	f56r	HAND_2_APPRENTICE	H5	H5-S006	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC066	K+E+OL	ZUGEBEN · KURZ · WEITER	keol	keol	NO	EXACT_CARD_RECIPE_AND_PROMPT
E100	f56r	HAND_2_APPRENTICE	H5	H5-S006	KEEP_VISIBLE_PAGE_OWNER	COMMON_12_HAND_RENDERER	CONTEXT_EXACT	PROC009	AIIN	SOLLMASS	daiin	daiin	NO	EXACT_CARD_RECIPE_AND_PROMPT
E167	f82r	HAND_1_APPRENTICE	B2	B2-S001	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC076	CHD+DY	UMSETZEN · SCHLUSS	dchedy	dchedy	NO	EXACT_CARD_RECIPE_AND_PROMPT
E168	f82r	HAND_1_APPRENTICE	B2	B2-S002	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC079	OL+CHD+DY	WEITER · UMSETZEN · SCHLUSS	qolchedy	qolchedy	NO	EXACT_CARD_RECIPE_AND_PROMPT
E169	f82r	HAND_1_APPRENTICE	B2	B2-S003	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC080	OK+AIN	ANSETZEN · PORTION	qokain	qokain	NO	EXACT_CARD_RECIPE_AND_PROMPT
E170	f82r	HAND_1_APPRENTICE	B2	B2-S003	KEEP_VISIBLE_PAGE_OWNER	COMMON_12_HAND_RENDERER	CONTEXT_EXACT	PROC019	Y	DIES	dy	dy	NO	EXACT_CARD_RECIPE_AND_PROMPT
E171	f82r	HAND_1_APPRENTICE	B2	B2-S003	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC100	OK+EE+DY	ANSETZEN · LANG · SCHLUSS	qokeedy	qokeedy	NO	EXACT_CARD_RECIPE_AND_PROMPT
E172	f82r	HAND_1_APPRENTICE	B2	B2-S004	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	qokal	qokal	NO	EXACT_CARD_RECIPE_AND_PROMPT
E173	f82r	HAND_1_APPRENTICE	B2	B2-S004	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC101	L+CKH+Y	LEITEN · DURCHLASS · DIES	lcheckhy	lcheckhy	NO	EXACT_CARD_RECIPE_AND_PROMPT
E174	f82r	HAND_1_APPRENTICE	B2	B2-S004	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC102	L+CHD	LEITEN · UMSETZEN	lched	lched	NO	EXACT_CARD_RECIPE_AND_PROMPT
E175	f82r	HAND_1_APPRENTICE	B2	B2-S004	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC092	OK+EE+Y	ANSETZEN · LANG · DIES	qokeey	qokeey	NO	EXACT_CARD_RECIPE_AND_PROMPT
E176	f82r	HAND_1_APPRENTICE	B2	B2-S004	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC103	L+CKH+E+DY	LEITEN · DURCHLASS · KURZ · SCHLUSS	lcheckhedy	lcheckhedy	NO	EXACT_CARD_RECIPE_AND_PROMPT
E177	f82r	HAND_1_APPRENTICE	B2	B2-S005	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC104	OK+AL+Y	ANSETZEN · ZIELSTELLE · DIES	qokaly	qokaly	NO	EXACT_CARD_RECIPE_AND_PROMPT
E178	f82r	HAND_1_APPRENTICE	B2	B2-S005	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC105	SOLK+AIIN	SAMMELSTELLE · SOLLMASS	solkaiin	solkaiin	NO	EXACT_CARD_RECIPE_AND_PROMPT
E179	f82r	HAND_1_APPRENTICE	B2	B2-S005	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC075	CKH+Y	DURCHLASS · DIES	chckhy	chckhy	NO	EXACT_CARD_RECIPE_AND_PROMPT
E180	f82r	HAND_1_APPRENTICE	B2	B2-S005	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	qokaiin	qokaiin	NO	EXACT_CARD_RECIPE_AND_PROMPT
E181	f82r	HAND_1_APPRENTICE	B2	B2-S005	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	qokaiin	qokaiin	NO	EXACT_CARD_RECIPE_AND_PROMPT
E182	f82r	HAND_1_APPRENTICE	B2	B2-S005	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC106	O+CTH+E+OL	ARBEITSGANG · BEREITEN · KURZ · WEITER	octheol	octheol	NO	EXACT_CARD_RECIPE_AND_PROMPT
E183	f82r	HAND_1_APPRENTICE	B2	B2-S005	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC107	CHK+EE+Y	WAERMEN · LANG · DIES	chkeey	chkeey	NO	EXACT_CARD_RECIPE_AND_PROMPT
E184	f82r	HAND_1_APPRENTICE	B2	B2-S005	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC108	L+DY	LEITEN · SCHLUSS	ldy	ldy	NO	EXACT_CARD_RECIPE_AND_PROMPT
E185	f82r	HAND_1_APPRENTICE	B2	B2-S006	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC109	OT+EE+Y	DANACH · LANG · DIES	oteey	oteey	NO	EXACT_CARD_RECIPE_AND_PROMPT
E186	f82r	HAND_1_APPRENTICE	B2	B2-S006	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	qokal	qokal	NO	EXACT_CARD_RECIPE_AND_PROMPT
E187	f82r	HAND_1_APPRENTICE	B2	B2-S006	KEEP_VISIBLE_PAGE_OWNER	LOCAL_CARD_MODEL	COPY_PAGE_LOCAL_MODEL	PROC110	SH+E+CKH+Y	HALTEN · KURZ · DURCHLASS · DIES	sheckhy	sheckhy	NO	EXACT_CARD_RECIPE_AND_PROMPT
