decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G671-D001	otoiir	COLD_FRACTION	LEARNED_WHOLE	kalter Ansatz, Fraktion III	LEARNED_OTOIIR_WHOLE	erneut angesetzter Kaltansatz in Zubereitungsform III	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V48_REPLACEABLE
G671-D002	dolchedy	MEASURE_DRY	PRODUCTIVE_COMPOUND	Drogenstoff abmessen, bis zur Mittelstufe trocknen und fertigstellen	D_MEASURE+OL_MATERIAL+CH_DRY+E_MIDDLE+DY_FINISHED	abgemessener, fertig getrockneter Drogenstoff	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V48_REPLACEABLE
G671-D003	olcheol	WOOD_DRY	PRODUCTIVE_COMPOUND	Holzdrogenstoff im Ansatz bis zur Mittelstufe trocknen	O_PREP+L_WOOD+CH_DRY+E_MIDDLE+OL_MATERIAL	bis zur Mittelstufe getrockneter Holzdrogenstoff im Ansatz	5	5	5	4	5	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V48_REPLACEABLE
G671-D004	cth	HERB	PRODUCTIVE_COMPOUND	Kraut- oder Blattdroge	CTH_HERB	Krautansatz	4	4	4	2	2	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V48_REPLACEABLE
G671-D005	oteedaiin	COLD_MEASURE	PRODUCTIVE_COMPOUND	drei Dosen vollständig gekühlten Ansatzes abmessen	O_PREP+T_COLD+EE_END+D_MEASURE+AIIN_III	vollständig gekühlter Ansatz, drei Dosen	2	2	2	0	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V48_REPLACEABLE
G671-D006	qoeedy	COMMAND	PRODUCTIVE_COMPOUND	nimm den vollständig fertiggestellten Ansatz	QO_COMMAND+O_PREP+EE_END+DY_FINISHED	stelle den Ansatz vollständig fertig	16	16	13	9	9	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V48_REPLACEABLE
G671-D007	shekain	MOIST_HEAT	PRODUCTIVE_COMPOUND	bis zur Mittelstufe eingeweichte und auf Stufe II erhitzte Droge	SH_MOIST+E_MIDDLE+K_HOT+AIN_II	zwei Teile bis zur Mittelstufe einweichen und erhitzen	3	3	3	3	3	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V48_REPLACEABLE
G671-D008	keocthy	HERB_HEAT	PRODUCTIVE_COMPOUND	Krautansatz bis zur Mittelstufe erhitzen und abschließen	K_HOT+E_MIDDLE+O_PREP+CTH_HERB+Y_START_OR_CLOSE	heißer Krautansatz auf Mittelstufe, abgeschlossen	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V48_REPLACEABLE
G671-D009	ychekch	DRY_HEAT	PRODUCTIVE_COMPOUND	trockne hiervon bis zur Mittelstufe, erhitze und trockne erneut	Y_REFERENCE+CH_DRY+E_MIDDLE+K_HOT+CH_DRY	mitteltrockene Droge hierzu erneut erhitzen und trocknen	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V48_REPLACEABLE
G671-D010	ychey	DRY	PRODUCTIVE_COMPOUND	trockne hiervon bis zur Mittelstufe und schließe ab	Y_REFERENCE+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	mitteltrockene Droge hiervon, abgeschlossen	13	13	13	11	12	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V48_REPLACEABLE
G671-D011	daiiy	MEASURE	LEARNED_WHOLE	abgemessene Drogenportion, abgeschlossen	LEARNED_DAIIY_WHOLE	drei Maße vollständig abteilen	2	2	2	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V48_REPLACEABLE
G671-D012	teol	COLD_MATERIAL	PRODUCTIVE_COMPOUND	Drogenstoff auf mittlerer Kühlstufe	T_COLD+E_MIDDLE+OL_MATERIAL	Drogenstoff bis zur Mittelstufe abkühlen	13	13	12	12	12	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V48_REPLACEABLE
G671-D013	ldar	WOOD_MEASURE	PRODUCTIVE_COMPOUND	erste Holzdrogenfraktion abmessen	L_WOOD+D_MEASURE+AR_FRACTION_I	abgemessene erste Fraktion Holzdroge	5	5	5	4	4	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V48_REPLACEABLE
G671-D014	qotod	COLD_COMMAND	PRODUCTIVE_COMPOUND	kühle den Ansatz und schließe ab	QO_COMMAND+T_COLD+O_PREP+D_TERM_CLOSE	nimm den Kaltansatz und ziehe ihn ab	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V48_REPLACEABLE
G671-D015	toldy	COLD_FINISH	PRODUCTIVE_COMPOUND	fertiggestellter kalter Drogenstoff	T_COLD+OL_MATERIAL+DY_FINISHED	kalten Drogenstoff fertigstellen	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V48_REPLACEABLE
