page	locus	section	target_occurrences	target_ordinals	target_surfaces	rendering_classes	zl3b_line	v47_token_glosses_de	v48_token_glosses_de	v48_working_translation_de	v47_unknown_tokens	v48_unknown_tokens	v48_complete
f100r	f100r.25	P	1	6	olcheol	EXACT_WHOLE	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	feuchter Drogenteil | [qkeeody:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | Krautdrogenstoff der Mittelstufe | [olcheol:?] | bis zur mittleren Trockenstufe, dann leicht erhitzen | trockener Drogenstoff | trocken angesetztes Arzneikompositum am Gradanfang | Grundansatz bis zur mittleren Heizstufe erwärmt	feuchter Drogenteil | [qkeeody:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | Krautdrogenstoff der Mittelstufe | Holzdrogenstoff im Ansatz bis zur Mittelstufe trocknen | bis zur mittleren Trockenstufe, dann leicht erhitzen | trockener Drogenstoff | trocken angesetztes Arzneikompositum am Gradanfang | Grundansatz bis zur mittleren Heizstufe erwärmt	feuchter Drogenteil; [qkeeody:?]; Trockengut; Stufe III; Krautdrogenstoff der Mittelstufe; Holzdrogenstoff im Ansatz bis zur Mittelstufe trocknen; bis zur mittleren Trockenstufe, dann leicht erhitzen; trockener Drogenstoff; trocken angesetztes Arzneikompositum am Gradanfang; Grundansatz bis zur mittleren Heizstufe erwärmt	2	1	0
f102v1	f102v1.21	P	1	2	ychey	EXACT_WHOLE	qoeeody ychey okeody deody okody cheodaiin cheody ram	[qoeeody:?] | [ychey:?] | [okeody:?] | [deody:?] | [okody:?] | drei Dosen Trockenansatz auf mittlerer Trockenstufe | getrockneter Ansatz | Wurzel/Wurzeldroge: Maß-/Einheitsform I	[qoeeody:?] | trockne hiervon bis zur Mittelstufe und schließe ab | [okeody:?] | [deody:?] | [okody:?] | drei Dosen Trockenansatz auf mittlerer Trockenstufe | getrockneter Ansatz | Wurzel/Wurzeldroge: Maß-/Einheitsform I	[qoeeody:?]; trockne hiervon bis zur Mittelstufe und schließe ab; [okeody:?]; [deody:?]; [okody:?]; drei Dosen Trockenansatz auf mittlerer Trockenstufe; getrockneter Ansatz; Wurzel/Wurzeldroge: Maß-/Einheitsform I	5	4	0
f103r	f103r.14	S	1	2	shekain	EXACT_WHOLE	okain shekain chedy qokeechy qoky shey lol s aiin chey eekain chcthy qoky	heiß im Zubereitungsrahmen, Grad II | [shekain:?] | trocken in der Mitte des Grades, abgeschlossen | [qokeechy:?] | heiß am Anfang des Grades | feucht in der Mitte des Grades | Holzstoff | Samen-/Saatgutposten | Menge III | trocken in der Mitte des Grades | [eekain:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | heiß am Anfang des Grades	heiß im Zubereitungsrahmen, Grad II | bis zur Mittelstufe eingeweichte und auf Stufe II erhitzte Droge | trocken in der Mitte des Grades, abgeschlossen | [qokeechy:?] | heiß am Anfang des Grades | feucht in der Mitte des Grades | Holzstoff | Samen-/Saatgutposten | Menge III | trocken in der Mitte des Grades | [eekain:?] | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | heiß am Anfang des Grades	heiß im Zubereitungsrahmen, Grad II; bis zur Mittelstufe eingeweichte und auf Stufe II erhitzte Droge; bis zur mittleren Trockenstufe gebracht; [qokeechy:?]; leicht erhitzt; bis zur mittleren Einweichstufe; Holzstoff; Samen-/Saatgutposten; drei Teile; bis zur mittleren Trockenstufe; [eekain:?]; getrocknete Krautdroge; leicht erhitzt	3	2	0
f104r	f104r.13	S	1	1	olcheol	EXACT_WHOLE	olcheol qodain chokar okcho lkain okar cheody okeeody qodam chdy	[olcheol:?] | Qualitätsgrad II | erste heiß getrocknete Ansatzfraktion | [okcho:?] | Holzdroge, heiß auf Stufe II | heiße Drogenfraktion I im Ansatz | getrockneter Ansatz | [okeeody:?] | [qodam:?] | trocken am Anfang des Grades, abgeschlossen	Holzdrogenstoff im Ansatz bis zur Mittelstufe trocknen | Qualitätsgrad II | erste heiß getrocknete Ansatzfraktion | [okcho:?] | Holzdroge, heiß auf Stufe II | heiße Drogenfraktion I im Ansatz | getrockneter Ansatz | [okeeody:?] | [qodam:?] | trocken am Anfang des Grades, abgeschlossen	Holzdrogenstoff im Ansatz bis zur Mittelstufe trocknen; Stufe II; erste heiß getrocknete Ansatzfraktion; [okcho:?]; Holzdroge, heiß auf Stufe II; heiße Drogenfraktion I im Ansatz; getrockneter Ansatz; [okeeody:?]; [qodam:?]; angetrocknet	4	3	0
f105r	f105r.12	S	1	5	qoeedy	EXACT_WHOLE	yaiir yteeo dy qoeeody qoeedy kchedy qotchdy otcheey chey teeor ykedy ry	[yaiir:?] | kühle hiervon den Ansatz vollständig | Qualitäts-/Wertfeld geschlossen | [qoeeody:?] | [qoeedy:?] | heiß und trocken in der Mitte des Grades, abgeschlossen | kalt und trocken am Anfang des Grades, abgeschlossen | kalt-trockener Ansatz am Ende des Grades | trocken in der Mitte des Grades | [teeor:?] | erhitze hiervon bis zur Mittelstufe und schließe ab | rohe Wurzel	[yaiir:?] | kühle hiervon den Ansatz vollständig | Qualitäts-/Wertfeld geschlossen | [qoeeody:?] | nimm den vollständig fertiggestellten Ansatz | heiß und trocken in der Mitte des Grades, abgeschlossen | kalt und trocken am Anfang des Grades, abgeschlossen | kalt-trockener Ansatz am Ende des Grades | trocken in der Mitte des Grades | [teeor:?] | erhitze hiervon bis zur Mittelstufe und schließe ab | rohe Wurzel	[yaiir:?]; kühle hiervon den Ansatz vollständig; [qoeeody:?]; nimm den vollständig fertiggestellten Ansatz; heiß und bis zur mittleren Trockenstufe gebracht; kalt und angetrocknet; kalt-trockener Ansatz am Ende des Grades; bis zur mittleren Trockenstufe; [teeor:?]; erhitze hiervon bis zur Mittelstufe und schließe ab; rohe Wurzel	4	3	0
f105r	f105r.20	S	1	4	teol	EXACT_WHOLE	s aiin chey teol ykair paiir olkaiin olfaiin odar al airody al teedar dam	Samen-/Saatgutposten | Menge III | trocken in der Mitte des Grades | [teol:?] | nimm hiervon die zweite erhitzte Drogenfraktion | Pulver: Teil-/Sortierklasse III | heiße Drogenbasis, Stufe III | [olfaiin:?] | [odar:?] | Rohstoffklasse I | [airody:?] | Rohstoffklasse I | abgemessene kalte Fraktion I, Endstufe | Dosis I	Samen-/Saatgutposten | Menge III | trocken in der Mitte des Grades | Drogenstoff auf mittlerer Kühlstufe | nimm hiervon die zweite erhitzte Drogenfraktion | Pulver: Teil-/Sortierklasse III | heiße Drogenbasis, Stufe III | [olfaiin:?] | [odar:?] | Rohstoffklasse I | [airody:?] | Rohstoffklasse I | abgemessene kalte Fraktion I, Endstufe | Dosis I	Samen-/Saatgutposten: drei Teile; bis zur mittleren Trockenstufe; Drogenstoff auf mittlerer Kühlstufe; nimm hiervon die zweite erhitzte Drogenfraktion; Pulver: Teil-/Sortierklasse III; Holzdrogenansatz auf Heizstufe III; [olfaiin:?]; [odar:?]; Rohstoff I; [airody:?]; Rohstoff I; abgemessene kalte Fraktion I, Endstufe; Dosis I	4	3	0
f105r	f105r.37	S	1	1	otoiir	EXACT_WHOLE	otoiir chedaiin otair otaly	[otoiir:?] | abgemessene Trockendroge, Dosis III | zweite kalte Drogenfraktion im Ansatz | Rohstoff-I-Ansatz leicht kühlen und abschließen	kalter Ansatz, Fraktion III | abgemessene Trockendroge, Dosis III | zweite kalte Drogenfraktion im Ansatz | Rohstoff-I-Ansatz leicht kühlen und abschließen	kalter Ansatz, Fraktion III; abgemessene Trockendroge, Dosis III; zweite kalte Drogenfraktion im Ansatz; Rohstoff-I-Ansatz leicht kühlen und abschließen	1	0	1
f105v	f105v.29	S	1	7	qoeedy	EXACT_WHOLE	tdol tor oaldar aiir okokeedy karody qoeedy sho qopchedy daiin opairam	[tdol:?] | kalte Drogenportion | [oaldar:?] | [aiir:?] | [okokeedy:?] | [karody:?] | [qoeedy:?] | feuchter Ansatz | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | Grad-/Maßwert III | [opairam:?]	[tdol:?] | kalte Drogenportion | [oaldar:?] | [aiir:?] | [okokeedy:?] | [karody:?] | nimm den vollständig fertiggestellten Ansatz | feuchter Ansatz | nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat | Grad-/Maßwert III | [opairam:?]	[tdol:?]; kalte Drogenportion; [oaldar:?]; [aiir:?]; [okokeedy:?]; [karody:?]; nimm den vollständig fertiggestellten Ansatz; feuchter Ansatz; nimm das bis zur Mittelstufe getrocknete und fertiggestellte Pulverpräparat; drei Maße; [opairam:?]	7	6	0
f106r	f106r.14	S	1	4	dolchedy	EXACT_WHOLE	ychol okaiin olcheey dolchedy otair otal chedy okeor	trockne hiervon den Drogenstoff | heiß, Grad III, im Ansatzrahmen | Holzdrogenansatz vollständig trocknen | [dolchedy:?] | zweite kalte Drogenfraktion im Ansatz | Rohstoffklasse I im Ansatz, kalt am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | eine Portion Ansatz bis zur Mittelstufe erhitzen	trockne hiervon den Drogenstoff | heiß, Grad III, im Ansatzrahmen | Holzdrogenansatz vollständig trocknen | Drogenstoff abmessen, bis zur Mittelstufe trocknen und fertigstellen | zweite kalte Drogenfraktion im Ansatz | Rohstoffklasse I im Ansatz, kalt am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | eine Portion Ansatz bis zur Mittelstufe erhitzen	trockne hiervon den Drogenstoff; Ansatz auf Heizstufe III; Holzdrogenansatz vollständig trocknen; Drogenstoff abmessen, bis zur Mittelstufe trocknen und fertigstellen; zweite kalte Drogenfraktion im Ansatz; Rohstoff I, leicht gekühlt im Ansatz; bis zur mittleren Trockenstufe gebracht; eine Portion Ansatz bis zur Mittelstufe erhitzen	1	0	1
f106v	f106v.32	S	1	5	qoeedy	EXACT_WHOLE	polos shdair sheky keedy qoeedy qofchedy sair al pchedy ypodaiin saram	[polos:?] | [shdair:?] | bis zur Mittelstufe einweichen, erhitzen und abschließen | heiß am Ende des Grades, abgeschlossen | [qoeedy:?] | [qofchedy:?] | Samenfraktion II | Rohstoffklasse I | getrocknetes Pulver | [ypodaiin:?] | [saram:?]	[polos:?] | [shdair:?] | bis zur Mittelstufe einweichen, erhitzen und abschließen | heiß am Ende des Grades, abgeschlossen | nimm den vollständig fertiggestellten Ansatz | [qofchedy:?] | Samenfraktion II | Rohstoffklasse I | getrocknetes Pulver | [ypodaiin:?] | [saram:?]	[polos:?]; [shdair:?]; bis zur Mittelstufe einweichen, erhitzen und abschließen; bis zur Heizendstufe gebracht; nimm den vollständig fertiggestellten Ansatz; [qofchedy:?]; Samenfraktion II; Rohstoff I; getrocknetes Pulver; [ypodaiin:?]; [saram:?]	6	5	0
f107r	f107r.26	S	1	5	olcheol	EXACT_WHOLE	ol cheor shey cheey olcheol kaiin otair okal cheody	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenteil | feucht in der Mitte des Grades | trocken am Ende des Grades | [olcheol:?] | heiß, Grad III | zweite kalte Drogenfraktion im Ansatz | Rohstoffklasse I im Ansatz, heiß am Gradanfang | getrockneter Ansatz	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenteil | feucht in der Mitte des Grades | trocken am Ende des Grades | Holzdrogenstoff im Ansatz bis zur Mittelstufe trocknen | heiß, Grad III | zweite kalte Drogenfraktion im Ansatz | Rohstoffklasse I im Ansatz, heiß am Gradanfang | getrockneter Ansatz	Grundansatz; trockener Drogenteil; bis zur mittleren Einweichstufe; vollständig getrocknet; Holzdrogenstoff im Ansatz bis zur Mittelstufe trocknen; heiß, Grad III; zweite kalte Drogenfraktion im Ansatz; Rohstoff I, leicht erhitzt im Ansatz; getrockneter Ansatz	1	0	1
f107v	f107v.5	S	1	6	teol	EXACT_WHOLE	tol sheockhedy qotol chdor otechdy teol tedaiin opchedy qopchdy ytar aiiil	kalt; nominal kaltes Gut/Material | [sheockhedy:?] | kaltes Material | eine abgemessene Portion Trockendroge | [otechdy:?] | [teol:?] | [tedaiin:?] | vollständig getrocknetes Pulverpräparat | nimm fertig getrocknetes Pulver | nimm hiervon die erste gekühlte Drogenfraktion | [aiiil:?]	kalt; nominal kaltes Gut/Material | [sheockhedy:?] | kaltes Material | eine abgemessene Portion Trockendroge | [otechdy:?] | Drogenstoff auf mittlerer Kühlstufe | [tedaiin:?] | vollständig getrocknetes Pulverpräparat | nimm fertig getrocknetes Pulver | nimm hiervon die erste gekühlte Drogenfraktion | [aiiil:?]	kalt; nominal kaltes Gut/Material; [sheockhedy:?]; kaltes Material; eine abgemessene Portion Trockendroge; [otechdy:?]; Drogenstoff auf mittlerer Kühlstufe; [tedaiin:?]; vollständig getrocknetes Pulverpräparat; nimm fertig getrocknetes Pulver; nimm hiervon die erste gekühlte Drogenfraktion; [aiiil:?]	5	4	0
