rank	strict_complete	page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces	working_translation_de
1	0	f105r	f105r.37	S	B	3	4	4	0	0	1	0	1.000000	3	3	1	0	otoiir chedaiin otair otaly	kalter Ansatz, Fraktion III | abgemessene Trockendroge, Dosis III | zweite kalte Drogenfraktion im Ansatz | Rohstoff-I-Ansatz leicht kühlen und abschließen	GDT671:EXACT_WHOLE:otoiir | GDT663:EXACT_WHOLE:chedaiin | GDT670:EXACT_WHOLE:otair | GDT666:EXACT_WHOLE:otaly	READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	kalter Ansatz, Fraktion III; abgemessene Trockendroge, Dosis III; zweite kalte Drogenfraktion im Ansatz; Rohstoff-I-Ansatz leicht kühlen und abschließen
2	0	f106r	f106r.14	S	B	3	8	8	0	0	2	0	1.000000	6	6	1	0	ychol okaiin olcheey dolchedy otair otal chedy okeor	trockne hiervon den Drogenstoff | heiß, Grad III, im Ansatzrahmen | Holzdrogenansatz vollständig trocknen | Drogenstoff abmessen, bis zur Mittelstufe trocknen und fertigstellen | zweite kalte Drogenfraktion im Ansatz | Rohstoffklasse I im Ansatz, kalt am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | eine Portion Ansatz bis zur Mittelstufe erhitzen	GDT667:EXACT_WHOLE:ychol | V13:TARGET_SURFACE_DEFAULT | GDT665:EXACT_WHOLE:olcheey | GDT671:EXACT_WHOLE:dolchedy | GDT670:EXACT_WHOLE:otair | GDT656:REVISE_AL_QUALITY_MODEL | GDT647:FAMILY_MIGRATION | GDT668:EXACT_WHOLE:okeor	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	trockne hiervon den Drogenstoff; Ansatz auf Heizstufe III; Holzdrogenansatz vollständig trocknen; Drogenstoff abmessen, bis zur Mittelstufe trocknen und fertigstellen; zweite kalte Drogenfraktion im Ansatz; Rohstoff I, leicht gekühlt im Ansatz; bis zur mittleren Trockenstufe gebracht; eine Portion Ansatz bis zur Mittelstufe erhitzen
3	0	f107r	f107r.26	S	B	3	9	9	0	0	2	0	1.000000	7	7	1	0	ol cheor shey cheey olcheol kaiin otair okal cheody	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenteil | feucht in der Mitte des Grades | trocken am Ende des Grades | Holzdrogenstoff im Ansatz bis zur Mittelstufe trocknen | heiß, Grad III | zweite kalte Drogenfraktion im Ansatz | Rohstoffklasse I im Ansatz, heiß am Gradanfang | getrockneter Ansatz	V13:QUALITY_STATE_MATERIAL_CARRIER | GDT642:ROUND_02 | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT671:EXACT_WHOLE:olcheol | V13:TARGET_SURFACE_DEFAULT | GDT670:EXACT_WHOLE:otair | GDT656:REVISE_AL_QUALITY_MODEL | V13:TARGET_SURFACE_DEFAULT	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	Grundansatz; trockener Drogenteil; bis zur mittleren Einweichstufe; vollständig getrocknet; Holzdrogenstoff im Ansatz bis zur Mittelstufe trocknen; heiß, Grad III; zweite kalte Drogenfraktion im Ansatz; Rohstoff I, leicht erhitzt im Ansatz; getrockneter Ansatz
4	0	f10r	f10r.7	H	A	1	10	10	2	0	2	0	1.000000	8	8	1	0	dchy qokchol y kchaiin yty daiin cth dain dair am	Dosis Trockendroge, Grundform | heiß-trockenes Drogenmaterial | hierzu: | heiß-getrocknete Droge auf Stufe III | kühle hiervon leicht ab | Grad-/Maßwert III | Kraut- oder Blattdroge | Grad-/Maßwert II | abgemessene Fraktion II | Maßeinheit I	GDT662:EXACT_WHOLE:dchy | GDT663:EXACT_WHOLE:qokchol | GDT659:Y_MEDIAL_UNRESOLVED_HINGE | GDT670:EXACT_WHOLE:kchaiin | GDT665:EXACT_WHOLE:yty | V13:CONTEXTUAL_VALUE_SERIES | GDT671:EXACT_WHOLE:cth | V13:CONTEXTUAL_VALUE_SERIES | GDT649:STRONG_FAMILY_DEFAULT | GDT661:EXACT_WHOLE:am	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	Dosis Trockendroge, Grundform; heiß-trockenes Drogenmaterial; hierzu: heiß-getrocknete Droge auf Stufe III; kühle hiervon leicht ab; drei Maße; Kraut- oder Blattdroge; zwei Maße; abgemessene Fraktion II; Maßeinheit I
5	0	f111r	f111r.11	S	B	3	12	12	1	0	4	0	1.000000	8	8	1	0	dshey lkeedy lkeedy cheedy oteedaiin sheedy ar ay shkaiin chey daiin daram	eine Dosis bis zur Mittelstufe angefeuchtete Droge | Drogenholz, heiß am Gradende, abgeschlossen | Drogenholz, heiß am Gradende, abgeschlossen | trocken am Ende des Grades, abgeschlossen | drei Dosen vollständig gekühlten Ansatzes abmessen | feucht am Ende des Grades, abgeschlossen | Drogenfraktion I | ein gleicher Teil, abgeschlossen | eingeweichte und erhitzte Droge auf Stufe III | trocken in der Mitte des Grades | Grad-/Maßwert III | ein Maß Fraktion I	GDT665:EXACT_WHOLE:dshey | GDT661:EXACT_WHOLE:lkeedy | GDT661:EXACT_WHOLE:lkeedy | GDT647:FAMILY_MIGRATION | GDT671:EXACT_WHOLE:oteedaiin | GDT647:FAMILY_MIGRATION | GDT654:NEW_EXACT_WHOLE | GDT666:EXACT_WHOLE:NONE | GDT670:EXACT_WHOLE:shkaiin | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | GDT664:EXACT_WHOLE:daram	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE	NONE	NONE	eine Dosis bis zur Mittelstufe angefeuchtete Droge; Drogenholz, heiß am Gradende, abgeschlossen; Drogenholz, heiß am Gradende, abgeschlossen; vollständig getrocknet; drei Dosen vollständig gekühlten Ansatzes abmessen; vollständig eingeweicht; Drogenfraktion I; ein gleicher Teil, abgeschlossen; eingeweichte und erhitzte Droge auf Stufe III; bis zur mittleren Trockenstufe; drei Maße; ein Maß Fraktion I
6	0	f112v	f112v.21	S	B	3	10	10	2	0	5	0	1.000000	5	5	1	0	saiin chekain cheol qoeedy chol keedy qokaiin shedy qokeol kain	Samen/Saatgut, Typ/Charge III | bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen | trockener Drogenstoff | nimm den vollständig fertiggestellten Ansatz | trocken; nominal trockenes Gut/Material | heiß am Ende des Grades, abgeschlossen | heiß, Grad III | feucht in der Mitte des Grades, abgeschlossen | erhitze den Drogenstoff bis zur Mittelstufe | heiß, Grad II	V13:SCOPED_CONCRETE_HEAD_FORM | GDT670:EXACT_WHOLE:chekain | GDT642:ROUND_01 | GDT671:EXACT_WHOLE:qoeedy | V13:DRY_OL_FORM | GDT647:FAMILY_MIGRATION | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT666:EXACT_WHOLE:qokeol | V13:QUALITY_DEGREE_SERIES	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	Samen/Saatgut, Typ/Charge III; bis zur Mittelstufe trocknen, dann auf Stufe II erhitzen; trockener Drogenstoff; nimm den vollständig fertiggestellten Ansatz; Trockengut; bis zur Heizendstufe gebracht; heiß, Grad III; bis zur mittleren Einweichstufe gebracht; erhitze den Drogenstoff bis zur Mittelstufe; heiß, Grad II
7	0	f114r	f114r.38	S	B	3	9	9	1	0	5	0	1.000000	4	4	1	0	qoeedy qokchedy cheey raiin ar ain aiin al chol	nimm den vollständig fertiggestellten Ansatz | heiß und trocken in der Mitte des Grades, abgeschlossen | trocken am Ende des Grades | Wurzel, Typ/Charge III | Drogenfraktion I | Menge-/Klassenwert II | Menge III | Rohstoffklasse I | trocken; nominal trockenes Gut/Material	GDT671:EXACT_WHOLE:qoeedy | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:SCOPED_CONCRETE_HEAD_FORM | GDT654:NEW_EXACT_WHOLE | V13:VALUE_MINIM_SERIES | V13:TARGET_SURFACE_DEFAULT | GDT655:NEW_EXACT_WHOLE | V13:DRY_OL_FORM	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED	NONE	NONE	nimm den vollständig fertiggestellten Ansatz; heiß und bis zur mittleren Trockenstufe gebracht; vollständig getrocknet; Wurzel, Typ/Charge III; Drogenfraktion I; zwei Teile; drei Teile; Rohstoff I; Trockengut
8	1	f116r	f116r.42	S	B	3	10	10	1	0	0	0	1.000000	10	10	1	1	qo qokain sheckhy qokain shekain shkain shedy shey qokan cham	nehmen | heiß, Grad II | feuchtes Arzneikompositum am Gradanfang | heiß, Grad II | bis zur Mittelstufe eingeweichte und auf Stufe II erhitzte Droge | eingeweichte und erhitzte Droge auf Stufe II | feucht in der Mitte des Grades, abgeschlossen | feucht in der Mitte des Grades | heiß im qo-Rahmen, Grad I | ein Maß Trockendroge	GDT662:EXACT_WHOLE:qo | V13:TARGET_SURFACE_DEFAULT | GDT651:REVISED_FOUR_SHELL_CKH_GRID | V13:TARGET_SURFACE_DEFAULT | GDT671:EXACT_WHOLE:shekain | GDT670:EXACT_WHOLE:shkain | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | V13:QUALITY_DEGREE_SERIES | GDT665:EXACT_WHOLE:cham	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE	NONE	NONE	nimm Folgendes: heiß, Grad II; feuchtes Arzneikompositum am Gradanfang; heiß, Grad II; bis zur Mittelstufe eingeweichte und auf Stufe II erhitzte Droge; eingeweichte und erhitzte Droge auf Stufe II; bis zur mittleren Einweichstufe gebracht; bis zur mittleren Einweichstufe; heiß im qo-Rahmen, Grad I; ein Maß Trockendroge
9	1	f15r	f15r.7	H	A	1	5	5	1	0	0	0	1.000000	5	5	1	1	daiin shkaiin cthy sho keocthy	Grad-/Maßwert III | eingeweichte und erhitzte Droge auf Stufe III | CTH-Drogenmaterial | feuchter Ansatz | Krautansatz bis zur Mittelstufe erhitzen und abschließen	V13:CONTEXTUAL_VALUE_SERIES | GDT670:EXACT_WHOLE:shkaiin | V13:TARGET_SURFACE_DEFAULT | V13:TARGET_SURFACE_DEFAULT | GDT671:EXACT_WHOLE:keocthy	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE	drei Maße; eingeweichte und erhitzte Droge auf Stufe III; Krautdroge; feuchter Ansatz; Krautansatz bis zur Mittelstufe erhitzen und abschließen
10	0	f18r	f18r.14	H	A	1	3	3	0	0	2	0	1.000000	1	1	1	0	ychekch y kchaiin	trockne hiervon bis zur Mittelstufe, erhitze und trockne erneut | Eintragsteil abgeschlossen | heiß-getrocknete Droge auf Stufe III	GDT671:EXACT_WHOLE:ychekch | GDT659:Y_MEDIAL_LEFT_CLOSE | GDT670:EXACT_WHOLE:kchaiin	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	NONE	NONE	trockne hiervon bis zur Mittelstufe, erhitze und trockne erneut; heiß-getrocknete Droge auf Stufe III
