candidate	edition	page	physical_leaf	locus	trigger_id	trigger	rule	status	reason	span_ids	raw_span	head_id	head_raw	head_gloss	head_role	partition	meaning_status
R_C	IT2a	f102v2	102	f102v2.18	IT2a|f102v2.18|G007	o	ARTICLE_NOMINAL	OPEN	LINE_END	IT2a|f102v2.18|G007	o					OTHER_EXPOSED_LEAF	CONDITIONAL_ON_FIXED_WORDS_AND_SYNTAX
R_W	IT2a	f102v2	102	f102v2.18	IT2a|f102v2.18|G007	o	ARTICLE_NOMINAL	OPEN	LINE_END	IT2a|f102v2.18|G007	o					OTHER_EXPOSED_LEAF	CONDITIONAL_ON_FIXED_WORDS_AND_SYNTAX
T_C	IT2a	f102v2	102	f102v2.18	IT2a|f102v2.18|G007	o	ARTICLE_NOMINAL	OPEN	LINE_END	IT2a|f102v2.18|G007	o					OTHER_EXPOSED_LEAF	CONDITIONAL_ON_FIXED_WORDS_AND_SYNTAX
T_W	IT2a	f102v2	102	f102v2.18	IT2a|f102v2.18|G007	o	ARTICLE_NOMINAL	OPEN	LINE_END	IT2a|f102v2.18|G007	o					OTHER_EXPOSED_LEAF	CONDITIONAL_ON_FIXED_WORDS_AND_SYNTAX
R_C	IT2a	f103r	103	f103r.31	IT2a|f103r.31|G003	kaiin	PATH_NOMINAL	OPEN	UNREAD_HEAD	IT2a|f103r.31|G003|IT2a|f103r.31|G004	kaiin chal	IT2a|f103r.31|G004	chal		UNREAD	OTHER_EXPOSED_LEAF	CONDITIONAL_ON_FIXED_WORDS_AND_SYNTAX
R_W	IT2a	f103r	103	f103r.31	IT2a|f103r.31|G003	kaiin	PATH_NOMINAL	OPEN	UNREAD_HEAD	IT2a|f103r.31|G003|IT2a|f103r.31|G004	kaiin chal	IT2a|f103r.31|G004	chal		UNREAD	OTHER_EXPOSED_LEAF	CONDITIONAL_ON_FIXED_WORDS_AND_SYNTAX
T_C	IT2a	f103r	103	f103r.31	IT2a|f103r.31|G003	kaiin	PATH_NOMINAL	OPEN	UNREAD_HEAD	IT2a|f103r.31|G003|IT2a|f103r.31|G004	kaiin chal	IT2a|f103r.31|G004	chal		UNREAD	OTHER_EXPOSED_LEAF	CONDITIONAL_ON_FIXED_WORDS_AND_SYNTAX
T_W	IT2a	f103r	103	f103r.31	IT2a|f103r.31|G003	kaiin	PATH_NOMINAL	OPEN	UNREAD_HEAD	IT2a|f103r.31|G003|IT2a|f103r.31|G004	kaiin chal	IT2a|f103r.31|G004	chal		UNREAD	OTHER_EXPOSED_LEAF	CONDITIONAL_ON_FIXED_WORDS_AND_SYNTAX
R_C	IT2a	f103r	103	f103r.49	IT2a|f103r.49|G004	l	OTHER_NOMINAL	CONFLICT	KNOWN_NONNOMINAL	IT2a|f103r.49|G004|IT2a|f103r.49|G005	l ol	IT2a|f103r.49|G005	ol	nur	LIMITER	OTHER_EXPOSED_LEAF	CONDITIONAL_ON_FIXED_WORDS_AND_SYNTAX
R_W	IT2a	f103r	103	f103r.49	IT2a|f103r.49|G004	l	OTHER_NOMINAL	CONFLICT	KNOWN_NONNOMINAL	IT2a|f103r.49|G004|IT2a|f103r.49|G005	l ol	IT2a|f103r.49|G005	ol	nur	LIMITER	OTHER_EXPOSED_LEAF	CONDITIONAL_ON_FIXED_WORDS_AND_SYNTAX
